$R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY 1.0= 1/1/2000 12am,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY,TDS,H2S,CH4,SO4,Tracer,Cond,TCol,ECol,ISS1,PO4,NH4,NO3,LDOM,RDOM,LPOM,RPOM,ALG1,DO,TIC,ALK,LDOM-P,RDOM-P,LPOM-P,RPOM-P,LDOM-N,RDOM-N,LPOM-N,RPOM-N
4787,57.24,0,0,0.9032,0,42.51,1600,180,5.565,0.4863,2.05E-02,2.501,0.1088,0.1088,0.1088,0.1088,0.1,7.9,4.981,17.33,5.44E-04,5.44E-04,5.44E-04,5.44E-04,8.71E-03,8.71E-03,8.71E-03,8.71E-03
4788,57.39,0,0,0.9025,0,42.53,1600,180,5.146,0.4711,2.04E-02,2.513,0.1085,0.1085,0.1085,0.1085,0.1,7.9,4.984,17.36,5.43E-04,5.43E-04,5.43E-04,5.43E-04,8.68E-03,8.68E-03,8.68E-03,8.68E-03
4789,57.55,0,0,0.9019,0,42.55,1600,180,4.728,0.4559,2.03E-02,2.525,0.1082,0.1082,0.1082,0.1082,0.1,7.9,4.988,17.4,5.41E-04,5.41E-04,5.41E-04,5.41E-04,8.66E-03,8.66E-03,8.66E-03,8.66E-03
4790,57.7,0,0,0.9012,0,42.56,1600,180,4.309,0.4407,2.02E-02,2.537,0.1079,0.1079,0.1079,0.1079,0.1,7.9,4.992,17.43,5.40E-04,5.40E-04,5.40E-04,5.40E-04,8.64E-03,8.64E-03,8.64E-03,8.64E-03
4791,57.85,0,0,0.9005,0,42.58,1600,180,3.89,0.4255,2.01E-02,2.55,0.1076,0.1076,0.1076,0.1076,0.1,7.9,4.996,17.47,5.38E-04,5.38E-04,5.38E-04,5.38E-04,8.61E-03,8.61E-03,8.61E-03,8.61E-03
4792,58,0,0,0.8998,0,44,1600,180,3.471,0.4103,2.01E-02,2.562,0.1073,0.1073,0.1073,0.1073,0.1,7.9,5.001,17.5,5.37E-04,5.37E-04,5.37E-04,5.37E-04,8.59E-03,8.59E-03,8.59E-03,8.59E-03
4793,57.63,0,0,0.8991,0,44.03,1600,180,3.803,0.3998,2.00E-02,2.573,0.1071,0.1071,0.1071,0.1071,0.1,7.9,4.993,17.49,5.36E-04,5.36E-04,5.36E-04,5.36E-04,8.57E-03,8.57E-03,8.57E-03,8.57E-03
4794,57.26,0,0,0.8984,0,44.07,1600,180,4.134,0.3994,2.00E-02,2.582,0.107,0.107,0.107,0.107,0.1,7.9,5,17.49,5.35E-04,5.35E-04,5.35E-04,5.35E-04,8.56E-03,8.56E-03,8.56E-03,8.56E-03
4795,56.89,0,0,0.8977,0,44.1,1600,180,4.466,0.3989,2.00E-02,2.59,0.1069,0.1069,0.1069,0.1069,0.1,7.9,5.006,17.48,5.34E-04,5.34E-04,5.34E-04,5.34E-04,8.55E-03,8.55E-03,8.55E-03,8.55E-03
4796,56.51,0,0,0.897,0,44.13,1600,180,4.797,0.3984,2.00E-02,2.599,0.1067,0.1067,0.1067,0.1067,0.1,7.9,5.012,17.48,5.34E-04,5.34E-04,5.34E-04,5.34E-04,8.54E-03,8.54E-03,8.54E-03,8.54E-03
4797,56.14,0,0,0.8963,0,44.17,1600,180,5.129,0.398,2.00E-02,2.608,0.1066,0.1066,0.1066,0.1066,0.1,7.9,5.019,17.47,5.33E-04,5.33E-04,5.33E-04,5.33E-04,8.53E-03,8.53E-03,8.53E-03,8.53E-03
4798,55.77,0,0,0.8957,0,44.2,1600,180,5.461,0.3975,2.00E-02,2.617,0.1065,0.1065,0.1065,0.1065,0.1,7.9,5.026,17.46,5.32E-04,5.32E-04,5.32E-04,5.32E-04,8.52E-03,8.52E-03,8.52E-03,8.52E-03
4799,55.4,0,0,0.895,0,44.23,1600,180,5.792,0.397,2.00E-02,2.626,0.1064,0.1064,0.1064,0.1064,0.1,7.9,5.033,17.46,5.32E-04,5.32E-04,5.32E-04,5.32E-04,8.51E-03,8.51E-03,8.51E-03,8.51E-03
4800,55.03,0,0,0.8943,0,44.27,1600,180,6.124,0.3965,2.00E-02,2.634,0.1062,0.1062,0.1062,0.1062,0.1,7.9,5.04,17.45,5.31E-04,5.31E-04,5.31E-04,5.31E-04,8.50E-03,8.50E-03,8.50E-03,8.50E-03
4801,54.66,0,0,0.8936,0,44.3,1600,180,6.455,0.3961,2.00E-02,2.643,0.1061,0.1061,0.1061,0.1061,0.1,7.9,5.047,17.45,5.31E-04,5.31E-04,5.31E-04,5.31E-04,8.49E-03,8.49E-03,8.49E-03,8.49E-03
4802,54.28,0,0,0.8929,0,44.33,1600,180,6.787,0.3956,2.00E-02,2.652,0.106,0.106,0.106,0.106,0.1,7.9,5.054,17.44,5.30E-04,5.30E-04,5.30E-04,5.30E-04,8.48E-03,8.48E-03,8.48E-03,8.48E-03
4803,53.91,0,0,0.8922,0,44.37,1600,180,7.118,0.3951,2.00E-02,2.661,0.1059,0.1059,0.1059,0.1059,0.1,7.9,5.062,17.43,5.29E-04,5.29E-04,5.29E-04,5.29E-04,8.47E-03,8.47E-03,8.47E-03,8.47E-03
4804,53.54,0,0,0.8915,0,44.4,1600,180,7.45,0.3946,2.00E-02,2.67,0.1057,0.1057,0.1057,0.1057,0.1,7.9,5.069,17.43,5.29E-04,5.29E-04,5.29E-04,5.29E-04,8.46E-03,8.46E-03,8.46E-03,8.46E-03
4805,53.17,0,0,0.8908,0,44.43,1600,180,7.782,0.3942,2.00E-02,2.678,0.1056,0.1056,0.1056,0.1056,0.1,7.9,5.077,17.42,5.28E-04,5.28E-04,5.28E-04,5.28E-04,8.45E-03,8.45E-03,8.45E-03,8.45E-03
4806,52.8,0,0,0.8902,0,44.47,1600,180,8.113,0.3937,2.00E-02,2.687,0.1055,0.1055,0.1055,0.1055,0.1,7.9,5.085,17.41,5.28E-04,5.28E-04,5.28E-04,5.28E-04,8.44E-03,8.44E-03,8.44E-03,8.44E-03
4807,52.43,0,0,0.8895,0,44.5,1600,180,8.445,0.3932,2.00E-02,2.696,0.1054,0.1054,0.1054,0.1054,0.1,7.9,5.093,17.41,5.27E-04,5.27E-04,5.27E-04,5.27E-04,8.43E-03,8.43E-03,8.43E-03,8.43E-03
4808,52.05,0,0,0.8888,0,44.53,1600,180,8.776,0.3927,2.00E-02,2.705,0.1052,0.1052,0.1052,0.1052,0.1,7.9,5.101,17.4,5.26E-04,5.26E-04,5.26E-04,5.26E-04,8.42E-03,8.42E-03,8.42E-03,8.42E-03
4809,51.68,0,0,0.8881,0,44.57,1600,180,9.108,0.3923,2.00E-02,2.713,0.1051,0.1051,0.1051,0.1051,0.1,7.9,5.109,17.4,5.26E-04,5.26E-04,5.26E-04,5.26E-04,8.41E-03,8.41E-03,8.41E-03,8.41E-03
4810,51.31,0,0,0.8874,0,44.6,1600,180,9.439,0.3918,2.00E-02,2.722,0.105,0.105,0.105,0.105,0.1,7.9,5.111,17.39,5.25E-04,5.25E-04,5.25E-04,5.25E-04,8.40E-03,8.40E-03,8.40E-03,8.40E-03
4811,50.94,0,0,0.8867,0,44.63,1600,180,9.771,0.3913,2.00E-02,2.731,0.1049,0.1049,0.1049,0.1049,0.1,7.9,5.111,17.38,5.24E-04,5.24E-04,5.24E-04,5.24E-04,8.39E-03,8.39E-03,8.39E-03,8.39E-03
4812,50.57,0,0,0.886,0,44.67,1600,180,10.1,0.3909,2.00E-02,2.74,0.1048,0.1048,0.1048,0.1048,0.1,7.9,5.111,17.38,5.24E-04,5.24E-04,5.24E-04,5.24E-04,8.38E-03,8.38E-03,8.38E-03,8.38E-03
4813,50.2,0,0,0.8853,0,44.7,1600,180,10.43,0.3904,2.00E-02,2.749,0.1046,0.1046,0.1046,0.1046,0.1,7.9,5.111,17.37,5.23E-04,5.23E-04,5.23E-04,5.23E-04,8.37E-03,8.37E-03,8.37E-03,8.37E-03
4814,49.82,0,0,0.8846,0,44.73,1600,180,10.77,0.3899,2.00E-02,2.757,0.1045,0.1045,0.1045,0.1045,0.1,7.9,5.111,17.37,5.23E-04,5.23E-04,5.23E-04,5.23E-04,8.36E-03,8.36E-03,8.36E-03,8.36E-03
4815,49.45,0,0,0.884,0,44.77,1600,180,11.1,0.3894,2.00E-02,2.766,0.1044,0.1044,0.1044,0.1044,0.1,7.9,5.111,17.36,5.22E-04,5.22E-04,5.22E-04,5.22E-04,8.35E-03,8.35E-03,8.35E-03,8.35E-03
4816,49.08,0,0,0.8833,0,44.8,1600,180,11.43,0.389,2.00E-02,2.775,0.1043,0.1043,0.1043,0.1043,0.1,7.9,5.111,17.35,5.21E-04,5.21E-04,5.21E-04,5.21E-04,8.34E-03,8.34E-03,8.34E-03,8.34E-03
4817,48.71,0,0,0.8826,0,44.83,1600,180,11.76,0.3885,2.00E-02,2.784,0.1041,0.1041,0.1041,0.1041,0.1,7.9,5.111,17.35,5.21E-04,5.21E-04,5.21E-04,5.21E-04,8.33E-03,8.33E-03,8.33E-03,8.33E-03
4818,48.34,0,0,0.8819,0,44.87,1600,180,12.09,0.388,2.00E-02,2.793,0.104,0.104,0.104,0.104,0.1,7.9,5.111,17.34,5.20E-04,5.20E-04,5.20E-04,5.20E-04,8.32E-03,8.32E-03,8.32E-03,8.32E-03
4819,47.97,0,0,0.8812,0,44.9,1600,180,12.42,0.3875,2.00E-02,2.801,0.1039,0.1039,0.1039,0.1039,0.1,7.9,5.112,17.34,5.19E-04,5.19E-04,5.19E-04,5.19E-04,8.31E-03,8.31E-03,8.31E-03,8.31E-03
4820,47.59,0,0,0.8805,0,44.93,1600,180,12.76,0.3871,2.00E-02,2.81,0.1038,0.1038,0.1038,0.1038,0.1,7.9,5.112,17.33,5.19E-04,5.19E-04,5.19E-04,5.19E-04,8.30E-03,8.30E-03,8.30E-03,8.30E-03
4821,47.22,0,0,0.8798,0,44.97,1600,180,13.09,0.3866,2.00E-02,2.819,0.1036,0.1036,0.1036,0.1036,0.1,7.9,5.113,17.32,5.18E-04,5.18E-04,5.18E-04,5.18E-04,8.29E-03,8.29E-03,8.29E-03,8.29E-03
4822,46.85,0,0,0.8791,0,45,1600,180,13.42,0.3861,2.00E-02,2.828,0.1035,0.1035,0.1035,0.1035,0.1,7.9,5.113,17.32,5.18E-04,5.18E-04,5.18E-04,5.18E-04,8.28E-03,8.28E-03,8.28E-03,8.28E-03
4823,46.48,0,0,0.8785,0,44.23,1600,180,13.75,0.3857,2.00E-02,2.836,0.1034,0.1034,0.1034,0.1034,0.1,7.9,5.116,17.31,5.17E-04,5.17E-04,5.17E-04,5.17E-04,8.27E-03,8.27E-03,8.27E-03,8.27E-03
4824,46.11,0,0,0.8778,0,43.45,1600,180,14.08,0.3852,2.00E-02,2.845,0.1033,0.1033,0.1033,0.1033,0.1,7.9,5.121,17.31,5.16E-04,5.16E-04,5.16E-04,5.16E-04,8.26E-03,8.26E-03,8.26E-03,8.26E-03
4825,45.74,0,0,0.8771,0,42.68,1600,180,14.41,0.3847,2.00E-02,2.854,0.1031,0.1031,0.1031,0.1031,0.1,7.9,5.126,17.3,5.16E-04,5.16E-04,5.16E-04,5.16E-04,8.25E-03,8.25E-03,8.25E-03,8.25E-03
4826,45.36,0,0,0.8764,0,41.91,1600,180,14.74,0.3842,2.00E-02,2.863,0.103,0.103,0.103,0.103,0.1,7.9,5.131,17.29,5.15E-04,5.15E-04,5.15E-04,5.15E-04,8.24E-03,8.24E-03,8.24E-03,8.24E-03
4827,44.99,0,0,0.8757,0,41.14,1600,180,15.08,0.3838,2.00E-02,2.872,0.1029,0.1029,0.1029,0.1029,0.1,7.9,5.135,17.29,5.15E-04,5.15E-04,5.15E-04,5.15E-04,8.23E-03,8.23E-03,8.23E-03,8.23E-03
4828,44.62,0,0,0.875,0,40.36,1600,180,15.41,0.3833,2.00E-02,2.88,0.1028,0.1028,0.1028,0.1028,0.1,7.9,5.14,17.28,5.14E-04,5.14E-04,5.14E-04,5.14E-04,8.22E-03,8.22E-03,8.22E-03,8.22E-03
4829,44.25,0,0,0.8743,0,39.59,1600,180,15.74,0.3828,2.00E-02,2.889,0.1027,0.1027,0.1027,0.1027,0.1,7.9,5.145,17.27,5.13E-04,5.13E-04,5.13E-04,5.13E-04,8.21E-03,8.21E-03,8.21E-03,8.21E-03
4830,43.88,0,0,0.8736,0,38.82,1600,180,16.07,0.3823,2.00E-02,2.898,0.1025,0.1025,0.1025,0.1025,0.1,7.9,5.15,17.27,5.13E-04,5.13E-04,5.13E-04,5.13E-04,8.20E-03,8.20E-03,8.20E-03,8.20E-03
4831,43.51,0,0,0.8729,0,38.05,1600,180,16.4,0.3819,2.00E-02,2.907,0.1024,0.1024,0.1024,0.1024,0.1,7.9,5.155,17.26,5.12E-04,5.12E-04,5.12E-04,5.12E-04,8.19E-03,8.19E-03,8.19E-03,8.19E-03
4832,43.14,0,0,0.8723,0,37.27,1600,180,16.73,0.3814,2.00E-02,2.916,0.1023,0.1023,0.1023,0.1023,0.1,7.9,5.16,17.26,5.11E-04,5.11E-04,5.11E-04,5.11E-04,8.18E-03,8.18E-03,8.18E-03,8.18E-03
4833,42.76,0,0,0.8716,0,36.5,1600,180,17.07,0.3809,2.00E-02,2.924,0.1022,0.1022,0.1022,0.1022,0.1,7.9,5.166,17.25,5.11E-04,5.11E-04,5.11E-04,5.11E-04,8.17E-03,8.17E-03,8.17E-03,8.17E-03
4834,42.39,0,0,0.8709,0,35.73,1600,180,17.4,0.3804,2.00E-02,2.933,0.102,0.102,0.102,0.102,0.1,7.9,5.171,17.24,5.10E-04,5.10E-04,5.10E-04,5.10E-04,8.16E-03,8.16E-03,8.16E-03,8.16E-03
4835,42.02,0,0,0.8702,0,34.95,1600,180,17.73,0.38,2.00E-02,2.942,0.1019,0.1019,0.1019,0.1019,0.1,7.9,5.176,17.24,5.10E-04,5.10E-04,5.10E-04,5.10E-04,8.15E-03,8.15E-03,8.15E-03,8.15E-03
4836,41.65,0,0,0.8695,0,34.18,1600,180,18.06,0.3795,2.00E-02,2.951,0.1018,0.1018,0.1018,0.1018,0.1,7.9,5.181,17.23,5.09E-04,5.09E-04,5.09E-04,5.09E-04,8.14E-03,8.14E-03,8.14E-03,8.14E-03
4837,41.28,0,0,0.8688,0,33.41,1600,180,18.39,0.379,2.00E-02,2.96,0.1017,0.1017,0.1017,0.1017,0.1,7.9,5.187,17.23,5.08E-04,5.08E-04,5.08E-04,5.08E-04,8.13E-03,8.13E-03,8.13E-03,8.13E-03
4838,40.91,0,0,0.8681,0,32.64,1600,180,18.72,0.3786,2.00E-02,2.968,0.1015,0.1015,0.1015,0.1015,0.1,7.9,5.192,17.22,5.08E-04,5.08E-04,5.08E-04,5.08E-04,8.12E-03,8.12E-03,8.12E-03,8.12E-03
4839,40.53,0,0,0.8674,0,31.86,1600,180,19.06,0.3781,2.00E-02,2.977,0.1014,0.1014,0.1014,0.1014,0.1,7.9,5.197,17.21,5.07E-04,5.07E-04,5.07E-04,5.07E-04,8.11E-03,8.11E-03,8.11E-03,8.11E-03
4840,40.16,0,0,0.8668,0,31.09,1600,180,19.39,0.3776,2.00E-02,2.986,0.1013,0.1013,0.1013,0.1013,0.1,7.9,5.203,17.21,5.07E-04,5.07E-04,5.07E-04,5.07E-04,8.10E-03,8.10E-03,8.10E-03,8.10E-03
4841,39.79,0,0,0.8661,0,30.32,1600,180,19.72,0.3771,2.00E-02,2.995,0.1012,0.1012,0.1012,0.1012,0.1,7.9,5.208,17.2,5.06E-04,5.06E-04,5.06E-04,5.06E-04,8.09E-03,8.09E-03,8.09E-03,8.09E-03
4842,39.42,0,0,0.8654,0,29.55,1600,180,20.05,0.3767,2.00E-02,3.003,0.101,0.101,0.101,0.101,0.1,7.9,5.214,17.2,5.05E-04,5.05E-04,5.05E-04,5.05E-04,8.08E-03,8.08E-03,8.08E-03,8.08E-03
4843,39.05,0,0,0.8647,0,28.77,1600,180,20.38,0.3762,2.00E-02,3.012,0.1009,0.1009,0.1009,0.1009,0.1,7.9,5.219,17.19,5.05E-04,5.05E-04,5.05E-04,5.05E-04,8.07E-03,8.07E-03,8.07E-03,8.07E-03
4844,38.68,0,0,0.864,0,28,1600,180,20.71,0.3757,2.00E-02,3.021,0.1008,0.1008,0.1008,0.1008,0.1,7.9,5.225,17.18,5.04E-04,5.04E-04,5.04E-04,5.04E-04,8.06E-03,8.06E-03,8.06E-03,8.06E-03
4845,38.3,0,0,0.8633,0,28.41,1600,180,21.04,0.3752,2.00E-02,3.03,0.1007,0.1007,0.1007,0.1007,0.1,7.9,5.233,17.18,5.03E-04,5.03E-04,5.03E-04,5.03E-04,8.05E-03,8.05E-03,8.05E-03,8.05E-03
4846,37.93,0,0,0.8626,0,28.83,1600,180,21.38,0.3748,2.00E-02,3.039,0.1005,0.1005,0.1005,0.1005,0.1,7.9,5.245,17.17,5.03E-04,5.03E-04,5.03E-04,5.03E-04,8.04E-03,8.04E-03,8.04E-03,8.04E-03
4847,37.56,0,0,0.8619,0,29.24,1600,180,21.71,0.3743,2.00E-02,3.047,0.1004,0.1004,0.1004,0.1004,0.1,7.9,5.257,17.17,5.02E-04,5.02E-04,5.02E-04,5.02E-04,8.03E-03,8.03E-03,8.03E-03,8.03E-03
4848,37.19,0,0,0.8612,0,29.65,1600,180,22.04,0.3738,2.00E-02,3.056,0.1003,0.1003,0.1003,0.1003,0.1,7.9,5.269,17.16,5.02E-04,5.02E-04,5.02E-04,5.02E-04,8.02E-03,8.02E-03,8.02E-03,8.02E-03
4849,36.82,0,0,0.8606,0,30.07,1600,180,22.37,0.3733,2.00E-02,3.065,0.1002,0.1002,0.1002,0.1002,0.1,7.9,5.281,17.15,5.01E-04,5.01E-04,5.01E-04,5.01E-04,8.01E-03,8.01E-03,8.01E-03,8.01E-03
4850,36.45,0,0,0.8599,0,30.48,1600,180,22.7,0.3729,2.00E-02,3.074,0.1001,0.1001,0.1001,0.1001,0.1,7.9,5.294,17.15,5.00E-04,5.00E-04,5.00E-04,5.00E-04,8.00E-03,8.00E-03,8.00E-03,8.00E-03
4851,36.07,0,0,0.8592,0,30.89,1600,180,23.03,0.3724,2.00E-02,3.083,9.99E-02,9.99E-02,9.99E-02,9.99E-02,0.1,7.9,5.307,17.14,5.00E-04,5.00E-04,5.00E-04,5.00E-04,7.99E-03,7.99E-03,7.99E-03,7.99E-03
4852,35.7,0,0,0.8585,0,31.31,1600,180,23.37,0.3719,2.00E-02,3.091,9.98E-02,9.98E-02,9.98E-02,9.98E-02,0.1,7.9,5.32,17.14,4.99E-04,4.99E-04,4.99E-04,4.99E-04,7.99E-03,7.99E-03,7.99E-03,7.99E-03
4853,35.33,0,0,0.8578,0,31.72,1600,180,23.7,0.3715,2.00E-02,3.1,9.97E-02,9.97E-02,9.97E-02,9.97E-02,0.1,7.9,5.334,17.13,4.98E-04,4.98E-04,4.98E-04,4.98E-04,7.98E-03,7.98E-03,7.98E-03,7.98E-03
4854,34.96,0,0,0.8571,0,32.14,1600,180,24.03,0.371,2.00E-02,3.109,9.96E-02,9.96E-02,9.96E-02,9.96E-02,0.1,7.9,5.348,17.12,4.98E-04,4.98E-04,4.98E-04,4.98E-04,7.97E-03,7.97E-03,7.97E-03,7.97E-03
4855,34.59,0,0,0.8564,0,32.55,1600,180,24.36,0.3705,2.00E-02,3.118,9.94E-02,9.94E-02,9.94E-02,9.94E-02,0.1,7.9,5.357,17.12,4.97E-04,4.97E-04,4.97E-04,4.97E-04,7.96E-03,7.96E-03,7.96E-03,7.96E-03
4856,34.22,0,0,0.8557,0,32.96,1600,180,24.69,0.37,2.00E-02,3.126,9.93E-02,9.93E-02,9.93E-02,9.93E-02,0.1,7.9,5.363,17.11,4.97E-04,4.97E-04,4.97E-04,4.97E-04,7.95E-03,7.95E-03,7.95E-03,7.95E-03
4857,33.84,0,0,0.8551,0,33.38,1600,180,25.02,0.3696,2.00E-02,3.135,9.92E-02,9.92E-02,9.92E-02,9.92E-02,0.1,7.9,5.369,17.1,4.96E-04,4.96E-04,4.96E-04,4.96E-04,7.94E-03,7.94E-03,7.94E-03,7.94E-03
4858,33.47,0,0,0.8544,0,33.79,1600,180,25.36,0.3691,2.00E-02,3.144,9.91E-02,9.91E-02,9.91E-02,9.91E-02,0.1,7.9,5.375,17.1,4.95E-04,4.95E-04,4.95E-04,4.95E-04,7.93E-03,7.93E-03,7.93E-03,7.93E-03
4859,33.1,0,0,0.8537,0,34.2,1600,180,25.69,0.3686,2.00E-02,3.153,9.89E-02,9.89E-02,9.89E-02,9.89E-02,0.1,7.9,5.381,17.09,4.95E-04,4.95E-04,4.95E-04,4.95E-04,7.92E-03,7.92E-03,7.92E-03,7.92E-03
4860,32.73,0,0,0.853,0,34.62,1600,180,26.02,0.3681,2.00E-02,3.162,9.88E-02,9.88E-02,9.88E-02,9.88E-02,0.1,7.9,5.387,17.09,4.94E-04,4.94E-04,4.94E-04,4.94E-04,7.91E-03,7.91E-03,7.91E-03,7.91E-03
4861,32.36,0,0,0.8523,0,35.03,1600,180,26.35,0.3677,2.00E-02,3.17,9.87E-02,9.87E-02,9.87E-02,9.87E-02,0.1,7.9,5.393,17.08,4.94E-04,4.94E-04,4.94E-04,4.94E-04,7.90E-03,7.90E-03,7.90E-03,7.90E-03
4862,31.99,0,0,0.8516,0,35.44,1600,180,26.68,0.3672,2.00E-02,3.179,9.86E-02,9.86E-02,9.86E-02,9.86E-02,0.1,7.9,5.4,17.07,4.93E-04,4.93E-04,4.93E-04,4.93E-04,7.89E-03,7.89E-03,7.89E-03,7.89E-03
4863,31.61,0,0,0.8509,0,35.86,1600,180,27.01,0.3667,2.00E-02,3.188,9.85E-02,9.85E-02,9.85E-02,9.85E-02,0.1,7.9,5.406,17.07,4.92E-04,4.92E-04,4.92E-04,4.92E-04,7.88E-03,7.88E-03,7.88E-03,7.88E-03
4864,31.24,0,0,0.8502,0,36.27,1600,180,27.34,0.3662,2.00E-02,3.197,9.83E-02,9.83E-02,9.83E-02,9.83E-02,0.1,7.9,5.412,17.06,4.92E-04,4.92E-04,4.92E-04,4.92E-04,7.87E-03,7.87E-03,7.87E-03,7.87E-03
4865,30.87,0,0,0.8495,0,36.68,1600,180,27.68,0.3658,2.00E-02,3.206,9.82E-02,9.82E-02,9.82E-02,9.82E-02,0.1,7.9,5.418,17.06,4.91E-04,4.91E-04,4.91E-04,4.91E-04,7.86E-03,7.86E-03,7.86E-03,7.86E-03
4866,30.5,0,0,0.8489,0,37.1,1600,180,28.01,0.3653,2.00E-02,3.214,9.81E-02,9.81E-02,9.81E-02,9.81E-02,0.1,7.9,5.425,17.05,4.90E-04,4.90E-04,4.90E-04,4.90E-04,7.85E-03,7.85E-03,7.85E-03,7.85E-03
4867,30.13,0,0,0.8482,0,37.51,1600,180,28.34,0.3648,2.00E-02,3.223,9.80E-02,9.80E-02,9.80E-02,9.80E-02,0.1,7.9,5.431,17.04,4.90E-04,4.90E-04,4.90E-04,4.90E-04,7.84E-03,7.84E-03,7.84E-03,7.84E-03
4868,29.76,0,0,0.8475,0,37.92,1600,180,28.67,0.3644,2.00E-02,3.232,9.78E-02,9.78E-02,9.78E-02,9.78E-02,0.1,7.9,5.438,17.04,4.89E-04,4.89E-04,4.89E-04,4.89E-04,7.83E-03,7.83E-03,7.83E-03,7.83E-03
4869,29.39,0,0,0.8468,0,38.34,1600,180,29,0.3639,2.00E-02,3.241,9.77E-02,9.77E-02,9.77E-02,9.77E-02,0.1,7.9,5.444,17.03,4.89E-04,4.89E-04,4.89E-04,4.89E-04,7.82E-03,7.82E-03,7.82E-03,7.82E-03
4870,29.01,0,0,0.8461,0,38.75,1600,180,29.33,0.3634,2.00E-02,3.25,9.76E-02,9.76E-02,9.76E-02,9.76E-02,0.1,7.9,5.451,17.03,4.88E-04,4.88E-04,4.88E-04,4.88E-04,7.81E-03,7.81E-03,7.81E-03,7.81E-03
4871,28.64,0,0,0.8454,0,39.17,1600,180,29.67,0.3629,2.00E-02,3.258,9.75E-02,9.75E-02,9.75E-02,9.75E-02,0.1,7.9,5.458,17.02,4.87E-04,4.87E-04,4.87E-04,4.87E-04,7.80E-03,7.80E-03,7.80E-03,7.80E-03
4872,28.27,0,0,0.8447,0,39.58,1600,180,30,0.3625,2.00E-02,3.267,9.73E-02,9.73E-02,9.73E-02,9.73E-02,0.1,7.9,5.464,17.01,4.87E-04,4.87E-04,4.87E-04,4.87E-04,7.79E-03,7.79E-03,7.79E-03,7.79E-03
4873,27.9,0,0,0.844,0,39.99,1600,180,30.33,0.362,2.00E-02,3.276,9.72E-02,9.72E-02,9.72E-02,9.72E-02,0.1,7.9,5.471,17.01,4.86E-04,4.86E-04,4.86E-04,4.86E-04,7.78E-03,7.78E-03,7.78E-03,7.78E-03
4874,27.53,0,0,0.8434,0,40.41,1600,180,30.66,0.3615,2.00E-02,3.285,9.71E-02,9.71E-02,9.71E-02,9.71E-02,0.1,7.9,5.478,17,4.85E-04,4.85E-04,4.85E-04,4.85E-04,7.77E-03,7.77E-03,7.77E-03,7.77E-03
4875,27.16,0,0,0.8427,0,40.82,1600,180,30.99,0.361,2.00E-02,3.293,9.70E-02,9.70E-02,9.70E-02,9.70E-02,0.1,7.9,5.485,17,4.85E-04,4.85E-04,4.85E-04,4.85E-04,7.76E-03,7.76E-03,7.76E-03,7.76E-03
4876,26.78,0,0,0.842,0,41.23,1600,180,31.32,0.3606,2.00E-02,3.302,9.68E-02,9.68E-02,9.68E-02,9.68E-02,0.1,7.9,5.492,16.99,4.84E-04,4.84E-04,4.84E-04,4.84E-04,7.75E-03,7.75E-03,7.75E-03,7.75E-03
4877,26.41,0,0,0.8413,0,41.65,1600,180,31.66,0.3601,2.00E-02,3.311,9.67E-02,9.67E-02,9.67E-02,9.67E-02,0.1,7.9,5.498,16.98,4.84E-04,4.84E-04,4.84E-04,4.84E-04,7.74E-03,7.74E-03,7.74E-03,7.74E-03
4878,26.04,0,0,0.8406,0,42.06,1600,180,31.99,0.3596,2.00E-02,3.32,9.66E-02,9.66E-02,9.66E-02,9.66E-02,0.1,7.9,5.505,16.98,4.83E-04,4.83E-04,4.83E-04,4.83E-04,7.73E-03,7.73E-03,7.73E-03,7.73E-03
4879,25.67,0,0,0.8399,0,42.47,1600,180,32.32,0.3592,2.00E-02,3.329,9.65E-02,9.65E-02,9.65E-02,9.65E-02,0.1,7.9,5.513,16.97,4.82E-04,4.82E-04,4.82E-04,4.82E-04,7.72E-03,7.72E-03,7.72E-03,7.72E-03
4880,25.3,0,0,0.8392,0,42.89,1600,180,32.65,0.3587,2.00E-02,3.337,9.64E-02,9.64E-02,9.64E-02,9.64E-02,0.1,7.9,5.52,16.96,4.82E-04,4.82E-04,4.82E-04,4.82E-04,7.71E-03,7.71E-03,7.71E-03,7.71E-03
4881,24.93,0,0,0.8385,0,43.3,1600,180,32.98,0.3582,2.00E-02,3.346,9.62E-02,9.62E-02,9.62E-02,9.62E-02,0.1,7.9,5.527,16.96,4.81E-04,4.81E-04,4.81E-04,4.81E-04,7.70E-03,7.70E-03,7.70E-03,7.70E-03
4882,24.55,0,0,0.8378,0,43.71,1600,180,33.31,0.3577,2.00E-02,3.355,9.61E-02,9.61E-02,9.61E-02,9.61E-02,0.1,7.9,5.534,16.95,4.81E-04,4.81E-04,4.81E-04,4.81E-04,7.69E-03,7.69E-03,7.69E-03,7.69E-03
4883,24.18,0,0,0.8372,0,44.13,1600,180,33.64,0.3573,2.00E-02,3.364,9.60E-02,9.60E-02,9.60E-02,9.60E-02,0.1,7.9,5.541,16.95,4.80E-04,4.80E-04,4.80E-04,4.80E-04,7.68E-03,7.68E-03,7.68E-03,7.68E-03
