$Little Spokane River inflow 01/01/2000 to 12/31/2000,,
,,
Jday,Q,
70.125,40.066,
70.167,40.066,
70.208,40.066,
70.25,39.891,
70.292,39.542,
70.333,39.357,
70.375,39.357,
70.417,39.172,
70.458,39.172,
70.5,38.997,
70.542,39.172,
70.583,38.997,
70.625,38.997,
70.667,38.997,
70.708,38.997,
70.75,38.997,
70.792,38.997,
70.833,38.997,
70.875,38.812,
70.917,38.812,
70.958,38.638,
71,38.452,
71.042,38.452,
71.083,38.267,
71.125,38.452,
71.167,38.638,
71.208,38.812,
71.25,38.812,
71.292,38.812,
71.333,38.812,
71.375,38.812,
71.417,38.812,
71.458,38.812,
71.5,38.997,
71.542,38.997,
71.583,39.172,
71.625,39.357,
71.667,39.717,
71.708,39.891,
71.75,40.425,
71.792,40.774,
71.833,41.134,
71.875,41.493,
71.917,42.038,
71.958,42.038,
72,42.769,
72.042,43.139,
72.083,43.51,
72.125,43.881,
72.167,44.066,
72.208,44.262,
72.25,44.633,
72.292,45.014,
72.333,45.21,
72.375,45.014,
72.417,45.21,
72.458,45.396,
72.5,45.21,
72.542,45.21,
72.583,45.21,
72.625,45.014,
72.667,44.829,
72.708,44.447,
72.75,44.262,
72.792,43.881,
72.833,43.51,
72.875,43.139,
72.917,42.583,
72.958,42.038,
73,41.853,
73.042,41.493,
73.083,40.948,
73.125,40.774,
73.167,40.425,
73.208,40.066,
73.25,40.066,
73.292,39.717,
73.333,39.357,
73.375,39.357,
73.417,39.172,
73.458,39.172,
73.5,38.997,
73.542,38.812,
73.583,38.812,
73.625,38.812,
73.667,38.812,
73.708,38.638,
73.75,38.638,
73.792,38.452,
73.833,38.452,
73.875,38.267,
73.917,38.093,
73.958,38.093,
74,38.093,
74.042,38.093,
74.083,38.093,
74.125,38.267,
74.167,38.093,
74.208,38.093,
74.25,38.093,
74.292,37.918,
74.333,38.093,
74.375,38.093,
74.417,37.918,
74.458,38.093,
74.5,38.093,
74.542,38.452,
74.583,38.638,
74.625,38.997,
74.667,39.357,
74.708,39.717,
74.75,40.066,
74.792,40.774,
74.833,41.134,
74.875,41.493,
74.917,41.853,
74.958,42.038,
75,42.398,
75.042,42.769,
75.083,43.139,
75.125,43.51,
75.167,43.51,
75.208,43.51,
75.25,43.51,
75.292,43.325,
75.333,43.139,
75.375,42.769,
75.417,42.583,
75.458,42.038,
75.5,42.038,
75.542,41.668,
75.583,41.493,
75.625,41.134,
75.667,40.774,
75.708,40.6,
75.75,40.425,
75.792,40.24,
75.833,40.066,
75.875,39.891,
75.917,39.542,
75.958,39.357,
76,39.172,
76.042,38.997,
76.083,38.997,
76.125,38.812,
76.167,38.638,
76.208,38.452,
76.25,38.267,
76.292,38.267,
76.333,38.093,
76.375,37.918,
76.417,37.918,
76.458,38.093,
76.5,37.918,
76.542,37.918,
76.583,37.733,
76.625,37.918,
76.667,37.918,
76.708,38.093,
76.75,38.093,
76.792,38.093,
76.833,38.093,
76.875,38.267,
76.917,38.452,
76.958,38.267,
77,38.452,
77.042,38.638,
77.083,38.638,
77.125,38.812,
77.167,38.812,
77.208,38.997,
77.25,38.997,
77.292,39.172,
77.333,39.357,
77.375,39.357,
77.417,39.717,
77.458,39.891,
77.5,40.066,
77.542,40.066,
77.583,40.24,
77.625,40.425,
77.667,40.24,
77.708,40.066,
77.75,40.066,
77.792,39.891,
77.833,39.542,
77.875,39.357,
77.917,39.357,
77.958,39.172,
78,38.997,
78.042,38.812,
78.083,38.812,
78.125,38.812,
78.167,38.638,
78.208,38.452,
78.25,38.452,
78.292,38.452,
78.333,38.093,
78.375,38.093,
78.417,38.093,
78.458,38.093,
78.5,37.733,
78.542,37.918,
78.583,37.733,
78.625,37.733,
78.667,37.733,
78.708,37.733,
78.75,37.733,
78.792,37.559,
78.833,37.559,
78.875,37.384,
78.917,37.384,
78.958,37.384,
79,37.384,
79.042,37.384,
79.083,37.384,
79.125,37.384,
79.167,37.384,
79.208,37.384,
79.25,37.384,
79.292,37.733,
79.333,37.918,
79.375,38.267,
79.417,38.452,
79.458,38.812,
79.5,38.997,
79.542,39.172,
79.583,39.542,
79.625,40.066,
79.667,40.6,
79.708,41.134,
79.75,41.668,
79.792,42.213,
79.833,42.769,
79.875,43.51,
79.917,43.881,
79.958,44.066,
80,44.262,
80.042,44.262,
80.083,44.262,
80.125,43.881,
80.167,43.325,
80.208,42.954,
80.25,42.213,
80.292,41.853,
80.333,41.308,
80.375,40.774,
80.417,40.425,
80.458,40.066,
80.5,39.542,
80.542,39.357,
80.583,38.997,
80.625,38.997,
80.667,38.812,
80.708,38.452,
80.75,38.267,
80.792,38.093,
80.833,38.093,
80.875,37.733,
80.917,37.733,
80.958,37.559,
81,37.384,
81.042,37.21,
81.083,37.21,
81.125,37.035,
81.167,36.861,
81.208,36.687,
81.25,36.687,
81.292,36.687,
81.333,36.687,
81.375,36.512,
81.417,36.338,
81.458,35.989,
81.5,36.163,
81.542,36.163,
81.583,35.989,
81.625,35.989,
81.667,35.989,
81.708,35.989,
81.75,35.989,
81.792,35.989,
81.833,35.989,
81.875,35.989,
81.917,35.989,
81.958,35.847,
82,35.847,
82.042,35.847,
82.083,35.706,
82.125,35.564,
82.167,35.564,
82.208,35.564,
82.25,35.564,
82.292,35.564,
82.333,35.564,
82.375,35.422,
82.417,35.28,
82.458,35.28,
82.5,35.28,
82.542,35.28,
82.583,35.28,
82.625,35.15,
82.667,35.15,
82.708,35.15,
82.75,35.28,
82.792,35.28,
82.833,35.28,
82.875,35.422,
82.917,35.422,
82.958,35.28,
83,35.28,
83.042,35.422,
83.083,35.28,
83.125,35.28,
83.167,35.28,
83.208,35.28,
83.25,35.28,
83.292,35.28,
83.333,35.28,
83.375,35.564,
83.417,35.564,
83.458,35.564,
83.5,35.847,
83.542,35.989,
83.583,35.989,
83.625,36.163,
83.667,36.338,
83.708,36.338,
83.75,36.338,
83.792,36.338,
83.833,36.163,
83.875,36.338,
83.917,36.338,
83.958,36.163,
84,36.163,
84.042,35.989,
84.083,35.989,
84.125,35.989,
84.167,35.989,
84.208,35.989,
84.25,35.989,
84.292,35.847,
84.333,35.847,
84.375,35.564,
84.417,35.564,
84.458,35.564,
84.5,35.422,
84.542,35.422,
84.583,35.28,
84.625,35.28,
84.667,35.15,
84.708,35.15,
84.75,35.008,
84.792,35.008,
84.833,35.008,
84.875,35.008,
84.917,34.866,
84.958,34.866,
85,34.866,
85.042,34.866,
85.083,34.866,
85.125,34.866,
85.167,34.725,
85.208,34.725,
85.25,34.725,
85.292,34.583,
85.333,34.725,
85.375,34.725,
85.417,34.583,
85.458,34.583,
85.5,34.452,
85.542,34.452,
85.583,34.452,
85.625,34.452,
85.667,34.452,
85.708,34.452,
85.75,34.452,
85.792,34.452,
85.833,34.452,
85.875,34.452,
85.917,34.452,
85.958,34.31,
86,34.31,
86.042,34.31,
86.083,34.31,
86.125,34.31,
86.167,34.31,
86.208,34.31,
86.25,34.31,
86.292,34.169,
86.333,34.169,
86.375,34.169,
86.417,34.038,
86.458,34.169,
86.5,34.169,
86.542,33.896,
86.583,33.896,
86.625,33.896,
86.667,33.896,
86.708,33.896,
86.75,33.896,
86.792,33.896,
86.833,33.896,
86.875,33.765,
86.917,33.765,
86.958,33.765,
87,33.765,
87.042,33.624,
87.083,33.624,
87.125,33.765,
87.167,33.624,
87.208,33.624,
87.25,33.624,
87.292,33.624,
87.333,33.624,
87.375,33.624,
87.417,33.624,
87.458,33.493,
87.5,33.493,
87.542,33.624,
87.583,33.493,
87.625,33.493,
87.667,33.493,
87.708,33.493,
87.75,33.493,
87.792,33.493,
87.833,33.493,
87.875,33.493,
87.917,33.493,
87.958,33.493,
88,33.351,
88.042,33.351,
88.083,33.351,
88.125,33.351,
88.167,33.22,
88.208,33.22,
88.25,33.079,
88.292,33.079,
88.333,32.948,
88.375,32.948,
88.417,33.079,
88.458,33.079,
88.5,33.079,
88.542,33.079,
88.583,32.948,
88.625,33.079,
88.667,32.948,
88.708,33.079,
88.75,33.079,
88.792,33.22,
88.833,33.351,
88.875,33.351,
88.917,33.351,
88.958,33.493,
89,33.624,
89.042,33.765,
89.083,33.765,
89.125,33.896,
89.167,34.169,
89.208,34.31,
89.25,34.452,
89.292,34.452,
89.333,34.452,
89.375,34.452,
89.417,34.452,
89.458,34.452,
89.5,34.452,
89.542,34.452,
89.583,34.583,
89.625,34.452,
89.667,34.452,
89.708,34.452,
89.75,34.452,
89.792,34.452,
89.833,34.452,
89.875,34.31,
89.917,34.169,
89.958,34.169,
90,34.038,
90.042,33.896,
90.083,33.896,
90.125,33.896,
90.167,33.896,
90.208,33.896,
90.25,33.765,
90.292,33.765,
90.333,33.765,
90.375,33.624,
90.417,33.624,
90.458,33.624,
90.5,33.493,
90.542,33.493,
90.583,33.493,
90.625,33.493,
90.667,33.351,
90.708,33.351,
90.75,33.22,
90.792,33.351,
90.833,33.22,
90.875,33.22,
90.917,32.948,
90.958,32.948,
91,32.948,
91.042,32.948,
91.083,32.948,
91.125,32.948,
91.167,32.817,
91.208,32.817,
91.25,32.686,
91.292,32.686,
91.333,32.414,
91.375,32.545,
91.417,32.545,
91.458,32.414,
91.5,32.414,
91.542,32.283,
91.583,32.283,
91.625,32.283,
91.667,32.283,
91.708,32.283,
91.75,32.152,
91.792,32.283,
91.833,32.283,
91.875,32.152,
91.917,32.283,
91.958,32.152,
92,32.152,
92.042,32.152,
92.083,32.152,
92.125,32.021,
92.167,32.152,
92.208,32.152,
92.25,31.891,
92.292,31.891,
92.333,31.891,
92.375,31.891,
92.417,31.891,
92.458,31.891,
92.5,31.891,
92.542,31.891,
92.583,31.76,
92.625,31.891,
92.667,31.76,
92.708,31.76,
92.75,31.76,
92.792,31.891,
92.833,31.76,
92.875,31.76,
92.917,31.76,
92.958,31.76,
93,31.629,
93.042,31.76,
93.083,31.694,
93.125,31.629,
93.167,31.76,
93.208,31.76,
93.25,31.891,
93.292,31.76,
93.333,31.76,
93.375,31.629,
93.417,31.76,
93.458,31.76,
93.5,31.629,
93.542,31.629,
93.583,31.629,
93.625,31.629,
93.667,31.629,
93.708,31.629,
93.75,31.629,
93.792,31.629,
93.833,31.629,
93.875,31.629,
93.917,31.498,
93.958,31.629,
94,31.498,
94.042,31.498,
94.083,31.367,
94.125,31.498,
94.167,31.367,
94.208,31.367,
94.25,31.367,
94.292,31.367,
94.333,31.367,
94.375,31.367,
94.417,31.367,
94.458,31.367,
94.5,31.367,
94.542,31.367,
94.583,31.367,
94.625,31.367,
94.667,31.367,
94.708,31.367,
94.75,31.367,
94.792,31.367,
94.833,31.367,
94.875,31.367,
94.917,31.367,
94.958,31.367,
95,31.367,
95.042,31.367,
95.083,31.367,
95.125,31.367,
95.167,31.367,
95.208,31.498,
95.25,31.498,
95.292,31.367,
95.333,31.367,
95.375,31.367,
95.417,31.498,
95.458,31.498,
95.5,31.629,
95.542,31.629,
95.583,31.629,
95.625,31.629,
95.667,31.76,
95.708,31.76,
95.75,31.76,
95.792,31.891,
95.833,31.891,
95.875,31.891,
95.917,31.891,
95.958,31.891,
96,31.891,
96.042,31.891,
96.083,31.891,
96.125,32.021,
96.167,32.021,
96.208,32.152,
96.25,32.152,
96.292,32.152,
96.333,32.152,
96.375,32.283,
96.417,32.283,
96.458,32.414,
96.5,32.414,
96.542,32.414,
96.583,32.414,
96.625,32.545,
96.667,32.414,
96.708,32.414,
96.75,32.545,
96.792,32.545,
96.833,32.686,
96.875,32.545,
96.917,32.686,
96.958,32.414,
97,32.686,
97.042,32.686,
97.083,32.686,
97.125,32.686,
97.167,32.686,
97.208,32.686,
97.25,32.686,
97.292,32.545,
97.333,32.686,
97.375,32.545,
97.417,32.545,
97.458,32.545,
97.5,32.545,
97.542,32.414,
97.583,32.414,
97.625,32.545,
97.667,32.545,
97.708,32.414,
97.75,32.414,
97.792,32.414,
97.833,32.414,
97.875,32.414,
97.917,32.545,
97.958,32.414,
98,32.686,
98.042,32.545,
98.083,32.414,
98.125,32.414,
98.167,32.414,
98.208,32.414,
98.25,32.414,
98.292,32.414,
98.333,32.414,
98.375,32.283,
98.417,32.414,
98.458,32.283,
98.5,32.283,
98.542,32.283,
98.583,32.152,
98.625,32.152,
98.667,32.152,
98.708,32.021,
98.75,31.891,
98.792,31.891,
98.833,32.021,
98.875,31.891,
98.917,31.76,
98.958,31.76,
99,31.76,
99.042,31.76,
99.083,31.76,
99.125,31.629,
99.167,31.629,
99.208,31.629,
99.25,31.629,
99.292,31.498,
99.333,31.498,
99.375,31.367,
99.417,31.367,
99.458,31.367,
99.5,31.367,
99.542,31.367,
99.583,31.367,
99.625,31.367,
99.667,31.367,
99.708,31.367,
99.75,31.367,
99.792,31.237,
99.833,31.237,
99.875,31.237,
99.917,31.367,
99.958,31.237,
100,31.106,
100.042,31.237,
100.083,31.106,
100.125,30.975,
100.167,31.106,
100.208,30.975,
100.25,30.975,
100.292,30.975,
100.333,30.975,
100.375,30.975,
100.417,30.975,
100.458,30.975,
100.5,30.844,
100.542,30.844,
100.583,30.724,
100.625,30.724,
100.667,30.724,
100.708,30.724,
100.75,30.724,
100.792,30.593,
100.833,30.593,
100.875,30.452,
100.917,30.452,
100.958,30.452,
101,30.593,
101.042,30.452,
101.083,30.452,
101.125,30.452,
101.167,30.452,
101.208,30.452,
101.25,30.452,
101.292,30.31,
101.333,30.179,
101.375,30.31,
101.417,30.31,
101.458,30.31,
101.5,30.179,
101.542,30.179,
101.583,30.31,
101.625,30.31,
101.667,30.179,
101.708,30.179,
101.75,30.179,
101.792,30.179,
101.833,30.038,
101.875,30.038,
101.917,29.907,
101.958,29.907,
102,29.907,
102.042,29.907,
102.083,29.907,
102.125,29.907,
102.167,29.907,
102.208,29.907,
102.25,29.907,
102.292,29.634,
102.333,29.634,
102.375,29.634,
102.417,29.634,
102.458,29.634,
102.5,29.634,
102.542,29.634,
102.583,29.634,
102.625,29.634,
102.667,29.634,
102.708,29.634,
102.75,29.634,
102.792,29.493,
102.833,29.634,
102.875,29.493,
102.917,29.493,
102.958,29.493,
103,29.362,
103.042,29.493,
103.083,29.493,
103.125,29.362,
103.167,29.493,
103.208,29.634,
103.25,29.493,
103.292,29.362,
103.333,29.493,
103.375,29.493,
103.417,29.493,
103.458,29.493,
103.5,29.634,
103.542,29.493,
103.583,29.493,
103.625,29.493,
103.667,29.493,
103.708,29.634,
103.75,29.634,
103.792,29.634,
103.833,29.634,
103.875,29.493,
103.917,29.362,
103.958,29.493,
104,29.634,
104.042,29.634,
104.083,29.493,
104.125,29.493,
104.167,29.634,
104.208,29.493,
104.25,29.493,
104.292,29.362,
104.333,29.362,
104.375,29.362,
104.417,29.493,
104.458,29.634,
104.5,29.765,
104.542,30.179,
104.583,30.179,
104.625,30.31,
104.667,30.179,
104.708,30.179,
104.75,30.31,
104.792,30.593,
104.833,30.975,
104.875,31.237,
104.917,31.367,
104.958,31.367,
105,31.367,
105.042,31.76,
105.083,31.891,
105.125,32.414,
105.167,32.817,
105.208,33.22,
105.25,33.765,
105.292,34.452,
105.333,35.422,
105.375,36.163,
105.417,37.384,
105.458,38.812,
105.5,40.066,
105.542,41.493,
105.583,42.769,
105.625,43.881,
105.667,45.21,
105.708,46.758,
105.75,48.546,
105.792,50.584,
105.833,52.481,
105.875,55.064,
105.917,57.331,
105.958,59.904,
106,61.582,
106.042,63.533,
106.083,64.035,
106.125,65.528,
106.167,66.542,
106.208,67.828,
106.25,68.34,
106.292,69.125,
106.333,69.387,
106.375,70.171,
106.417,70.433,
106.458,71.229,
106.5,70.52,
106.542,69.812,
106.583,69.092,
106.625,68.384,
106.667,67.664,
106.708,66.956,
106.75,66.247,
106.792,65.528,
106.833,64.525,
106.875,63.533,
106.917,62.312,
106.958,61.103,
107,60.143,
107.042,59.435,
107.083,58.966,
107.125,58.029,
107.167,57.56,
107.208,56.873,
107.25,56.416,
107.292,55.969,
107.333,55.969,
107.375,55.282,
107.417,54.846,
107.458,54.846,
107.5,54.41,
107.542,54.192,
107.583,54.192,
107.625,53.756,
107.667,53.756,
107.708,53.756,
107.75,53.756,
107.792,53.331,
107.833,53.113,
107.875,53.113,
107.917,52.688,
107.958,52.481,
108,52.263,
108.042,52.263,
108.083,52.056,
108.125,51.63,
108.167,51.423,
108.208,51.63,
108.25,51.216,
108.292,51.216,
108.333,51.216,
108.375,51.423,
108.417,51.423,
108.458,51.63,
108.5,51.423,
108.542,51.63,
108.583,51.63,
108.625,51.63,
108.667,51.423,
108.708,51.216,
108.75,51.216,
108.792,50.998,
108.833,50.998,
108.875,50.998,
108.917,50.791,
108.958,50.791,
109,50.791,
109.042,50.584,
109.083,50.377,
109.125,49.974,
109.167,49.974,
109.208,49.767,
109.25,49.352,
109.292,48.949,
109.333,48.949,
109.375,48.949,
109.417,48.742,
109.458,48.546,
109.5,48.339,
109.542,48.339,
109.583,48.339,
109.625,48.339,
109.667,47.946,
109.708,48.142,
109.75,47.739,
109.792,47.739,
109.833,47.739,
109.875,47.739,
109.917,47.739,
109.958,47.739,
110,47.739,
110.042,47.543,
110.083,47.543,
110.125,47.543,
110.167,47.347,
110.208,47.151,
110.25,46.954,
110.292,46.954,
110.333,46.954,
110.375,46.758,
110.417,46.562,
110.458,46.17,
110.5,46.366,
110.542,46.17,
110.583,45.973,
110.625,45.788,
110.667,45.788,
110.708,45.788,
110.75,45.396,
110.792,45.396,
110.833,45.396,
110.875,45.21,
110.917,45.014,
110.958,45.014,
111,44.633,
111.042,44.633,
111.083,44.447,
111.125,44.447,
111.167,44.262,
111.208,44.066,
111.25,43.881,
111.292,43.695,
111.333,43.695,
111.375,43.325,
111.417,43.325,
111.458,43.325,
111.5,43.139,
111.542,43.139,
111.583,42.954,
111.625,42.954,
111.667,42.769,
111.708,42.769,
111.75,42.583,
111.792,42.398,
111.833,42.398,
111.875,42.398,
111.917,42.213,
111.958,42.398,
112,42.038,
112.042,41.853,
112.083,42.038,
112.125,42.038,
112.167,41.853,
112.208,41.853,
112.25,41.668,
112.292,41.668,
112.333,41.493,
112.375,41.308,
112.417,41.134,
112.458,41.134,
112.5,41.134,
112.542,41.134,
112.583,41.134,
112.625,40.959,
112.667,40.6,
112.708,40.6,
112.75,40.425,
112.792,40.425,
112.833,40.24,
112.875,40.24,
112.917,40.24,
112.958,40.24,
113,40.24,
113.042,40.24,
113.083,40.066,
113.125,39.891,
113.167,39.891,
113.208,39.891,
113.25,39.717,
113.292,39.891,
113.333,39.542,
113.375,39.542,
113.417,39.542,
113.458,39.542,
113.5,39.542,
113.542,39.357,
113.583,39.357,
113.625,39.172,
113.667,39.172,
113.708,39.172,
113.75,38.997,
113.792,38.997,
113.833,38.812,
113.875,38.812,
113.917,38.812,
113.958,38.812,
114,38.812,
114.042,38.812,
114.083,38.812,
114.125,38.812,
114.167,38.638,
114.208,38.638,
114.25,38.452,
114.292,38.267,
114.333,38.267,
114.375,38.093,
114.417,37.918,
114.458,37.733,
114.5,37.559,
114.542,37.384,
114.583,37.384,
114.625,37.384,
114.667,37.21,
114.708,37.035,
114.75,36.861,
114.792,36.861,
114.833,36.861,
114.875,36.687,
114.917,36.687,
114.958,36.687,
115,36.512,
115.042,36.512,
115.083,36.338,
115.125,36.512,
115.167,36.163,
115.208,35.989,
115.25,35.847,
115.292,35.847,
115.333,35.847,
115.375,35.706,
115.417,35.706,
115.458,35.422,
115.5,35.422,
115.542,35.422,
115.583,35.422,
115.625,35.422,
115.667,35.28,
115.708,35.28,
115.75,35.28,
115.792,35.15,
115.833,35.008,
115.875,35.15,
115.917,35.008,
115.958,35.008,
116,35.008,
116.042,35.008,
116.083,34.866,
116.125,34.866,
116.167,34.866,
116.208,34.583,
116.25,34.31,
116.292,34.31,
116.333,34.169,
116.375,34.169,
116.417,34.169,
116.458,34.169,
116.5,34.038,
116.542,34.038,
116.583,34.038,
116.625,34.038,
116.667,33.896,
116.708,33.896,
116.75,33.896,
116.792,33.896,
116.833,33.765,
116.875,33.765,
116.917,33.765,
116.958,33.765,
117,33.624,
117.042,33.624,
117.083,33.624,
117.125,33.624,
117.167,33.624,
117.208,33.624,
117.25,33.624,
117.292,33.624,
117.333,33.493,
117.375,33.493,
117.417,33.493,
117.458,33.351,
117.5,33.351,
117.542,33.22,
117.583,33.22,
117.625,33.22,
117.667,33.22,
117.708,33.22,
117.75,33.22,
117.792,33.22,
117.833,33.079,
117.875,32.948,
117.917,33.079,
117.958,32.948,
118,32.686,
118.042,32.817,
118.083,32.686,
118.125,32.545,
118.167,32.545,
118.208,32.545,
118.25,32.414,
118.292,32.283,
118.333,32.283,
118.375,32.152,
118.417,32.021,
118.458,32.021,
118.5,31.891,
118.542,31.891,
118.583,31.891,
118.625,31.891,
118.667,31.891,
118.708,31.76,
118.75,31.76,
118.792,31.76,
118.833,31.76,
118.875,31.76,
118.917,31.76,
118.958,31.76,
119,31.629,
119.042,31.629,
119.083,31.629,
119.125,31.629,
119.167,31.629,
119.208,31.629,
119.25,31.629,
119.292,31.498,
119.333,31.498,
119.375,31.498,
119.417,31.629,
119.458,31.629,
119.5,31.629,
119.542,31.498,
119.583,31.629,
119.625,31.629,
119.667,31.629,
119.708,31.629,
119.75,31.498,
119.792,31.629,
119.833,31.76,
119.875,31.76,
119.917,31.891,
119.958,32.021,
120,32.021,
120.042,31.891,
120.083,32.021,
120.125,31.891,
120.167,31.891,
120.208,31.891,
120.25,31.76,
120.292,31.629,
120.333,31.629,
120.375,31.498,
120.417,31.498,
120.458,31.498,
120.5,31.498,
120.542,31.367,
120.583,31.367,
120.625,31.237,
120.667,31.106,
120.708,30.975,
120.75,30.975,
120.792,30.844,
120.833,30.844,
120.875,30.724,
120.917,30.724,
120.958,30.724,
121,30.452,
121.042,30.593,
121.083,30.452,
121.125,30.31,
121.167,30.31,
121.208,30.179,
121.25,30.038,
121.292,29.907,
121.333,29.907,
121.375,29.907,
121.417,29.765,
121.458,29.765,
121.5,29.634,
121.542,29.493,
121.583,29.493,
121.625,29.493,
121.667,29.362,
121.708,29.362,
121.75,29.231,
121.792,29.231,
121.833,29.231,
121.875,29.362,
121.917,29.231,
121.958,29.231,
122,29.231,
122.042,29.231,
122.083,29.231,
122.125,29.231,
122.167,29.1,
122.208,29.1,
122.25,28.958,
122.292,28.828,
122.333,28.958,
122.375,28.697,
122.417,28.697,
122.458,28.697,
122.5,28.697,
122.542,28.566,
122.583,28.566,
122.625,28.566,
122.667,28.566,
122.708,28.566,
122.75,28.435,
122.792,28.435,
122.833,28.435,
122.875,28.435,
122.917,28.435,
122.958,28.435,
123,28.435,
123.042,28.435,
123.083,28.435,
123.125,28.697,
123.167,28.828,
123.208,28.958,
123.25,28.697,
123.292,28.566,
123.333,28.566,
123.375,28.566,
123.417,28.828,
123.458,28.958,
123.5,28.958,
123.542,28.958,
123.583,29.1,
123.625,29.1,
123.667,29.231,
123.708,29.493,
123.75,29.634,
123.792,29.907,
123.833,30.179,
123.875,30.593,
123.917,30.724,
123.958,30.975,
124,31.237,
124.042,31.237,
124.083,31.237,
124.125,31.237,
124.167,31.106,
124.208,31.106,
124.25,31.106,
124.292,30.975,
124.333,30.844,
124.375,30.724,
124.417,30.593,
124.458,30.593,
124.5,30.452,
124.542,30.452,
124.583,30.31,
124.625,30.31,
124.667,30.179,
124.708,30.179,
124.75,30.038,
124.792,29.907,
124.833,29.907,
124.875,29.907,
124.917,29.634,
124.958,29.634,
125,29.634,
125.042,29.362,
125.083,29.362,
125.125,29.231,
125.167,29.231,
125.208,29.231,
125.25,28.958,
125.292,29.1,
125.333,28.958,
125.375,28.958,
125.417,28.958,
125.458,28.828,
125.5,28.828,
125.542,28.828,
125.583,28.697,
125.625,28.697,
125.667,28.697,
125.708,28.566,
125.75,28.435,
125.792,28.435,
125.833,28.435,
125.875,28.435,
125.917,28.304,
125.958,28.304,
126,28.304,
126.042,28.174,
126.083,28.174,
126.125,28.174,
126.167,28.043,
126.208,27.912,
126.25,27.781,
126.292,27.781,
126.333,27.781,
126.375,27.781,
126.417,27.65,
126.458,27.65,
126.5,27.65,
126.542,27.781,
126.583,27.781,
126.625,27.65,
126.667,27.65,
126.708,27.65,
126.75,27.531,
126.792,27.531,
126.833,27.4,
126.875,27.269,
126.917,27.269,
126.958,27.269,
127,27.269,
127.042,27.269,
127.083,27.269,
127.125,27.269,
127.167,27.269,
127.208,27.269,
127.25,27.269,
127.292,27.269,
127.333,27.269,
127.375,27.269,
127.417,27.269,
127.458,27.138,
127.5,27.138,
127.542,27.138,
127.583,27.138,
127.625,27.138,
127.667,27.138,
127.708,27.018,
127.75,27.018,
127.792,27.018,
127.833,27.018,
127.875,27.018,
127.917,26.887,
127.958,26.768,
128,27.018,
128.042,26.768,
128.083,26.768,
128.125,26.768,
128.167,26.768,
128.208,26.768,
128.25,26.506,
128.292,26.506,
128.333,26.506,
128.375,26.375,
128.417,26.244,
128.458,26.244,
128.5,26.244,
128.542,26.114,
128.583,25.983,
128.625,25.863,
128.667,25.863,
128.708,25.863,
128.75,25.863,
128.792,25.863,
128.833,25.732,
128.875,25.863,
128.917,25.863,
128.958,25.863,
129,25.863,
129.042,25.732,
129.083,25.601,
129.125,25.732,
129.167,25.732,
129.208,25.601,
129.25,25.351,
129.292,25.351,
129.333,25.351,
129.375,25.351,
129.417,25.351,
129.458,25.22,
129.5,25.1,
129.542,25.1,
129.583,25.1,
129.625,25.1,
129.667,25.1,
129.708,25.1,
129.75,25.1,
129.792,25.1,
129.833,25.1,
129.875,25.1,
129.917,25.1,
129.958,25.1,
130,25.1,
130.042,25.1,
130.083,25.1,
130.125,24.969,
130.167,25.1,
130.208,24.969,
130.25,24.849,
130.292,24.718,
130.333,24.718,
130.375,24.598,
130.417,24.598,
130.458,24.598,
130.5,24.598,
130.542,24.598,
130.583,24.598,
130.625,24.598,
130.667,24.598,
130.708,24.849,
130.75,24.969,
130.792,24.969,
130.833,24.969,
130.875,24.969,
130.917,24.969,
130.958,24.969,
131,25.1,
131.042,25.1,
131.083,25.1,
131.125,25.22,
131.167,25.351,
131.208,25.47,
131.25,25.601,
131.292,25.601,
131.333,25.601,
131.375,25.863,
131.417,25.863,
131.458,25.983,
131.5,25.983,
131.542,25.983,
131.583,26.114,
131.625,25.983,
131.667,26.114,
131.708,25.983,
131.75,25.983,
131.792,25.983,
131.833,25.983,
131.875,25.983,
131.917,25.863,
131.958,25.863,
132,25.863,
132.042,25.983,
132.083,25.983,
132.125,25.983,
132.167,25.863,
132.208,25.863,
132.25,25.863,
132.292,25.863,
132.333,25.863,
132.375,25.863,
132.417,25.863,
132.458,25.863,
132.5,25.983,
132.542,25.983,
132.583,25.983,
132.625,26.114,
132.667,26.114,
132.708,26.114,
132.75,26.114,
132.792,26.244,
132.833,26.244,
132.875,26.244,
132.917,26.114,
132.958,26.114,
133,26.114,
133.042,26.114,
133.083,26.244,
133.125,26.375,
133.167,26.375,
133.208,26.375,
133.25,26.506,
133.292,26.637,
133.333,26.637,
133.375,26.768,
133.417,26.887,
133.458,26.887,
133.5,26.887,
133.542,26.887,
133.583,26.887,
133.625,26.768,
133.667,26.887,
133.708,26.768,
133.75,26.768,
133.792,26.637,
133.833,26.637,
133.875,26.637,
133.917,26.637,
133.958,26.375,
134,26.506,
134.042,26.506,
134.083,26.375,
134.125,26.244,
134.167,26.244,
134.208,26.114,
134.25,25.983,
134.292,25.983,
134.333,25.983,
134.375,25.863,
134.417,25.732,
134.458,25.601,
134.5,25.601,
134.542,25.47,
134.583,25.47,
134.625,25.351,
134.667,25.351,
134.708,25.22,
134.75,25.1,
134.792,25.1,
134.833,25.1,
134.875,24.969,
134.917,24.969,
134.958,24.849,
135,24.969,
135.042,24.849,
135.083,24.598,
135.125,24.718,
135.167,24.598,
135.208,24.598,
135.25,24.479,
135.292,24.479,
