$Little Spokane River inflow 01/01/2000 to 12/31/2000,,
,,
Jday,Q,
135.333,24.348,
135.375,24.348,
135.417,24.228,
135.458,24.108,
135.5,24.108,
135.542,24.108,
135.583,24.108,
135.625,24.108,
135.667,24.108,
135.708,23.977,
135.75,23.977,
135.792,23.977,
135.833,23.977,
135.875,23.977,
135.917,23.977,
135.958,23.977,
136,23.977,
136.042,23.977,
136.083,23.846,
136.125,23.846,
136.167,23.846,
136.208,23.846,
136.25,23.585,
136.292,23.585,
136.333,23.585,
136.375,23.585,
136.417,23.585,
136.458,23.585,
136.5,23.585,
136.542,23.585,
136.583,23.585,
136.625,23.585,
136.667,23.454,
136.708,23.454,
136.75,23.323,
136.792,23.454,
136.833,23.323,
136.875,23.323,
136.917,23.323,
136.958,23.323,
137,23.323,
137.042,23.323,
137.083,23.192,
137.125,23.192,
137.167,23.062,
137.208,23.062,
137.25,23.062,
137.292,22.942,
137.333,22.811,
137.375,22.811,
137.417,22.811,
137.458,22.56,
137.5,22.56,
137.542,22.56,
137.583,22.429,
137.625,22.56,
137.667,22.429,
137.708,22.429,
137.75,22.56,
137.792,22.429,
137.833,22.56,
137.875,22.429,
137.917,22.309,
137.958,22.429,
138,22.19,
138.042,22.309,
138.083,22.309,
138.125,22.309,
138.167,22.19,
138.208,22.059,
138.25,22.059,
138.292,21.939,
138.333,21.939,
138.375,21.939,
138.417,21.939,
138.458,21.819,
138.5,21.939,
138.542,21.819,
138.583,21.819,
138.625,21.819,
138.667,21.699,
138.708,21.699,
138.75,21.819,
138.792,21.819,
138.833,21.819,
138.875,21.819,
138.917,21.579,
138.958,21.819,
139,21.579,
139.042,21.699,
139.083,21.579,
139.125,21.699,
139.167,21.579,
139.208,21.579,
139.25,21.448,
139.292,21.448,
139.333,21.448,
139.375,21.318,
139.417,21.318,
139.458,21.318,
139.5,21.318,
139.542,21.318,
139.583,21.318,
139.625,21.187,
139.667,21.318,
139.708,21.187,
139.75,21.187,
139.792,21.067,
139.833,21.067,
139.875,21.318,
139.917,21.067,
139.958,21.187,
140,21.067,
140.042,21.187,
140.083,21.187,
140.125,21.187,
140.167,21.187,
140.208,21.318,
140.25,21.067,
140.292,21.067,
140.333,21.067,
140.375,21.067,
140.417,21.067,
140.458,21.067,
140.5,21.067,
140.542,21.067,
140.583,21.067,
140.625,21.067,
140.667,21.067,
140.708,21.318,
140.75,21.187,
140.792,21.318,
140.833,21.318,
140.875,21.579,
140.917,21.579,
140.958,21.579,
141,21.579,
141.042,21.579,
141.083,21.699,
141.125,21.819,
141.167,21.819,
141.208,21.819,
141.25,21.579,
141.292,21.448,
141.333,21.448,
141.375,21.448,
141.417,21.448,
141.458,21.448,
141.5,21.318,
141.542,21.318,
141.583,21.187,
141.625,21.318,
141.667,21.187,
141.708,21.067,
141.75,21.067,
141.792,21.067,
141.833,21.067,
141.875,21.187,
141.917,21.067,
141.958,21.067,
142,21.067,
142.042,21.067,
142.083,21.067,
142.125,21.067,
142.167,21.067,
142.208,21.067,
142.25,20.936,
142.292,20.936,
142.333,20.816,
142.375,20.936,
142.417,20.936,
142.458,20.816,
142.5,20.936,
142.542,20.936,
142.583,20.936,
142.625,20.816,
142.667,20.936,
142.708,20.936,
142.75,20.936,
142.792,20.936,
142.833,20.936,
142.875,20.936,
142.917,20.936,
142.958,20.936,
143,20.936,
143.042,20.936,
143.083,20.936,
143.125,20.936,
143.167,20.936,
143.208,20.936,
143.25,20.936,
143.292,20.936,
143.333,20.936,
143.375,20.816,
143.417,20.816,
143.458,20.816,
143.5,20.816,
143.542,20.936,
143.583,20.936,
143.625,20.816,
143.667,20.816,
143.708,20.816,
143.75,20.816,
143.792,20.816,
143.833,20.565,
143.875,20.565,
143.917,20.565,
143.958,20.565,
144,20.565,
144.042,20.565,
144.083,20.565,
144.125,20.565,
144.167,20.565,
144.208,20.565,
144.25,20.315,
144.292,20.315,
144.333,20.195,
144.375,20.195,
144.417,20.315,
144.458,20.075,
144.5,20.195,
144.542,20.075,
144.583,20.075,
144.625,20.075,
144.667,20.075,
144.708,20.075,
144.75,20.075,
144.792,20.075,
144.833,20.075,
144.875,20.075,
144.917,19.955,
144.958,20.075,
145,19.955,
145.042,19.955,
145.083,20.075,
145.125,19.955,
145.167,20.075,
145.208,19.835,
145.25,19.835,
145.292,19.715,
145.333,19.715,
145.375,19.715,
145.417,19.715,
145.458,19.715,
145.5,19.715,
145.542,19.715,
145.583,19.715,
145.625,19.595,
145.667,19.595,
145.708,19.595,
145.75,19.595,
145.792,19.595,
145.833,19.595,
145.875,19.595,
145.917,19.595,
145.958,19.595,
146,19.595,
146.042,19.661,
146.083,19.715,
146.125,19.595,
146.167,19.595,
146.208,19.595,
146.25,19.475,
146.292,19.475,
146.333,19.475,
146.375,19.475,
146.417,19.356,
146.458,19.356,
146.5,19.356,
146.542,19.356,
146.583,19.356,
146.625,19.356,
146.667,19.356,
146.708,19.356,
146.75,19.356,
146.792,19.356,
146.833,19.236,
146.875,19.236,
146.917,19.116,
146.958,19.356,
147,19.236,
147.042,19.356,
147.083,19.356,
147.125,19.356,
147.167,19.356,
147.208,19.356,
147.25,19.356,
147.292,19.116,
147.333,19.116,
147.375,19.116,
147.417,19.116,
147.458,19.116,
147.5,19.116,
147.542,19.236,
147.583,19.236,
147.625,19.236,
147.667,19.236,
147.708,19.236,
147.75,19.236,
147.792,19.236,
147.833,19.236,
147.875,19.236,
147.917,19.356,
147.958,19.475,
148,19.475,
148.042,19.475,
148.083,19.595,
148.125,19.595,
148.167,19.595,
148.208,19.475,
148.25,19.475,
148.292,19.475,
148.333,19.356,
148.375,19.356,
148.417,19.356,
148.458,19.356,
148.5,19.356,
148.542,19.356,
148.583,19.356,
148.625,19.236,
148.667,19.116,
148.708,19.116,
148.75,19.116,
148.792,19.116,
148.833,19.116,
148.875,19.356,
148.917,19.116,
148.958,19.236,
149,19.116,
149.042,19.116,
149.083,19.116,
149.125,19.116,
149.167,19.116,
149.208,19.116,
149.25,18.996,
149.292,18.996,
149.333,18.876,
149.375,18.876,
149.417,18.876,
149.458,18.876,
149.5,18.876,
149.542,18.756,
149.583,18.756,
149.625,18.636,
149.667,18.636,
149.708,18.636,
149.75,18.636,
149.792,18.636,
149.833,18.636,
149.875,18.636,
149.917,18.636,
149.958,18.636,
150,18.636,
150.042,18.636,
150.083,18.636,
150.125,18.636,
150.167,18.636,
150.208,18.636,
150.25,18.407,
150.292,18.407,
150.333,18.407,
150.375,18.407,
150.417,18.407,
150.458,18.407,
150.5,18.407,
150.542,18.407,
150.583,18.407,
150.625,18.287,
150.667,18.287,
150.708,18.167,
150.75,18.167,
150.792,18.167,
150.833,18.167,
150.875,18.167,
150.917,18.287,
150.958,18.287,
151,18.167,
151.042,18.287,
151.083,18.407,
151.125,18.407,
151.167,18.287,
151.208,18.287,
151.25,18.167,
151.292,18.058,
151.333,18.058,
151.375,18.058,
151.417,18.058,
151.458,18.058,
151.5,18.058,
151.542,18.058,
151.583,18.058,
151.625,18.058,
151.667,18.058,
151.708,18.058,
151.75,18.058,
151.792,18.167,
151.833,18.167,
151.875,18.287,
151.917,18.516,
151.958,18.876,
152,19.356,
152.042,19.595,
152.083,19.835,
152.125,19.835,
152.167,19.835,
152.208,19.955,
152.25,20.075,
152.292,20.315,
152.333,20.565,
152.375,20.936,
152.417,21.067,
152.458,21.318,
152.5,21.579,
152.542,22.059,
152.583,22.309,
152.625,22.811,
152.667,23.062,
152.708,23.585,
152.75,23.846,
152.792,24.108,
152.833,24.348,
152.875,24.598,
152.917,24.598,
152.958,24.718,
153,23.1,
153.042,23.1,
153.083,22.87,
153.125,22.65,
153.167,22.65,
153.208,22.41,
153.25,22.17,
153.292,21.93,
153.333,21.69,
153.375,21.58,
153.417,21.23,
153.458,21.11,
153.5,21,
153.542,20.77,
153.583,20.66,
153.625,20.55,
153.667,20.33,
153.708,20.21,
153.75,20.09,
153.792,19.97,
153.833,19.86,
153.875,19.86,
153.917,19.74,
153.958,19.63,
154,19.51,
154.042,19.4,
154.083,19.4,
154.125,19.28,
154.167,19.17,
154.208,19.17,
154.25,19.06,
154.292,18.95,
154.333,18.95,
154.375,18.84,
154.417,18.84,
154.458,18.73,
154.5,18.73,
154.542,18.62,
154.583,18.62,
154.625,18.51,
154.667,18.51,
154.708,18.51,
154.75,18.4,
154.792,18.4,
154.833,18.29,
154.875,18.29,
154.917,18.29,
154.958,18.18,
155,18.18,
155.042,18.18,
155.083,18.18,
155.125,18.18,
155.167,18.07,
155.208,17.85,
155.25,17.85,
155.292,17.85,
155.333,17.85,
155.375,17.74,
155.417,17.63,
155.458,17.74,
155.5,17.63,
155.542,17.63,
155.583,17.63,
155.625,17.52,
155.667,17.52,
155.708,17.42,
155.75,17.42,
155.792,17.42,
155.833,17.42,
155.875,17.42,
155.917,17.42,
155.958,17.52,
156,17.42,
156.042,17.42,
156.083,17.42,
156.125,17.42,
156.167,17.42,
156.208,17.2,
156.25,17.2,
156.292,17.2,
156.333,17.2,
156.375,17.1,
156.417,17.1,
156.458,17.1,
156.5,17,
156.542,17,
156.583,17,
156.625,17,
156.667,17,
156.708,17,
156.75,17,
156.792,17,
156.833,16.89,
156.875,17,
156.917,17,
156.958,17,
157,17,
157.042,16.89,
157.083,17,
157.125,17,
157.167,17,
157.208,16.89,
157.25,16.79,
157.292,16.79,
157.333,16.79,
157.375,16.69,
157.417,16.69,
157.458,16.69,
157.5,16.69,
157.542,16.69,
157.583,16.69,
157.625,16.59,
157.667,16.59,
157.708,16.59,
157.75,16.59,
157.792,16.59,
157.833,16.59,
157.875,16.69,
157.917,16.59,
157.958,16.59,
158,16.59,
158.042,16.59,
158.083,16.59,
158.125,16.59,
158.167,16.59,
158.208,16.59,
158.25,16.39,
158.292,16.39,
158.333,16.29,
158.375,16.39,
158.417,16.39,
158.458,16.39,
158.5,16.29,
158.542,16.29,
158.583,16.29,
158.625,16.29,
158.667,16.29,
158.708,16.29,
158.75,16.29,
158.792,16.29,
158.833,16.29,
158.875,16.29,
158.917,16.29,
158.958,16.29,
159,16.29,
159.042,16.29,
159.083,16.29,
159.125,16.29,
159.167,16.29,
159.208,16.29,
159.25,16.09,
159.292,16.19,
159.333,16.09,
159.375,16,
159.417,16,
159.458,16.09,
159.5,16,
159.542,16,
159.583,16,
159.625,16,
159.667,16,
159.708,16,
159.75,16,
159.792,16.19,
159.833,16.09,
159.875,16.09,
159.917,16,
159.958,16,
160,16,
160.042,15.9,
160.083,16,
160.125,16,
160.167,16,
160.208,15.9,
160.25,15.9,
160.292,15.81,
160.333,15.81,
160.375,15.81,
160.417,15.81,
160.458,15.81,
160.5,15.81,
160.542,15.9,
160.583,15.9,
160.625,16,
160.667,16,
160.708,16,
160.75,16,
160.792,16.09,
160.833,16.09,
160.875,16.19,
160.917,16.39,
160.958,16.39,
161,16.59,
161.042,16.69,
161.083,16.69,
161.125,16.79,
161.167,16.79,
161.208,16.89,
161.25,17,
161.292,17.1,
161.333,17.2,
161.375,17.31,
161.417,17.42,
161.458,17.63,
161.5,17.74,
161.542,17.85,
161.583,18.07,
161.625,18.07,
161.667,18.29,
161.708,18.4,
161.75,18.51,
161.792,18.51,
161.833,18.51,
161.875,18.51,
161.917,18.51,
161.958,18.51,
162,18.51,
162.042,18.4,
162.083,18.29,
162.125,18.18,
162.167,18.07,
162.208,18.07,
162.25,17.85,
162.292,17.85,
162.333,17.63,
162.375,17.63,
162.417,17.52,
162.458,17.52,
162.5,17.42,
162.542,17.42,
162.583,17.2,
162.625,17.2,
162.667,17.2,
162.708,17.2,
162.75,17.1,
162.792,17.1,
162.833,17,
162.875,17,
162.917,16.89,
162.958,16.89,
163,16.79,
163.042,16.79,
163.083,16.79,
163.125,16.79,
163.167,16.79,
163.208,16.79,
163.25,16.79,
163.292,16.79,
163.333,16.79,
163.375,16.79,
163.417,16.79,
163.458,16.79,
163.5,16.79,
163.542,16.69,
163.583,16.69,
163.625,16.69,
163.667,16.69,
163.708,16.69,
163.75,16.69,
163.792,16.69,
163.833,16.69,
163.875,16.69,
163.917,16.69,
163.958,16.59,
164,16.69,
164.042,16.69,
164.083,16.69,
164.125,16.69,
164.167,16.79,
164.208,16.79,
164.25,16.79,
164.292,16.89,
164.333,17,
164.375,17.2,
164.417,17.42,
164.458,17.63,
164.5,17.85,
164.542,17.96,
164.583,18.07,
164.625,18.4,
164.667,18.51,
164.708,18.62,
164.75,18.84,
164.792,19.06,
164.833,19.4,
164.875,19.86,
164.917,20.21,
164.958,20.55,
165,20.89,
165.042,21.23,
165.083,21.58,
165.125,21.69,
165.167,22.05,
165.208,22.17,
165.25,22.41,
165.292,22.65,
165.333,22.65,
165.375,22.65,
165.417,22.87,
165.458,22.87,
165.5,23.1,
165.542,23.33,
165.583,23.56,
165.625,23.79,
165.667,23.9,
165.708,24.02,
165.75,24.26,
165.792,24.26,
165.833,24.26,
165.875,24.14,
165.917,23.9,
165.958,23.56,
166,23.33,
166.042,22.99,
166.083,22.53,
166.125,22.17,
166.167,21.69,
166.208,21.46,
166.25,21.23,
166.292,20.89,
166.333,20.66,
166.375,20.44,
166.417,20.33,
166.458,20.09,
166.5,19.97,
166.542,19.86,
166.583,19.74,
166.625,19.63,
166.667,19.63,
166.708,19.4,
166.75,19.4,
166.792,19.4,
166.833,19.28,
166.875,19.17,
166.917,19.17,
166.958,19.06,
167,19.06,
167.042,18.95,
167.083,18.95,
167.125,18.95,
167.167,18.95,
167.208,18.84,
167.25,18.84,
167.292,18.95,
167.333,18.84,
167.375,18.84,
167.417,18.73,
167.458,18.73,
167.5,18.73,
167.542,18.73,
167.583,18.62,
167.625,18.62,
167.667,18.62,
167.708,18.51,
167.75,18.51,
167.792,18.51,
167.833,18.51,
167.875,18.51,
167.917,18.51,
167.958,18.4,
168,18.4,
168.042,18.29,
168.083,18.29,
168.125,18.29,
168.167,18.29,
168.208,18.29,
168.25,18.07,
168.292,18.07,
168.333,18.07,
168.375,18.07,
168.417,17.96,
168.458,17.85,
168.5,17.85,
168.542,17.85,
168.583,17.85,
168.625,17.85,
168.667,17.74,
168.708,17.63,
168.75,17.63,
168.792,17.63,
168.833,17.52,
168.875,17.52,
168.917,17.52,
168.958,17.52,
169,17.52,
169.042,17.42,
169.083,17.52,
169.125,17.52,
169.167,17.52,
169.208,17.52,
169.25,17.31,
169.292,17.2,
169.333,17.2,
169.375,17.2,
169.417,17.2,
169.458,17.1,
169.5,17.1,
169.542,17.1,
169.583,17.1,
169.625,17,
169.667,17,
169.708,17,
169.75,17,
169.792,17,
169.833,16.89,
169.875,16.89,
169.917,17,
169.958,16.89,
170,17,
170.042,17,
170.083,17,
170.125,17.1,
170.167,17,
170.208,17,
170.25,16.79,
170.292,16.79,
170.333,16.79,
170.375,16.69,
170.417,16.69,
170.458,16.69,
170.5,16.69,
170.542,16.69,
170.583,16.69,
170.625,16.69,
170.667,16.69,
170.708,16.69,
170.75,16.59,
170.792,16.59,
170.833,16.59,
170.875,16.59,
170.917,16.69,
170.958,16.59,
171,16.69,
171.042,16.69,
171.083,16.69,
171.125,16.69,
171.167,16.69,
171.208,16.59,
171.25,16.59,
171.292,16.39,
171.333,16.39,
171.375,16.39,
171.417,16.49,
171.458,16.39,
171.5,16.39,
171.542,16.49,
171.583,16.39,
171.625,16.39,
171.667,16.39,
171.708,16.39,
171.75,16.39,
171.792,16.39,
171.833,16.39,
171.875,16.39,
171.917,16.39,
171.958,16.29,
172,16.29,
172.042,16.29,
172.083,16.39,
172.125,16.39,
172.167,16.39,
172.208,16.29,
172.25,16.29,
172.292,16.19,
172.333,16.19,
172.375,16.09,
172.417,16.09,
172.458,16,
172.5,16,
172.542,16,
172.583,16,
172.625,16,
172.667,16,
172.708,16,
172.75,16,
172.792,16,
172.833,15.9,
172.875,15.9,
172.917,15.9,
172.958,15.9,
173,15.9,
173.042,15.9,
173.083,16,
173.125,15.9,
173.167,15.9,
173.208,15.9,
173.25,15.9,
173.292,15.9,
173.333,15.71,
173.375,15.81,
173.417,15.71,
173.458,15.71,
173.5,15.81,
173.542,15.71,
173.583,15.62,
173.625,15.62,
173.667,15.62,
173.708,15.62,
173.75,15.62,
173.792,15.62,
173.833,15.62,
173.875,15.62,
173.917,15.62,
173.958,15.62,
174,15.62,
174.042,15.62,
174.083,15.62,
174.125,15.62,
174.167,15.62,
174.208,15.62,
174.25,15.62,
174.292,15.52,
174.333,15.43,
174.375,15.43,
174.417,15.43,
174.458,15.43,
174.5,15.43,
174.542,15.43,
174.583,15.43,
174.625,15.43,
174.667,15.43,
174.708,15.43,
174.75,15.43,
174.792,15.43,
174.833,15.34,
174.875,15.25,
174.917,15.43,
174.958,15.25,
175,15.25,
175.042,15.34,
175.083,15.25,
175.125,15.25,
175.167,15.43,
175.208,15.34,
175.25,15.34,
175.292,15.34,
175.333,15.25,
175.375,15.25,
175.417,15.25,
175.458,15.16,
175.5,15.16,
175.542,15.16,
175.583,15.16,
175.625,15.16,
175.667,15.16,
175.708,15.16,
175.75,15.16,
175.792,15.16,
175.833,15.07,
175.875,15.07,
175.917,15.16,
175.958,15.16,
176,15.16,
176.042,15.16,
176.083,15.25,
176.125,15.16,
176.167,15.25,
176.208,15.07,
176.25,15.07,
176.292,14.98,
176.333,14.98,
176.375,14.98,
176.417,14.98,
176.458,14.98,
176.5,14.98,
176.542,14.98,
176.583,14.98,
176.625,14.98,
176.667,14.98,
176.708,14.98,
176.75,14.98,
176.792,15.07,
176.833,14.98,
176.875,15.07,
176.917,14.98,
176.958,14.98,
177,15.07,
177.042,15.07,
177.083,15.07,
177.125,15.07,
177.167,15.07,
177.208,14.98,
177.25,14.89,
177.292,14.89,
177.333,14.89,
177.375,14.89,
177.417,14.89,
177.458,14.89,
177.5,14.89,
177.542,14.89,
177.583,14.8,
177.625,14.8,
177.667,14.8,
177.708,14.71,
177.75,14.71,
177.792,14.71,
177.833,14.71,
177.875,14.71,
177.917,14.71,
177.958,14.71,
178,14.71,
178.042,14.8,
178.083,14.71,
178.125,14.71,
178.167,14.71,
178.208,14.71,
178.25,14.71,
178.292,14.71,
178.333,14.54,
178.375,14.54,
178.417,14.54,
178.458,14.54,
178.5,14.54,
178.542,14.54,
178.583,14.54,
178.625,14.54,
178.667,14.54,
178.708,14.54,
178.75,14.46,
178.792,14.46,
178.833,14.46,
178.875,14.46,
178.917,14.46,
178.958,14.46,
179,14.46,
179.042,14.46,
179.083,14.46,
179.125,14.46,
179.167,14.46,
179.208,14.46,
179.25,14.29,
179.292,14.29,
179.333,14.29,
179.375,14.29,
179.417,14.21,
179.458,14.21,
179.5,14.21,
179.542,14.29,
179.583,14.29,
179.625,14.29,
179.667,14.29,
179.708,14.29,
179.75,14.21,
179.792,14.37,
179.833,14.29,
179.875,14.21,
179.917,14.12,
179.958,14.12,
180,14.12,
180.042,14.12,
180.083,14.12,
180.125,14.12,
180.167,14.21,
180.208,14.21,
180.25,14.12,
180.292,14.04,
180.333,13.96,
180.375,14.04,
180.417,14.04,
180.458,13.96,
180.5,13.96,
180.542,14.04,
180.583,14.04,
180.625,14.04,
180.667,14.04,
180.708,14.12,
180.75,14.12,
180.792,14.04,
180.833,14.04,
180.875,13.96,
180.917,13.96,
180.958,13.96,
181,14.04,
181.042,13.96,
181.083,13.96,
181.125,13.96,
181.167,14.04,
181.208,13.96,
181.25,13.88,
181.292,13.88,
181.333,13.8,
181.375,13.88,
181.417,13.88,
181.458,13.88,
181.5,13.88,
181.542,13.88,
181.583,13.88,
181.625,13.88,
181.667,13.88,
181.708,13.88,
181.75,13.8,
181.792,13.8,
181.833,13.8,
181.875,13.8,
181.917,13.88,
181.958,13.8,
182,13.88,
182.042,13.88,
182.083,13.88,
182.125,13.8,
182.167,13.88,
182.208,13.88,
182.25,13.72,
182.292,13.72,
182.333,13.72,
182.375,13.72,
182.417,13.8,
182.458,13.8,
182.5,13.8,
182.542,13.8,
182.583,13.8,
182.625,13.72,
182.667,13.72,
182.708,13.72,
182.75,13.72,
182.792,13.72,
182.833,13.64,
182.875,13.8,
182.917,13.64,
182.958,13.64,
183,13.72,
183.042,13.64,
183.083,13.64,
183.125,13.64,
183.167,13.72,
183.208,13.64,
183.25,13.56,
183.292,13.56,
183.333,13.56,
183.375,13.56,
183.417,13.56,
183.458,13.56,
183.5,13.56,
183.542,13.56,
183.583,13.56,
183.625,13.56,
183.667,13.56,
183.708,13.56,
183.75,13.56,
183.792,13.56,
183.833,13.56,
183.875,13.56,
183.917,13.48,
183.958,13.48,
184,13.48,
184.042,13.48,
184.083,13.48,
184.125,13.48,
184.167,13.56,
184.208,13.48,
184.25,13.33,
184.292,13.33,
184.333,13.33,
184.375,13.33,
184.417,13.33,
184.458,13.33,
184.5,13.33,
184.542,13.41,
184.583,13.33,
184.625,13.41,
184.667,13.33,
184.708,13.41,
184.75,13.33,
184.792,13.33,
184.833,13.33,
184.875,13.41,
184.917,13.26,
184.958,13.26,
185,13.33,
185.042,13.26,
185.083,13.26,
185.125,13.26,
185.167,13.41,
185.208,13.41,
185.25,13.41,
185.292,13.26,
185.333,13.26,
185.375,13.26,
185.417,13.26,
185.458,13.26,
185.5,13.26,
185.542,13.26,
185.583,13.33,
185.625,13.41,
185.667,13.41,
185.708,13.41,
185.75,13.41,
185.792,13.41,
185.833,13.41,
185.875,13.48,
185.917,13.56,
185.958,13.56,
186,13.56,
186.042,13.56,
186.083,13.56,
186.125,13.56,
186.167,13.56,
186.208,13.56,
186.25,13.56,
186.292,13.56,
186.333,13.56,
186.375,13.64,
186.417,13.64,
186.458,13.72,
186.5,13.72,
186.542,13.72,
186.583,13.8,
186.625,13.8,
186.667,13.8,
186.708,13.8,
186.75,13.88,
186.792,13.88,
186.833,13.88,
186.875,13.88,
186.917,13.88,
186.958,13.88,
187,13.88,
187.042,13.88,
187.083,13.88,
187.125,13.88,
187.167,13.88,
187.208,13.88,
187.25,13.88,
187.292,13.88,
187.333,13.88,
187.375,13.88,
187.417,13.88,
187.458,13.88,
187.5,13.88,
187.542,13.88,
187.583,13.88,
187.625,13.88,
187.667,13.88,
187.708,13.88,
187.75,13.8,
187.792,13.8,
187.833,13.8,
187.875,13.8,
187.917,13.72,
187.958,13.72,
188,13.8,
188.042,13.72,
188.083,13.8,
188.125,13.8,
188.167,13.8,
188.208,13.8,
188.25,13.64,
188.292,13.56,
188.333,13.56,
188.375,13.64,
188.417,13.72,
188.458,13.72,
188.5,13.8,
188.542,13.8,
188.583,13.72,
188.625,13.72,
188.667,13.64,
188.708,13.64,
188.75,13.64,
188.792,13.56,
188.833,13.56,
188.875,13.64,
188.917,13.56,
188.958,13.56,
189,13.56,
189.042,14.63,
189.083,14.63,
189.125,14.63,
189.167,14.63,
189.208,14.63,
189.25,14.63,
189.292,14.63,
189.333,14.63,
189.375,14.63,
189.417,14.63,
189.458,14.63,
189.5,14.63,
189.542,14.63,
189.583,14.63,
189.625,14.54,
189.667,14.54,
189.708,14.54,
189.75,14.54,
189.792,14.54,
189.833,14.54,
189.875,14.54,
189.917,14.46,
189.958,14.54,
190,14.46,
190.042,14.46,
190.083,14.54,
190.125,14.63,
190.167,14.54,
190.208,14.54,
190.25,14.46,
190.292,14.29,
190.333,14.29,
190.375,14.29,
190.417,14.29,
190.458,14.37,
190.5,14.37,
190.542,14.37,
190.583,14.37,
190.625,14.29,
190.667,14.29,
190.708,14.29,
190.75,14.29,
190.792,14.29,
190.833,14.29,
190.875,14.46,
190.917,14.29,
190.958,14.29,
191,14.29,
191.042,14.29,
191.083,14.37,
191.125,14.37,
191.167,14.37,
191.208,14.29,
191.25,14.21,
191.292,14.21,
191.333,14.21,
191.375,14.21,
191.417,14.21,
191.458,14.21,
191.5,14.21,
191.542,14.21,
191.583,14.21,
191.625,14.21,
191.667,14.21,
191.708,14.12,
191.75,14.12,
191.792,14.12,
191.833,14.12,
191.875,14.04,
191.917,14.12,
191.958,14.12,
192,14.04,
192.042,14.12,
192.083,14.12,
192.125,14.12,
192.167,14.04,
192.208,14.12,
192.25,14.12,
192.292,13.96,
192.333,14.04,
192.375,14.04,
192.417,14.04,
192.458,14.04,
192.5,14.04,
192.542,14.04,
192.583,13.96,
192.625,13.96,
192.667,14.04,
192.708,13.96,
192.75,13.96,
192.792,13.96,
192.833,13.96,
192.875,14.04,
192.917,13.96,
192.958,13.96,
193,13.96,
193.042,14.12,
193.083,14.04,
193.125,13.96,
193.167,14.12,
193.208,14.12,
193.25,14.04,
193.292,14.04,
193.333,14.04,
193.375,14.04,
193.417,14.04,
193.458,14.04,
193.5,14.04,
193.542,14.04,
193.583,14.04,
193.625,14.04,
193.667,14.04,
193.708,13.88,
193.75,13.88,
193.792,13.88,
193.833,13.88,
193.875,13.88,
193.917,13.8,
193.958,13.8,
194,13.8,
194.042,13.8,
194.083,13.72,
194.125,13.72,
194.167,13.8,
194.208,13.8,
194.25,13.8,
194.292,13.64,
194.333,13.64,
194.375,13.64,
194.417,13.72,
194.458,13.72,
194.5,13.72,
194.542,13.64,
194.583,13.64,
194.625,13.56,
194.667,13.64,
194.708,13.64,
194.75,13.56,
194.792,13.56,
194.833,13.56,
194.875,13.64,
194.917,13.56,
194.958,13.56,
195,13.56,
195.042,13.64,
195.083,13.56,
195.125,13.56,
195.167,13.64,
195.208,13.72,
195.25,13.56,
195.292,13.56,
195.333,13.56,
195.375,13.56,
195.417,13.56,
195.458,13.56,
195.5,13.56,
195.542,13.56,
195.583,13.48,
195.625,13.48,
195.667,13.48,
195.708,13.48,
195.75,13.56,
195.792,13.48,
195.833,13.48,
195.875,13.48,
195.917,13.48,
195.958,13.48,
196,13.48,
196.042,13.48,
196.083,13.48,
196.125,13.41,
196.167,13.48,
196.208,13.48,
196.25,13.41,
196.292,13.33,
196.333,13.33,
196.375,13.41,
196.417,13.33,
196.458,13.41,
196.5,13.41,
196.542,13.41,
196.583,13.41,
196.625,13.41,
196.667,13.41,
196.708,13.41,
196.75,13.33,
196.792,13.41,
196.833,13.33,
196.875,13.48,
196.917,13.41,
196.958,13.33,
197,13.33,
197.042,13.48,
197.083,13.26,
197.125,13.33,
197.167,13.41,
197.208,13.41,
197.25,13.41,
197.292,13.41,
197.333,13.33,
197.375,13.41,
197.417,13.41,
197.458,13.33,
197.5,13.41,
197.542,13.41,
197.583,13.41,
197.625,13.41,
197.667,13.41,
197.708,13.41,
197.75,13.33,
197.792,13.33,
197.833,13.33,
197.875,13.26,
197.917,13.26,
197.958,13.26,
198,13.26,
198.042,13.26,
198.083,13.26,
198.125,13.26,
198.167,13.26,
198.208,13.26,
198.25,13.18,
198.292,13.11,
198.333,13.11,
198.375,13.11,
198.417,13.11,
198.458,13.11,
198.5,13.11,
198.542,13.11,
198.583,13.11,
198.625,13.11,
198.667,13.11,
198.708,13.11,
198.75,13.03,
198.792,13.03,
198.833,12.96,
198.875,12.96,
198.917,12.96,
198.958,12.96,
199,13.03,
199.042,13.03,
199.083,12.96,
199.125,12.96,
199.167,13.03,
199.208,13.03,
199.25,12.96,
199.292,12.96,
199.333,12.96,
199.375,12.96,
199.417,12.96,
199.458,12.96,
199.5,12.96,
199.542,12.96,
199.583,12.96,
199.625,12.96,
199.667,12.96,
199.708,12.96,
199.75,12.96,
199.792,12.96,
199.833,12.96,
199.875,12.96,
199.917,12.96,
199.958,12.96,
200,12.96,
200.042,12.96,
200.083,12.96,
200.125,12.96,
200.167,13.03,
200.208,13.03,
200.25,12.96,
200.292,12.96,
200.333,12.96,
200.375,12.89,
200.417,12.89,
200.458,12.89,
200.5,12.89,
200.542,12.89,
200.583,12.89,
200.625,12.81,
200.667,12.89,
200.708,12.89,
200.75,12.89,
200.792,12.89,
200.833,12.81,
200.875,12.81,
200.917,12.89,
200.958,12.81,
201,12.89,
201.042,12.89,
201.083,12.81,
