$ QGT_BON_2011_2015_daily_DSS-scaled.csv based on GDACS spill ratios in  QGT_BON_2011_2015_daily_ave.csv ; all outlets scaled to total flow from BONNEVILLE_OUTFLOW.csv
#Units in cubic meters per second; Julian Day 1 is 1899-12-31; The following days have missing data chunks 40544, 41557, 41593, 41600, 41661, 41678, 41687, 41718, 41754, 41823, 41830, 41836, 41845, 41867, 41958, 41971, 41978, 41993, 42154, 42242, 42264, 42296 that are  1009, 13, 2, 3, 3, 2, 2, 3, 2, 3, 3, 6, 2, 3, 3, 2, 2, 2, 2, 14, 4, 20 days long
"JDAY","POWR1","SB1","SB2","SB3","SB4","SB5","SB6","SB7","SB8","SB9","SB10","SB11","SB12","SB13","SB14","SB15","SB16","SB17","SB18","MISC"
40987,5647.567,55.744,48.065,45.591,45.644,45.592,45.733,44.358,44.201,4.445,44.327,44.099,44.214,44.788,45.692,45.926,45.788,0,56.642,0
40988,5673.726,18.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.916,0
40989,5894.348,18.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.982,0
40990,4991.274,25.805,22.293,18.198,12.584,12.608,12.278,7.334,12.632,6.786,13.057,5.816,11.445,6.642,12.955,8.099,17.636,0,26.063,0
40991,5938.113,17.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.748,0
40992,6842.797,21.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.191,0
40993,7057.348,20.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0
40994,7192.995,19.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0
40995,7577.182,43.362,17.175,17.156,13.46,13.696,6.593,13.857,10.789,13.559,12.816,6.533,7.534,11.105,12.056,13.539,16.75,2.139,44.044,0
40996,7319.626,21.957,1.546,1.562,1.36,1.24,0.798,1.467,0.915,1.458,1.281,0.747,0.862,0.903,1.007,1.472,1.579,0,23.098,0
40997,6053.062,33.212,25.768,20.879,18.509,16.096,9.824,12.301,11.661,10.992,14.696,10.54,16.566,12.421,18.772,14.364,23.256,0,33.564,0
40998,7252.375,45.517,43.408,34.795,28.92,27.771,25.776,28.812,27.492,28.036,29.482,26.818,28.141,28.659,29.061,29.474,35.776,0,45.243,0
40999,7954.767,47.328,55.13,37.687,34.571,34.665,33.639,34.747,34.653,27.25,34.559,33.683,34.748,34.769,34.595,34.776,48.299,0,47.726,0
41000,8178.907,47.771,46.365,35.412,35.243,23.919,23.885,35.346,24.048,25.581,24.056,21.544,34.91,23.454,24.112,35.488,40.961,0,48.173,0
41001,9372.536,57.594,51.405,41.832,41.406,26.508,26.329,34.021,26.551,34.139,26.716,16.93,40.135,18.73,26.777,34.073,49.052,0,58.276,0
41002,8515.089,45.413,49.02,31.065,25.559,25.279,25.043,8.111,25.311,7.172,25.47,6.061,24.515,6.742,25.53,8.484,29.177,0,45.989,0
41003,9148.014,62.484,57.61,47.351,36.612,34.05,30.049,26.006,34.249,26.21,44.526,18.368,30.327,24.054,34.282,26.335,47.744,0,62.944,0
41004,9110.965,48.86,43.599,31.021,35.451,26.407,22.099,19.765,22.329,19.987,27.516,9.24,30.888,10.74,26.721,19.9,39.733,0,49.686,0
41005,7944.908,56.873,44.541,39.562,31.74,33.807,15.65,31.09,32.167,13.37,33.368,27.267,16.714,32.448,33.049,23.202,41.874,0,57.751,0
41006,6878.8,62.646,50.054,49.86,32.678,31.448,31.306,32.263,29.759,32.341,33.415,28.685,31.604,34.998,29.818,32.369,50.043,0,63.119,0
41007,7095.166,59.667,46.241,43.809,41.074,28.436,34.26,31.201,25.056,36.138,31.534,31.833,35.071,37.098,28.749,41.861,43.859,52.3,60.456,0
41008,4811.249,284.524,284.76,284.908,239.248,239.613,235.497,207.932,208.244,230.675,192.328,192.129,240.127,205.975,238.506,239.3,284.404,283.597,284.121,0
41009,4651.842,316.681,316.771,317.006,266.425,267.036,262.507,243.227,243.475,250.01,213.754,214.058,266.741,242.167,265.668,266.263,316.584,314.145,316.418,0
41010,3667.448,289.909,290.18,290.279,244.369,244.572,240.587,223.631,224.104,227.471,195.704,195.907,245.238,222.842,243.256,243.899,289.95,287.755,289.72,0
41011,3722.032,229.264,229.42,229.54,193.016,193.547,179.059,167.784,174.19,187.496,155.681,155.075,193.4,168.325,192.398,192.836,229.254,227.408,229.089,0
41012,4453.477,300.847,300.948,301.152,253.049,254.101,229.65,215.265,222.584,250.733,206.659,203.633,253.517,217.499,252.454,253.009,300.755,298.37,300.601,0
41013,3567.758,331.66,331.905,331.91,280.679,279.899,252.467,234.966,239.004,277.022,227.595,225.897,279.672,234.669,278.763,280.153,332.618,327.019,332.378,0
41014,4098.007,301.009,301.037,300.697,253.569,253.159,244.083,208.265,209.269,247.697,204.322,204.198,254.159,204.21,253.178,253.348,300.922,296.209,300.763,0
41015,3831.395,329.339,329.249,328.641,277.065,277.036,273.591,227.884,229.421,273.589,227.071,223.086,278.583,230.913,276.619,277.087,329.042,323.569,328.606,0
41016,3570.733,336.162,336.085,335.427,282.777,283.392,281.006,231.626,234.143,276.689,233.133,227.422,285.427,230.482,282.42,282.785,336.237,330.666,335.541,0
41017,3820.102,299.606,299.437,298.887,251.801,252.828,250.071,206.439,208.704,248.472,207.767,202.578,252.117,206.03,251.69,251.934,296.618,294.592,299.039,0
41018,4613.186,279.575,279.656,278.992,235.072,236.311,233.821,197.302,198.972,227.029,193.734,189.032,236.243,196.094,234.975,235.373,276.528,274.784,279.189,0
41019,4422.457,300.879,300.584,300.032,253.321,261.125,250.92,231.45,231.65,226.328,208.411,203.401,250.431,233.961,252.804,260.938,297.235,295.429,300.33,0
41020,4065.677,325.608,324.956,324.534,273.805,286.06,270.946,255.241,255.141,244.176,225.668,220.129,269.607,258.338,273.339,286.33,321.356,319.848,324.798,0
41021,4078.146,292.836,292.056,291.865,245.904,256.964,237.228,229.064,228.209,218.341,202.917,198.176,241.249,230.717,245.789,257.34,289.38,287.609,292.092,0
41022,3898.085,342.363,341.586,341.315,287.887,290.839,279.268,250.063,249.854,267.46,237.35,231.618,282.648,248.523,287.337,292.347,338.645,336.748,341.552,0
41023,4285.811,340.634,339.997,339.594,286.636,289.18,265.217,234.803,235.995,283.412,236.139,230.173,282.501,232.188,285.887,290.902,337.01,334.925,339.834,0
41024,3290.537,469.735,468.644,468.209,394.999,401.221,357.193,325.865,327.985,393.996,328.084,316.143,390.586,321.882,393.409,404.187,468.131,468.618,468.386,0
41025,5318.617,332.047,334.125,332.151,284.032,283.234,248.187,234.796,233.502,257.846,232.725,227.82,279.784,230.927,280.249,288.31,333.735,320.406,332.038,0
41026,5459.085,376.894,376.741,376.268,317.978,320.707,273.371,269.193,262.06,307.096,259.035,254.571,316.194,258.857,316.815,322.65,376.683,371.506,376.608,0
41027,6058.344,462.508,462.147,461.947,390.269,393.443,343.812,328.764,321.458,385.792,314.081,316.727,385.401,321.452,388.879,396.014,462.402,455.965,462.314,0
41028,5001.031,414.861,414.929,414.522,347.28,340.315,304.066,291.266,292.746,328.06,281.697,287.016,333.671,319.731,359.688,370.265,415.047,409.501,414.819,0
41029,5578.3,399.496,399.69,399.173,333.018,324.009,309.576,291.246,291.734,298.961,271.372,276.122,318.986,332.726,351.354,363.449,399.779,393.941,399.476,0
41030,5633.72,394.382,394.42,393.96,328.591,330.029,290.824,276.478,278.302,307.978,267.983,272.297,328.532,318.746,348.145,360.177,394.536,388.254,394.277,0
41031,10718.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.668,0
41032,10797.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.609,0
41033,5675.653,363.703,366.828,364.632,309.127,310.413,286.273,276.077,276.558,271.164,253.424,258.188,296.852,298.108,311.922,321.473,366.935,352.113,363.727,0
41034,5383.361,360.634,373.197,366.683,323.172,317.319,309.497,307.894,297.5,268.498,258.672,270.736,314.231,306.828,312.96,327.633,375.806,336.095,365.383,0
41035,6006.858,368.677,372.764,373.074,315.452,319.229,303.099,292.925,293.411,279.78,255.682,264.248,315.909,289.354,314.369,320.735,373.524,363.279,369.893,0
41036,5567.821,346.674,350.697,350.834,295.253,299.631,284.15,275.038,275.757,262.621,239.715,243.829,294,269.446,295.648,300.969,350.674,341.78,350.442,0
41037,5060.834,366.505,369.756,370.626,311.165,314.135,295.798,289.755,289.069,276.815,252.425,260.684,311.302,284.332,311.412,317.559,369.812,361.759,369.656,0
41038,4370.811,364.714,364.284,365.401,307.597,307.865,289.434,281.093,282.425,267.361,247.556,252.326,306.903,277.544,306.535,312.261,364.495,359.936,364.332,0
41039,4179.629,350.417,349.793,350.923,295.205,295.504,287.305,270.386,270.939,264.312,237.763,242.344,294.454,267.413,294.461,299.847,349.991,345.901,349.984,0
41040,4556.486,285.862,296.732,297.862,254.289,254.66,246.123,244.58,244.761,216.139,205.576,222.786,250.613,243.692,251.748,255.975,296.737,281.943,298.64,0
41041,5080.464,300.704,309.327,310.468,265.723,266.014,256.808,256.282,256.643,224.38,214.291,232.075,262.205,257.85,262.337,266.843,309.277,293.804,311.224,0
41042,5293.411,297.286,296.69,297.653,250.23,252.612,241.174,234.556,234.933,216.584,202.078,205.718,250.802,233.132,249.777,253.99,296.842,292.326,296.91,0
41043,5315.612,303.089,302.665,303.726,268.611,259.363,253.1,249.186,249.724,218.805,209.523,225.014,258.329,248.201,256.549,263.883,302.779,288.209,314.182,0
41044,4389.628,296.991,296.651,297.599,252.843,252.412,247.418,239.457,240.274,215.962,202.555,208.957,251.865,238.416,250.141,254.349,296.735,290.537,297.21,0
41045,4122.057,287.894,290.497,291.632,255.829,249.732,242.514,241.406,241.013,211.876,204.075,219.747,247.396,238.042,244.698,251.971,290.447,268.655,287.55,0
41046,5098.009,287.654,302.153,303.285,262.429,255.151,248.251,246.395,243.769,228.037,221.046,224.527,252.58,243.53,250.043,265.795,302.216,255.339,287.435,0
41047,4887.632,281.246,301.27,296.296,263.195,262.218,256.39,252.734,249.292,233.56,224.483,229.806,260.785,253.592,258.983,265.729,295.25,250.356,281.029,0
41048,9795.383,0,0,0,0,0,2.196,0,0,0,0,0,0,0,0,0,0,0,22.164,0
41049,5763.571,319.048,331.538,328.975,296.441,289.019,279.381,268.311,266.397,248.878,241.309,246.364,275.366,273.376,278.718,299.825,331.608,283.188,318.857,0
41050,5689.278,315.472,318.103,318.999,284.425,274.829,269.571,260.3,260.063,233.107,228.005,238.911,266.233,266.228,269.003,287.719,321.736,289.086,320.223,0
41051,5308.904,304.111,318.693,313.646,276.791,263.346,257.387,257.326,243.372,224.548,216.983,223.09,262.421,255.566,260.837,280.164,318.773,271.639,303.922,0
41052,5519.004,297.096,320.017,312.72,279.135,281.079,275.541,274.629,259.709,243.482,236.073,239.821,273.803,270.739,278.507,282.517,315.177,264.839,296.802,0
41053,4995.464,258.525,282.375,277.335,247.962,248.497,243.903,242.733,231.616,217.257,210.742,224.214,248.216,240.848,246.219,250.833,281.572,230.701,258.283,0
41054,5712.907,304.861,322.589,323.338,290.012,280.697,272.623,269.966,269.065,254.898,245.618,251.085,278.201,267.81,275.892,291.347,322.571,271.851,304.778,0
41055,5742.092,300.493,330.065,331.09,302.428,290.46,285.543,281.701,281.951,270.382,252.109,263.146,293.914,277.958,302.512,306.845,330.094,268.641,300.536,0
41056,5290.403,281.611,308.406,309.291,282.675,272.581,268.641,261.206,256.838,255.274,233.701,246.292,274.137,260.041,281.455,285.574,308.406,251.866,281.623,0
41057,5111.27,0,368.664,369.22,330.093,320.582,0,320.594,308.762,282.623,285.002,283.126,314.355,315.44,314.836,328.723,368.829,369.185,333.216,0
41058,4399.997,304.789,319.649,320.676,289.346,288.852,279.189,257.61,256.905,258.41,241.029,245.341,272.379,264.461,283.479,290.284,319.879,276.516,304.727,0
41059,5297.508,226.446,239.984,233.799,230.746,208.329,208.276,203.879,196.211,179.778,181.247,193.529,202.565,205.517,208.804,231.082,256.016,179.213,239.898,0
41060,4438.119,250.715,252.405,251.935,228.699,215.235,192.319,192.027,199.24,184.309,176.712,188.658,212.37,192.718,213.634,229.392,263.909,232.314,260.432,0
41061,4764.271,245.374,257.183,255.754,226.036,221.722,211.24,201.688,197.034,205.12,185.945,188.18,212.791,200.406,221.08,226.196,257.354,218.482,244.989,0
41062,4088.676,248.993,251.673,252.555,217.59,213.841,207.388,203.097,196.058,187.109,177.388,184.898,209.142,202.526,209.371,219.716,251.76,231.509,251.415,0
41063,4356.026,245.816,254.373,255.082,216.8,220.065,213.207,206.715,197.358,187.617,177.536,185.882,211.269,202.181,210.733,221.013,254.441,238.58,252.948,0
41064,4349.28,237.388,244.076,244.587,207.306,209.328,203.691,188.549,187.871,186.052,169.34,174.716,204.48,188.924,202.82,211.721,244.203,231.498,242.082,0
41065,4490.374,237.605,241.059,241.747,203.006,207.039,200.156,179.357,183.061,192.061,165.003,172.471,205.472,180.759,203.337,207.887,241.102,234.711,240.952,0
41066,4625.487,264.917,264.662,265.186,221.846,224.473,207.945,200.693,192.766,203.986,179.684,181.834,226.313,200.304,222.514,226.684,264.655,261.663,264.46,0
41067,4987.922,264.725,264.569,265.032,221.492,222.893,207.656,200.15,192.443,204.177,179.584,181.616,226.625,199.226,222.393,226.524,264.547,261.427,264.299,0
41068,5438.015,289.614,289.278,289.809,242.695,244.115,236.596,217.891,209.807,224.061,196.543,198.609,246.973,217.681,243.298,247.485,289.294,285.503,289.091,0
41069,5364.143,327.681,326.935,327.884,275.207,276.458,259.714,249.646,238.025,252.336,222.258,224.918,277.444,248.983,275.224,279.917,327.052,323.452,326.974,0
41070,4788.644,317.652,317.018,317.898,266.451,267.862,256.349,243.489,232.705,242.933,215.449,218.004,269.524,244.536,266.859,271.413,317.117,313.674,317.001,0
41071,4837.872,400.996,399.849,401.143,337.297,338.046,326.9,305.871,293.763,306.693,272.06,275.025,337.481,311.767,336.877,342.14,400.064,395.307,400.098,0
41072,4241.974,359.64,358.55,359.761,302.662,302.742,291.336,271.56,260.613,276.866,243.94,246.76,302.53,276.06,301.986,306.862,358.737,354.654,358.807,0
41073,4157.887,380.915,380.226,381.211,319.561,320.427,280.718,264.003,276.521,316.267,258.408,261.298,323.478,261.365,319.975,325.486,380.329,376.111,380.25,0
41074,4418.17,348.739,348.089,348.8,292.168,293.742,257.555,240.299,251.466,290.286,236.777,238.919,296.213,237.708,292.937,297.577,348.202,343.268,348.098,0
41075,4444.261,368.917,367.688,368.671,300.021,263.862,258.202,254.053,264.684,263.944,250.479,252.751,267.2,254.53,267.707,314.147,367.871,362.409,368.038,0
41076,4498.853,373.256,372.139,373.254,299.987,256.067,258.29,257.356,269.238,257.209,253.258,255.929,260.92,257.241,260.904,318.331,372.326,367.718,372.423,0
41077,4609.282,307.404,358.544,351.36,290.075,280.26,283.03,281.461,296.431,279.29,274.238,279.712,287.34,278.239,282.647,295.024,358.39,365.601,328.89,0
41078,3984.88,276.254,326.914,321.409,275.506,271.988,274.233,273.254,287.871,216.157,262.57,270.409,253.179,270.153,273.869,274.637,329.006,330.611,302.563,0
41079,3948.756,315.039,341.681,319.906,301.854,283.741,286.142,284.794,300.726,91.513,276.511,280.68,202.786,281.67,292.291,303.401,340.698,332.739,323.155,0
41080,4341.75,311.588,343.915,316.645,297.515,282.551,240.383,280.544,297.256,82.298,275.311,275.938,171.686,276.291,291.672,259.635,339.313,338.813,319.748,0
41081,5175.624,329.821,401.78,352.413,332.224,329.336,154.67,328.312,348.163,88.713,319.796,322.639,108.174,323.189,332.674,160.148,388.552,409.345,345.376,0
41082,4790.307,301.849,368.549,313.527,307.839,306.255,298.546,308.39,325.201,89.519,296.068,302.383,146.44,302.842,308.178,301.624,361.657,375.748,313.919,0
41083,4399.897,362.53,369.324,375.278,307.993,286.453,279.808,287.489,302.776,221.036,278.461,283.018,241.554,282.761,295.904,321.209,385.573,380.419,372.337,0
41084,4441.677,363.922,332.012,364.872,286.695,253.736,245.775,252.194,262.333,247.997,247.819,247.924,253.61,246.855,275.464,305.407,365.178,360.58,364.798,0
41085,5156.638,330.934,378.925,375.76,313.392,305.876,293.07,299.924,294.488,288.796,293.233,290.718,300.632,292.351,308.596,317.53,382.066,393.301,357.2,0
41086,5273.537,295.669,346.862,331.642,290.919,286.773,279.295,280.402,264.376,259.29,270.256,271.659,281.966,278.724,280.625,288.033,340.009,353.843,304.948,0
41087,5186.814,431.195,431.151,430.569,352.935,312.372,312.435,313.779,295.988,298.918,299.213,313.416,315.665,311.583,314.145,366.869,435.281,426.993,432.6,0
41088,10509.038,33.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.037,0
41089,11853.543,36.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.174,0
41090,5463.719,318.637,376.848,362.875,309.251,306.154,306.956,306.414,311.986,295.228,296.965,305.063,312.269,301.066,307.51,310.238,374.068,385.359,324.843,0
41091,5054.266,388.481,390.014,389.199,311.911,282.372,283.331,283.069,267.384,272.233,272.845,283.119,287.326,279.499,291.399,331.046,390.169,391.381,388.876,0
41092,5119.434,395.002,395.784,395.373,317.651,286.507,286.794,287.304,284.989,274.514,282.944,286.439,290.728,283.748,290.466,348.192,407.588,380.074,406.9,0
41093,3401.855,471.918,544.991,543.269,430.112,424.767,423.325,419.966,415.047,427.247,420.908,419.67,433.938,413.216,428.182,447.274,544.586,543.197,491.57,0
41094,3036.326,464.324,537.886,535.163,438.749,444.691,428.98,422.005,410.76,432.267,416.295,414.311,447.173,411.708,439.14,447.577,541.16,536.3,521.484,0
41095,4280.067,405.329,412.588,406.707,331.553,299.027,292.662,292.978,284.294,282.29,283.799,285.775,297.946,287.569,313.725,354.76,415.431,402.662,406.866,0
41096,4344.214,364.932,370.226,364.826,302.717,250.678,252.166,252.168,250.263,252.161,253.754,251.853,256.491,248.064,275.072,311.826,369.44,364.511,364.506,0
41097,4775.259,333.189,367.628,352.987,305.052,293.605,295.391,295.483,294.92,261.074,295.649,295.356,300.148,291.423,301.195,308.621,367.674,379.708,349.719,0
41098,4164.493,330.923,367.429,359.892,309.717,306.6,303.934,304.521,304.897,290.206,299.507,301.254,307.731,301.993,305.057,309.236,367.965,376.556,350.13,0
41099,3858.024,373.086,406.113,381.503,346.611,323.449,205.103,316.133,316.413,177.35,307.18,308.57,205.507,314.256,319.066,231.905,392.813,393.256,373.037,0
41100,2903.595,402.006,481.234,401.672,402.656,398.679,129.825,401.322,402.17,0,402.53,402.053,9.17,398.433,402.706,129.822,468.087,481.287,400.142,0
41101,3014.323,421.338,507.158,421.259,420.008,417.162,0,420.711,422.085,0,422.284,421.288,0,412.332,422.24,0,501.688,506.697,419.653,0
41102,3972.682,308.726,352.75,336.041,294.482,290.49,269.429,292.285,292.999,267.176,287.231,292.685,274.526,289.167,293.046,273.178,352.376,359.377,331.049,0
41103,3941.037,389.347,395.205,392.835,336.214,283.57,277.357,284.512,285.091,256.644,280.29,284.492,265.035,280.252,330.465,333.143,395.041,384.463,390.939,0
41104,3765.355,439.731,440.136,439.948,368.633,303.079,296.565,304.195,304.75,299.191,304.967,304.182,303.265,299.527,367.007,370.815,437.989,432.64,439.844,0
41105,4010.294,340.822,386.394,385.339,316.736,296.161,288.281,296.557,297.091,291.352,297.26,296.574,294.044,293.293,316.196,317.63,384.95,395.275,365.123,0
41106,2873.219,454.972,504.932,503.362,408.798,397.409,378.332,395.299,396.739,384.642,396.758,395.739,391.289,387.017,411.949,412.781,504.627,503.418,503.727,0
41107,2720.864,430.969,448.451,447.864,367.054,325.725,314.156,326.973,328.58,318.602,328.523,327.296,328.375,315.668,328.469,373.187,448.353,448.133,447.623,0
41108,2852.163,530.633,530.386,530.712,439.338,373.917,354.486,368.912,370.672,359.149,370.594,368.856,369.35,357.043,387.133,446.388,530.52,530.877,529.741,0
41109,2665.526,409.501,473.112,471.031,388.005,381.389,356.074,370.917,372.078,354.861,366.29,365.143,368.151,363.618,387.021,393.928,474.308,471.58,418.641,0
41110,2357.141,340.595,394.492,392.413,330.768,340.188,319.842,321.864,321.99,296.093,305.616,305.022,322.819,321.013,322.13,341.21,400.151,393.858,340.473,0
41111,2802.655,385.669,387.7,385.583,295.971,287.108,280.988,281.798,282.178,255.12,272.393,275.89,274.173,279.926,282.236,330.049,400.772,377.618,385.412,0
41112,2935.435,347.632,376.409,346.988,293.473,290.629,292.285,292.528,293.042,117.69,293.562,292.567,130.653,289.057,293.62,311.871,376.391,369.7,347.248,0
41113,3723.979,350.63,408.101,375.733,332.782,325.332,327.116,327.81,328.37,236.586,326.531,328.212,235.954,323.794,329.098,335.975,404.011,419.622,369.823,0
41114,3921.341,332.613,386.221,379.331,320.519,309.394,311.981,311.352,311.785,299.027,304.64,311.062,304.513,307.917,311.947,319.003,384.491,393.654,348.229,0
41115,2731.033,378.256,461.534,445.959,379.061,373.236,375.753,376.981,377.816,287.19,378.22,377.592,291.026,375.187,378.465,378.082,461.903,460.578,399.594,0
41116,3379.626,336.338,375.472,357.848,293,282.489,284.617,285.048,285.785,215.063,285.704,284.88,218.25,280.343,285.795,311.641,371.648,369.292,345.996,0
41117,3237.808,266.22,317.588,296.679,253.638,252.281,252.422,251.548,252.092,248.641,250.509,251.032,255.025,244.276,254.771,259.67,312.648,326.531,280.757,0
41118,3174.697,294.293,346.585,320.147,283.834,285.247,281.854,279.483,280.034,276.449,270.755,279.486,288.541,273.063,286.46,286.624,346.91,355.113,302.175,0
41119,3257.103,366.313,374.79,369.786,289.399,268.826,271.038,269.825,270.326,259.111,259.381,269.556,271.049,264.862,273.027,314.777,374.647,369.336,374.198,0
41120,2935.085,329.736,330.225,325.755,245.896,224.073,225.592,224.849,225.441,224.847,225.556,224.466,230.783,219.093,228.267,274.875,329.919,323.981,329.463,0
41121,2721.242,280.221,325.723,302.665,263.439,255.963,254.067,253.735,254.321,251.383,252.178,253.371,261.708,248.139,257.828,277.141,315.192,335.839,287.803,0
41122,2168.021,243.953,302.801,270.717,256.369,248.651,242.889,243.578,243.895,236.392,237.177,243.244,250.037,241.357,249.516,251.207,303.378,306.615,267.541,0
41123,2142.763,301.675,365.515,336.838,288.34,278.713,279.749,279.953,280.413,273.991,275.728,279.873,282.523,276.988,281.14,306.93,366.212,352.635,336.55,0
41124,2516.471,290.157,330.718,310.599,258.642,246.897,248.559,248.113,248.533,248.076,248.641,247.715,250.142,245.759,249.051,271.261,327.667,323.877,296.79,0
41125,2025.262,238.902,283.264,259.961,230.354,224.164,225.089,225.163,225.59,222.978,223.745,224.646,225.352,224.095,226.032,229.897,274.586,292.038,239.152,0
41126,2003.434,261.199,306.207,275.239,256.672,251.562,250.247,250.784,251.303,241.182,241.765,247.922,252.094,249.439,251.691,253.883,302.646,309.976,263.842,0
41127,2297.46,291.959,293.173,291.958,224.962,213.556,208.534,208.573,209.056,203.981,204.502,207.63,215.325,206.111,223.293,234.128,291.994,284.714,292.394,0
41128,2016.936,273.253,272.999,272.778,203.84,189.099,188.391,188.428,188.835,188.272,188.91,187.593,191.152,186.37,200.413,218.15,272.903,267.712,272.699,0
41129,1977.367,217.982,252.354,220.563,199.24,198.344,198.751,197.211,196.714,194.651,195.232,195.641,199.717,193.216,197.001,205.009,243.479,259.472,218.715,0
41130,2111.23,236.496,277.338,257.331,230.67,230.686,229.79,229.106,228.807,218.065,221.416,226.638,231.403,227.233,232.24,236.473,275.824,293.575,248.039,0
41131,5883.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.188,0
41132,5928.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.808,0
41133,2148.754,210.515,249.535,227.623,204.752,199.75,199.758,200.224,200.205,196.234,196.493,197.386,195.811,197.193,200.259,204.998,242.969,257.855,213.415,0
41134,1682.674,209.996,248.877,239.054,208.692,203.989,202.728,203.095,203.641,196.62,195.719,201.063,195.499,201.379,204.783,205.555,248.943,253.529,220.555,0
41135,1866.059,299.144,312.11,307.67,241.557,223.944,225.055,225.241,225.602,220.197,220.816,225.159,226.873,223.432,225.585,262.893,312.289,301.965,306.1,0
41136,1993.614,324.936,328.574,328.367,249.829,225.334,226.951,226.722,227.074,226.498,227.49,226.651,229.234,224.735,227.356,276.871,328.779,321.856,328.193,0
41137,1623.283,202.999,235.299,226.685,185.119,184.537,185.64,186.071,186.297,180.208,180.829,181.125,183.474,182.874,186.526,194.586,235.012,240.298,208.541,0
41138,1354.605,219.938,256.089,236.272,211.689,216.183,206.676,207.213,207.359,192.428,195.822,192.338,206.838,204.297,207.537,217.47,258.028,257.349,222.237,0
41139,4951.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.781,0
41140,4814.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.428,0
41141,5401.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.943,0
41142,4787.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.357,0
41143,5389.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.911,0
41144,4979.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.852,0
41145,5460.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.096,0
41146,4908.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67,0
41147,5153.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.303,0
41148,4870.73,0,0,0,0,0,1.092,0,0,0,0,0,0,0,0,0,0,0,11.021,0
41149,4359.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.359,0
41150,5138.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.566,0
41151,4119.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68,0
41152,3921.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.117,0
41153,3842.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.893,0
41154,5112.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.494,0
41155,4439.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.586,0
41156,3218.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.124,0
41157,1607.069,0,115.914,116.089,103.787,100.796,0,100.8,97.08,88.861,89.61,89.02,98.838,99.18,98.99,103.356,115.966,116.078,104.769,0
41158,3059.761,23.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.623,0
41159,3284.455,29.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.563,0
41160,4193.664,33.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.61,0
41161,3367.482,24.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.385,0
41162,3208.557,23.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.129,0
41163,2777.091,23.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.161,0
41164,3349.937,26.17,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,27.963,0
41165,3554.799,28.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.41,0
41166,3750.943,27.656,0.447,0,0,0,0,0,0,0.086,0,0,0,0.157,0,0,0,0,29.61,0
41167,3165.837,25.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.237,0
41168,3220.879,22.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.001,0
41169,3130.4,23.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.763,0
41170,3164.378,23.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.72,0
