$BON Elev-Tailwater CBT-REV [NAVD88],,
CY2011 - 2015,,12/31/2010
JDAY,ElevFT,
41955,15.851772,
41956,15.93093867,
41957,15.96843867,
41958,15.96010533,
41959,15.939272,
41960,15.97260533,
41961,15.74343867,
41962,15.65593867,
41963,16.01843867,
41964,15.79343867,
41965,15.651772,
41966,15.12260533,
41967,15.476772,
41968,16.201772,
41969,17.03093867,
41970,16.58510533,
41971,16.139272,
41972,17.264272,
41973,18.339272,
41974,18.05593867,
41975,18.126772,
41976,18.214272,
41977,18.026772,
41978,18.189272,
41979,18.19343867,
41980,18.239272,
41981,18.02260533,
41982,18.064272,
41983,18.276772,
41984,18.464272,
41985,18.53093867,
41986,18.35593867,
41987,18.11843867,
41988,17.81843867,
41989,17.64760533,
41990,17.96010533,
41991,18.451772,
41992,19.03510533,
41993,20.60593867,
41994,22.29343867,
41995,22.02260533,
41996,20.726772,
41997,18.664272,
41998,19.71010533,
41999,19.53093867,
42000,19.96843867,
42001,19.40593867,
42002,19.52260533,
42003,20.11843867,
42004,20.176772,
42005,20.15593867,
42006,20.151772,
42007,20.10593867,
42008,20.76010533,
42009,19.83510533,
42010,19.739272,
42011,19.74760533,
42012,19.62260533,
42013,19.376772,
42014,20.076772,
42015,20.99343867,
42016,20.376772,
42017,19.86010533,
42018,19.501772,
42019,19.939272,
42020,19.22260533,
42021,20.551772,
42022,20.514272,
42023,22.32260533,
42024,21.864272,
42025,23.114272,
42026,22.35593867,
42027,21.364272,
42028,20.28093867,
42029,19.589272,
42030,20.16010533,
42031,20.639272,
42032,20.24760533,
42033,20.58510533,
42034,20.526772,
42035,20.39760533,
42036,21.75593867,
42037,22.03093867,
42038,20.61010533,
42039,21.99343867,
42040,22.114272,
42041,22.051772,
42042,23.439272,
42043,24.65593867,
42044,23.86010533,
42045,24.13093867,
42046,25.09343867,
42047,25.34343867,
42048,24.739272,
42049,24.064272,
42050,23.98093867,
42051,23.864272,
42052,23.701772,
42053,23.789272,
42054,22.714272,
42055,23.24343867,
42056,22.94343867,
42057,22.089272,
42058,22.21010533,
42059,22.41010533,
42060,21.41010533,
42061,20.301772,
42062,20.764272,
42063,21.13510533,
42064,20.589272,
42065,19.88093867,
42066,19.16843867,
42067,19.31843867,
42068,19.926772,
42069,20.901772,
42070,20.94760533,
42071,20.414272,
42072,19.551772,
42073,18.339272,
42074,18.70593867,
42075,19.12260533,
42076,19.23093867,
42077,17.46010533,
42078,16.876772,
42079,19.25593867,
42080,20.051772,
42081,19.201772,
42082,20.789272,
42083,20.82260533,
42084,20.301772,
42085,21.189272,
42086,21.626772,
42087,20.85593867,
42088,20.839272,
42089,21.43093867,
42090,22.61010533,
42091,21.48093867,
42092,21.851772,
42093,22.58510533,
42094,22.49343867,
42095,21.639272,
42096,21.53093867,
42097,21.65593867,
42098,22.089272,
42099,22.276772,
42100,22.25593867,
42101,21.41843867,
42102,20.96010533,
42103,19.339272,
42104,19.69760533,
42105,19.13510533,
42106,17.93510533,
42107,19.59760533,
42108,19.39760533,
42109,17.44343867,
42110,17.59343867,
42111,17.026772,
42112,16.84760533,
42113,17.489272,
42114,19.25593867,
42115,18.91843867,
42116,17.38510533,
42117,17.70593867,
42118,16.59760533,
42119,16.889272,
42120,17.06010533,
42121,18.851772,
42122,17.689272,
42123,17.164272,
42124,16.53093867,
42125,17.476772,
42126,18.34343867,
42127,19.414272,
42128,19.701772,
42129,18.78093867,
42130,18.364272,
42131,18.35593867,
42132,18.34760533,
42133,17.29343867,
42134,16.564272,
42135,16.33510533,
42136,18.189272,
42137,18.88093867,
42138,19.614272,
42139,20.50593867,
42140,18.74343867,
42141,18.439272,
42142,20.56843867,
42143,20.79343867,
42144,20.27260533,
42145,20.901772,
42146,20.46010533,
42147,20.151772,
42148,20.839272,
42149,21.401772,
42150,20.914272,
42151,21.276772,
42152,21.076772,
42153,20.50593867,
42154,18.814272,
42155,18.54760533,
42156,20.151772,
42157,21.34343867,
42158,19.12260533,
42159,19.18510533,
42160,19.36843867,
42161,19.26843867,
42162,18.73510533,
42163,19.21843867,
42164,19.789272,
42165,18.68510533,
42166,18.014272,
42167,17.44343867,
42168,17.06843867,
42169,16.68510533,
42170,18.23510533,
42171,18.489272,
42172,17.614272,
42173,15.84760533,
42174,15.10593867,
42175,14.401772,
42176,14.08093867,
42177,13.65593867,
42178,14.06010533,
42179,14.951772,
42180,15.78510533,
42181,15.776772,
42182,17.09343867,
42183,17.04760533,
42184,17.28093867,
42185,17.039272,
42186,16.43093867,
42187,17.301772,
42188,17.176772,
42189,16.24343867,
42190,15.93510533,
42191,16.95593867,
42192,17.001772,
42193,15.951772,
42194,15.589272,
42195,15.11010533,
42196,14.09760533,
42197,13.86843867,
42198,15.314272,
42199,16.54760533,
42200,16.53510533,
42201,15.651772,
42202,15.48510533,
42203,16.01843867,
42204,16.24343867,
42205,15.701772,
42206,15.839272,
42207,15.926772,
42208,14.30593867,
42209,14.56010533,
42210,15.32260533,
42211,14.864272,
42212,14.77260533,
42213,15.24343867,
42214,15.64343867,
42215,17.14760533,
42216,16.74760533,
42217,15.93093867,
42218,15.92260533,
42219,15.45593867,
42220,15.33093867,
42221,15.28093867,
42222,15.276772,
42223,16.58093867,
42224,17.04760533,
42225,15.72260533,
42226,15.88093867,
42227,15.79343867,
42228,15.351772,
42229,16.07260533,
42230,16.04760533,
42231,16.089272,
42232,16.61010533,
42233,16.639272,
42234,16.02260533,
42235,16.64343867,
42236,16.214272,
42237,15.54343867,
42238,16.00593867,
42239,16.13093867,
42240,16.58093867,
42241,16.901772,
42242,16.04760533,
42243,16.23510533,
42244,16.41843867,
42245,14.989272,
42246,14.026772,
42247,14.32260533,
42248,13.81843867,
42249,13.46843867,
42250,13.951772,
42251,14.21843867,
42252,12.04343867,
42253,11.48510533,
42254,11.376772,
42255,12.88093867,
42256,12.876772,
42257,13.76010533,
42258,13.67260533,
42259,13.43510533,
42260,12.68510533,
42261,12.401772,
42262,13.08093867,
42263,13.964272,
42264,12.28510533,
42265,12.614272,
42266,12.96010533,
42267,11.38093867,
42268,11.72260533,
42269,12.34760533,
42270,13.11843867,
42271,14.48510533,
42272,13.69760533,
42273,13.00593867,
42274,11.77260533,
42275,12.73510533,
42276,14.764272,
42277,14.24343867,
42278,13.34343867,
42279,12.12260533,
42280,11.67260533,
42281,11.92260533,
42282,11.86843867,
42283,13.44343867,
42284,13.38510533,
42285,12.701772,
42286,11.989272,
42287,11.96843867,
42288,11.81843867,
42289,11.36010533,
42290,11.89760533,
42291,13.35593867,
42292,15.21843867,
42293,13.82260533,
42294,12.96843867,
42295,11.88093867,
42296,12.264272,
42297,11.99760533,
42298,12.80593867,
42299,12.94343867,
42300,13.54760533,
42301,13.439272,
42302,13.58510533,
42303,13.326772,
42304,13.84760533,
42305,14.32260533,
42306,13.31010533,
42307,12.59343867,
42308,14.29343867,
42309,14.776772,
42310,14.45593867,
42311,13.88510533,
42312,14.27260533,
42313,13.764272,
42314,13.79343867,
42315,14.98093867,
42316,15.139272,
42317,15.09760533,
42318,15.18093867,
42319,15.076772,
42320,15.289272,
42321,15.11010533,
42322,15.026772,
42323,15.126772,
42324,15.33093867,
42325,16.43093867,
42326,17.98510533,
42327,18.42260533,
42328,17.58093867,
42329,16.28510533,
42330,16.00593867,
42331,16.41843867,
42332,17.45593867,
42333,16.33510533,
42334,15.28093867,
42335,15.38510533,
42336,15.53093867,
42337,16.44760533,
42338,16.683022,
42339,15.69343867,
42340,15.08093867,
42341,15.064272,
42342,15.13093867,
42343,15.08510533,
42344,15.24760533,
42345,17.51010533,
42346,20.71843867,
42347,21.17260533,
42348,21.93093867,
42349,22.14760533,
42350,22.551772,
42351,21.014272,
42352,19.56843867,
42353,19.14343867,
42354,19.50593867,
42355,19.18093867,
42356,19.49343867,
42357,20.17260533,
42358,19.36010533,
42359,20.128022,
42360,19.52260533,
42361,19.289272,
42362,17.42260533,
42363,16.93093867,
42364,16.89760533,
42365,16.90593867,
42366,17.04760533,
42367,17.214272,
42368,17.126772,
42369,17.17260533,
42370,15.926772,
