$ 2008-2017_NAVD88/QGT_BON_2011_2015_daily_DSS-scaled.csv based on GDACS spill ratios in  ../SpillEdits_NB/QGT_BON_2011_2015_daily_ave.csv ; all outlets scaled to total flow from BONNEVILLE-LEAKAGE_QTOTMISC.csv, BONNEVILLE-POOLELEV.csv, BONNEVILLE-POWER PLANT_FLOW-TURBINE.csv, BONNEVILLE-SPILLWAY_QTOTSPILL.csv, BONNEVILLE_OUTFLOW.csv
#Units in cubic meters per second; Julian Day 1 is 1899-12-31; spillbay flow from published spill pattern
"JDAY","POWR1","SB1","SB2","SB3","SB4","SB5","SB6","SB7","SB8","SB9","SB10","SB11","SB12","SB13","SB14","SB15","SB16","SB17","SB18","MISC"
41010,2910.89,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41011,4026.76,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41012,3778.35,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41013,3498.51,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41014,4564.56,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41015,4829,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41016,4113.32,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41017,4332.02,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41018,4421.18,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41019,4509.84,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41020,3836.3,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41021,4927.47,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41022,4803.7,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41023,4340.44,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41024,4270.48,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41025,5289.64,243.38,268.85,268.85,243.38,215.08,215.08,215.08,215.08,187.595,215.08,215.08,215.08,215.08,215.08,243.38,268.85,268.85,243.38,325.64
41026,5289.64,243.38,268.85,268.85,243.38,243.38,243.38,243.38,243.38,215.08,215.08,242.988,243.38,243.38,243.38,243.38,268.85,268.85,243.38,325.64
41027,5289.64,243.381,297.152,297.152,297.152,297.152,297.152,268.851,274.805,268.851,268.851,268.851,297.152,297.152,297.152,297.152,297.152,297.152,243.381,325.64
41028,5289.64,268.851,376.391,376.391,376.391,376.391,376.391,372.047,376.391,350.921,376.391,350.921,376.391,376.391,376.391,376.391,376.391,376.391,268.851,325.64
41029,5289.64,243.38,322.621,322.621,322.621,322.621,297.15,297.15,322.621,299.152,322.621,297.15,297.15,322.621,297.15,322.621,322.621,322.621,243.38,325.64
41030,5447.54,243.382,268.852,268.852,243.382,243.382,243.382,243.382,243.382,234.834,215.082,243.382,243.382,243.382,243.382,243.382,268.852,268.852,243.382,325.64
41031,5447.54,243.381,268.851,268.851,268.851,247.581,243.381,243.381,243.381,243.381,243.381,243.381,243.381,243.381,243.381,268.851,268.851,268.851,243.381,325.64
41032,5447.54,243.381,297.151,268.851,268.851,268.851,268.851,268.851,243.381,243.381,243.381,248.18,268.851,268.851,268.851,268.851,297.151,297.151,243.381,325.64
41033,5447.54,243.382,268.852,268.852,243.382,243.382,243.382,215.082,215.082,215.082,215.082,215.082,215.082,215.082,223.184,243.382,268.852,268.852,243.382,325.64
41034,5447.54,243.382,275.541,268.852,268.852,268.852,268.852,243.382,243.382,243.382,243.382,243.382,243.382,268.852,268.852,268.852,268.852,297.152,243.382,325.64
41035,5447.54,243.383,268.853,268.853,243.383,243.383,227.696,215.082,215.082,215.082,215.082,215.082,215.082,215.082,215.082,243.383,268.853,268.853,243.383,325.64
41036,5260.51,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41037,4916.79,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41038,4439.25,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41039,4185.1,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41040,4659.99,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41041,5275.14,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41042,5107.57,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41043,3956.86,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41044,4319.76,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41045,5447.54,243.382,243.382,243.382,243.382,215.082,215.082,215.082,186.782,186.782,186.782,186.782,215.082,215.082,215.082,243.382,260.016,268.852,243.382,325.64
41046,5447.54,243.383,243.383,243.383,243.383,198.352,215.083,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,243.383,243.383,243.383,243.383,325.64
41047,5447.54,243.383,268.853,268.853,243.383,243.383,243.383,243.383,215.082,215.082,215.082,215.082,231.077,243.383,243.383,243.383,268.853,268.853,243.383,325.64
41048,5447.54,243.381,322.622,322.622,322.622,322.622,297.152,297.152,312.403,297.152,322.622,297.152,297.152,297.152,297.152,322.622,322.622,322.622,243.381,325.64
41049,5447.54,243.382,268.852,268.852,268.852,268.852,260.851,243.382,243.382,243.382,243.382,243.382,243.382,243.382,268.852,268.852,268.852,268.852,243.382,325.64
41050,5447.54,243.38,243.38,243.38,243.38,215.08,215.08,215.08,186.78,186.78,186.78,186.78,187.058,215.08,215.08,243.38,243.38,268.85,243.38,325.64
41051,5447.54,243.381,247.46,243.381,243.381,215.081,215.081,215.081,186.781,186.781,186.781,186.781,215.081,215.081,215.081,243.381,268.851,268.851,243.381,325.64
41052,5079.73,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41053,5447.54,243.381,297.151,268.851,268.851,268.851,268.851,243.381,243.381,243.381,243.381,243.381,247.861,268.851,268.851,268.851,268.851,297.151,243.381,325.64
41054,5447.54,243.381,322.622,322.622,322.622,322.622,297.151,297.151,305.835,297.151,322.622,297.151,297.151,297.151,297.151,322.622,322.622,322.622,243.381,325.64
41055,5447.54,243.382,297.152,268.852,268.852,268.852,268.852,243.382,243.382,243.382,243.382,243.382,257.008,268.852,268.852,268.852,268.852,297.152,243.382,325.64
41056,5447.54,243.38,243.38,243.38,243.38,215.08,215.08,186.78,186.78,186.78,186.78,186.78,186.78,214.687,186.78,243.38,243.38,243.38,243.38,325.64
41057,5447.54,243.382,243.382,243.382,243.382,215.082,215.082,186.781,186.781,186.781,186.781,186.781,186.781,191.981,186.781,243.382,243.382,243.382,243.382,325.64
41058,5155.96,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41059,4267.23,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41060,4289.19,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41061,4046.59,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41062,4428.01,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41063,5184.98,243.383,243.383,243.383,232.363,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,186.782,215.083,243.383,243.383,243.383,325.64
41064,5210.69,243.382,268.852,248.705,243.382,215.081,215.081,215.081,186.781,186.781,186.781,186.781,215.081,215.081,215.081,243.382,268.852,268.852,243.382,325.64
41065,5210.69,243.382,297.152,268.852,268.852,268.852,268.852,268.852,243.382,243.382,243.382,243.382,268.852,268.852,268.852,268.852,288.216,297.152,243.382,325.64
41066,5210.69,243.381,322.622,322.622,322.622,322.622,322.622,297.152,322.622,322.622,322.622,297.152,322.622,322.622,311.173,322.622,322.622,322.622,243.381,325.64
41067,5210.69,297.15,376.39,376.39,376.39,401.86,400.275,376.39,376.39,376.39,376.39,376.39,401.86,401.86,376.39,376.39,376.39,376.39,297.15,325.64
41068,5210.69,297.151,401.861,401.861,401.861,424.501,401.861,401.861,401.861,401.861,401.861,401.861,401.861,414.603,401.861,401.861,401.861,401.861,297.151,325.64
41069,5210.69,268.85,350.92,350.92,350.92,376.39,374.513,350.92,350.92,350.92,350.92,350.92,376.39,376.39,350.92,350.92,350.92,350.92,268.85,325.64
41070,5210.69,268.85,376.39,376.39,376.39,376.39,376.39,350.92,376.39,350.92,376.39,350.92,376.39,376.39,350.99,376.39,376.39,376.39,268.85,325.64
41071,5210.69,268.85,350.921,350.921,350.921,376.391,376.391,350.921,376.391,350.921,350.921,350.921,376.391,376.391,350.921,350.921,350.921,373.791,268.85,325.64
41072,5210.69,268.851,350.922,350.922,350.922,350.922,350.922,350.922,350.922,350.922,350.922,331.553,350.922,350.922,350.922,350.922,350.922,350.922,268.851,325.64
41073,5210.69,243.381,322.622,297.152,297.152,297.152,297.152,297.152,297.152,297.152,297.152,297.152,297.152,297.152,297.152,297.152,297.152,307.992,243.381,325.64
41074,5210.69,243.382,297.152,297.152,297.152,268.852,297.152,268.852,268.852,268.852,268.852,268.852,297.152,286.585,297.152,297.152,297.152,297.152,243.382,325.64
41075,5210.69,243.381,322.622,322.622,322.622,322.622,322.622,297.152,322.622,322.622,322.622,297.152,322.622,322.622,310.743,322.622,322.622,322.622,243.381,325.64
41076,5210.69,243.381,338.138,322.622,322.622,350.922,350.922,322.622,350.922,322.622,350.922,322.622,350.922,350.922,322.622,322.622,322.622,322.622,243.381,325.64
41077,5210.69,243.382,297.152,297.152,297.152,268.852,297.152,268.852,268.852,268.852,268.852,268.852,297.152,280.983,297.152,297.152,297.152,297.152,243.382,325.64
41078,5210.69,268.851,350.922,350.922,350.922,350.922,350.922,322.622,350.922,322.622,350.922,322.622,350.922,350.922,350.922,333.75,350.922,350.922,268.851,325.64
41079,5210.69,243.38,322.62,322.62,322.62,322.62,297.15,297.15,322.62,322.309,322.62,297.15,297.15,322.62,297.15,322.62,322.62,322.62,243.38,325.64
41080,5210.69,268.851,376.391,376.391,376.391,376.391,376.391,376.391,376.391,350.921,376.391,369.632,376.391,376.391,376.391,376.391,376.391,376.391,268.851,325.64
41081,5210.69,243.381,329.327,322.621,322.621,350.921,350.921,322.621,350.921,322.621,350.921,322.621,350.921,350.921,322.621,322.621,322.621,322.621,243.381,325.64
41082,5210.69,243.38,350.921,350.921,322.621,350.921,350.921,322.621,350.921,322.621,350.921,322.621,350.921,350.921,350.921,322.621,350.921,350.921,266.06,325.64
41083,5210.69,243.381,297.151,297.151,297.151,297.151,297.151,268.851,297.151,268.851,274.158,268.851,297.151,297.151,297.151,297.151,297.151,297.151,243.381,325.64
41084,5210.69,243.381,322.622,322.622,322.622,333.538,322.622,322.622,322.622,322.622,322.622,322.622,322.622,322.622,322.622,322.622,322.622,322.622,243.381,325.64
41085,5210.69,243.381,322.621,322.621,322.621,322.621,322.621,300.587,322.621,322.621,322.621,297.151,322.621,322.621,322.621,322.621,322.621,322.621,243.381,325.64
41086,5210.69,268.851,350.921,350.921,350.921,376.392,350.921,350.921,350.921,350.921,350.921,350.921,361.976,376.392,350.921,350.921,350.921,350.921,268.851,325.64
41087,5210.69,243.381,297.152,297.152,297.152,276.431,297.152,268.852,268.852,268.852,268.852,268.852,297.152,297.152,297.152,297.152,297.152,297.152,243.381,325.64
41088,5210.69,268.85,373.5,350.921,350.921,376.391,376.391,350.921,376.391,350.921,350.921,350.921,376.391,376.391,350.921,350.921,350.921,376.391,268.85,325.64
41089,5210.69,243.381,297.151,297.151,297.151,268.851,268.851,268.851,243.381,268.851,243.381,268.851,268.851,268.851,272.632,297.151,297.151,297.151,243.381,325.64
41090,5210.69,243.38,297.15,268.85,268.85,268.85,268.85,243.38,243.38,243.38,243.38,243.38,244.395,268.85,268.85,268.85,268.85,297.15,243.38,325.64
41091,5289.64,243.382,283.35,268.852,268.852,268.852,268.852,243.382,243.382,243.382,243.382,243.382,243.382,268.852,268.852,268.852,268.852,297.153,243.382,325.64
41092,5289.64,243.381,322.621,322.621,322.621,322.621,297.151,297.151,301.833,297.151,322.621,297.151,297.151,297.151,297.151,322.621,322.621,322.621,243.381,325.64
41093,5289.64,268.85,350.92,350.92,350.92,376.39,376.39,350.92,376.39,350.92,350.92,350.92,376.39,376.39,350.92,350.92,350.92,376.31,268.85,325.64
41094,5289.64,243.381,322.621,322.621,316.239,322.621,297.151,297.151,297.151,297.151,297.151,297.151,297.151,297.151,297.151,322.621,322.621,322.621,243.381,325.64
41095,5289.64,243.38,322.621,322.621,322.621,350.921,322.621,322.621,322.621,322.621,322.621,322.621,324.91,350.921,322.621,322.621,322.621,322.621,243.38,325.64
41096,5289.64,268.851,376.391,350.921,350.921,376.391,376.391,350.921,376.391,350.921,350.921,350.921,376.391,376.391,350.921,350.921,368.429,376.391,268.851,325.64
41097,5289.64,243.381,322.621,322.621,322.621,322.621,297.151,297.151,322.621,297.151,322.621,297.151,297.151,304.487,297.151,322.621,322.621,322.621,243.381,325.64
41098,5289.64,243.381,297.152,297.152,297.152,275.533,297.152,268.852,268.852,268.852,268.852,268.852,297.152,297.152,297.152,297.152,297.152,297.152,243.381,325.64
41099,5289.64,243.382,297.152,297.152,297.152,288.348,297.152,268.852,268.852,268.852,268.852,268.852,297.152,297.152,297.152,297.152,297.152,297.152,243.382,325.64
41100,5289.64,243.381,297.152,297.152,297.152,297.152,297.152,268.851,275.204,268.851,268.851,268.851,297.152,297.152,297.152,297.152,297.152,297.152,243.381,325.64
41101,5289.64,243.381,297.152,297.152,297.152,268.852,268.852,268.852,243.381,252.042,243.381,268.852,268.852,268.852,268.852,297.152,297.152,297.152,243.381,325.64
41102,5289.64,243.38,268.85,268.85,268.85,268.85,268.85,243.38,243.38,243.38,243.38,243.38,243.38,267.724,268.85,268.85,268.85,268.85,243.38,325.64
41103,5289.64,243.382,297.152,268.852,268.852,268.852,268.852,268.852,243.382,243.382,243.382,254.998,268.852,268.852,268.852,268.852,297.152,297.152,243.382,325.64
41104,5289.64,243.382,268.852,268.852,261.201,243.382,243.382,243.382,243.382,243.382,243.382,243.382,243.382,243.382,243.382,243.382,268.852,268.852,243.382,325.64
41105,5289.64,243.383,268.853,268.853,243.383,243.383,243.383,215.082,215.082,215.082,215.082,215.082,215.082,215.082,228.466,243.383,268.853,268.853,243.383,325.64
41106,5289.64,215.083,232.472,215.083,215.083,186.783,186.783,186.783,186.783,186.783,186.783,186.783,186.783,186.783,186.783,215.083,243.383,243.383,243.383,325.64
41107,5289.64,243.381,322.622,322.622,322.622,322.622,297.152,297.152,322.622,308.223,322.622,297.152,297.152,322.622,297.152,322.622,322.622,322.622,243.381,325.64
41108,5289.64,243.383,268.853,268.853,243.383,243.383,243.383,243.383,215.082,215.082,215.082,215.082,215.082,227.187,243.383,243.383,268.853,268.853,243.383,325.64
41109,5289.64,186.781,215.081,215.081,186.781,186.781,186.781,186.781,186.781,155.651,155.651,155.651,155.651,157.415,186.781,186.781,215.081,243.381,215.081,325.64
41110,5289.64,186.783,215.083,215.083,186.783,186.783,186.783,186.783,186.783,155.652,155.652,163.24,155.652,186.783,186.783,186.783,215.083,243.384,215.083,325.64
41111,5289.64,186.784,215.084,215.084,186.784,186.784,186.784,165.05,155.653,155.653,155.653,155.653,155.653,155.653,155.653,186.784,215.084,215.084,186.784,325.64
41112,5289.64,215.083,215.083,215.083,215.083,186.782,186.782,186.782,186.782,155.652,155.652,186.782,186.782,186.782,186.782,193.671,215.083,243.383,243.383,325.64
41113,5289.64,186.798,186.798,186.798,169.358,186.798,155.665,155.665,155.665,127.362,127.362,127.362,155.665,155.665,155.665,186.798,199.247,186.798,186.798,325.64
41114,5289.64,186.782,215.082,215.082,186.782,186.782,155.651,155.651,155.651,127.351,155.651,151.882,155.651,155.651,155.651,186.782,215.082,215.082,186.782,325.64
41115,5289.64,186.797,186.797,186.797,155.664,155.664,155.664,144.225,144.225,138.802,127.362,127.362,155.664,144.225,155.664,155.664,186.797,186.797,186.797,325.64
41116,4919.08,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41117,5111.29,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41118,5070.15,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41119,4481.8,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41120,5013.87,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41121,4096.36,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41122,4331.47,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41123,3633.56,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41124,3291.51,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41125,3610.2,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41126,2598.71,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41127,2534.74,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41128,2668.49,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41129,2725.29,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41130,3127.34,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41131,2773.35,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41132,2985.98,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41133,2434.73,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41134,2580.04,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41135,2377.01,186.785,186.785,186.785,140.2,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,127.353,155.654,186.785,186.785,186.785,325.64
41136,2968.31,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41137,3298.28,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41138,3002.78,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41139,2741.99,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41140,2913.16,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41141,2201.38,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41142,3154.42,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41143,2313.49,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41144,2913.8,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41145,1873.14,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41146,2549.11,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41147,2236.92,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41148,1590.72,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41149,2356.82,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41150,1361.64,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41151,1696.72,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41152,1527.95,127.351,128.265,127.351,0,127.351,0,127.351,127.351,0,127.351,0,0,127.351,127.351,0,127.351,155.652,127.351,325.64
41153,3296.04,17.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.89,195.1
41154,2907.96,17.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.835,195.1
41155,1751.18,17.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.945,195.1
41156,2202.98,18.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.015,195.1
41157,2400.15,17.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.935,195.1
41158,2595.69,17.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88,195.1
41159,3061.64,17.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.915,195.1
41160,2090.82,17.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.84,195.1
41161,2209.48,17.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.79,195.1
41162,1774.33,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,195.1
41163,2430.44,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.93,195.1
41164,2462.43,17.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.855,195.1
41165,2674.36,17.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.915,195.1
41166,2099.21,17.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.885,195.1
41167,2241.06,17.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.825,195.1
41168,2160.24,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82,195.1
41169,2145.51,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,195.1
41170,2462.49,16.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28,195.1
41171,2409.05,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21,195.1
41172,2910.13,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,195.1
41173,2292.87,16.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.235,195.1
41174,2503.08,16.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.18,195.1
41175,2058.89,16.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.18,195.1
41176,2209.49,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26,195.1
41177,2152.82,16.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.205,195.1
41178,2528.18,16.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.235,195.1
41179,2739.03,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26,195.1
41180,2415.82,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,195.1
41181,2561.64,16.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19,195.1
41182,2461.93,16.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.195,195.1
41183,2201.49,19.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.875,183.21
41184,2153.47,19.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.655,183.21
41185,2362,20.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.115,183.21
41186,2929.31,20.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.115,183.21
41187,2641.78,19.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.075,183.21
