$Spokane,International,Airport,met,data,,1/1/2001,to,
Solar,is,from,Odessa,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,Solar,
78.789,3.3,-4.4,3.6,3.49,4.4,2.56,
78.831,3.9,-4.4,4.63,3.84,1.9,0,
78.872,1.1,-5,4.12,3.32,0,0,
78.914,0.6,-4.4,3.6,3.84,0,0,
78.956,1.1,-4.4,3.09,2.27,0,0,
78.997,-0.6,-5,3.6,2.97,0,0,
79.039,-0.6,-5,4.12,2.97,0,0,
79.081,0.6,-4.4,4.63,2.97,0,0,
79.122,-0.6,-5,4.63,3.14,0,0,
79.164,-1.7,-5,2.57,3.49,0,0,
79.206,-2.2,-4.4,3.6,2.62,0,0,
79.247,-2.2,-4.4,2.57,2.44,0,0,
79.289,2.2,-3.3,3.09,2.44,0,61.91,
79.331,2.8,-2.8,3.09,2.62,0,224.65,
79.372,3.3,-1.1,3.09,2.79,0,389.72,
79.414,5.6,1.7,3.6,3.14,4.4,531.66,
79.456,7.2,-2.2,5.15,3.67,4.4,637.6,
79.497,8.3,-2.8,3.6,3.84,4.4,689.18,
79.539,9.4,-2.8,5.15,3.14,4.4,689.18,
79.581,10,-2.2,6.69,3.49,4.4,650.5,
79.622,10.6,-1.7,5.66,3.67,4.4,549.79,
79.664,10,-2.2,6.17,3.49,4.4,407.84,
79.706,8.9,-2.8,5.66,3.67,4.4,242.66,
79.747,6.7,-1.7,5.15,3.49,1.9,77.36,
79.789,4.4,-2.8,2.57,3.14,1.9,0,
79.831,3.3,-2.8,4.12,3.49,1.9,0,
79.872,1.1,-3.9,3.09,3.14,0,0,
79.914,0,-4.4,3.6,2.97,0,0,
79.956,0.6,-4.4,2.57,2.44,0,0,
79.997,0.6,-3.9,4.63,2.97,0,0,
80.039,0,-3.9,4.63,2.79,0,0,
80.081,0,-3.9,4.63,2.79,0,0,
80.122,-0.6,-3.9,3.6,2.44,0,0,
80.164,-1.1,-3.9,4.63,2.62,1.9,0,
80.206,-1.1,-4.4,5.66,2.79,1.9,0,
80.247,-1.1,-4.4,5.15,2.97,1.9,2.56,
80.289,0,-3.3,5.15,2.62,4.4,69.7,
80.331,2.8,-2.2,3.6,2.62,7.5,232.32,
80.372,6.1,-1.1,4.12,3.14,1.9,389.83,
80.414,7.8,-3.3,3.6,3.14,1.9,510.99,
80.456,8.9,-4.4,4.12,4.01,1.9,629.82,
80.497,10,-5,5.15,4.01,1.9,696.96,
80.539,10.6,-6.1,5.15,4.19,1.9,730.65,
80.581,10.6,-5,3.6,4.19,1.9,653.98,
80.622,11.7,-7.2,5.66,4.01,1.9,545.95,
80.664,11.7,-8.3,5.66,4.01,1.9,406.79,
80.706,10.6,-6.7,4.12,4.36,1.9,240.8,
80.747,7.2,-3.9,3.09,4.01,1.9,77.48,
80.789,5,-3.9,3.09,3.67,1.9,2.56,
80.831,6.1,-6.1,0,0,0,0,
80.872,2.8,-6.1,3.6,2.79,0,0,
80.914,1.7,-5.6,2.57,2.79,0,0,
80.956,1.7,-3.9,4.12,2.79,0,0,
80.997,0.6,-3.9,3.09,2.62,0,0,
81.039,0,-3.3,4.12,2.79,0,0,
81.081,0.6,-3.3,4.12,2.79,0,0,
81.122,0,-3.9,3.6,2.79,0,0,
81.164,0.6,-3.9,0,0,1.9,0,
81.206,-1.1,-4.4,1.54,2.44,4.4,0,
81.247,-0.6,-4.4,3.09,2.62,4.4,2.56,
81.289,0.6,-3.3,1.54,0.87,4.4,69.7,
81.331,2.8,-2.2,1.54,1.22,4.4,219.43,
81.372,5.6,-1.7,2.06,1.4,4.4,400.06,
81.414,9.4,-1.7,2.57,0,4.4,539.45,
81.456,11.1,-2.8,3.6,2.79,4.4,640.16,
81.497,12.8,-3.9,4.12,4.19,4.4,699.52,
81.539,13.9,-5.6,4.12,4.54,4.4,696.96,
81.581,14.4,-6.1,3.6,4.71,4.4,634.93,
81.622,14.4,-5.6,3.09,4.19,4.4,536.89,
81.664,14.4,-5,3.6,4.36,4.4,405.28,
81.706,13.9,-4.4,4.12,4.01,4.4,232.32,
81.747,10.6,-2.8,3.6,4.36,1.9,77.36,
81.789,7.8,-3.3,2.06,3.49,1.9,2.56,
81.831,8.9,-4.4,1.54,3.67,0,0,
81.872,5.6,-4.4,0,0,0,0,
81.914,2.8,-3.9,2.06,3.14,0,0,
81.956,2.8,-3.9,0,0,0,0,
81.997,2.8,-4.4,2.06,2.44,0,0,
82.039,1.7,-4.4,3.09,2.62,0,0,
82.081,2.2,-3.3,4.12,2.44,0,0,
82.122,2.2,-3.9,4.63,2.62,0,0,
82.164,0,-4.4,2.06,1.05,0,0,
82.206,0.6,-3.9,2.06,1.57,1.9,0,
82.247,-0.6,-3.9,2.57,0.7,1.9,0,
82.289,1.1,-3.3,3.6,0.87,1.9,72.37,
82.331,2.8,-2.8,5.15,1.05,1.9,221.98,
82.372,6.1,-2.2,4.12,0.7,4.4,397.5,
82.414,8.3,-1.7,3.6,1.05,7.5,536.89,
82.456,10.6,-1.1,2.57,0.35,7.5,627.15,
82.497,12.8,-2.8,3.09,1.22,7.5,699.52,
82.539,15,-1.7,2.06,0.17,7.5,686.62,
82.581,16.1,-5,1.54,0,7.5,549.79,
82.622,16.7,-3.9,1.54,0,7.5,482.64,
82.664,16.7,-3.9,1.54,0.52,7.5,343.37,
82.706,15,-2.2,2.57,6.28,7.5,227.09,
82.747,13.3,-2.8,2.57,5.93,7.5,59.36,
82.789,11.7,-2.8,2.06,6.11,7.5,0,
82.831,10.6,-2.2,0,0,7.5,0,
82.872,8.3,-1.7,0,0,7.5,0,
82.914,5.6,-1.7,0,0,4.4,0,
82.956,7.2,-2.8,2.57,0.87,4.4,0,
82.997,4.4,-2.2,3.6,0.52,1.9,0,
83.039,5,-2.8,2.57,0.87,1.9,0,
83.081,5.6,-3.9,5.15,0.87,1.9,0,
83.122,4.4,-3.9,4.12,0.7,1.9,0,
83.164,4.4,-3.9,4.63,0.7,1.9,0,
83.206,3.3,-4.4,4.12,1.05,1.9,0,
83.247,2.2,-3.9,4.12,0.52,7.5,5.23,
83.289,4.4,-4.4,6.17,0.87,7.5,72.25,
83.331,5.6,-3.3,5.15,0.7,7.5,216.75,
83.372,7.8,-2.2,4.63,0.7,7.5,374.27,
83.414,9.4,-1.7,5.66,0.87,7.5,338.14,
83.456,11.7,-0.6,4.63,0.87,10,539.56,
83.497,13.9,0.6,5.66,0.87,10,529.11,
83.539,15.6,1.1,6.17,0.7,10,472.31,
83.581,17.2,2.2,4.63,0.87,10,312.35,
83.622,17.2,1.7,5.15,1.05,10,343.37,
83.664,17.2,1.1,6.17,1.05,10,420.03,
83.706,16.7,0.6,6.17,1.05,7.5,160.18,
83.747,15,0,5.15,1.22,7.5,73.65,
83.789,14.4,-0.6,4.63,1.22,7.5,1.51,
83.831,13.9,-1.1,5.66,1.05,7.5,0,
83.872,12.8,-0.6,5.15,1.05,7.5,0,
83.914,12.2,0,4.12,1.4,7.5,0,
83.956,12.2,-0.6,4.63,1.05,10,0,
83.997,11.1,-0.6,2.57,1.4,10,0,
84.039,9.4,1.7,2.57,3.49,10,0,
84.081,10,5,4.12,2.27,10,0,
84.122,8.9,6.1,1.54,6.28,10,0,
84.164,8.3,7.2,3.6,2.44,10,0,
84.206,7.8,7.2,4.63,2.44,10,0,
84.247,7.8,7.2,2.57,2.62,10,0.23,
84.289,7.2,7.2,3.09,0.52,10,26.6,
84.331,6.7,5.6,4.12,1.05,7.5,26.6,
84.372,7.8,6.1,3.09,1.92,10,47.51,
84.414,8.3,7.8,4.63,3.84,10,64,
84.456,7.8,7.2,7.72,3.84,10,85.49,
84.497,7.2,6.1,9.26,4.01,10,265.54,
84.539,7.2,6.1,9.26,3.84,10,561.98,
84.581,8.3,6.1,6.69,4.19,10,560.82,
84.622,10,6.1,8.23,3.84,7.5,441.41,
84.664,9.4,5,6.69,3.49,7.5,178.07,
84.706,10.6,5,4.12,3.49,7.5,134.28,
84.747,8.9,5,4.12,3.32,7.5,41.24,
84.789,7.8,3.9,5.15,3.32,7.5,2.67,
84.831,8.3,3.3,6.17,3.49,10,0,
84.872,7.2,2.8,5.15,3.67,7.5,0,
84.914,7.2,1.7,6.17,3.49,10,0,
84.956,6.7,1.1,7.2,3.49,10,0,
84.997,5.6,1.1,7.2,3.49,10,0,
85.039,5,1.1,7.72,3.49,10,0,
85.081,3.9,1.1,7.2,3.49,10,0,
85.122,3.3,1.1,6.17,3.49,7.5,0,
85.164,2.8,1.1,6.69,3.49,7.5,0,
85.206,2.8,1.1,5.66,3.49,7.5,0,
85.247,2.2,0.6,6.69,3.32,7.5,2.56,
85.289,2.8,1.1,6.69,3.67,7.5,72.25,
85.331,2.8,1.1,6.17,3.49,7.5,253,
85.372,5,1.1,7.2,3.67,4.4,423.29,
85.414,7.2,-0.6,10.29,4.01,4.4,565.23,
85.456,8.3,-1.1,10.29,4.01,4.4,676.28,
85.497,8.9,-2.2,11.32,4.19,7.5,591.14,
85.539,9.4,-3.3,10.29,4.36,7.5,712.41,
85.581,8.9,-2.8,9.26,4.36,1.9,446.52,
85.622,9.4,-2.8,9.26,4.19,1.9,578.13,
85.664,7.8,-2.2,6.17,3.67,7.5,441.41,
85.706,8.3,-3.9,8.23,4.36,4.4,100.71,
85.747,6.7,-6.1,6.69,4.01,4.4,129.05,
85.789,5,-1.1,5.15,3.32,7.5,5.11,
85.831,3.9,-2.8,3.6,5.59,7.5,0,
85.872,2.2,-2.2,2.06,0.35,4.4,0,
85.914,0,-2.2,0,0,4.4,0,
85.956,-0.6,-2.8,1.54,4.71,4.4,0,
85.997,-1.1,-3.3,0,0,4.4,0,
86.039,-1.1,-4.4,3.6,2.44,4.4,0,
86.081,-2.2,-5,3.09,2.79,7.5,0,
86.122,-2.8,-5,3.6,2.79,4.4,0,
86.164,-3.3,-5,3.6,2.62,4.4,0,
86.206,-3.3,-5.6,3.09,2.62,1.9,0,
86.247,-2.8,-5,3.6,2.44,4.4,5.23,
86.289,-1.1,-3.9,3.6,2.44,4.4,95.48,
86.331,0.6,-2.8,4.63,2.62,7.5,206.53,
86.372,3.3,-2.8,3.6,2.62,10,276.11,
86.414,4.4,-2.2,4.12,3.49,10,366.6,
86.456,5.6,-2.2,4.12,3.49,10,387.16,
86.497,6.7,-2.2,4.12,3.14,10,369.04,
86.539,6.7,-2.2,3.09,2.97,4.4,402.73,
86.581,7.2,-2.8,4.12,3.32,4.4,214.2,
86.622,6.7,-3.3,5.15,3.14,10,113.6,
86.664,6.7,-2.8,4.12,3.32,10,87.82,
86.706,5.6,-2.8,5.66,3.14,10,15.45,
86.747,5.6,-2.2,6.17,2.79,10,2.56,
86.789,1.7,0.6,3.6,3.49,10,0,
86.831,0,0,0,0,10,0,
86.872,0.6,0,1.54,1.92,10,0,
86.914,0,0,1.54,2.27,10,0,
86.956,0,0,0,0,10,0,
86.997,0,0,1.54,3.14,10,0,
87.039,0,0,0,0,10,0,
87.081,0.6,0.6,0,0,10,0,
87.122,0.6,0.6,2.06,4.19,10,0,
87.164,0.6,0,2.57,4.71,10,0,
87.206,0.6,0.6,1.54,3.84,10,0,
87.247,0.6,0.6,2.06,2.27,10,2.56,
87.289,0.6,0.6,2.06,2.79,10,51.69,
87.331,1.1,1.1,3.09,2.62,10,69.7,
87.372,2.8,2.8,4.12,3.49,10,136.72,
87.414,3.9,3.9,4.63,4.36,10,162.62,
87.456,5.6,3.3,5.15,4.71,10,203.98,
87.497,5.6,3.3,3.6,5.06,7.5,139.39,
87.539,6.7,3.3,3.09,4.36,4.4,121.27,
87.581,7.2,3.3,3.09,4.19,7.5,147.17,
87.622,7.2,3.3,4.12,3.67,7.5,129.05,
87.664,7.8,2.8,5.66,3.84,10,87.7,
87.706,6.7,2.8,3.6,4.36,10,54.25,
87.747,6.1,2.8,4.63,3.84,10,10.34,
87.789,5.6,2.8,2.57,3.84,10,0,
87.831,5,2.8,2.57,4.01,10,0,
87.872,4.4,2.2,4.12,3.84,4.4,0,
87.914,2.8,1.1,3.6,4.36,7.5,0,
87.956,1.7,0.6,1.54,3.32,4.4,0,
87.997,0,-0.6,2.57,4.36,7.5,0,
88.039,0.6,0,2.06,4.89,10,0,
88.081,1.1,1.1,2.57,4.36,10,0,
88.122,1.1,1.1,0,0,10,0,
88.164,1.1,1.1,1.54,1.57,10,0,
88.206,0.6,0.6,3.6,2.44,10,0,
88.247,-0.6,-0.6,3.6,3.14,10,2.56,
88.289,-0.6,-0.6,3.6,3.14,10,46.46,
88.331,0.6,0.6,5.15,3.14,10,110.93,
88.372,2.2,0.6,6.69,3.49,4.4,172.96,
88.414,6.1,1.1,9.26,3.32,10,449.19,
88.456,6.7,1.1,7.2,3.49,10,609.14,
88.497,7.8,-1.7,9.26,3.84,10,516.22,
88.539,7.2,-1.7,8.23,3.67,10,294.23,
88.581,7.2,0,7.72,3.67,7.5,152.29,
88.622,7.2,0,6.69,3.84,7.5,170.41,
88.664,6.7,0.6,6.69,3.67,7.5,314.91,
88.706,7.8,0,6.69,3.84,7.5,263.22,
88.747,7.2,0,4.63,4.01,7.5,56.8,
88.789,6.7,0,4.63,3.84,7.5,2.56,
88.831,5.6,0.6,4.63,3.84,7.5,0,
88.872,3.9,0.6,4.63,4.01,4.4,0,
88.914,2.8,-1.7,6.17,4.36,4.4,0,
88.956,1.7,-2.2,5.15,4.36,1.9,0,
88.997,1.1,-2.2,6.69,4.54,1.9,0,
89.039,0.6,-2.2,5.66,4.19,1.9,0,
89.081,-1.1,-2.8,4.12,3.84,1.9,0,
89.122,0,-2.2,4.63,4.36,4.4,0,
89.164,0,-2.2,4.12,4.36,7.5,0,
89.206,0,-2.2,0,0,7.5,0,
89.247,-0.6,-2.2,2.06,3.32,7.5,5.23,
89.289,2.8,-1.1,3.09,5.06,7.5,43.91,
89.331,3.9,-0.6,1.54,6.28,7.5,141.95,
89.372,6.1,-3.3,3.6,5.76,7.5,260.66,
89.414,6.7,-2.8,4.12,5.59,7.5,430.14,
89.456,7.8,-5.6,3.6,5.76,7.5,601.36,
89.497,8.9,-6.7,4.12,5.06,7.5,755.27,
89.539,9.4,-6.7,4.63,5.24,7.5,747.49,
89.581,9.4,-7.2,4.12,4.89,7.5,702.19,
89.622,9.4,-8.9,2.57,4.19,7.5,580.68,
89.664,9.4,-11.1,2.57,0,4.4,449.19,
89.706,9.4,-10.6,4.63,4.71,7.5,281.34,
89.747,7.2,-7.8,3.09,4.36,7.5,80.03,
89.789,5,-7.2,0,0,4.4,5.11,
89.831,2.2,-6.7,2.06,4.19,4.4,0,
89.872,2.8,-7.2,3.6,3.84,7.5,0,
89.914,0.6,-6.7,2.57,3.14,7.5,0,
89.956,0,-6.7,3.09,2.62,10,0,
89.997,1.1,-7.2,3.6,2.44,10,0,
90.039,1.1,-7.2,3.6,2.62,10,0,
90.081,1.1,-6.1,4.63,2.44,10,0,
90.122,0,-5.6,3.6,2.79,10,0,
90.164,0.6,-5.6,2.57,2.09,10,0,
90.206,0.6,-5,0,0,10,0,
90.247,1.1,-5,1.54,2.27,10,0,
90.289,0.6,-4.4,0,0,10,18.12,
90.331,2.2,-4.4,4.12,2.27,10,49.02,
90.372,1.7,-1.1,3.09,1.92,10,100.59,
90.414,1.7,0.6,3.09,1.92,10,105.94,
90.456,1.7,1.1,5.66,2.27,10,224.54,
90.497,2.2,1.7,5.15,2.27,10,263.22,
90.539,3.3,2.8,4.63,2.44,10,232.32,
90.581,3.9,3.3,1.54,1.75,10,188.41,
90.622,3.9,3.3,2.06,1.22,10,191.08,
90.664,3.3,3.3,3.09,1.4,10,110.93,
90.706,3.3,3.3,2.06,0.87,10,74.92,
90.747,7.8,6.7,6.17,3.67,10,43.79,
90.789,7.8,6.7,8.23,3.67,10,10.34,
90.831,7.2,6.1,7.72,3.84,10,0,
90.872,6.7,5,7.2,3.84,4.4,0,
90.914,5,3.9,8.23,4.01,4.4,0,
90.956,3.9,0.6,8.23,3.84,4.4,0,
90.997,2.2,-2.2,6.69,4.01,1.9,0,
91.039,2.2,-2.2,8.23,4.19,4.4,0,
91.081,1.1,-2.2,6.69,3.84,1.9,0,
91.122,1.1,-2.2,4.63,2.97,7.5,0,
91.164,0.6,-2.2,6.69,3.32,4.4,0,
91.206,0,-2.8,6.69,3.67,7.5,0,
91.247,0.6,-2.8,6.17,3.84,7.5,0,
91.289,1.7,-2.2,6.17,3.32,10,2.56,
91.331,2.8,-1.1,5.66,3.32,7.5,23.23,
91.372,4.4,0,6.69,3.14,7.5,100.71,
91.414,5.6,-0.6,7.72,3.49,7.5,221.98,
91.456,6.1,-0.6,7.2,3.67,7.5,469.75,
91.497,7.2,-1.1,6.17,3.49,7.5,681.51,
91.539,7.2,-3.3,7.72,3.67,7.5,763.98,
91.581,7.2,-3.3,6.17,3.14,7.5,730.53,
91.622,7.2,-5,5.66,3.84,7.5,689.18,
91.664,7.8,-4.4,5.66,3.84,7.5,609.14,
91.706,7.2,-4.4,6.17,3.84,7.5,381.93,
91.747,5.6,-3.3,4.12,3.67,4.4,302.02,
91.789,2.8,-2.2,3.09,3.32,4.4,98.16,
91.831,2.2,-2.8,3.09,2.79,10,7.67,
91.872,1.7,-2.8,3.09,3.14,10,0,
91.914,1.7,-2.8,0,0,10,0,
91.956,0.6,-2.8,2.06,0.87,10,0,
91.997,1.1,-2.8,0,0,10,0,
92.039,0.6,-2.8,0,0,10,0,
92.081,0.6,-3.3,1.54,1.22,10,0,
92.122,-1.1,-3.3,1.54,0.87,7.5,0,
92.164,-0.6,-3.3,0,0,7.5,0,
92.206,-1.1,-2.8,2.06,5.93,7.5,0,
92.247,-0.6,-2.8,1.54,0.17,10,0,
92.289,-0.6,-1.7,2.06,4.71,10,0,
92.331,1.1,-1.1,2.57,5.93,7.5,74.92,
92.372,2.2,-1.7,3.09,0.17,7.5,188.41,
92.414,2.8,-1.7,2.06,0,10,216.75,
92.456,4.4,-1.1,0,0,10,260.78,
92.497,4.4,-0.6,3.6,3.67,10,283.9,
92.539,4.4,0,3.09,2.09,10,376.82,
92.581,5,-2.2,2.57,3.67,10,454.3,
92.622,5.6,-1.1,6.69,3.49,7.5,361.37,
92.664,3.9,1.1,5.66,3.67,10,400.06,
92.706,2.8,1.1,6.17,3.14,10,299.46,
92.747,0.6,0,6.17,4.19,10,312.35,
92.789,0.6,0,4.63,3.67,10,67.14,
92.831,0.6,0,5.15,3.32,10,5.11,
92.872,0.6,0,4.63,3.67,10,0,
92.914,0.6,0,4.63,3.84,10,0,
92.956,0.6,0,5.15,3.67,10,0,
92.997,0.6,0,5.15,3.49,10,0,
93.039,0.6,0,4.12,3.32,10,0,
93.081,0.6,0,4.63,3.84,10,0,
93.122,0.6,0,5.15,3.67,10,0,
93.164,0,0,5.66,3.49,10,0,
93.206,0,-0.6,6.69,3.67,10,0,
93.247,0,-0.6,7.2,3.49,10,0,
93.289,0,-0.6,6.69,3.49,10,2.56,
93.331,0,-0.6,5.15,3.32,10,59.36,
93.372,0.6,-0.6,5.66,3.32,10,126.5,
93.414,0.6,0,3.6,2.97,10,227.21,
93.456,1.1,0,2.57,2.62,10,353.59,
93.497,1.1,0,2.06,1.57,10,575.46,
93.539,1.7,1.1,0,0,10,535.85,
93.581,3.3,1.1,1.54,0.35,10,487.76,
93.622,3.3,1.7,5.66,0.52,10,208.04,
93.664,1.7,1.1,2.57,0.87,10,134.51,
93.706,2.8,1.7,3.09,0.7,10,99.67,
93.747,2.8,1.1,2.06,1.57,7.5,25.79,
93.789,2.2,-1.1,3.6,0.87,7.5,25.79,
93.831,1.1,-2.2,3.09,0.87,4.4,2.67,
93.872,0,-2.2,1.54,0,1.9,0,
93.914,-0.6,-3.9,3.09,0.7,1.9,0,
93.956,-0.6,-3.9,2.57,0.87,1.9,0,
93.997,-2.2,-4.4,3.09,0.52,1.9,0,
94.039,-1.1,-5,2.57,0.87,1.9,0,
94.081,-2.8,-5,2.57,0.52,1.9,0,
94.122,-2.8,-5.6,2.06,0.52,1.9,0,
94.164,-2.8,-6.1,2.06,0.7,1.9,0,
94.206,-3.3,-6.1,3.09,0.52,1.9,0,
94.247,-1.7,-6.1,1.54,1.57,1.9,0,
94.289,-0.6,-3.9,2.06,0.7,1.9,18,
94.331,0.6,-4.4,3.09,0.52,1.9,141.95,
94.372,2.2,-3.9,2.57,1.05,1.9,271,
94.414,3.3,-3.9,0,0,1.9,469.87,
94.456,5,-3.3,2.06,0,1.9,606.59,
94.497,6.1,-3.3,0,0,1.9,707.18,
94.539,6.7,-0.6,3.6,2.79,4.4,761.43,
94.581,6.7,-2.2,4.12,3.84,7.5,774.44,
94.622,7.2,-1.1,4.63,3.67,7.5,699.52,
94.664,7.2,-3.9,4.12,3.67,7.5,560.12,
94.706,7.2,-4.4,5.15,4.36,7.5,353.59,
94.747,6.1,-2.8,4.12,4.54,7.5,268.45,
94.789,3.9,-2.8,3.6,3.49,4.4,134.16,
94.831,2.2,-2.8,3.6,3.84,1.9,5.23,
94.872,0,-3.9,3.09,3.32,1.9,0,
94.914,-0.6,-4.4,2.57,3.14,1.9,0,
94.956,-0.6,-3.9,3.6,3.32,1.9,0,
94.997,0.6,-3.3,4.12,3.49,7.5,0,
95.039,-1.1,-3.3,2.57,2.97,7.5,0,
95.081,-1.1,-3.9,4.63,2.79,7.5,0,
95.122,-1.1,-3.3,5.15,2.62,7.5,0,
95.164,-1.1,-2.8,4.12,2.44,7.5,0,
95.206,-1.1,-2.8,5.15,2.44,7.5,0,
95.247,-1.1,-2.8,5.15,2.62,4.4,0,
95.289,0.6,-2.2,4.63,2.62,7.5,12.89,
95.331,3.3,-1.1,6.17,2.62,7.5,82.59,
95.372,6.1,-1.1,5.66,2.79,7.5,237.43,
95.414,6.7,-1.1,7.2,2.79,7.5,299.46,
95.456,7.2,-0.6,6.69,2.97,7.5,397.5,
95.497,8.3,-0.6,7.72,3.49,10,549.79,
95.539,8.3,-1.1,5.15,3.14,10,524,
95.581,8.3,-1.1,5.66,3.14,10,619.48,
95.622,8.9,-1.7,7.2,3.32,10,389.72,
95.664,8.9,-1.7,6.17,3.32,10,253,
95.706,8.3,-3.3,4.63,3.49,10,136.84,
95.747,7.8,-2.2,3.6,3.14,10,69.7,
95.789,6.7,-1.7,3.6,3.67,10,25.79,
95.831,6.1,-2.8,4.12,3.84,10,2.56,
95.872,3.9,1.1,6.69,4.01,10,0,
95.914,3.9,1.7,4.63,4.54,10,0,
95.956,3.3,2.2,3.09,3.49,10,0,
95.997,2.8,1.7,4.12,3.14,10,0,
96.039,2.2,1.7,4.63,3.32,10,0,
96.081,2.2,1.7,5.15,3.32,10,0,
96.122,2.8,2.2,5.15,3.49,10,0,
96.164,2.8,2.2,5.66,3.49,10,0,
96.206,2.8,2.2,5.66,3.67,10,0,
96.247,2.8,2.2,6.17,3.49,10,0,
96.289,2.8,1.7,6.17,3.49,10,2.56,
96.331,3.3,1.7,7.2,3.67,10,36.13,
96.372,3.9,2.2,6.69,3.67,10,121.39,
96.414,4.4,1.7,6.17,3.67,7.5,369.04,
96.456,6.7,2.2,6.69,3.67,7.5,474.98,
96.497,7.8,1.7,5.66,3.84,7.5,616.93,
96.539,7.8,0.6,6.69,3.67,10,601.36,
96.581,5.6,2.2,3.09,4.01,10,436.3,
96.622,7.2,0,6.17,3.67,10,490.43,
96.664,6.1,0,6.17,3.67,10,271,
96.706,5.6,1.7,2.06,0.87,10,201.31,
96.747,5.6,0,3.09,2.97,10,165.18,
96.789,3.9,-1.1,3.09,2.97,10,59.36,
96.831,2.8,-1.1,3.09,2.97,7.5,10.34,
96.872,2.2,-1.1,3.6,3.14,7.5,0,
96.914,2.2,-1.1,3.09,2.44,10,0,
96.956,2.2,-1.1,2.57,3.14,10,0,
96.997,2.8,-1.1,1.54,2.09,10,0,
97.039,2.8,-0.6,2.57,2.79,10,0,
97.081,2.2,0,2.57,3.32,10,0,
97.122,1.7,0.6,2.57,3.67,10,0,
97.164,1.1,0,2.06,2.97,10,0,
97.206,0.6,-0.6,2.06,3.32,10,0,
97.247,0.6,0,1.54,2.97,10,0,
97.289,1.7,-0.6,2.06,3.49,10,7.78,
97.331,1.7,0,2.06,3.14,10,59.36,
97.372,1.7,0.6,2.06,3.84,10,136.84,
97.414,3.3,1.1,2.57,4.71,10,446.64,
97.456,3.3,1.1,3.09,5.06,10,430.02,
97.497,3.9,1.1,3.6,4.01,10,248.47,
97.539,5.6,1.1,5.66,4.36,10,232.09,
97.581,5,1.1,5.66,4.19,10,262.06,
97.622,5,0.6,4.63,3.67,10,283.31,
97.664,4.4,1.7,4.63,3.84,10,156.7,
97.706,3.9,1.7,5.15,4.19,10,198.75,
97.747,3.9,1.1,5.66,4.01,10,121.39,
97.789,3.3,1.1,5.66,4.01,10,46.46,
97.831,2.8,1.1,5.66,4.19,10,7.67,
97.872,1.1,0.6,7.72,4.19,10,0,
97.914,1.1,0.6,6.17,3.84,10,0,
97.956,1.1,0,5.66,4.19,10,0,
97.997,1.1,-0.6,4.63,3.84,10,0,
98.039,1.7,-0.6,6.17,3.67,10,0,
98.081,1.1,-0.6,4.63,4.01,10,0,
98.122,1.1,-0.6,4.63,3.67,10,0,
98.164,0.6,-1.1,6.69,3.67,10,0,
98.206,0,-2.2,7.2,3.67,10,0,
98.247,-0.6,-2.2,7.2,3.49,7.5,0,
98.289,-0.6,-2.2,6.69,3.67,7.5,7.78,
98.331,0,-1.7,8.23,3.49,10,72.25,
98.372,1.7,-1.1,8.23,3.49,10,260.66,
98.414,2.8,-1.1,6.69,3.49,10,474.98,
98.456,3.9,-1.1,7.2,3.49,10,578.24,
98.497,4.4,-2.2,7.2,3.49,10,513.66,
98.539,5,-3.3,6.17,3.84,10,591.02,
98.581,6.1,-3.3,6.69,3.67,10,585.91,
98.622,6.1,-3.3,6.17,4.01,10,304.57,
98.664,6.7,-2.8,5.15,3.84,10,420.73,
98.706,6.1,-2.8,4.63,4.01,10,382.05,
98.747,6.1,-3.9,3.6,3.49,10,193.64,
98.789,5,-3.3,2.57,4.54,10,80.03,
98.831,5.6,-5,3.6,3.49,10,12.89,
98.872,3.9,-3.3,2.57,4.01,10,0,
98.914,2.8,-2.2,3.09,3.32,10,0,
98.956,3.3,-3.3,2.57,3.67,10,0,
98.997,2.8,-2.8,5.66,3.67,10,0,
99.039,2.2,-2.2,4.12,3.67,10,0,
99.081,1.7,-2.8,5.15,3.32,7.5,0,
99.122,0.6,-2.8,4.63,2.97,7.5,0,
99.164,0,-2.2,5.15,3.14,7.5,0,
99.206,0.6,-2.2,4.63,2.97,7.5,0,
99.247,0.6,-2.2,7.2,3.32,7.5,0,
99.289,0.6,-1.7,6.69,3.32,7.5,7.67,
99.331,1.7,-1.1,5.66,3.49,10,92.93,
99.372,2.2,-1.1,5.66,3.32,10,289.12,
99.414,3.9,-1.1,5.66,3.67,7.5,485.32,
99.456,5.6,-0.6,5.66,3.32,7.5,645.27,
99.497,7.2,0,5.15,3.84,7.5,722.75,
99.539,8.3,-2.2,8.75,4.19,10,743.31,
99.581,8.3,-2.2,8.75,3.84,10,709.85,
99.622,8.3,-2.2,7.72,3.84,10,619.48,
99.664,8.3,-2.8,8.23,3.84,10,487.87,
99.706,8.9,-3.3,7.2,3.67,7.5,469.75,
99.747,7.8,-3.3,6.69,3.49,7.5,185.86,
99.789,7.2,-3.9,7.2,3.32,7.5,33.57,
99.831,7.2,-3.9,7.2,3.32,10,10.34,
99.872,5.6,-3.3,6.69,3.67,7.5,0,
99.914,5,-2.8,5.66,3.49,7.5,0,
99.956,2.8,-3.9,6.17,3.84,4.4,0,
99.997,1.7,-3.9,5.15,4.01,7.5,0,
100.039,2.2,-2.8,4.12,3.84,10,0,
100.081,1.7,-2.8,4.63,3.84,10,0,
