$Spokane Groundwater,constituent,"concentrations,",branch,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY,TDS,TRACER,COLFRM,COND,CHLORID,ISS,PO4,NH4,NO3,LDOM,RDOM,LPOM,RPOM,1CBOD,2CBOD,3CBOD,4CBOD,5CBOD,6CBOD,7CBOD,8CBOD,9CBOD,10CBOD,1CBODP,2CBODP,3CBODP,4CBODP,5CBODP,6CBODP,7CBODP,8CBODP,9CBODP,10CBODP,1CBODN,2CBODN,3CBODN,4CBODN,5CBODN,6CBODN,7CBODN,8CBODN,9CBODN,10CBODN,Algae1,Algae2,Algae3,DO,TIC,ALK,LDOMP,RDOMP,LPOMP,RPOMP,LDOMN,RDOMN,LPOMN,RPOMN
1,137.92,0,0,242.7,1.53,0,0.00897,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,21.98,83.63,0,0,0,0,0,0,0,0
400,137.92,0,0,242.7,1.53,0,0.00897,0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,21.98,83.63,0,0,0,0,0,0,0,0
