$Chehalis WWTP WQ file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chehalis WWTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY,TDS   ,Gen1(tracer),Gen2(Age),Gen3(FC),ISS,PO4   ,NH4   ,NO3   ,LDOM  ,RDOM  ,LPOM  ,RPOM  ,BOD1,BOD2,BOD3,BOD4,BOD5,BOD6,BOD7,BOD8,BOD9,BOD10,BODP1,BODP2,BODP3,BODP4,BODP5,BODP6,BODP7,BODP8,BODP9,BODP10,BODN1,BODN2,BODN3,BODN4,BODN5,BODN6,BODN7,BODN8,BODN9,BODN10,ALG1  ,DO    ,TIC   ,ALK   ,ZOO1  ,LDOM-P,RDOM-P,LPOM-P,RPOM-P,LDOM-N,RDOM-N,LPOM-N,RPOM-N
249,0,0,0,800,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.41,38.4761,70,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,289.7,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.52,33.2893,76.4,0,0,0,0,0,0,0,0,0
272,0,0,0,38.0,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,7.09,43.0901,76.4,0,0,0,0,0,0,0,0,0
273,0,0,0,800,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,7.86,31.6975,43,0,0,0,0,0,0,0,0,0
274,0,0,0,7.0,6.155428571,0.93,0.09,3.5,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.16,43.3961,50.5,0,0,0,0,0,0,0,0,0
275,0,0,0,2.0,1.361714286,0.93,0.1,3.5,0,0,0,0,0,0,0,0,1.1684,4.6736,0,0,0,0,0,0,0,0,0.011684,0.046736,0,0,0,0,0,0,0,0,0.093472,0.373888,0,0,0,0,0,5.58,36.1888,64,0,0,0,0,0,0,0,0,0
276,0,0,0,5.0,0.410285714,0.93,0.09,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,5.74,30.0986,57.8,0,0,0,0,0,0,0,0,0
277,0,0,0,4.0,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,5.98,31.6975,51,0,0,0,0,0,0,0,0,0
278,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,5.63,39.3488,76.4,0,0,0,0,0,0,0,0,0
279,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,4.34,43.2582,76.4,0,0,0,0,0,0,0,0,0
280,0,0,0,3.0,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,4.68,43.1904,60,0,0,0,0,0,0,0,0,0
281,0,0,0,2.0,0,0.93,0.2,3.5,0,0,0,0,0,0,0,0,2.032,8.128,0,0,0,0,0,0,0,0,0.02032,0.08128,0,0,0,0,0,0,0,0,0.16256,0.65024,0,0,0,0,0,4.7,30.0447,56.7,0,0,0,0,0,0,0,0,0
282,0,0,0,2,0.300571429,0.93,0.16,3.5,0,0,0,0,0,0,0,0,1.5748,6.2992,0,0,0,0,0,0,0,0,0.015748,0.062992,0,0,0,0,0,0,0,0,0.125984,0.503936,0,0,0,0,0,6.7,25.8932,53,0,0,0,0,0,0,0,0,0
283,0,0,0,4.0,0,0.93,0.17,3.5,0,0,0,0,0,0,0,0,1.3716,5.4864,0,0,0,0,0,0,0,0,0.013716,0.054864,0,0,0,0,0,0,0,0,0.109728,0.438912,0,0,0,0,0,5.48,33.644,50,0,0,0,0,0,0,0,0,0
284,0,0,0,2,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.03,36.1456,58,0,0,0,0,0,0,0,0,0
285,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,5.28,33.6612,76.4,0,0,0,0,0,0,0,0,0
286,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,6.42,36.2107,76.4,0,0,0,0,0,0,0,0,0
287,0,0,0,2,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,6.78,30.1206,56.2,0,0,0,0,0,0,0,0,0
288,0,0,0,2,0,0.93,0.34,3.5,0,0,0,0,0,0,0,0,2.286,9.144,0,0,0,0,0,0,0,0,0.02286,0.09144,0,0,0,0,0,0,0,0,0.18288,0.73152,0,0,0,0,0,6.63,33.7307,59.2,0,0,0,0,0,0,0,0,0
289,0,0,0,2,0,0.93,0.36,3.5,0,0,0,0,0,0,0,0,1.5748,6.2992,0,0,0,0,0,0,0,0,0.015748,0.062992,0,0,0,0,0,0,0,0,0.125984,0.503936,0,0,0,0,0,6.46,36.2326,60.3,0,0,0,0,0,0,0,0,0
290,0,0,0,2.0,0,0.93,0.23,3.5,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.96,26.4216,63.8,0,0,0,0,0,0,0,0,0
291,0,0,0,1.0,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.24,25.5054,64.1,0,0,0,0,0,0,0,0,0
292,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,6.88,33.7838,76.4,0,0,0,0,0,0,0,0,0
293,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,6.99,36.5761,76.4,0,0,0,0,0,0,0,0,0
294,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.42,31.7961,65.8,0,0,0,0,0,0,0,0,0
295,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.1,25.9256,68.1,0,0,0,0,0,0,0,0,0
296,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.47,25.1672,73.8,0,0,0,0,0,0,0,0,0
297,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.06,33.8017,70,0,0,0,0,0,0,0,0,0
298,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.84,24.8972,74,0,0,0,0,0,0,0,0,0
299,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.23,36.1456,76.4,0,0,0,0,0,0,0,0,0
300,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.44,36.1672,76.4,0,0,0,0,0,0,0,0,0
301,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.06,30.1317,75.8,0,0,0,0,0,0,0,0,0
302,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.44,26.4261,76.2,0,0,0,0,0,0,0,0,0
303,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.65,25.5113,76.3,0,0,0,0,0,0,0,0,0
304,0,0,0,2.5,0.310285714,0.93,0.19,3.5,0,0,0,0,0,0,0,0,1.6764,6.7056,0,0,0,0,0,0,0,0,0.016764,0.067056,0,0,0,0,0,0,0,0,0.134112,0.536448,0,0,0,0,0,7.71,24.9127,73,0,0,0,0,0,0,0,0,0
305,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.69,25.911,76,0,0,0,0,0,0,0,0,0
306,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,6.86,33.7838,76.4,0,0,0,0,0,0,0,0,0
307,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.16,36.5523,76.4,0,0,0,0,0,0,0,0,0
308,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.54,36.4585,61.5,0,0,0,0,0,0,0,0,0
309,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,6.96,33.8743,65.9,0,0,0,0,0,0,0,0,0
310,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.33,25.5232,71.2,0,0,0,0,0,0,0,0,0
311,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.03,24.9226,62,0,0,0,0,0,0,0,0,0
312,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,8.47,26.5067,50.2,0,0,0,0,0,0,0,0,0
313,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.46,36.7215,76.4,0,0,0,0,0,0,0,0,0
314,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.56,39.8966,76.4,0,0,0,0,0,0,0,0,0
315,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.83,39.8063,76.4,0,0,0,0,0,0,0,0,0
316,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.77,33.9484,58.2,0,0,0,0,0,0,0,0,0
317,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.92,25.9481,60.3,0,0,0,0,0,0,0,0,0
318,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.76,25.9443,60.1,0,0,0,0,0,0,0,0,0
319,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.71,26.4679,60,0,0,0,0,0,0,0,0,0
320,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.56,36.5761,76.4,0,0,0,0,0,0,0,0,0
321,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.29,31.9739,76.4,0,0,0,0,0,0,0,0,0
322,0,0,0,2,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.77,30.3415,50.4,0,0,0,0,0,0,0,0,0
323,0,0,0,6.0,1.571428571,1.158955224,0.13,2.239104478,0,0,0,0,0,0,0,0,1.27,5.08,0,0,0,0,0,0,0,0,0.0127,0.0508,0,0,0,0,0,0,0,0,0.1016,0.4064,0,0,0,0,0,2.35,36.7709,48.2,0,0,0,0,0,0,0,0,0
324,0,0,0,2.0,1.081142857,1.158955224,0.11,2.239104478,0,0,0,0,0,0,0,0,1.3716,5.4864,0,0,0,0,0,0,0,0,0.013716,0.054864,0,0,0,0,0,0,0,0,0.109728,0.438912,0,0,0,0,0,5.7,27.2186,44,0,0,0,0,0,0,0,0,0
325,0,0,0,2,0,1.158955224,0.16,2.239104478,0,0,0,0,0,0,0,0,1.3716,5.4864,0,0,0,0,0,0,0,0,0.013716,0.054864,0,0,0,0,0,0,0,0,0.109728,0.438912,0,0,0,0,0,7.13,37.0003,42.3,0,0,0,0,0,0,0,0,0
326,0,0,0,23.0,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,6,26.0326,46,0,0,0,0,0,0,0,0,0
327,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,5.83,40.403,76.4,0,0,0,0,0,0,0,0,0
328,0,0,0,2.4,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,6.92,37.0264,76.4,0,0,0,0,0,0,0,0,0
329,0,0,0,2,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,8.01,34.3439,56.3,0,0,0,0,0,0,0,0,0
330,0,0,0,2,2.194285714,1.158955224,0.11,2.239104478,0,0,0,0,0,0,0,0,2.032,8.128,0,0,0,0,0,0,0,0,0.02032,0.08128,0,0,0,0,0,0,0,0,0.16256,0.65024,0,0,0,0,0,7.91,26.5733,59.1,0,0,0,0,0,0,0,0,0
331,0,0,0,2,0,1.158955224,0.08,2.239104478,0,0,0,0,0,0,0,0,1.5748,6.2992,0,0,0,0,0,0,0,0,0.015748,0.062992,0,0,0,0,0,0,0,0,0.125984,0.503936,0,0,0,0,0,7.47,26.0158,63.2,0,0,0,0,0,0,0,0,0
332,0,0,0,2,0,1.158955224,0.1,2.239104478,0,0,0,0,0,0,0,0,1.3716,5.4864,0,0,0,0,0,0,0,0,0.013716,0.054864,0,0,0,0,0,0,0,0,0.109728,0.438912,0,0,0,0,0,7.54,34.2614,76.4,0,0,0,0,0,0,0,0,0
333,0,0,0,1,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.81,36.9226,76.4,0,0,0,0,0,0,0,0,0
334,0,0,0,1,0.545714286,1.158955224,0.12,2.239104478,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,6.98,30.4671,76.4,0,0,0,0,0,0,0,0,0
335,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,5.62,40.403,76.4,0,0,0,0,0,0,0,0,0
336,0,0,0,10.0,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,5.09,34.407,48,0,0,0,0,0,0,0,0,0
337,0,0,0,2.0,3.445714286,2.35,0.13,2.4,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,8.47,27.2851,44,0,0,0,0,0,0,0,0,0
338,0,0,0,2.0,1.755428571,2.35,0.21,2.4,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,8.02,37.2683,46,0,0,0,0,0,0,0,0,0
339,0,0,0,2,1.994285714,2.35,0.24,2.4,0,0,0,0,0,0,0,0,2.032,8.128,0,0,0,0,0,0,0,0,0.02032,0.08128,0,0,0,0,0,0,0,0,0.16256,0.65024,0,0,0,0,0,8.08,37.3236,48.5,0,0,0,0,0,0,0,0,0
340,0,0,0,1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,8.28,27.3196,53.8,0,0,0,0,0,0,0,0,0
341,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,7.73,32.4714,76.4,0,0,0,0,0,0,0,0,0
342,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,7.75,32.5257,76.4,0,0,0,0,0,0,0,0,0
343,0,0,0,2,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,8.05,34.7378,50.5,0,0,0,0,0,0,0,0,0
344,0,0,0,2.0,1.952571429,2.35,0.18,2.4,0,0,0,0,0,0,0,0,2.6416,10.5664,0,0,0,0,0,0,0,0,0.026416,0.105664,0,0,0,0,0,0,0,0,0.211328,0.845312,0,0,0,0,0,7.4,34.7149,57,0,0,0,0,0,0,0,0,0
