$Chehalis WWTP WQ file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chehalis WWTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY,TDS   ,Gen1(tracer),Gen2(Age),Gen3(FC),ISS,PO4   ,NH4   ,NO3   ,LDOM  ,RDOM  ,LPOM  ,RPOM  ,BOD1,BOD2,BOD3,BOD4,BOD5,BOD6,BOD7,BOD8,BOD9,BOD10,BODP1,BODP2,BODP3,BODP4,BODP5,BODP6,BODP7,BODP8,BODP9,BODP10,BODN1,BODN2,BODN3,BODN4,BODN5,BODN6,BODN7,BODN8,BODN9,BODN10,ALG1  ,DO    ,TIC   ,ALK   ,ZOO1  ,LDOM-P,RDOM-P,LPOM-P,RPOM-P,LDOM-N,RDOM-N,LPOM-N,RPOM-N
70,0,0,0,6.0,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,3.47,37.3515,54.2,0,0,0,0,0,0,0,0,0
71,0,0,0,13.0,16.29257143,0.43,1.14,2.7,0,0,0,0,0,0,0,0,6.1976,24.7904,0,0,0,0,0,0,0,0,0.061976,0.247904,0,0,0,0,0,0,0,0,0.495808,1.983232,0,0,0,0,0,1.83,32.3655,61.1,0,0,0,0,0,0,0,0,0
72,0,0,0,5.0,12.64685714,0.43,0.62,2.7,0,0,0,0,0,0,0,0,4.6736,18.6944,0,0,0,0,0,0,0,0,0.046736,0.186944,0,0,0,0,0,0,0,0,0.373888,1.495552,0,0,0,0,0,2.52,25.6246,58.2,0,0,0,0,0,0,0,0,0
73,0,0,0,9.0,16.17257143,0.43,0.5,2.7,0,0,0,0,0,0,0,0,4.4196,17.6784,0,0,0,0,0,0,0,0,0.044196,0.176784,0,0,0,0,0,0,0,0,0.353568,1.414272,0,0,0,0,0,1.52,44.9072,57.1,0,0,0,0,0,0,0,0,0
74,0,0,0,2,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,1.7,28.1197,57.1,0,0,0,0,0,0,0,0,0
75,0,0,0,6.6,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,2.04,44.7374,76.4,0,0,0,0,0,0,0,0,0
76,0,0,0,6.6,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,2.19,50.3243,76.4,0,0,0,0,0,0,0,0,0
77,0,0,0,6.0,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,3.17,30.6824,58.1,0,0,0,0,0,0,0,0,0
78,0,0,0,88.0,10.38971429,0.43,0.3,2.7,0,0,0,0,0,0,0,0,7.2136,28.8544,0,0,0,0,0,0,0,0,0.072136,0.288544,0,0,0,0,0,0,0,0,0.577088,2.308352,0,0,0,0,0,2.72,32.4535,60.1,0,0,0,0,0,0,0,0,0
79,0,0,0,40.0,50.84628571,0.43,0.68,2.7,0,0,0,0,0,0,0,0,20.8788,83.5152,0,0,0,0,0,0,0,0,0.208788,0.835152,0,0,0,0,0,0,0,0,1.670304,6.681216,0,0,0,0,0,3.17,29.3141,58.2,0,0,0,0,0,0,0,0,0
80,0,0,0,5.0,230.0628571,0.43,0.46,2.7,0,0,0,0,0,0,0,0,39.878,159.512,0,0,0,0,0,0,0,0,0.39878,1.59512,0,0,0,0,0,0,0,0,3.19024,12.76096,0,0,0,0,0,3.64,26.6911,53.1,0,0,0,0,0,0,0,0,0
81,0,0,0,1400,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,1.34,41.1738,47.5,0,0,0,0,0,0,0,0,0
82,0,0,0,6.6,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,3.79,51.2267,76.4,0,0,0,0,0,0,0,0,0
83,0,0,0,6.6,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,2.14,57.9871,76.4,0,0,0,0,0,0,0,0,0
84,0,0,0,2.0,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,2.92,37.522,51.4,0,0,0,0,0,0,0,0,0
85,0,0,0,2,23.98,0.43,0.15,2.7,0,0,0,0,0,0,0,0,7.112,28.448,0,0,0,0,0,0,0,0,0.07112,0.28448,0,0,0,0,0,0,0,0,0.56896,2.27584,0,0,0,0,0,1.26,37.3515,56.5,0,0,0,0,0,0,0,0,0
86,0,0,0,2,9.84,0.43,0.68,2.7,0,0,0,0,0,0,0,0,3.556,14.224,0,0,0,0,0,0,0,0,0.03556,0.14224,0,0,0,0,0,0,0,0,0.28448,1.13792,0,0,0,0,0,1.13,29.2479,60,0,0,0,0,0,0,0,0,0
87,0,0,0,5.0,11.73371429,0.43,0.16,2.7,0,0,0,0,0,0,0,0,4.0132,16.0528,0,0,0,0,0,0,0,0,0.040132,0.160528,0,0,0,0,0,0,0,0,0.321056,1.284224,0,0,0,0,0,2.41,34.4282,57.8,0,0,0,0,0,0,0,0,0
88,0,0,0,2.0,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,1.49,40.4362,55.8,0,0,0,0,0,0,0,0,0
89,0,0,0,6.6,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,1.13,57.2811,76.4,0,0,0,0,0,0,0,0,0
90,0,0,0,6.6,35.54228571,0.43,0.57,2.7,0,0,0,0,0,0,0,0,9.8552,39.4208,0,0,0,0,0,0,0,0,0.098552,0.394208,0,0,0,0,0,0,0,0,0.788416,3.153664,0,0,0,0,0,1.02,36.9226,76.4,0,0,0,0,0,0,0,0,0
91,0,0,0,2,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,1.68,36.624,69.8,0,0,0,0,0,0,0,0,0
92,0,0,0,2,0,0.21,2.4,2.3,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,7.66,27.1867,69.2,0,0,0,0,0,0,0,0,0
93,0,0,0,2,1.500571429,0.21,2.57,2.3,0,0,0,0,0,0,0,0,1.5748,6.2992,0,0,0,0,0,0,0,0,0.015748,0.062992,0,0,0,0,0,0,0,0,0.125984,0.503936,0,0,0,0,0,7.44,29.1012,73.1,0,0,0,0,0,0,0,0,0
94,0,0,0,2,12.08228571,0.21,2.29,2.3,0,0,0,0,0,0,0,0,4.5212,18.0848,0,0,0,0,0,0,0,0,0.045212,0.180848,0,0,0,0,0,0,0,0,0.361696,1.446784,0,0,0,0,0,7.51,30.416,59.5,0,0,0,0,0,0,0,0,0
95,0,0,0,2,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,5.9,24.9583,69.3,0,0,0,0,0,0,0,0,0
96,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,2.84,27.2448,76.4,0,0,0,0,0,0,0,0,0
97,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,6.72,57.0764,76.4,0,0,0,0,0,0,0,0,0
98,0,0,0,2.0,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,4.1,37.2409,45.2,0,0,0,0,0,0,0,0,0
99,0,0,0,2.0,13.58857143,0.21,0.06,2.3,0,0,0,0,0,0,0,0,4.064,16.256,0,0,0,0,0,0,0,0,0.04064,0.16256,0,0,0,0,0,0,0,0,0.32512,1.30048,0,0,0,0,0,3.32,29.2808,38.8,0,0,0,0,0,0,0,0,0
100,0,0,0,2,10.36228571,0.21,0.2,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,5.93,40.6386,44.2,0,0,0,0,0,0,0,0,0
101,0,0,0,2.0,0.310857143,0.21,0.12,2.3,0,0,0,0,0,0,0,0,3.2512,13.0048,0,0,0,0,0,0,0,0,0.032512,0.130048,0,0,0,0,0,0,0,0,0.260096,1.040384,0,0,0,0,0,5.74,34.4282,41.5,0,0,0,0,0,0,0,0,0
102,0,0,0,3.0,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.76,30.5725,45,0,0,0,0,0,0,0,0,0
103,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,5.62,57.2125,76.4,0,0,0,0,0,0,0,0,0
104,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,5.22,57.2125,76.4,0,0,0,0,0,0,0,0,0
105,0,0,0,2.0,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,5.93,30.5725,45,0,0,0,0,0,0,0,0,0
106,0,0,0,3.0,27.68,0.21,0.47,2.3,0,0,0,0,0,0,0,0,7.112,28.448,0,0,0,0,0,0,0,0,0.07112,0.28448,0,0,0,0,0,0,0,0,0.56896,2.27584,0,0,0,0,0,6.98,30.5725,45.2,0,0,0,0,0,0,0,0,0
107,0,0,0,2.0,2.006857143,0.21,0.17,2.3,0,0,0,0,0,0,0,0,1.1176,4.4704,0,0,0,0,0,0,0,0,0.011176,0.044704,0,0,0,0,0,0,0,0,0.089408,0.357632,0,0,0,0,0,5.67,40.4695,47,0,0,0,0,0,0,0,0,0
108,0,0,0,2,0,0.21,0.08,2.3,0,0,0,0,0,0,0,0,0.9652,3.8608,0,0,0,0,0,0,0,0,0.009652,0.038608,0,0,0,0,0,0,0,0,0.077216,0.308864,0,0,0,0,0,7.97,27.2514,49.5,0,0,0,0,0,0,0,0,0
109,0,0,0,2,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.87,34.3649,51.8,0,0,0,0,0,0,0,0,0
110,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.62,44.6538,76.4,0,0,0,0,0,0,0,0,0
111,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.72,44.4893,76.4,0,0,0,0,0,0,0,0,0
112,0,0,0,2,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.9,32.131,46.8,0,0,0,0,0,0,0,0,0
113,0,0,0,2,0,0.21,0.32,2.3,0,0,0,0,0,0,0,0,1.2192,4.8768,0,0,0,0,0,0,0,0,0.012192,0.048768,0,0,0,0,0,0,0,0,0.097536,0.390144,0,0,0,0,0,8.1,26.542,55.5,0,0,0,0,0,0,0,0,0
114,0,0,0,2,0,0.21,0.13,2.3,0,0,0,0,0,0,0,0,4.572,18.288,0,0,0,0,0,0,0,0,0.04572,0.18288,0,0,0,0,0,0,0,0,0.36576,1.46304,0,0,0,0,0,7.76,34.2007,56.3,0,0,0,0,0,0,0,0,0
115,0,0,0,2,0.506857143,0.21,0.1,2.3,0,0,0,0,0,0,0,0,1.1176,4.4704,0,0,0,0,0,0,0,0,0.011176,0.044704,0,0,0,0,0,0,0,0,0.089408,0.357632,0,0,0,0,0,7.69,25.9832,56.9,0,0,0,0,0,0,0,0,0
116,0,0,0,2,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.29,36.624,57,0,0,0,0,0,0,0,0,0
117,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,6.9,36.6,76.4,0,0,0,0,0,0,0,0,0
118,0,0,0,2.1,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.2,34.0051,76.4,0,0,0,0,0,0,0,0,0
119,0,0,0,2,4.362285714,0.21,0.69,2.3,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.61,34.0242,56.3,0,0,0,0,0,0,0,0,0
120,0,0,0,2,0.368,0.21,0.09,2.3,0,0,0,0,0,0,0,0,0.7112,2.8448,0,0,0,0,0,0,0,0,0.007112,0.028448,0,0,0,0,0,0,0,0,0.056896,0.227584,0,0,0,0,0,7.57,27.1742,62.2,0,0,0,0,0,0,0,0,0
121,0,0,0,2,1.197142857,1.47,0.12,0.3,0,0,0,0,0,0,0,0,1.016,4.064,0,0,0,0,0,0,0,0,0.01016,0.04064,0,0,0,0,0,0,0,0,0.08128,0.32512,0,0,0,0,0,7.88,27.1867,64.3,0,0,0,0,0,0,0,0,0
122,0,0,0,2,0.277714286,1.47,0.27,0.3,0,0,0,0,0,0,0,0,0.8128,3.2512,0,0,0,0,0,0,0,0,0.008128,0.032512,0,0,0,0,0,0,0,0,0.065024,0.260096,0,0,0,0,0,7.77,27.1556,65,0,0,0,0,0,0,0,0,0
123,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.6,24.9349,68,0,0,0,0,0,0,0,0,0
124,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.94,31.8541,76.4,0,0,0,0,0,0,0,0,0
125,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7,31.7675,76.4,0,0,0,0,0,0,0,0,0
126,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.78,31.6975,60,0,0,0,0,0,0,0,0,0
127,0,0,0,2,1.581142857,1.47,0.45,0.3,0,0,0,0,0,0,0,0,1.3716,5.4864,0,0,0,0,0,0,0,0,0.013716,0.054864,0,0,0,0,0,0,0,0,0.109728,0.438912,0,0,0,0,0,7.11,25.8896,76.2,0,0,0,0,0,0,0,0,0
128,0,0,0,2,0,1.47,0.1,0.3,0,0,0,0,0,0,0,0,3.3528,13.4112,0,0,0,0,0,0,0,0,0.033528,0.134112,0,0,0,0,0,0,0,0,0.268224,1.072896,0,0,0,0,0,7.005,30.0769,78.3,0,0,0,0,0,0,0,0,0
129,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.9,25.4852,79.8,0,0,0,0,0,0,0,0,0
130,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.94,27.8159,81,0,0,0,0,0,0,0,0,0
131,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.57,48.2915,76.4,0,0,0,0,0,0,0,0,0
132,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.45,33.5931,76.4,0,0,0,0,0,0,0,0,0
133,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.85,27.0065,88.2,0,0,0,0,0,0,0,0,0
134,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.31,27.0446,86.1,0,0,0,0,0,0,0,0,0
135,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.03,30.0986,90.5,0,0,0,0,0,0,0,0,0
136,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.35,25.1648,92.2,0,0,0,0,0,0,0,0,0
137,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.03,33.644,90.2,0,0,0,0,0,0,0,0,0
138,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.39,39.3216,76.4,0,0,0,0,0,0,0,0,0
139,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.05,43.2925,76.4,0,0,0,0,0,0,0,0,0
140,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.73,27.0336,79,0,0,0,0,0,0,0,0,0
141,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.05,48.2915,82.8,0,0,0,0,0,0,0,0,0
142,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.65,30.1317,88.1,0,0,0,0,0,0,0,0,0
143,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.38,48.5993,79,0,0,0,0,0,0,0,0,0
144,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.65,36.5052,65.5,0,0,0,0,0,0,0,0,0
145,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.89,36.4585,76.4,0,0,0,0,0,0,0,0,0
146,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.05,36.4354,76.4,0,0,0,0,0,0,0,0,0
147,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6,39.4876,76.4,0,0,0,0,0,0,0,0,0
148,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.84,33.8197,60.8,0,0,0,0,0,0,0,0,0
149,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.93,31.7818,61.5,0,0,0,0,0,0,0,0,0
150,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,6.57,39.5727,62,0,0,0,0,0,0,0,0,0
151,0,0,0,2,0,1.47,0.24,0.3,0,0,0,0,0,0,0,0,1.6256,6.5024,0,0,0,0,0,0,0,0,0.016256,0.065024,0,0,0,0,0,0,0,0,0.130048,0.520192,0,0,0,0,0,7.19,31.7675,60,0,0,0,0,0,0,0,0,0
152,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.08,36.1672,76.4,0,0,0,0,0,0,0,0,0
153,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.7,33.6957,76.4,0,0,0,0,0,0,0,0,0
154,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.59,27.0502,62.8,0,0,0,0,0,0,0,0,0
155,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.82,25.1625,67.2,0,0,0,0,0,0,0,0,0
156,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.79,27.0011,70,0,0,0,0,0,0,0,0,0
157,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.81,54.1599,71.7,0,0,0,0,0,0,0,0,0
158,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,7.07,35.9771,82.8,0,0,0,0,0,0,0,0,0
159,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.2,33.5101,76.4,0,0,0,0,0,0,0,0,0
160,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.1,33.5265,76.4,0,0,0,0,0,0,0,0,0
161,0,0,0,11.10086207,5.626857143,1.158955224,0.358909091,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,6.62,28.7457,85.2,0,0,0,0,0,0,0,0,0
