$Main outflows,,,,,
JDAY 1.0= 1/1/2000 12am,,,,,
JDAY,QWD1,QWD2,QWD3,QWD4,QWD5
4631,52,52,52,52,52
4632,47.1,47.1,47.1,47.1,47.1
4633,37.8,37.8,37.8,37.8,37.8
4634,35.67,35.67,35.67,35.67,35.67
4635,52,52,52,52,52
4636,52,52,52,52,52
4637,40.71,40.71,40.71,40.71,40.71
4638,31.56,31.56,31.56,31.56,31.56
4639,27.39,27.39,27.39,27.39,27.39
4640,30.22,30.22,30.22,30.22,30.22
4641,32.82,32.82,32.82,32.82,32.82
4642,30.01,30.01,30.01,30.01,30.01
4643,34.76,34.76,34.76,34.76,34.76
4644,28.11,28.11,28.11,28.11,28.11
4645,25.06,25.06,25.06,25.06,25.06
4646,22.61,22.61,22.61,22.61,22.61
4647,24.16,24.16,24.16,24.16,24.16
4648,45.71,45.71,45.71,45.71,45.71
4649,33.46,33.46,33.46,33.46,33.46
4650,33.6,33.6,33.6,33.6,33.6
4651,33.95,33.95,33.95,33.95,33.95
4652,36.7,36.7,36.7,36.7,36.7
4653,28.45,28.45,28.45,28.45,28.45
4654,29.2,29.2,29.2,29.2,29.2
4655,28.95,28.95,28.95,28.95,28.95
4656,32.3,32.3,32.3,32.3,32.3
4657,29.85,29.85,29.85,29.85,29.85
4658,25.6,25.6,25.6,25.6,25.6
4659,20.75,20.75,20.75,20.75,20.75
4660,18.5,18.5,18.5,18.5,18.5
4661,16.65,16.65,16.65,16.65,16.65
4662,28.59,28.59,28.59,28.59,28.59
4663,21.94,21.94,21.94,21.94,21.94
4664,28.49,28.49,28.49,28.49,28.49
4665,39.24,39.24,39.24,39.24,39.24
4666,29.99,29.99,29.99,29.99,29.99
4667,26.14,26.14,26.14,26.14,26.14
4668,22.49,22.49,22.49,22.49,22.49
4669,20.84,20.84,20.84,20.84,20.84
4670,20.59,20.59,20.59,20.59,20.59
4671,29.94,29.94,29.94,29.94,29.94
4672,41.49,41.49,41.49,41.49,41.49
4673,42.15,42.15,42.15,42.15,42.15
4674,52,52,52,52,52
4675,52,52,52,52,52
4676,52,52,52,52,52
4677,52,52,52,52,52
4678,52,52,52,52,52
4679,52,52,52,52,52
4680,52,52,52,52,52
4681,52,52,52,52,52
4682,52,52,52,52,52
4683,52,52,52,52,52
4684,52,52,52,52,52
4685,52,52,52,52,52
4686,52,52,52,52,52
4687,52,52,52,52,52
4688,52,52,52,52,52
4689,52,52,52,52,52
4690,52,52,52,52,52
4691,41.62,41.62,41.62,41.62,41.62
4692,35.08,35.08,35.08,35.08,35.08
4693,32.53,32.53,32.53,32.53,32.53
4694,38.99,38.99,38.99,38.99,38.99
4695,52,52,52,52,52
4696,45.51,45.51,45.51,45.51,45.51
4697,32.17,32.17,32.17,32.17,32.17
4698,28.83,28.83,28.83,28.83,28.83
4699,25.49,25.49,25.49,25.49,25.49
4700,25.15,25.15,25.15,25.15,25.15
4701,27.21,27.21,27.21,27.21,27.21
4702,23.67,23.67,23.67,23.67,23.67
4703,25.13,25.13,25.13,25.13,25.13
4704,21.36,21.36,21.36,21.36,21.36
4705,25.99,25.99,25.99,25.99,25.99
4706,24.22,24.22,24.22,24.22,24.22
4707,19.45,19.45,19.45,19.45,19.45
4708,19.48,19.48,19.48,19.48,19.48
4709,32.11,32.11,32.11,32.11,32.11
4710,29.54,29.54,29.54,29.54,29.54
4711,25.57,25.57,25.57,25.57,25.57
4712,22.4,22.4,22.4,22.4,22.4
4713,21.23,21.23,21.23,21.23,21.23
4714,23.26,23.26,23.26,23.26,23.26
4715,19.29,19.29,19.29,19.29,19.29
4716,18.31,18.31,18.31,18.31,18.31
4717,17.34,17.34,17.34,17.34,17.34
4718,15.57,15.57,15.57,15.57,15.57
4719,15,15,15,15,15
4720,15.23,15.23,15.23,15.23,15.23
4721,19.46,19.46,19.46,19.46,19.46
4722,18.09,18.09,18.09,18.09,18.09
4723,18.12,18.12,18.12,18.12,18.12
4724,18.35,18.35,18.35,18.35,18.35
4725,15.18,15.18,15.18,15.18,15.18
4726,14.81,14.81,14.81,14.81,14.81
4727,13.68,13.68,13.68,13.68,13.68
4728,12.81,12.81,12.81,12.81,12.81
4729,12.22,12.22,12.22,12.22,12.22
4730,11.71,11.71,11.71,11.71,11.71
4731,11.76,11.76,11.76,11.76,11.76
4732,11.33,11.33,11.33,11.33,11.33
4733,11.88,11.88,11.88,11.88,11.88
4734,12.63,12.63,12.63,12.63,12.63
4735,13.02,13.02,13.02,13.02,13.02
4736,13.63,13.63,13.63,13.63,13.63
4737,10.96,10.96,10.96,10.96,10.96
4738,10.35,10.35,10.35,10.35,10.35
4739,11.32,11.32,11.32,11.32,11.32
4740,10.99,10.99,10.99,10.99,10.99
4741,9.55,9.55,9.55,9.55,9.55
4742,9.5,9.5,9.5,9.5,9.5
4743,10.89,10.89,10.89,10.89,10.89
4744,11.2,11.2,11.2,11.2,11.2
4745,9.19,9.19,9.19,9.19,9.19
4746,8.82,8.82,8.82,8.82,8.82
4747,8.69,8.69,8.69,8.69,8.69
4748,8.32,8.32,8.32,8.32,8.32
4749,8.29,8.29,8.29,8.29,8.29
4750,7.98,7.98,7.98,7.98,7.98
4751,7.65,7.65,7.65,7.65,7.65
4752,7.73,7.73,7.73,7.73,7.73
4753,7.84,7.84,7.84,7.84,7.84
4754,7.07,7.07,7.07,7.07,7.07
4755,6.76,6.76,6.76,6.76,6.76
4756,6.65,6.65,6.65,6.65,6.65
4757,6.36,6.36,6.36,6.36,6.36
4758,6.19,6.19,6.19,6.19,6.19
4759,5.96,5.96,5.96,5.96,5.96
4760,5.79,5.79,5.79,5.79,5.79
4761,5.66,5.66,5.66,5.66,5.66
4762,5.57,5.57,5.57,5.57,5.57
4763,5.61,5.61,5.61,5.61,5.61
4764,6.1,6.1,6.1,6.1,6.1
4765,6.04,6.04,6.04,6.04,6.04
4766,6.63,6.63,6.63,6.63,6.63
4767,5.97,5.97,5.97,5.97,5.97
4768,5.3,5.3,5.3,5.3,5.3
4769,5.2,5.2,5.2,5.2,5.2
4770,5.2,5.2,5.2,5.2,5.2
4771,5.2,5.2,5.2,5.2,5.2
4772,5.2,5.2,5.2,5.2,5.2
4773,5.2,5.2,5.2,5.2,5.2
4774,6.37,6.37,6.37,6.37,6.37
4775,6.65,6.65,6.65,6.65,6.65
4776,5.2,5.2,5.2,5.2,5.2
4777,5.2,5.2,5.2,5.2,5.2
4778,5.2,5.2,5.2,5.2,5.2
4779,5.2,5.2,5.2,5.2,5.2
4780,5.2,5.2,5.2,5.2,5.2
4781,5.2,5.2,5.2,5.2,5.2
4782,5.2,5.2,5.2,5.2,5.2
4783,5.2,5.2,5.2,5.2,5.2
4784,5.2,5.2,5.2,5.2,5.2
4785,5.2,5.2,5.2,5.2,5.2
4786,5.2,5.2,5.2,5.2,5.2
4787,5.2,5.2,5.2,5.2,5.2
4788,5.2,5.2,5.2,5.2,5.2
4789,5.2,5.2,5.2,5.2,5.2
4790,5.2,5.2,5.2,5.2,5.2
4791,5.2,5.2,5.2,5.2,5.2
4792,5.2,5.2,5.2,5.2,5.2
4793,5.2,5.2,5.2,5.2,5.2
4794,5.2,5.2,5.2,5.2,5.2
4795,5.2,5.2,5.2,5.2,5.2
4796,5.2,5.2,5.2,5.2,5.2
4797,5.2,5.2,5.2,5.2,5.2
4798,5.2,5.2,5.2,5.2,5.2
4799,5.2,5.2,5.2,5.2,5.2
4800,5.2,5.2,5.2,5.2,5.2
4801,5.2,5.2,5.2,5.2,5.2
4802,5.2,5.2,5.2,5.2,5.2
4803,5.2,5.2,5.2,5.2,5.2
4804,5.2,5.2,5.2,5.2,5.2
4805,5.2,5.2,5.2,5.2,5.2
4806,5.2,5.2,5.2,5.2,5.2
4807,5.2,5.2,5.2,5.2,5.2
4808,5.2,5.2,5.2,5.2,5.2
4809,5.2,5.2,5.2,5.2,5.2
4810,7.67,7.67,7.67,7.67,7.67
4811,5.2,5.2,5.2,5.2,5.2
4812,5.2,5.2,5.2,5.2,5.2
4813,5.2,5.2,5.2,5.2,5.2
4814,5.2,5.2,5.2,5.2,5.2
4815,5.2,5.2,5.2,5.2,5.2
4816,5.2,5.2,5.2,5.2,5.2
4817,5.2,5.2,5.2,5.2,5.2
4818,5.2,5.2,5.2,5.2,5.2
4819,5.2,5.2,5.2,5.2,5.2
4820,5.2,5.2,5.2,5.2,5.2
4821,5.2,5.2,5.2,5.2,5.2
4822,5.2,5.2,5.2,5.2,5.2
4823,5.2,5.2,5.2,5.2,5.2
4824,5.2,5.2,5.2,5.2,5.2
4825,5.2,5.2,5.2,5.2,5.2
4826,5.2,5.2,5.2,5.2,5.2
4827,5.2,5.2,5.2,5.2,5.2
4828,5.2,5.2,5.2,5.2,5.2
4829,5.2,5.2,5.2,5.2,5.2
4830,5.2,5.2,5.2,5.2,5.2
4831,5.2,5.2,5.2,5.2,5.2
4832,5.2,5.2,5.2,5.2,5.2
4833,5.2,5.2,5.2,5.2,5.2
4834,5.2,5.2,5.2,5.2,5.2
4835,5.2,5.2,5.2,5.2,5.2
4836,5.2,5.2,5.2,5.2,5.2
4837,5.2,5.2,5.2,5.2,5.2
4838,5.2,5.2,5.2,5.2,5.2
4839,5.2,5.2,5.2,5.2,5.2
4840,5.2,5.2,5.2,5.2,5.2
4841,5.2,5.2,5.2,5.2,5.2
4842,5.2,5.2,5.2,5.2,5.2
4843,5.2,5.2,5.2,5.2,5.2
4844,5.72,5.72,5.72,5.72,5.72
4845,5.2,5.2,5.2,5.2,5.2
4846,5.2,5.2,5.2,5.2,5.2
4847,5.2,5.2,5.2,5.2,5.2
4848,5.2,5.2,5.2,5.2,5.2
4849,5.2,5.2,5.2,5.2,5.2
4850,5.2,5.2,5.2,5.2,5.2
4851,5.2,5.2,5.2,5.2,5.2
4852,5.2,5.2,5.2,5.2,5.2
4853,5.2,5.2,5.2,5.2,5.2
4854,5.2,5.2,5.2,5.2,5.2
4855,5.2,5.2,5.2,5.2,5.2
4856,5.2,5.2,5.2,5.2,5.2
4857,5.2,5.2,5.2,5.2,5.2
4858,6.09,6.09,6.09,6.09,6.09
4859,10.55,10.55,10.55,10.55,10.55
4860,11.79,11.79,11.79,11.79,11.79
4861,10.4,10.4,10.4,10.4,10.4
4862,7.3,7.3,7.3,7.3,7.3
4863,5.2,5.2,5.2,5.2,5.2
4864,5.2,5.2,5.2,5.2,5.2
4865,6.1,6.1,6.1,6.1,6.1
4866,5.2,5.2,5.2,5.2,5.2
4867,5.2,5.2,5.2,5.2,5.2
4868,10.09,10.09,10.09,10.09,10.09
4869,15.25,15.25,15.25,15.25,15.25
4870,20.42,20.42,20.42,20.42,20.42
4871,20,20,20,20,20
4872,14.48,14.48,14.48,14.48,14.48
4873,9.39,9.39,9.39,9.39,9.39
4874,9.63,9.63,9.63,9.63,9.63
4875,12.14,12.14,12.14,12.14,12.14
4876,8.46,8.46,8.46,8.46,8.46
4877,6.47,6.47,6.47,6.47,6.47
4878,8.01,8.01,8.01,8.01,8.01
4879,16.41,16.41,16.41,16.41,16.41
4880,15.58,15.58,15.58,15.58,15.58
4881,19.56,19.56,19.56,19.56,19.56
4882,11.15,11.15,11.15,11.15,11.15
4883,11.41,11.41,11.41,11.41,11.41
4884,8.43,8.43,8.43,8.43,8.43
4885,9.04,9.04,9.04,9.04,9.04
4886,9.85,9.85,9.85,9.85,9.85
4887,8.14,8.14,8.14,8.14,8.14
4888,10.95,10.95,10.95,10.95,10.95
4889,14.85,14.85,14.85,14.85,14.85
4890,28.84,28.84,28.84,28.84,28.84
4891,38.23,38.23,38.23,38.23,38.23
4892,35.62,35.62,35.62,35.62,35.62
4893,35.61,35.61,35.61,35.61,35.61
4894,26.21,26.21,26.21,26.21,26.21
4895,18.4,18.4,18.4,18.4,18.4
4896,21.19,21.19,21.19,21.19,21.19
4897,28.58,28.58,28.58,28.58,28.58
4898,36.77,36.77,36.77,36.77,36.77
4899,37.97,37.97,37.97,37.97,37.97
4900,41.36,41.36,41.36,41.36,41.36
4901,27.55,27.55,27.55,27.55,27.55
4902,26.34,26.34,26.34,26.34,26.34
4903,19.73,19.73,19.73,19.73,19.73
4904,22.93,22.93,22.93,22.93,22.93
4905,26.12,26.12,26.12,26.12,26.12
4906,31.31,31.31,31.31,31.31,31.31
4907,24.9,24.9,24.9,24.9,24.9
4908,18.09,18.09,18.09,18.09,18.09
4909,15.89,15.89,15.89,15.89,15.89
4910,20.48,20.48,20.48,20.48,20.48
4911,26.67,26.67,26.67,26.67,26.67
4912,17.86,17.86,17.86,17.86,17.86
4913,15.25,15.25,15.25,15.25,15.25
4914,23.65,23.65,23.65,23.65,23.65
4915,32.84,32.84,32.84,32.84,32.84
4916,18.24,18.24,18.24,18.24,18.24
4917,19.85,19.85,19.85,19.85,19.85
4918,21.05,21.05,21.05,21.05,21.05
4919,36.26,36.26,36.26,36.26,36.26
4920,23.47,23.47,23.47,23.47,23.47
4921,20.67,20.67,20.67,20.67,20.67
4922,19.48,19.48,19.48,19.48,19.48
4923,17.88,17.88,17.88,17.88,17.88
4924,25.09,25.09,25.09,25.09,25.09
4925,26.89,26.89,26.89,26.89,26.89
4926,20.3,20.3,20.3,20.3,20.3
4927,16.1,16.1,16.1,16.1,16.1
4928,32.11,32.11,32.11,32.11,32.11
4929,30.71,30.71,30.71,30.71,30.71
4930,42.12,42.12,42.12,42.12,42.12
4931,33.72,33.72,33.72,33.72,33.72
4932,27.73,27.73,27.73,27.73,27.73
4933,23.73,23.73,23.73,23.73,23.73
4934,25.14,25.14,25.14,25.14,25.14
4935,29.94,29.94,29.94,29.94,29.94
4936,21.95,21.95,21.95,21.95,21.95
4937,21.36,21.36,21.36,21.36,21.36
4938,17.56,17.56,17.56,17.56,17.56
4939,17.37,17.37,17.37,17.37,17.37
4940,24.57,24.57,24.57,24.57,24.57
4941,33.18,33.18,33.18,33.18,33.18
4942,17.78,17.78,17.78,17.78,17.78
4943,15.79,15.79,15.79,15.79,15.79
4944,14.25,14.25,14.25,14.25,14.25
4945,13.88,13.88,13.88,13.88,13.88
4946,13.32,13.32,13.32,13.32,13.32
4947,14.26,14.26,14.26,14.26,14.26
4948,20.54,20.54,20.54,20.54,20.54
4949,24.72,24.72,24.72,24.72,24.72
4950,15.1,15.1,15.1,15.1,15.1
4951,35.88,35.88,35.88,35.88,35.88
4952,41.26,41.26,41.26,41.26,41.26
4953,19.64,19.64,19.64,19.64,19.64
4954,16.42,16.42,16.42,16.42,16.42
4955,15.2,15.2,15.2,15.2,15.2
4956,14.12,14.12,14.12,14.12,14.12
4957,12.54,12.54,12.54,12.54,12.54
4958,15.54,15.54,15.54,15.54,15.54
4959,18.92,18.92,18.92,18.92,18.92
4960,12.3,12.3,12.3,12.3,12.3
4961,14.28,14.28,14.28,14.28,14.28
4962,14.06,14.06,14.06,14.06,14.06
4963,23.65,23.65,23.65,23.65,23.65
4964,20.23,20.23,20.23,20.23,20.23
4965,16.81,16.81,16.81,16.81,16.81
4966,15.19,15.19,15.19,15.19,15.19
4967,12.33,12.33,12.33,12.33,12.33
4968,11.61,11.61,11.61,11.61,11.61
4969,20.73,20.73,20.73,20.73,20.73
4970,22.11,22.11,22.11,22.11,22.11
4971,21.49,21.49,21.49,21.49,21.49
4972,17.07,17.07,17.07,17.07,17.07
4973,39.45,39.45,39.45,39.45,39.45
4974,43.43,43.43,43.43,43.43,43.43
4975,25.41,25.41,25.41,25.41,25.41
4976,35.39,35.39,35.39,35.39,35.39
4977,49.96,49.96,49.96,49.96,49.96
4978,52,52,52,52,52
4979,39.91,39.91,39.91,39.91,39.91
4980,33.29,33.29,33.29,33.29,33.29
4981,31.66,31.66,31.66,31.66,31.66
4982,46.63,46.63,46.63,46.63,46.63
4983,49.21,49.21,49.21,49.21,49.21
4984,52,52,52,52,52
4985,41.36,41.36,41.36,41.36,41.36
4986,39.53,39.53,39.53,39.53,39.53
4987,30.1,30.1,30.1,30.1,30.1
4988,36.48,36.48,36.48,36.48,36.48
4989,52,52,52,52,52
4990,32.43,32.43,32.43,32.43,32.43
4991,30,30,30,30,30
4992,42.37,42.37,42.37,42.37,42.37
4993,40.55,40.55,40.55,40.55,40.55
4994,46.12,46.12,46.12,46.12,46.12
4995,45.3,45.3,45.3,45.3,45.3
4996,41.07,41.07,41.07,41.07,41.07
4997,37.04,37.04,37.04,37.04,37.04
4998,47.42,47.42,47.42,47.42,47.42
4999,41.99,41.99,41.99,41.99,41.99
5000,32.17,32.17,32.17,32.17,32.17
5001,36.94,36.94,36.94,36.94,36.94
5002,42.51,42.51,42.51,42.51,42.51
5003,51.89,51.89,51.89,51.89,51.89
5004,34.26,34.26,34.26,34.26,34.26
5005,36.23,36.23,36.23,36.23,36.23
5006,41.61,41.61,41.61,41.61,41.61
5007,35.78,35.78,35.78,35.78,35.78
5008,52,52,52,52,52
5009,52,52,52,52,52
5010,52,52,52,52,52
5011,52,52,52,52,52
5012,52,52,52,52,52
5013,49.96,49.96,49.96,49.96,49.96
5014,52,52,52,52,52
5015,39.15,39.15,39.15,39.15,39.15
5016,31.95,31.95,31.95,31.95,31.95
5017,40.34,40.34,40.34,40.34,40.34
5018,47.14,47.14,47.14,47.14,47.14
5019,32.93,32.93,32.93,32.93,32.93
5020,42.13,42.13,42.13,42.13,42.13
5021,52,52,52,52,52
5022,52,52,52,52,52
5023,52,52,52,52,52
5024,52,52,52,52,52
5025,52,52,52,52,52
5026,52,52,52,52,52
5027,47.3,47.3,47.3,47.3,47.3
5028,52,52,52,52,52
5029,43.49,43.49,43.49,43.49,43.49
5030,36.69,36.69,36.69,36.69,36.69
5031,39.49,39.49,39.49,39.49,39.49
5032,39.48,39.48,39.48,39.48,39.48
5033,40.28,40.28,40.28,40.28,40.28
5034,37.08,37.08,37.08,37.08,37.08
5035,31.21,31.21,31.21,31.21,31.21
5036,31.47,31.47,31.47,31.47,31.47
5037,28.66,28.66,28.66,28.66,28.66
5038,52,52,52,52,52
5039,41.32,41.32,41.32,41.32,41.32
5040,44.35,44.35,44.35,44.35,44.35
5041,44.98,44.98,44.98,44.98,44.98
5042,52,52,52,52,52
5043,52,52,52,52,52
5044,52,52,52,52,52
5045,49.69,49.69,49.69,49.69,49.69
5046,43.12,43.12,43.12,43.12,43.12
5047,52,52,52,52,52
5048,52,52,52,52,52
5049,52,52,52,52,52
5050,45.82,45.82,45.82,45.82,45.82
5051,46.32,46.32,46.32,46.32,46.32
5052,40.69,40.69,40.69,40.69,40.69
5053,50.81,50.81,50.81,50.81,50.81
5054,52,52,52,52,52
5055,52,52,52,52,52
5056,41.71,41.71,41.71,41.71,41.71
5057,36.87,36.87,36.87,36.87,36.87
5058,33.52,33.52,33.52,33.52,33.52
5059,30.41,30.41,30.41,30.41,30.41
5060,29.63,29.63,29.63,29.63,29.63
5061,49.61,49.61,49.61,49.61,49.61
5062,52,52,52,52,52
5063,47.78,47.78,47.78,47.78,47.78
5064,40.33,40.33,40.33,40.33,40.33
5065,36.61,36.61,36.61,36.61,36.61
5066,42.2,42.2,42.2,42.2,42.2
5067,45.76,45.76,45.76,45.76,45.76
5068,36.55,36.55,36.55,36.55,36.55
5069,28.59,28.59,28.59,28.59,28.59
5070,25.83,25.83,25.83,25.83,25.83
5071,28.07,28.07,28.07,28.07,28.07
5072,36.71,36.71,36.71,36.71,36.71
5073,25.15,25.15,25.15,25.15,25.15
5074,21.79,21.79,21.79,21.79,21.79
5075,19.83,19.83,19.83,19.83,19.83
5076,18.87,18.87,18.87,18.87,18.87
5077,19.11,19.11,19.11,19.11,19.11
5078,23.55,23.55,23.55,23.55,23.55
5079,22.99,22.99,22.99,22.99,22.99
5080,19.83,19.83,19.83,19.83,19.83
5081,20.27,20.27,20.27,20.27,20.27
5082,17.11,17.11,17.11,17.11,17.11
5083,15.35,15.35,15.35,15.35,15.35
5084,14.99,14.99,14.99,14.99,14.99
5085,14.15,14.15,14.15,14.15,14.15
5086,15.27,15.27,15.27,15.27,15.27
5087,14.45,14.45,14.45,14.45,14.45
5088,13.29,13.29,13.29,13.29,13.29
5089,12.33,12.33,12.33,12.33,12.33
5090,12.55,12.55,12.55,12.55,12.55
5091,11.55,11.55,11.55,11.55,11.55
5092,12.51,12.51,12.51,12.51,12.51
5093,13.05,13.05,13.05,13.05,13.05
5094,10.75,10.75,10.75,10.75,10.75
5095,10.35,10.35,10.35,10.35,10.35
5096,10.25,10.25,10.25,10.25,10.25
5097,9.73,9.73,9.73,9.73,9.73
5098,12.61,12.61,12.61,12.61,12.61
5099,11.47,11.47,11.47,11.47,11.47
5100,9.56,9.56,9.56,9.56,9.56
5101,9.29,9.29,9.29,9.29,9.29
5102,9.06,9.06,9.06,9.06,9.06
5103,7.45,7.45,7.45,7.45,7.45
5104,7.23,7.23,7.23,7.23,7.23
5105,7.03,7.03,7.03,7.03,7.03
5106,6.81,6.81,6.81,6.81,6.81
5107,6.63,6.63,6.63,6.63,6.63
5108,6.45,6.45,6.45,6.45,6.45
5109,6.51,6.51,6.51,6.51,6.51
5110,6.54,6.54,6.54,6.54,6.54
5111,6.36,6.36,6.36,6.36,6.36
5112,6.16,6.16,6.16,6.16,6.16
5113,6.4,6.4,6.4,6.4,6.4
5114,6.21,6.21,6.21,6.21,6.21
5115,6.65,6.65,6.65,6.65,6.65
5116,7.46,7.46,7.46,7.46,7.46
5117,7.55,7.55,7.55,7.55,7.55
5118,6.34,6.34,6.34,6.34,6.34
5119,6.02,6.02,6.02,6.02,6.02
5120,9.09,9.09,9.09,9.09,9.09
5121,7.46,7.46,7.46,7.46,7.46
5122,8.97,8.97,8.97,8.97,8.97
5123,7.13,7.13,7.13,7.13,7.13
5124,7.1,7.1,7.1,7.1,7.1
5125,6.87,6.87,6.87,6.87,6.87
5126,6.72,6.72,6.72,6.72,6.72
5127,5.9,5.9,5.9,5.9,5.9
5128,5.59,5.59,5.59,5.59,5.59
5129,5.4,5.4,5.4,5.4,5.4
5130,5.2,5.2,5.2,5.2,5.2
5131,5.2,5.2,5.2,5.2,5.2
5132,5.2,5.2,5.2,5.2,5.2
5133,5.2,5.2,5.2,5.2,5.2
5134,5.2,5.2,5.2,5.2,5.2
5135,5.2,5.2,5.2,5.2,5.2
5136,5.2,5.2,5.2,5.2,5.2
5137,5.2,5.2,5.2,5.2,5.2
5138,5.2,5.2,5.2,5.2,5.2
5139,5.2,5.2,5.2,5.2,5.2
5140,5.2,5.2,5.2,5.2,5.2
5141,5.2,5.2,5.2,5.2,5.2
5142,5.2,5.2,5.2,5.2,5.2
5143,5.2,5.2,5.2,5.2,5.2
5144,5.2,5.2,5.2,5.2,5.2
5145,5.2,5.2,5.2,5.2,5.2
5146,5.2,5.2,5.2,5.2,5.2
5147,5.2,5.2,5.2,5.2,5.2
5148,5.2,5.2,5.2,5.2,5.2
5149,5.2,5.2,5.2,5.2,5.2
5150,5.2,5.2,5.2,5.2,5.2
5151,5.2,5.2,5.2,5.2,5.2
5152,5.2,5.2,5.2,5.2,5.2
5153,5.2,5.2,5.2,5.2,5.2
5154,5.2,5.2,5.2,5.2,5.2
5155,5.2,5.2,5.2,5.2,5.2
5156,5.2,5.2,5.2,5.2,5.2
5157,5.2,5.2,5.2,5.2,5.2
5158,5.2,5.2,5.2,5.2,5.2
5159,5.2,5.2,5.2,5.2,5.2
5160,5.2,5.2,5.2,5.2,5.2
5161,5.2,5.2,5.2,5.2,5.2
5162,5.2,5.2,5.2,5.2,5.2
5163,5.2,5.2,5.2,5.2,5.2
5164,5.2,5.2,5.2,5.2,5.2
5165,5.2,5.2,5.2,5.2,5.2
5166,5.2,5.2,5.2,5.2,5.2
5167,5.2,5.2,5.2,5.2,5.2
5168,5.2,5.2,5.2,5.2,5.2
5169,5.2,5.2,5.2,5.2,5.2
5170,5.2,5.2,5.2,5.2,5.2
5171,5.2,5.2,5.2,5.2,5.2
5172,5.2,5.2,5.2,5.2,5.2
5173,5.2,5.2,5.2,5.2,5.2
5174,22.25,22.25,22.25,22.25,22.25
5175,29.11,29.11,29.11,29.11,29.11
5176,5.65,5.65,5.65,5.65,5.65
5177,5.2,5.2,5.2,5.2,5.2
5178,5.2,5.2,5.2,5.2,5.2
5179,5.2,5.2,5.2,5.2,5.2
5180,5.2,5.2,5.2,5.2,5.2
5181,5.2,5.2,5.2,5.2,5.2
5182,5.2,5.2,5.2,5.2,5.2
5183,5.2,5.2,5.2,5.2,5.2
5184,5.2,5.2,5.2,5.2,5.2
5185,5.2,5.2,5.2,5.2,5.2
5186,5.2,5.2,5.2,5.2,5.2
5187,5.2,5.2,5.2,5.2,5.2
5188,5.2,5.2,5.2,5.2,5.2
5189,5.2,5.2,5.2,5.2,5.2
5190,5.2,5.2,5.2,5.2,5.2
5191,5.2,5.2,5.2,5.2,5.2
5192,5.2,5.2,5.2,5.2,5.2
5193,5.2,5.2,5.2,5.2,5.2
5194,5.2,5.2,5.2,5.2,5.2
5195,5.2,5.2,5.2,5.2,5.2
5196,5.2,5.2,5.2,5.2,5.2
5197,5.2,5.2,5.2,5.2,5.2
5198,5.2,5.2,5.2,5.2,5.2
5199,5.2,5.2,5.2,5.2,5.2
5200,5.2,5.2,5.2,5.2,5.2
5201,5.2,5.2,5.2,5.2,5.2
5202,5.2,5.2,5.2,5.2,5.2
5203,5.2,5.2,5.2,5.2,5.2
5204,5.2,5.2,5.2,5.2,5.2
5205,5.2,5.2,5.2,5.2,5.2
5206,5.2,5.2,5.2,5.2,5.2
5207,5.2,5.2,5.2,5.2,5.2
5208,5.2,5.2,5.2,5.2,5.2
5209,5.2,5.2,5.2,5.2,5.2
5210,5.2,5.2,5.2,5.2,5.2
5211,5.2,5.2,5.2,5.2,5.2
5212,5.2,5.2,5.2,5.2,5.2
5213,5.2,5.2,5.2,5.2,5.2
5214,5.2,5.2,5.2,5.2,5.2
5215,5.2,5.2,5.2,5.2,5.2
5216,5.2,5.2,5.2,5.2,5.2
5217,5.2,5.2,5.2,5.2,5.2
5218,5.2,5.2,5.2,5.2,5.2
5219,5.2,5.2,5.2,5.2,5.2
5220,5.2,5.2,5.2,5.2,5.2
5221,5.2,5.2,5.2,5.2,5.2
5222,5.2,5.2,5.2,5.2,5.2
5223,6.37,6.37,6.37,6.37,6.37
5224,5.2,5.2,5.2,5.2,5.2
5225,5.2,5.2,5.2,5.2,5.2
5226,11.24,11.24,11.24,11.24,11.24
5227,9.45,9.45,9.45,9.45,9.45
5228,6.9,6.9,6.9,6.9,6.9
5229,5.2,5.2,5.2,5.2,5.2
5230,9.98,9.98,9.98,9.98,9.98
5231,8.01,8.01,8.01,8.01,8.01
5232,7.71,7.71,7.71,7.71,7.71
5233,8.12,8.12,8.12,8.12,8.12
5234,6.09,6.09,6.09,6.09,6.09
5235,6.28,6.28,6.28,6.28,6.28
5236,9.11,9.11,9.11,9.11,9.11
5237,14.76,14.76,14.76,14.76,14.76
5238,12.71,12.71,12.71,12.71,12.71
5239,17.66,17.66,17.66,17.66,17.66
5240,18.01,18.01,18.01,18.01,18.01
5241,38.56,38.56,38.56,38.56,38.56
5242,52,52,52,52,52
5243,37.86,37.86,37.86,37.86,37.86
5244,35.01,35.01,35.01,35.01,35.01
5245,52,52,52,52,52
5246,52,52,52,52,52
5247,34.86,34.86,34.86,34.86,34.86
5248,35.41,35.41,35.41,35.41,35.41
5249,46.36,46.36,46.36,46.36,46.36
5250,31.96,31.96,31.96,31.96,31.96
5251,25.96,25.96,25.96,25.96,25.96
5252,22.36,22.36,22.36,22.36,22.36
5253,22.16,22.16,22.16,22.16,22.16
5254,24.96,24.96,24.96,24.96,24.96
5255,30.76,30.76,30.76,30.76,30.76
5256,18.36,18.36,18.36,18.36,18.36
5257,19.76,19.76,19.76,19.76,19.76
5258,23.15,23.15,23.15,23.15,23.15
