$Main outflows,,,,,
JDAY 1.0= 1/1/2000 12am,,,,,
JDAY,QWD1,QWD2,QWD3,QWD4,QWD5
1581,5.2,5.2,5.2,5.2,5.2
1582,5.2,5.2,5.2,5.2,5.2
1583,5.2,5.2,5.2,5.2,5.2
1584,5.2,5.2,5.2,5.2,5.2
1585,6.5,6.5,6.5,6.5,6.5
1586,8.08,8.08,8.08,8.08,8.08
1587,8.93,8.93,8.93,8.93,8.93
1588,6.03,6.03,6.03,6.03,6.03
1589,5.93,5.93,5.93,5.93,5.93
1590,5.2,5.2,5.2,5.2,5.2
1591,5.7,5.7,5.7,5.7,5.7
1592,5.2,5.2,5.2,5.2,5.2
1593,5.2,5.2,5.2,5.2,5.2
1594,5.2,5.2,5.2,5.2,5.2
1595,5.2,5.2,5.2,5.2,5.2
1596,7.47,7.47,7.47,7.47,7.47
1597,10.43,10.43,10.43,10.43,10.43
1598,13.39,13.39,13.39,13.39,13.39
1599,22.57,22.57,22.57,22.57,22.57
1600,31.17,31.17,31.17,31.17,31.17
1601,52,52,52,52,52
1602,52,52,52,52,52
1603,52,52,52,52,52
1604,48.76,48.76,48.76,48.76,48.76
1605,52,52,52,52,52
1606,52,52,52,52,52
1607,49.75,49.75,49.75,49.75,49.75
1608,43.55,43.55,43.55,43.55,43.55
1609,34.75,34.75,34.75,34.75,34.75
1610,52,52,52,52,52
1611,52,52,52,52,52
1612,52,52,52,52,52
1613,40.54,40.54,40.54,40.54,40.54
1614,39.34,39.34,39.34,39.34,39.34
1615,35.94,35.94,35.94,35.94,35.94
1616,35.74,35.74,35.74,35.74,35.74
1617,27.94,27.94,27.94,27.94,27.94
1618,32.54,32.54,32.54,32.54,32.54
1619,38.13,38.13,38.13,38.13,38.13
1620,30.53,30.53,30.53,30.53,30.53
1621,31.93,31.93,31.93,31.93,31.93
1622,51.73,51.73,51.73,51.73,51.73
1623,52,52,52,52,52
1624,36.12,36.12,36.12,36.12,36.12
1625,30.52,30.52,30.52,30.52,30.52
1626,29.32,29.32,29.32,29.32,29.32
1627,41.12,41.12,41.12,41.12,41.12
1628,50.92,50.92,50.92,50.92,50.92
1629,48.52,48.52,48.52,48.52,48.52
1630,34.12,34.12,34.12,34.12,34.12
1631,35.72,35.72,35.72,35.72,35.72
1632,39.13,39.13,39.13,39.13,39.13
1633,30.53,30.53,30.53,30.53,30.53
1634,30.93,30.93,30.93,30.93,30.93
1635,28.93,28.93,28.93,28.93,28.93
1636,22.74,22.74,22.74,22.74,22.74
1637,23.14,23.14,23.14,23.14,23.14
1638,24.14,24.14,24.14,24.14,24.14
1639,25.74,25.74,25.74,25.74,25.74
1640,43.14,43.14,43.14,43.14,43.14
1641,25.95,25.95,25.95,25.95,25.95
1642,25.95,25.95,25.95,25.95,25.95
1643,30.95,30.95,30.95,30.95,30.95
1644,21.95,21.95,21.95,21.95,21.95
1645,19.36,19.36,19.36,19.36,19.36
1646,17.96,17.96,17.96,17.96,17.96
1647,18.96,18.96,18.96,18.96,18.96
1648,41.96,41.96,41.96,41.96,41.96
1649,52,52,52,52,52
1650,52,52,52,52,52
1651,52,52,52,52,52
1652,37.17,37.17,37.17,37.17,37.17
1653,31.57,31.57,31.57,31.57,31.57
1654,28.98,28.98,28.98,28.98,28.98
1655,28.18,28.18,28.18,28.18,28.18
1656,50.18,50.18,50.18,50.18,50.18
1657,52,52,52,52,52
1658,39.58,39.58,39.58,39.58,39.58
1659,38.8,38.8,38.8,38.8,38.8
1660,32.22,32.22,32.22,32.22,32.22
1661,31.83,31.83,31.83,31.83,31.83
1662,32.85,32.85,32.85,32.85,32.85
1663,33.26,33.26,33.26,33.26,33.26
1664,39.28,39.28,39.28,39.28,39.28
1665,34.5,34.5,34.5,34.5,34.5
1666,52,52,52,52,52
1667,52,52,52,52,52
1668,52,52,52,52,52
1669,42.56,42.56,42.56,42.56,42.56
1670,36.58,36.58,36.58,36.58,36.58
1671,34.79,34.79,34.79,34.79,34.79
1672,30.01,30.01,30.01,30.01,30.01
1673,27.03,27.03,27.03,27.03,27.03
1674,27.84,27.84,27.84,27.84,27.84
1675,26.86,26.86,26.86,26.86,26.86
1676,21.67,21.67,21.67,21.67,21.67
1677,31.49,31.49,31.49,31.49,31.49
1678,39.91,39.91,39.91,39.91,39.91
1679,26.12,26.12,26.12,26.12,26.12
1680,21.94,21.94,21.94,21.94,21.94
1681,19.75,19.75,19.75,19.75,19.75
1682,18.17,18.17,18.17,18.17,18.17
1683,17.59,17.59,17.59,17.59,17.59
1684,16.8,16.8,16.8,16.8,16.8
1685,15.82,15.82,15.82,15.82,15.82
1686,14.52,14.52,14.52,14.52,14.52
1687,13.47,13.47,13.47,13.47,13.47
1688,16.47,16.47,16.47,16.47,16.47
1689,30.48,30.48,30.48,30.48,30.48
1690,22.62,22.62,22.62,22.62,22.62
1691,14.95,14.95,14.95,14.95,14.95
1692,20.28,20.28,20.28,20.28,20.28
1693,35.82,35.82,35.82,35.82,35.82
1694,40.75,40.75,40.75,40.75,40.75
1695,21.68,21.68,21.68,21.68,21.68
1696,19.01,19.01,19.01,19.01,19.01
1697,36.35,36.35,36.35,36.35,36.35
1698,27.68,27.68,27.68,27.68,27.68
1699,35.01,35.01,35.01,35.01,35.01
1700,48.15,48.15,48.15,48.15,48.15
1701,50.08,50.08,50.08,50.08,50.08
1702,52,52,52,52,52
1703,52,52,52,52,52
1704,52,52,52,52,52
1705,52,52,52,52,52
1706,45.74,45.74,45.74,45.74,45.74
1707,38.68,38.68,38.68,38.68,38.68
1708,50.41,50.41,50.41,50.41,50.41
1709,52,52,52,52,52
1710,52,52,52,52,52
1711,52,52,52,52,52
1712,52,52,52,52,52
1713,52,52,52,52,52
1714,52,52,52,52,52
1715,52,52,52,52,52
1716,52,52,52,52,52
1717,52,52,52,52,52
1718,52,52,52,52,52
1719,52,52,52,52,52
1720,52,52,52,52,52
1721,52,52,52,52,52
1722,52,52,52,52,52
1723,52,52,52,52,52
1724,52,52,52,52,52
1725,52,52,52,52,52
1726,52,52,52,52,52
1727,52,52,52,52,52
1728,52,52,52,52,52
1729,52,52,52,52,52
1730,52,52,52,52,52
1731,52,52,52,52,52
1732,52,52,52,52,52
1733,52,52,52,52,52
1734,52,52,52,52,52
1735,52,52,52,52,52
1736,52,52,52,52,52
1737,52,52,52,52,52
1738,52,52,52,52,52
1739,52,52,52,52,52
1740,52,52,52,52,52
1741,52,52,52,52,52
1742,52,52,52,52,52
1743,52,52,52,52,52
1744,52,52,52,52,52
1745,52,52,52,52,52
1746,52,52,52,52,52
1747,52,52,52,52,52
1748,52,52,52,52,52
1749,52,52,52,52,52
1750,52,52,52,52,52
1751,52,52,52,52,52
1752,52,52,52,52,52
1753,52,52,52,52,52
1754,52,52,52,52,52
1755,52,52,52,52,52
1756,52,52,52,52,52
1757,52,52,52,52,52
1758,52,52,52,52,52
1759,52,52,52,52,52
1760,52,52,52,52,52
1761,52,52,52,52,52
1762,52,52,52,52,52
1763,52,52,52,52,52
1764,52,52,52,52,52
1765,52,52,52,52,52
1766,52,52,52,52,52
1767,52,52,52,52,52
1768,52,52,52,52,52
1769,52,52,52,52,52
1770,52,52,52,52,52
1771,52,52,52,52,52
1772,52,52,52,52,52
1773,52,52,52,52,52
1774,52,52,52,52,52
1775,52,52,52,52,52
1776,52,52,52,52,52
1777,52,52,52,52,52
1778,52,52,52,52,52
1779,52,52,52,52,52
1780,52,52,52,52,52
1781,52,52,52,52,52
1782,52,52,52,52,52
1783,52,52,52,52,52
1784,45.48,45.48,45.48,45.48,45.48
1785,40.94,40.94,40.94,40.94,40.94
1786,37.79,37.79,37.79,37.79,37.79
1787,35.04,35.04,35.04,35.04,35.04
1788,35.9,35.9,35.9,35.9,35.9
1789,32.95,32.95,32.95,32.95,32.95
1790,38.2,38.2,38.2,38.2,38.2
1791,40.25,40.25,40.25,40.25,40.25
1792,35.91,35.91,35.91,35.91,35.91
1793,30.16,30.16,30.16,30.16,30.16
1794,29.21,29.21,29.21,29.21,29.21
1795,26.66,26.66,26.66,26.66,26.66
1796,23.72,23.72,23.72,23.72,23.72
1797,22.17,22.17,22.17,22.17,22.17
1798,20.82,20.82,20.82,20.82,20.82
1799,19.68,19.68,19.68,19.68,19.68
1800,18.53,18.53,18.53,18.53,18.53
1801,17.58,17.58,17.58,17.58,17.58
1802,17.03,17.03,17.03,17.03,17.03
1803,17.29,17.29,17.29,17.29,17.29
1804,16.54,16.54,16.54,16.54,16.54
1805,15.79,15.79,15.79,15.79,15.79
1806,15.04,15.04,15.04,15.04,15.04
1807,20.3,20.3,20.3,20.3,20.3
1808,18.75,18.75,18.75,18.75,18.75
1809,16.4,16.4,16.4,16.4,16.4
1810,13.68,13.68,13.68,13.68,13.68
1811,13.25,13.25,13.25,13.25,13.25
1812,12.22,12.22,12.22,12.22,12.22
1813,12.03,12.03,12.03,12.03,12.03
1814,12.06,12.06,12.06,12.06,12.06
1815,11.49,11.49,11.49,11.49,11.49
1816,11.12,11.12,11.12,11.12,11.12
1817,11.11,11.11,11.11,11.11,11.11
1818,10.46,10.46,10.46,10.46,10.46
1819,9.48,9.48,9.48,9.48,9.48
1820,8.89,8.89,8.89,8.89,8.89
1821,8.52,8.52,8.52,8.52,8.52
1822,8.29,8.29,8.29,8.29,8.29
1823,8.02,8.02,8.02,8.02,8.02
1824,7.53,7.53,7.53,7.53,7.53
1825,8.54,8.54,8.54,8.54,8.54
1826,7.33,7.33,7.33,7.33,7.33
1827,6.92,6.92,6.92,6.92,6.92
1828,6.75,6.75,6.75,6.75,6.75
1829,6.5,6.5,6.5,6.5,6.5
1830,6.19,6.19,6.19,6.19,6.19
1831,6.04,6.04,6.04,6.04,6.04
1832,6.21,6.21,6.21,6.21,6.21
1833,5.74,5.74,5.74,5.74,5.74
1834,5.41,5.41,5.41,5.41,5.41
1835,5.22,5.22,5.22,5.22,5.22
1836,5.81,5.81,5.81,5.81,5.81
1837,10.02,10.02,10.02,10.02,10.02
1838,7.15,7.15,7.15,7.15,7.15
1839,7,7,7,7,7
1840,6.79,6.79,6.79,6.79,6.79
1841,5.86,5.86,5.86,5.86,5.86
1842,6.75,6.75,6.75,6.75,6.75
1843,5.45,5.45,5.45,5.45,5.45
1844,6.4,6.4,6.4,6.4,6.4
1845,6.05,6.05,6.05,6.05,6.05
1846,5.52,5.52,5.52,5.52,5.52
1847,6.09,6.09,6.09,6.09,6.09
1848,5.89,5.89,5.89,5.89,5.89
1849,5.38,5.38,5.38,5.38,5.38
1850,5.2,5.2,5.2,5.2,5.2
1851,10.6,10.6,10.6,10.6,10.6
1852,5.56,5.56,5.56,5.56,5.56
1853,5.2,5.2,5.2,5.2,5.2
1854,5.2,5.2,5.2,5.2,5.2
1855,5.2,5.2,5.2,5.2,5.2
1856,5.2,5.2,5.2,5.2,5.2
1857,5.2,5.2,5.2,5.2,5.2
1858,5.2,5.2,5.2,5.2,5.2
1859,5.2,5.2,5.2,5.2,5.2
1860,5.2,5.2,5.2,5.2,5.2
1861,5.2,5.2,5.2,5.2,5.2
1862,5.2,5.2,5.2,5.2,5.2
1863,5.2,5.2,5.2,5.2,5.2
1864,5.2,5.2,5.2,5.2,5.2
1865,5.2,5.2,5.2,5.2,5.2
1866,5.2,5.2,5.2,5.2,5.2
1867,5.2,5.2,5.2,5.2,5.2
1868,5.2,5.2,5.2,5.2,5.2
1869,5.2,5.2,5.2,5.2,5.2
1870,5.2,5.2,5.2,5.2,5.2
1871,5.2,5.2,5.2,5.2,5.2
1872,5.2,5.2,5.2,5.2,5.2
1873,5.2,5.2,5.2,5.2,5.2
1874,5.2,5.2,5.2,5.2,5.2
1875,5.2,5.2,5.2,5.2,5.2
1876,5.2,5.2,5.2,5.2,5.2
1877,5.2,5.2,5.2,5.2,5.2
1878,5.2,5.2,5.2,5.2,5.2
1879,5.2,5.2,5.2,5.2,5.2
1880,5.2,5.2,5.2,5.2,5.2
1881,5.2,5.2,5.2,5.2,5.2
1882,5.2,5.2,5.2,5.2,5.2
1883,5.2,5.2,5.2,5.2,5.2
1884,5.2,5.2,5.2,5.2,5.2
1885,5.2,5.2,5.2,5.2,5.2
1886,5.2,5.2,5.2,5.2,5.2
1887,5.2,5.2,5.2,5.2,5.2
1888,5.2,5.2,5.2,5.2,5.2
1889,5.2,5.2,5.2,5.2,5.2
1890,5.2,5.2,5.2,5.2,5.2
1891,5.2,5.2,5.2,5.2,5.2
1892,5.2,5.2,5.2,5.2,5.2
1893,5.2,5.2,5.2,5.2,5.2
1894,5.2,5.2,5.2,5.2,5.2
1895,5.2,5.2,5.2,5.2,5.2
1896,5.2,5.2,5.2,5.2,5.2
1897,5.2,5.2,5.2,5.2,5.2
1898,5.2,5.2,5.2,5.2,5.2
1899,5.2,5.2,5.2,5.2,5.2
1900,5.2,5.2,5.2,5.2,5.2
1901,5.2,5.2,5.2,5.2,5.2
1902,5.2,5.2,5.2,5.2,5.2
1903,5.2,5.2,5.2,5.2,5.2
1904,5.2,5.2,5.2,5.2,5.2
1905,5.2,5.2,5.2,5.2,5.2
1906,5.2,5.2,5.2,5.2,5.2
1907,5.2,5.2,5.2,5.2,5.2
1908,5.2,5.2,5.2,5.2,5.2
1909,5.2,5.2,5.2,5.2,5.2
1910,5.2,5.2,5.2,5.2,5.2
1911,7.38,7.38,7.38,7.38,7.38
1912,5.2,5.2,5.2,5.2,5.2
1913,5.2,5.2,5.2,5.2,5.2
1914,8.35,8.35,8.35,8.35,8.35
1915,14.38,14.38,14.38,14.38,14.38
1916,15.16,15.16,15.16,15.16,15.16
1917,5.2,5.2,5.2,5.2,5.2
1918,5.2,5.2,5.2,5.2,5.2
1919,6.42,6.42,6.42,6.42,6.42
1920,5.2,5.2,5.2,5.2,5.2
1921,5.2,5.2,5.2,5.2,5.2
1922,5.2,5.2,5.2,5.2,5.2
1923,5.2,5.2,5.2,5.2,5.2
1924,5.2,5.2,5.2,5.2,5.2
1925,5.2,5.2,5.2,5.2,5.2
1926,8.06,8.06,8.06,8.06,8.06
1927,13.8,13.8,13.8,13.8,13.8
1928,16.13,16.13,16.13,16.13,16.13
1929,14.94,14.94,14.94,14.94,14.94
1930,8.88,8.88,8.88,8.88,8.88
1931,5.65,5.65,5.65,5.65,5.65
1932,5.2,5.2,5.2,5.2,5.2
1933,5.55,5.55,5.55,5.55,5.55
1934,5.2,5.2,5.2,5.2,5.2
1935,13.89,13.89,13.89,13.89,13.89
1936,10.63,10.63,10.63,10.63,10.63
1937,6.29,6.29,6.29,6.29,6.29
1938,6.7,6.7,6.7,6.7,6.7
1939,7.16,7.16,7.16,7.16,7.16
1940,5.2,5.2,5.2,5.2,5.2
1941,5.94,5.94,5.94,5.94,5.94
1942,9.22,9.22,9.22,9.22,9.22
1943,5.2,5.2,5.2,5.2,5.2
1944,5.2,5.2,5.2,5.2,5.2
1945,5.2,5.2,5.2,5.2,5.2
1946,5.2,5.2,5.2,5.2,5.2
1947,5.2,5.2,5.2,5.2,5.2
1948,5.2,5.2,5.2,5.2,5.2
1949,11.38,11.38,11.38,11.38,11.38
1950,19.98,19.98,19.98,19.98,19.98
1951,14.16,14.16,14.16,14.16,14.16
1952,14.9,14.9,14.9,14.9,14.9
1953,14.86,14.86,14.86,14.86,14.86
1954,11.73,11.73,11.73,11.73,11.73
1955,23.77,23.77,23.77,23.77,23.77
1956,18.33,18.33,18.33,18.33,18.33
1957,20.29,20.29,20.29,20.29,20.29
1958,15.05,15.05,15.05,15.05,15.05
1959,17.41,17.41,17.41,17.41,17.41
1960,33.77,33.77,33.77,33.77,33.77
1961,37.93,37.93,37.93,37.93,37.93
1962,49.69,49.69,49.69,49.69,49.69
1963,44.27,44.27,44.27,44.27,44.27
1964,33.24,33.24,33.24,33.24,33.24
1965,33.82,33.82,33.82,33.82,33.82
1966,22,22,22,22,22
1967,18.77,18.77,18.77,18.77,18.77
1968,21.75,21.75,21.75,21.75,21.75
1969,17.73,17.73,17.73,17.73,17.73
1970,33.9,33.9,33.9,33.9,33.9
1971,31.08,31.08,31.08,31.08,31.08
1972,23.46,23.46,23.46,23.46,23.46
1973,22.23,22.23,22.23,22.23,22.23
1974,21.21,21.21,21.21,21.21,21.21
1975,15.39,15.39,15.39,15.39,15.39
1976,12.78,12.78,12.78,12.78,12.78
1977,11.04,11.04,11.04,11.04,11.04
1978,32.72,32.72,32.72,32.72,32.72
1979,36.29,36.29,36.29,36.29,36.29
1980,24.27,24.27,24.27,24.27,24.27
1981,28.85,28.85,28.85,28.85,28.85
1982,52,52,52,52,52
1983,52,52,52,52,52
1984,52,52,52,52,52
1985,52,52,52,52,52
1986,52,52,52,52,52
1987,52,52,52,52,52
1988,52,52,52,52,52
1989,52,52,52,52,52
1990,44.23,44.23,44.23,44.23,44.23
1991,40.21,40.21,40.21,40.21,40.21
1992,51.99,51.99,51.99,51.99,51.99
1993,37.16,37.16,37.16,37.16,37.16
1994,29.99,29.99,29.99,29.99,29.99
1995,38.01,38.01,38.01,38.01,38.01
1996,31.24,31.24,31.24,31.24,31.24
1997,23.46,23.46,23.46,23.46,23.46
1998,21.09,21.09,21.09,21.09,21.09
1999,39.91,39.91,39.91,39.91,39.91
2000,34.34,34.34,34.34,34.34,34.34
2001,35.37,35.37,35.37,35.37,35.37
2002,38.39,38.39,38.39,38.39,38.39
2003,35.42,35.42,35.42,35.42,35.42
2004,43.64,43.64,43.64,43.64,43.64
2005,30.07,30.07,30.07,30.07,30.07
2006,27.49,27.49,27.49,27.49,27.49
2007,29.12,29.12,29.12,29.12,29.12
2008,24.14,24.14,24.14,24.14,24.14
2009,21.17,21.17,21.17,21.17,21.17
2010,25.99,25.99,25.99,25.99,25.99
2011,33.82,33.82,33.82,33.82,33.82
2012,21.64,21.64,21.64,21.64,21.64
2013,18.27,18.27,18.27,18.27,18.27
2014,16.69,16.69,16.69,16.69,16.69
2015,17.52,17.52,17.52,17.52,17.52
2016,14.14,14.14,14.14,14.14,14.14
2017,15.17,15.17,15.17,15.17,15.17
2018,22.79,22.79,22.79,22.79,22.79
2019,38.62,38.62,38.62,38.62,38.62
2020,45.24,45.24,45.24,45.24,45.24
2021,42.67,42.67,42.67,42.67,42.67
2022,52,52,52,52,52
2023,52,52,52,52,52
2024,52,52,52,52,52
2025,49.34,49.34,49.34,49.34,49.34
2026,42.36,42.36,42.36,42.36,42.36
2027,46.57,46.57,46.57,46.57,46.57
2028,39.78,39.78,39.78,39.78,39.78
2029,40.79,40.79,40.79,40.79,40.79
2030,36.61,36.61,36.61,36.61,36.61
2031,28.42,28.42,28.42,28.42,28.42
2032,24.83,24.83,24.83,24.83,24.83
2033,22.64,22.64,22.64,22.64,22.64
2034,21.26,21.26,21.26,21.26,21.26
2035,18.67,18.67,18.67,18.67,18.67
2036,17.68,17.68,17.68,17.68,17.68
2037,15.69,15.69,15.69,15.69,15.69
2038,14.31,14.31,14.31,14.31,14.31
2039,13.18,13.18,13.18,13.18,13.18
2040,14.13,14.13,14.13,14.13,14.13
2041,12.42,12.42,12.42,12.42,12.42
2042,15.56,15.56,15.56,15.56,15.56
2043,25.97,25.97,25.97,25.97,25.97
2044,17.98,17.98,17.98,17.98,17.98
2045,13.15,13.15,13.15,13.15,13.15
2046,13.19,13.19,13.19,13.19,13.19
2047,11.88,11.88,11.88,11.88,11.88
2048,11.43,11.43,11.43,11.43,11.43
2049,15.25,15.25,15.25,15.25,15.25
2050,33.06,33.06,33.06,33.06,33.06
2051,18.67,18.67,18.67,18.67,18.67
2052,19.68,19.68,19.68,19.68,19.68
2053,46.3,46.3,46.3,46.3,46.3
2054,44.31,44.31,44.31,44.31,44.31
2055,37.44,37.44,37.44,37.44,37.44
2056,52,52,52,52,52
2057,38.09,38.09,38.09,38.09,38.09
2058,30.42,30.42,30.42,30.42,30.42
2059,26.15,26.15,26.15,26.15,26.15
2060,24.48,24.48,24.48,24.48,24.48
2061,29.8,29.8,29.8,29.8,29.8
2062,37.33,37.33,37.33,37.33,37.33
2063,43.06,43.06,43.06,43.06,43.06
2064,46.59,46.59,46.59,46.59,46.59
2065,39.32,39.32,39.32,39.32,39.32
2066,52,52,52,52,52
2067,50.97,50.97,50.97,50.97,50.97
2068,40.7,40.7,40.7,40.7,40.7
2069,30.83,30.83,30.83,30.83,30.83
2070,26.76,26.76,26.76,26.76,26.76
2071,45.69,45.69,45.69,45.69,45.69
2072,52,52,52,52,52
2073,52,52,52,52,52
2074,52,52,52,52,52
2075,52,52,52,52,52
2076,39.53,39.53,39.53,39.53,39.53
2077,32.25,32.25,32.25,32.25,32.25
2078,27.98,27.98,27.98,27.98,27.98
2079,42.91,42.91,42.91,42.91,42.91
2080,49.84,49.84,49.84,49.84,49.84
2081,37.77,37.77,37.77,37.77,37.77
2082,34.7,34.7,34.7,34.7,34.7
2083,42.02,42.02,42.02,42.02,42.02
2084,52,52,52,52,52
2085,39.28,39.28,39.28,39.28,39.28
2086,28.54,28.54,28.54,28.54,28.54
2087,32.4,32.4,32.4,32.4,32.4
2088,34.26,34.26,34.26,34.26,34.26
2089,52,52,52,52,52
2090,52,52,52,52,52
2091,52,52,52,52,52
2092,52,52,52,52,52
2093,52,52,52,52,52
2094,52,52,52,52,52
2095,52,52,52,52,52
2096,52,52,52,52,52
2097,52,52,52,52,52
2098,52,52,52,52,52
2099,52,52,52,52,52
2100,52,52,52,52,52
2101,52,52,52,52,52
2102,52,52,52,52,52
2103,52,52,52,52,52
2104,52,52,52,52,52
2105,52,52,52,52,52
2106,52,52,52,52,52
2107,52,52,52,52,52
2108,52,52,52,52,52
2109,52,52,52,52,52
2110,52,52,52,52,52
2111,52,52,52,52,52
2112,52,52,52,52,52
2113,52,52,52,52,52
2114,52,52,52,52,52
2115,52,52,52,52,52
2116,52,52,52,52,52
2117,52,52,52,52,52
2118,52,52,52,52,52
2119,52,52,52,52,52
2120,52,52,52,52,52
2121,52,52,52,52,52
2122,52,52,52,52,52
2123,52,52,52,52,52
2124,52,52,52,52,52
2125,52,52,52,52,52
2126,52,52,52,52,52
2127,52,52,52,52,52
2128,52,52,52,52,52
2129,52,52,52,52,52
2130,52,52,52,52,52
2131,52,52,52,52,52
2132,52,52,52,52,52
2133,52,52,52,52,52
2134,52,52,52,52,52
2135,52,52,52,52,52
2136,52,52,52,52,52
2137,52,52,52,52,52
2138,46.18,46.18,46.18,46.18,46.18
2139,52,52,52,52,52
2140,44.49,44.49,44.49,44.49,44.49
2141,48.14,48.14,48.14,48.14,48.14
2142,52,52,52,52,52
2143,52,52,52,52,52
2144,50.51,50.51,50.51,50.51,50.51
2145,52,52,52,52,52
2146,52,52,52,52,52
2147,52,52,52,52,52
2148,52,52,52,52,52
2149,52,52,52,52,52
2150,52,52,52,52,52
2151,52,52,52,52,52
2152,46.77,46.77,46.77,46.77,46.77
2153,52,52,52,52,52
2154,52,52,52,52,52
2155,52,52,52,52,52
2156,51.6,51.6,51.6,51.6,51.6
2157,52,52,52,52,52
2158,52,52,52,52,52
2159,40.67,40.67,40.67,40.67,40.67
2160,35.43,35.43,35.43,35.43,35.43
2161,31.58,31.58,31.58,31.58,31.58
2162,28.54,28.54,28.54,28.54,28.54
2163,26.3,26.3,26.3,26.3,26.3
2164,24.66,24.66,24.66,24.66,24.66
2165,23.41,23.41,23.41,23.41,23.41
2166,25.17,25.17,25.17,25.17,25.17
2167,20.33,20.33,20.33,20.33,20.33
2168,18.89,18.89,18.89,18.89,18.89
2169,17.84,17.84,17.84,17.84,17.84
2170,16.6,16.6,16.6,16.6,16.6
2171,15.36,15.36,15.36,15.36,15.36
2172,14.72,14.72,14.72,14.72,14.72
2173,14.28,14.28,14.28,14.28,14.28
2174,14.63,14.63,14.63,14.63,14.63
2175,13.79,13.79,13.79,13.79,13.79
2176,13.61,13.61,13.61,13.61,13.61
2177,11.89,11.89,11.89,11.89,11.89
2178,11.07,11.07,11.07,11.07,11.07
2179,10.48,10.48,10.48,10.48,10.48
2180,9.88,9.88,9.88,9.88,9.88
2181,9.36,9.36,9.36,9.36,9.36
2182,9.56,9.56,9.56,9.56,9.56
2183,8.74,8.74,8.74,8.74,8.74
2184,8.08,8.08,8.08,8.08,8.08
2185,8.08,8.08,8.08,8.08,8.08
2186,10.44,10.44,10.44,10.44,10.44
2187,9.02,9.02,9.02,9.02,9.02
2188,8.22,8.22,8.22,8.22,8.22
2189,7.23,7.23,7.23,7.23,7.23
2190,8.05,8.05,8.05,8.05,8.05
2191,6.77,6.77,6.77,6.77,6.77
2192,6.03,6.03,6.03,6.03,6.03
2193,5.81,5.81,5.81,5.81,5.81
2194,5.57,5.57,5.57,5.57,5.57
2195,6.11,6.11,6.11,6.11,6.11
2196,5.99,5.99,5.99,5.99,5.99
2197,8.51,8.51,8.51,8.51,8.51
2198,11.61,11.61,11.61,11.61,11.61
2199,10.8,10.8,10.8,10.8,10.8
2200,6.7,6.7,6.7,6.7,6.7
2201,6.3,6.3,6.3,6.3,6.3
2202,5.56,5.56,5.56,5.56,5.56
2203,5.2,5.2,5.2,5.2,5.2
2204,5.2,5.2,5.2,5.2,5.2
2205,5.2,5.2,5.2,5.2,5.2
2206,5.2,5.2,5.2,5.2,5.2
2207,5.2,5.2,5.2,5.2,5.2
2208,12.09,12.09,12.09,12.09,12.09
2209,8.74,8.74,8.74,8.74,8.74
2210,5.2,5.2,5.2,5.2,5.2
2211,5.2,5.2,5.2,5.2,5.2
2212,5.2,5.2,5.2,5.2,5.2
2213,5.2,5.2,5.2,5.2,5.2
2214,5.2,5.2,5.2,5.2,5.2
2215,5.2,5.2,5.2,5.2,5.2
2216,5.2,5.2,5.2,5.2,5.2
2217,5.2,5.2,5.2,5.2,5.2
2218,5.2,5.2,5.2,5.2,5.2
2219,5.2,5.2,5.2,5.2,5.2
2220,5.2,5.2,5.2,5.2,5.2
2221,5.2,5.2,5.2,5.2,5.2
2222,5.2,5.2,5.2,5.2,5.2
2223,5.2,5.2,5.2,5.2,5.2
2224,5.2,5.2,5.2,5.2,5.2
2225,5.2,5.2,5.2,5.2,5.2
2226,6.13,6.13,6.13,6.13,6.13
2227,13.44,13.44,13.44,13.44,13.44
2228,5.39,5.39,5.39,5.39,5.39
2229,5.2,5.2,5.2,5.2,5.2
2230,5.2,5.2,5.2,5.2,5.2
2231,5.2,5.2,5.2,5.2,5.2
2232,5.2,5.2,5.2,5.2,5.2
2233,5.2,5.2,5.2,5.2,5.2
2234,5.2,5.2,5.2,5.2,5.2
2235,5.2,5.2,5.2,5.2,5.2
2236,5.2,5.2,5.2,5.2,5.2
2237,5.2,5.2,5.2,5.2,5.2
2238,5.2,5.2,5.2,5.2,5.2
2239,5.2,5.2,5.2,5.2,5.2
2240,5.2,5.2,5.2,5.2,5.2
2241,5.2,5.2,5.2,5.2,5.2
2242,5.2,5.2,5.2,5.2,5.2
2243,5.2,5.2,5.2,5.2,5.2
2244,5.2,5.2,5.2,5.2,5.2
2245,5.2,5.2,5.2,5.2,5.2
2246,5.2,5.2,5.2,5.2,5.2
2247,5.2,5.2,5.2,5.2,5.2
2248,5.2,5.2,5.2,5.2,5.2
2249,5.2,5.2,5.2,5.2,5.2
2250,5.2,5.2,5.2,5.2,5.2
2251,5.2,5.2,5.2,5.2,5.2
2252,5.2,5.2,5.2,5.2,5.2
2253,5.2,5.2,5.2,5.2,5.2
2254,5.2,5.2,5.2,5.2,5.2
2255,5.2,5.2,5.2,5.2,5.2
2256,5.2,5.2,5.2,5.2,5.2
2257,5.2,5.2,5.2,5.2,5.2
2258,5.2,5.2,5.2,5.2,5.2
2259,5.2,5.2,5.2,5.2,5.2
2260,5.2,5.2,5.2,5.2,5.2
2261,5.2,5.2,5.2,5.2,5.2
2262,5.2,5.2,5.2,5.2,5.2
2263,5.2,5.2,5.2,5.2,5.2
