$Inflows,
JDAY 1.0 = 1/1/2017 12 am,
JDAY,QIN
4894,19.2
4897,22.4
4898,19.2
4899,30.5
4900,31.3
4901,24
4902,20.2
4903,16.8
4904,24
4905,23.2
4906,21.6
4907,17
4908,15.7
4909,14.3
4910,18.7
4911,16.7
4912,14.2
4913,12.7
4914,20.7
4915,17
4916,14.7
4917,15.7
4918,16.6
4919,23.8
4920,16.1
4922,14.8
4923,14.2
4924,19.1
4925,16.2
4926,13.6
4927,12.7
4928,24.2
4929,20.1
4930,19.6
4931,36
4932,26.2
4933,22.5
4934,26.3
4935,20.7
4936,19
4937,17
4938,16
4939,15.6
4940,25.9
4941,20.9
4942,15.8
4943,14.1
4944,13.1
4945,12.5
4946,12
4947,12.5
4948,15.6
4949,14.2
4950,12.5
4951,16.7
4952,15
4953,11.8
4954,11.1
4955,11.3
4956,10.6
4957,10.6
4975,18.8
4976,24.2
4977,27
4978,22.3
4979,19.1
4980,19
4981,16.2
4982,25.3
4983,50.8
4984,43.7
4985,35
4986,28.3
4987,29.6
4988,27.2
4989,24.2
4990,26.9
4991,23.2
4992,34
4993,37.5
4994,48.8
4995,45.9
4996,39.4
4997,39.6
4998,45.7
4999,43.5
5000,36.5
5001,38.9
5002,40
5003,37
5004,30.6
5005,27.7
5006,26.5
5007,26.7
5008,61.8
5009,40.3
5010,60.2
5011,46.1
5012,40.6
5013,33.8
5014,31.3
5015,28
5016,24.8
5017,35.6
5018,27.4
5019,25.5
5020,25.4
5021,36.3
5022,41.2
5023,42.4
5024,37.7
5025,42.2
5026,40.1
5027,37.7
5028,32.9
5029,30.7
5030,27.8
5031,25.1
5032,36.1
5033,31.1
5034,25.5
5035,26.4
5036,21.7
5037,25.4
5038,47.6
5039,31.1
5040,36.4
5041,52.3
5042,64.3
5043,43.2
5044,54.7
5045,41.5
5046,38.7
5047,81.5
5048,77.1
5049,51.9
5050,65.4
5051,43.2
5052,38.3
5053,72.8
5054,53.3
5055,39.2
5056,33.7
5057,41.7
5058,35.3
5059,30.2
5060,30.1
5061,43.9
5062,54.7
5063,44.4
5064,35.1
5065,31.4
5066,29.3
5067,34.1
5068,28.8
5069,25.5
5070,23.5
5071,28
5072,26.9
5073,23
5074,20.7
5075,19.5
5076,19
5077,18
5078,17.8
5079,20.3
5080,18.1
5081,16.5
5082,15.4
5083,14.5
5084,14.1
5085,13.6
5086,13.8
5087,13.2
5088,12.3
5089,11.9
5090,11.1
5091,11
5092,10.8
5093,10.4
5094,10
5097,9.17
5098,9.95
5099,9.3
5100,8.85
5101,8.69
5102,8.42
5103,7.9
5104,7.63
5105,7.43
5106,7.17
5107,6.91
5108,6.89
5109,6.68
5110,6.52
5111,6.28
5112,6.2
5113,6.02
5114,5.9
5115,5.8
5116,5.73
5117,5.42
5118,5.09
5119,5.92
5120,5.8
5121,5.3
5122,5.16
5123,5.5
5124,5.21
5125,4.55
5126,4.47
5127,4.28
5128,4.07
5129,4.01
5144,3.23
5160,7.440892
5188,7.961665
5219,8.558407
5242,53.3
5251,13.3
5252,13
5253,11.9
5254,26.2
5255,16.1
5256,12.1
5257,11.3
5258,10.9
5259,12
5260,11.1
5261,9.48
5262,17.1
5263,24.6
5264,27.2
5265,38.6
5266,38.1
5267,24.8
5268,29.4
5269,43.8
5270,29.9
5271,48.1
5272,54.7
5273,31.8
5274,24
5275,20.1
5276,17.4
5277,16.2
5278,47
5279,29.6
5280,20.7
5281,18.3
5282,16.6
5283,14.7
5284,13.9
5285,16.5
5286,14
5287,13
5288,27.2
5289,21.8
5290,16.5
5291,15.3
5292,15.2
5293,13.5
5294,11.7
5295,11.2
5296,11.9
5297,11.1
5298,11.9
5299,10
5300,9.05
5301,9.98
5302,8.83
5303,7.92
5304,7.4
5305,7.32
5306,7.22
5307,7.09
5308,8.02
5309,7.36
5310,6.62
5311,6.47
5312,6.72
5313,6.18
5314,5.59
5315,5.32
5316,5.28
5317,5.11
5318,4.83
5319,4.49
5320,4.52
5321,13.2
5322,7.68
5323,5.62
5326,6.44
5327,6.11
5328,5.89
5329,6.42
5330,9.86
5331,6.58
5332,5.68
5333,7.2
5334,7.26
5335,7.6
5336,7.46
5337,15.3
5338,22.2
5339,11.6
5340,8.94
5341,7.93
5342,8.9
5343,7.56
5344,8.46
5345,7.74
5346,10.4
5347,10.6
5348,8.9
5349,10.3
5350,9.67
5351,17.1
5352,34.5
5353,25.6
5354,40.8
5355,42.7
5356,27.3
5357,20.8
5358,17.8
5359,17.8
5360,14.6
5361,17.1
5362,14.3
5363,15
5364,17.2
5365,17.4
5366,13.7
5367,31
5368,41.8
5369,43.7
5370,56
5371,43.8
5372,44.9
5373,53.4
5374,77.4
5375,75.9
5376,76.7
5377,58
5378,43.7
5379,40.6
5380,66.4
5381,67.2
5382,60.2
5383,53.4
5384,42.2
5385,43.6
5386,58.8
5387,49.3
5388,47.3
5389,36.4
5390,30.2
5391,26.9
5392,26.3
5393,34.8
5394,60.4
5395,59.8
5396,38.6
5397,35.3
5398,33.2
5399,37.2
5400,53.8
5401,49.6
5402,44.5
5403,51.4
5404,51.6
5405,70.4
5406,58.3
5407,66.2
5408,71.3
5409,55.8
5410,50
5411,43.9
5412,46.1
5413,52.1
5414,53.6
5415,47.7
5416,42.4
5417,44.9
5418,71.1
5419,57
5420,51.1
5421,41.5
5422,35.4
5423,43.3
5424,33.4
5425,50
5426,48.7
5427,53.5
5428,62.4
5437,25
5438,23
5439,21.4
5440,20.2
5441,19.1
5442,18.3
5443,18.2
5444,16.9
5445,16
5446,15.2
5447,14.6
5448,14
5449,13.3
5450,13.1
5451,12.9
5452,12.7
5453,12.2
5454,12
5455,12.1
5456,12.2
5457,11.3
5458,11
5459,10.4
5460,10.7
5461,10.5
5462,14.9
5463,11.6
5467,9.19
5468,8.84
5469,8.56
5470,8.29
5471,8.05
5472,7.74
5473,7.65
5474,7.2
5475,7.02
5476,6.91
5477,6.66
5478,6.53
5479,6.46
5480,6.39
5481,6.17
5482,6.02
5483,5.94
5484,5.64
5485,5.53
5486,5.4
5487,5.32
5488,5.26
5489,5.04
5490,4.83
5491,4.86
5492,4.68
5493,4.67
5494,4.59
5495,4.42
5496,4.25
5497,4.23
5498,4.25
5499,4.24
5500,4.19
5501,4.16
5502,3.98
5503,3.6
5504,3.49
5505,3.39
5506,3.35
5507,3.68
5510,5.47
5511,5.15
5512,4.95
5513,4.87
5514,4.76
5515,5.96
5516,5.62
5517,5.26
5518,5.55
5519,9.28
5520,10.4
5521,8.89
5522,6.19
5523,5.6
5524,5.16
5525,4.8
5526,5.73
5527,5.4
5528,4.85
5529,4.34
5530,4.19
5531,4.14
5532,4.03
5533,3.95
5534,4.03
5535,3.92
5536,3.66
5537,3.63
5538,3.82
5539,3.74
5540,3.54
5541,3.39
5542,3.22
5543,3.01
5544,2.97
5545,2.9
5546,2.81
5547,2.73
5548,2.84
5549,2.65
5550,2.56
5551,2.48
5552,2.38
5553,2.42
5554,2.77
5555,2.97
5556,2.87
5557,4.29
5586,5.02
5587,6.05
5588,6.02
5589,7.06
5590,8.99
5591,6.86
5592,5.71
5593,5.19
5594,5.05
5595,5.55
5596,7.81
5597,6.9
5598,10.1
5599,9.64
5600,8.83
5601,10
5602,9.1
5603,12.7
5604,14.7
5605,13.1
5606,12.5
5607,16.2
5608,11.9
5609,12.2
5610,11.7
5611,9.1
5612,8.01
5635,19
5636,12.4
5637,27.9
5638,27.5
5639,30.3
5640,55.4
5641,35.6
5642,24.7
5643,19.9
5644,16.1
5645,13.6
5646,12
5647,11.2
5648,10.1
5649,9.2
5650,8.97
5651,9.2
5652,9.07
5653,7.86
5654,7.21
5655,6.74
5656,6.41
5657,6.26
5658,7.64
5659,8.38
5660,6.93
5661,5.97
5662,5.48
5663,5.26
5664,6.53
5665,5.79
5666,6.05
5667,6.36
5668,17.8
5669,10.4
5670,17
5671,12.7
5672,9.56
5673,8.86
5674,10.2
5675,10.1
5676,8.63
5677,8.33
5678,16.4
5679,10.7
5680,10.3
5681,14.9
5682,17.7
5683,13.2
5684,10.2
5685,8.69
5686,7.89
5687,7.64
5688,7.16
5689,23.6
5690,11.5
5691,8.7
5692,7.65
5693,7.06
5694,6.39
5695,5.95
5696,6.5
5697,5.83
5698,5.8
5699,7.5
5700,6.84
5701,5.86
5702,6.18
5703,6.05
5704,6.1
5705,6
5706,5.33
5707,5.18
5708,4.88
5709,4.73
5710,4.54
5711,7.58
5712,5.35
5713,5.02
5714,4.94
5715,4.48
5716,4.52
5717,4.24
5718,3.82
5719,3.59
5720,11.4
5721,6.54
5722,5.55
5723,4.92
5724,5.22
5725,7.27
5726,6.55
5727,10.7
5728,7.17
5729,5.6
5730,5.19
5731,9.06
5732,11.3
5733,26.8
5734,15.7
5735,15
5736,10.8
5737,11.3
5738,9.47
5739,11
5740,9.16
5741,15.7
5742,11.7
5743,34.8
5744,22.4
5745,27.2
5746,47
5747,36.5
5748,33.2
5749,25
5750,28.2
5751,33.5
5752,32.1
5753,26.5
5754,24.9
5755,27
5756,21.4
5757,19.5
5758,17.8
5759,21.7
5760,19.9
5761,17.8
5762,15.5
5763,16.4
5764,18.8
5765,27.4
5766,38.5
5767,44.3
5768,50.9
5769,40.9
5770,45
5771,36.6
5772,55.2
5773,85.8
5774,51.1
5775,38.9
5776,43.9
5777,43.6
5778,37.3
5779,37.4
5780,35.2
5781,35.4
5782,38.3
5783,30
5784,27.8
5785,27.6
5786,24.9
5787,37.7
5788,42.6
5789,50.5
5790,36.6
5791,31.4
5792,31.2
5793,40.8
5794,61.2
5795,42.6
5796,36
5797,32.3
5798,49.3
5799,47.6
5800,74.9
5801,81.9
5802,50.1
5803,60.3
5804,76.3
5805,57.2
5806,44.2
5807,37.5
5808,32.5
5809,28.8
5810,26
5811,23.6
5812,22
5813,20.4
5814,19
5815,17.8
5816,17
5817,15.6
5818,14.6
5819,13.8
5820,13.2
5821,14
5822,13.5
5823,13.3
5824,11.9
5825,11.2
5826,25.6
5827,17.5
5828,13.8
5829,14.2
5830,12.7
5831,12
5832,11
5833,10.7
5834,10.1
5835,9.75
5836,9.47
5837,8.97
5838,8.62
5839,8.21
5840,8.01
5841,10.3
5842,8.84
5843,7.71
5844,7.36
5845,7.02
5846,6.83
5847,6.75
5848,6.53
5849,6.21
5850,5.91
5851,7.43
5852,7.29
5853,6.82
5854,6.44
5855,6.21
5856,6.03
5857,6.01
5858,5.86
5859,5.59
5860,5.34
5861,5.3
5862,5.17
5863,5.03
5864,4.85
5865,4.75
5866,4.52
5867,4.5
5868,4.3
5869,4.42
5870,4.32
5871,4.16
5872,3.95
5873,3.84
5874,3.66
5875,3.65
5876,3.69
5877,3.48
5878,3.33
5879,3.3
5880,3.27
5881,3.16
5882,3.09
5883,2.91
5884,2.8
5885,2.98
5886,3.4
5887,3.25
5888,2.88
5889,2.66
5890,2.51
5891,2.49
5892,2.41
5893,2.32
5894,2.63
5895,2.37
5896,2.26
5897,2.18
5898,2.22
5899,2.13
5900,2.08
5901,1.97
5902,1.89
5903,1.77
5904,1.74
5905,1.73
5906,1.68
5907,1.6
5908,1.6
5909,1.74
5910,2.2
5911,2.13
5912,1.8
5913,1.58
5914,1.56
5915,1.48
5916,1.36
5917,1.39
5918,1.73
5921,1.34
5922,1.31
5923,1.23
5924,1.42
5925,1.32
5926,1.1
5927,1.08
5928,1.21
5929,1.23
5930,1.31
5931,1.25
5932,2.05
5933,2.55
5934,4.37
5935,3.6
5936,4.87
5937,5.56
5938,2.69
5939,2.08
5940,1.87
5941,1.79
5942,1.44
5943,1.42
5944,1.33
5945,1.29
5946,1.22
5947,1.24
5948,1.18
5949,1.24
5950,1.16
5951,1.44
5952,1.68
5953,1.67
5954,2.38
5955,2.44
5956,1.68
5957,1.92
5958,2.26
5959,1.81
5960,2.04
5961,2.91
5962,6.11
5963,13.8
5964,20.7
5965,40.8
5966,19.6
5967,15.6
5968,22.8
5969,17.8
5970,16.7
5971,12
5972,16.9
5973,11.4
5974,17.9
5975,13
5976,9.6
5977,8.07
5978,6.95
5979,7.16
5980,6.48
5981,6.25
5982,9.04
5983,7.33
5984,6.29
5985,5.39
5986,5.07
5987,7.9
5988,6.97
5989,5.97
5990,9.35
5991,13.2
5992,12.5
5993,23.4
5994,27.4
5995,25.5
5996,44.9
5997,40.2
5998,32.7
5999,26.3
6000,22.1
6001,44.1
6002,35.6
6003,38.7
6004,67.2
6026,13.9
6027,14.2
6028,13.4
6029,12.5
6030,11.8
6031,11.6
6032,10.9
6033,13.4
6034,13.1
6035,10.8
6036,10.3
6037,16.6
6038,13.8
6039,11.3
6040,10.5
6041,10.1
6042,9.91
6043,9.91
6044,9.98
6045,11.4
6046,9.88
6047,8.92
6048,9.03
6049,12.2
6050,9.4
6051,8.53
6052,8.88
6053,14.6
6054,11
6055,9.72
6056,8.94
6057,7.25
6058,8.02
6059,27.5
6060,20.5
6061,17.3
6062,14
6063,9.85
6064,12.4
6065,10.9
6066,10.3
6067,9.66
6068,9.66
6080,16.5
6081,14.9
6082,23
6083,20.4
6084,16.5
6085,37.8
6086,39.4
6087,43.9
6088,45.9
