$inflows,
JDAY 1.0= 1/1/2000 12am,
JDAY,QIN
2125,281.57
2126,219.48
2127,233.38
2128,203.29
2129,198.2
2130,215.11
2131,234.01
2132,208.92
2133,181.83
2134,165.74
2135,170.64
2136,176.55
2137,160.46
2138,144.37
2139,155.28
2140,147.18
2141,171.09
2142,165
2143,171.91
2144,167.81
2145,181.72
2146,158.63
2147,169.37
2148,160.1
2149,152.84
2150,154.58
2151,141.32
2152,132.05
2153,161.79
2154,170.53
2155,160.27
2156,132
2157,145.74
2158,126.48
2159,114.22
2160,105.05
2161,98.09
2162,92.23
2163,88.46
2164,86.5
2165,89.24
2166,83.38
2167,75.31
2168,72.55
2169,68.79
2170,65.23
2171,62.36
2172,60.2
2173,61.14
2174,59.28
2175,58.81
2176,55.25
2177,51.82
2178,49.89
2179,48.26
2180,47.02
2181,46.99
2182,46.86
2183,44.13
2184,42.9
2185,47.67
2186,46.43
2187,46
2188,43.77
2189,42.74
2190,41.21
2191,38.88
2192,36.94
2193,36.01
2194,38.08
2195,36.35
2196,38.52
2197,43.59
2198,50.15
2199,42.82
2200,37.79
2201,37.16
2202,34.43
2203,33.1
2204,32.06
2205,31.23
2206,30.1
2207,38.17
2208,68.85
2209,41.63
2210,34.21
2211,31.9
2212,30.38
2213,29.06
2214,28.24
2215,28.12
2216,27.1
2217,25.88
2218,25.26
2219,25.05
2220,24.93
2221,25.31
2222,25.69
2223,28.57
2224,26.75
2225,34.03
2226,49.81
2227,47
2228,35.78
2229,29.66
2230,27.34
2231,25.52
2232,24.3
2233,23.38
2234,22.76
2235,22.25
2236,21.53
2237,23.91
2238,23.59
2239,21.07
2240,20.36
2241,19.94
2242,19.53
2243,19.11
2244,18.6
2245,18.08
2246,17.97
2247,17.85
2248,17.74
2249,17.73
2250,18.21
2251,17.8
2252,16.78
2253,16.57
2254,16.35
2255,16.24
2256,16.32
2257,15.8
2258,15.39
2259,15.38
2260,16.26
2261,15.24
2262,15.83
2263,15.51
2264,15
2265,14.78
2266,14.37
2267,14.18
2268,14.1
2269,14.11
2270,13.83
2271,13.74
2272,13.55
2273,13.67
2274,15.28
2275,16.19
2276,17.71
2277,15.92
2278,16.24
2279,15.85
2280,16.16
2281,19.68
2282,27.79
2283,20.81
2284,20.32
2285,20.33
2286,21.75
2287,31.56
2288,36.18
2289,41.79
2290,30
2291,32.22
2292,40.73
2293,44.84
2294,40.96
2295,38.57
2296,38.49
2297,34.5
2298,29.08
2299,27.76
2300,24.64
2301,26.01
2302,38.59
2303,36.27
2304,29.45
2305,25.63
2306,24.2
2307,24.98
2308,25.56
2309,33.74
2310,28.22
2311,32.3
2312,35.67
2313,32.65
2314,31.63
2315,23.91
2316,29.89
2317,28.37
2318,30.64
2319,37.92
2320,54.1
2321,95.58
2322,101.76
2323,76.84
2324,66.61
2325,65.29
2326,69.67
2327,80.75
2328,65.6
2329,69.25
2330,62.49
2331,64.04
2332,69.19
2333,90.74
2334,96.89
2335,104.83
2336,87.48
2337,75.03
2338,74.18
2339,64.13
2340,58.87
2341,60.52
2342,57.07
2343,55.02
2344,66.07
2345,91.62
2346,68.36
2347,91.41
2348,126.56
2349,125.51
2350,190.56
2351,148.2
2352,168.35
2353,180.2
2354,155.45
2355,127
2356,121.14
2357,117.39
2358,103.34
2359,107.8
2360,93.77
2361,81.63
2362,87
2363,83.86
2364,78.43
2365,90.49
2366,80.25
2367,89.12
2368,84.38
2369,77.55
2370,72.61
2371,65.98
2372,60.34
2373,57.21
2374,53.77
2375,51.73
2376,56.6
2377,54.56
2378,55.03
2379,48.79
2380,50.16
2381,55.32
2382,65.38
2383,59.75
2384,50.51
2385,47.18
2386,55.74
2387,55.21
2388,55.17
2389,50.74
2390,59.52
2391,82.69
2392,92.87
2393,94.64
2394,122.22
2395,99.79
2396,85.07
2397,81.64
2398,76.82
2399,81.49
2400,95.46
2401,106.84
2402,113.51
2403,106.29
2404,102.06
2405,88.94
2406,80.81
2407,80.79
2408,71.56
2409,67.93
2410,62.71
2411,66.98
2412,67.16
2413,59.43
2414,59.91
2415,138.48
2416,114.06
2417,83.63
2418,70.71
2419,94.88
2420,81.7
2421,92.11
2422,87.73
2423,84.45
2424,80.06
2425,75.58
2426,77.7
2427,71.61
2428,71.93
2429,71.05
2430,78.96
2431,75.68
2432,80.5
2433,77.51
2434,75.73
2435,68.05
2436,70.27
2437,76.98
2438,95.9
2439,93.42
2440,81.23
2441,124.65
2442,127.17
2443,112.88
2444,102.2
2445,105.42
2446,91.53
2447,83.45
2448,98.07
2449,132.58
2450,114.1
2451,96.77
2452,95.43
2453,98.9
2454,97.57
2455,120.23
2456,120.1
2457,95.87
2458,85.53
2459,84
2460,75.67
2461,65.03
2462,58.2
2463,54.87
2464,98.53
2465,70.2
2466,57.87
2467,59.13
2468,71.1
2469,101.77
2470,79.43
2471,159.1
2472,120.17
2473,111.23
2474,108.3
2475,152.37
2476,179.43
2477,166.5
2478,141.57
2479,119.63
2480,273.7
2481,278.68
2482,202.67
2483,187.65
2484,204.64
2485,633.62
2486,621.6
2487,293.59
2488,227.57
2489,191.55
2490,173.54
2491,150.52
2492,127.51
2493,236.49
2494,342.47
2495,217.46
2496,166.44
2497,199.43
2498,215.41
2499,165.39
2500,139.38
2501,134.36
2502,179.35
2503,298.33
2504,216.31
2505,207.5
2506,228.38
2507,192.36
2508,202.75
2509,184.13
2510,247.22
2511,236.2
2512,181.12
2513,158.05
2514,146.97
2515,148.9
2516,149.82
2517,125.75
2518,126.67
2519,131.59
2520,119.52
2521,114.44
2522,99.37
2523,97.29
2524,108.22
2525,113.14
2526,92.47
2527,90.79
2528,84.31
2529,80.04
2530,73.56
2531,71.09
2532,66.81
2533,65.14
2534,63.76
2535,62.68
2536,63.61
2537,66.53
2538,64.26
2539,66.38
2540,81.21
2541,81.23
2542,67.48
2543,61.73
2544,58.98
2545,58.54
2546,58.39
2547,63.94
2548,58.29
2549,58.94
2550,60.89
2551,84.64
2552,54.69
2553,42.25
2554,41.9
2555,37.65
2556,35.9
2557,35.35
2558,35.4
2559,33.35
2560,33.3
2561,37.86
2562,35.41
2563,32.36
2564,31.81
2565,24.26
2566,24.01
2567,23.86
2568,23.71
2569,23.67
2570,23.62
2571,23.47
2572,23.42
2573,23.4
2574,23.38
2575,22.36
2576,23.65
2577,25.03
2578,24.21
2579,24.29
2580,24.97
2581,22.95
2582,22.43
2583,22.41
2584,22.6
2585,22.98
2586,24.16
2587,22.34
2588,21.12
2589,19.9
2590,19.38
2591,19.06
2592,19.05
2593,19.03
2594,18.51
2595,17.89
2596,17.37
2597,17.05
2598,16.83
2599,16.51
2600,16.4
2601,15.78
2602,15.26
2603,15.64
2604,21.84
2605,20.34
2606,19.44
2607,18.34
2608,18.13
2609,18.13
2610,17.03
2611,16.43
2612,16.33
2613,16.03
2614,15.93
2615,15.73
2616,15.53
2617,15.43
2618,15.32
2619,15.12
2620,15.02
2621,14.92
2622,14.62
2623,16.82
2624,20.32
2625,17.42
2626,16.02
2627,17.81
2628,16.91
2629,15.51
2630,15.81
2631,15.91
2632,25.23
2633,30.14
2634,17.96
2635,15.98
2636,14.09
2637,13.61
2638,19.33
2639,19.34
2640,20.26
2641,25.07
2642,24.09
2643,18.41
2644,19.62
2645,18.14
2646,20.76
2647,32.17
2648,24.39
2649,26.21
2650,23.72
2651,21.94
2652,24.26
2653,23.37
2654,36.39
2655,58.4
2656,60.52
2657,64.64
2658,72.35
2659,71.77
2660,67.89
2661,62.2
2662,57.32
2663,45.17
2664,39.41
2665,35.56
2666,32.41
2667,33.65
2668,36.3
2669,32.24
2670,28.09
2671,29.14
2672,34.28
2673,54.03
2674,63.48
2675,49.42
2676,45.17
2677,40.11
2678,64.86
2679,85.41
2680,86.95
2681,92.5
2682,88.05
2683,80.59
2684,88.54
2685,141.39
2686,130.43
2687,114.48
2688,104.52
2689,103.57
2690,103.62
2691,97.56
2692,93.61
2693,128.73
2694,143.74
2695,149.76
2696,160.78
2697,150.79
2698,175.81
2699,161.83
2700,172.84
2701,170.86
2702,174.87
2703,162.89
2704,197.91
2705,159.92
2706,162.94
2707,177.96
2708,165.97
2709,135.99
2710,130.01
2711,117.02
2712,117.04
2713,131.06
2714,144.07
2715,140.09
2716,116.1
2717,110.12
2718,105.14
2719,113.15
2720,112.17
2721,121.19
2722,153.2
2723,137.22
2724,137.23
2725,126.24
2726,114.25
2727,100.76
2728,101.47
2729,93.68
2730,88.89
2731,97.2
2732,93.21
2733,85.82
2734,78.33
2735,73.84
2736,71.75
2737,69.26
2738,65.87
2739,67.58
2740,70.39
2741,63.6
2742,60.01
2743,56.42
2744,57.53
2745,55.04
2746,57.25
2747,60.66
2748,66.67
2749,60.68
2750,75.69
2751,66.5
2752,64.41
2753,62.02
2754,61.03
2755,58.04
2756,57.15
2757,57.86
2758,64.77
2759,69.18
2760,94.19
2761,129.4
2762,134.51
2763,119.62
2764,99.93
2765,118.84
2766,117.95
2767,106.06
2768,98.67
2769,91.38
2770,87.39
2771,97.8
2772,119.61
2773,99.52
2774,124.83
2775,173.94
2776,186.05
2777,194.16
2778,161.27
2779,167.38
2780,164.49
2781,156.6
2782,156.71
2783,176.82
2784,164.93
2785,141.02
2786,136.11
2787,152.2
2788,154.29
2789,154.38
2790,140.47
2791,168.56
2792,161.65
2793,144.74
2794,140.83
2795,137.92
2796,197.01
2797,171.1
2798,176.19
2799,217.28
2800,229.36
2801,187.45
2802,167.54
2803,215.63
2804,192.72
2805,168.81
2806,157.9
2807,153.99
2808,159.08
2809,167.17
2810,167.26
2811,152.35
2812,179.44
2813,166.53
2814,191.62
2815,168.71
2816,176.82
2817,168.94
2818,178.05
2819,230.16
2820,224.27
2821,211.39
2822,231.5
2823,190.61
2824,182.73
2825,167.84
2826,166.95
2827,174.07
2828,172.18
2829,154.29
2830,146.4
2831,189.52
2832,154.63
2833,151.74
2834,181.86
2835,175.97
2836,232.08
2837,218.2
2838,190.31
2839,198.42
2840,188.54
2841,184.65
2842,239.76
2843,299.87
2844,312.99
2845,282.1
2846,261.94
2847,231.79
2848,216.63
2849,233.48
2850,318.32
2851,294.17
2852,242.01
2853,205.86
2854,194.7
2855,179.55
2856,193.39
2857,193.24
2858,229.08
2859,212.93
2860,308.77
2861,241.62
2862,223.46
2863,202.31
2864,209.15
2865,227
2866,251.84
2867,215.69
2868,216.53
2869,193.38
2870,171.22
2871,159.07
2872,155.91
2873,174.76
2874,180.6
2875,147.45
2876,132.29
2877,120.1
2878,110.91
2879,103.41
2880,96.72
2881,94.33
2882,91.14
2883,100.04
2884,85.55
2885,83.86
2886,78.97
2887,76.07
2888,72.68
2889,69.19
2890,65.5
2891,66.21
2892,69.01
2893,63.42
2894,66.63
2895,87.14
2896,80.74
2897,70.85
2898,63.66
2899,58.77
2900,62.07
2901,62.78
2902,62.49
2903,56.7
2904,57.6
2905,55.31
2906,56.02
2907,58.39
2908,50.35
2909,47.32
2910,45.09
2911,43.46
2912,42.12
2913,41.99
2914,44.06
2915,43.13
2916,49.09
2917,44.66
2918,42.93
2919,44.6
2920,44.66
2921,40.63
2922,38.1
2923,36.27
2924,34.93
2925,33.9
2926,34.17
2927,32.64
2928,31.7
2929,31.27
2930,31.04
2931,29.81
2932,28.87
2933,28.34
2934,27.81
2935,27.18
2936,26.44
2937,26.31
2938,29.5
2939,30.38
2940,26.17
2941,26.66
2942,25.85
2943,29.13
2944,24.32
2945,23.61
2946,23.1
2947,22.78
2948,22.17
2949,21.66
2950,21.25
2951,20.93
2952,20.52
2953,20.21
2954,20
2955,19.78
2956,19.47
2957,19.16
2958,19.05
2959,18.63
2960,20.32
2961,20.31
2962,19
2963,17.98
2964,17.77
2965,19.46
2966,21.65
2967,21.23
2968,26.22
2969,19.12
2970,18.63
2971,28.33
2972,31.84
2973,23.94
2974,25.65
2975,33.55
2976,23.56
2977,22.26
2978,20.66
2979,19.47
2980,19.27
2981,19.98
2982,18.28
2983,17.69
2984,17.09
2985,16.8
2986,16.7
2987,16.91
2988,16.51
2989,18.61
2990,18.52
2991,16.12
2992,15.93
2993,17.13
2994,19.04
2995,24.94
2996,28.55
2997,26.35
2998,25.08
2999,19.91
3000,24.43
3001,21.26
3002,18.89
3003,18.92
3004,17.95
3005,23.97
3006,23.1
3007,26.53
3008,21.66
3009,21.09
3010,20.21
3011,18.74
3012,17.87
3013,18.4
3014,18.83
3015,21.46
3016,19.98
3017,25.11
3018,34.04
3019,34.47
3020,42.7
3021,51.32
3022,49.85
3023,55.48
3024,67.61
3025,79.94
3026,59.86
3027,51.99
3028,45.62
3029,38.39
3030,34.35
3031,32.92
3032,32.88
3033,33.85
3034,32.02
3035,37.48
3036,32.85
3037,33.61
3038,36.78
3039,33.15
3040,30.81
3041,28.38
3042,32.04
3043,41.41
3044,64.48
3045,63.84
3046,73.21
3047,61.77
3048,52.14
3049,47.31
3050,40.57
3051,37.74
3052,48.5
3053,55.67
3054,55.04
3055,47.8
3056,42.17
3057,38.23
3058,43.5
3059,43.92
3060,57.24
3061,72.95
3062,67.27
3063,84.09
3064,136.21
3065,162.22
3066,165.24
3067,161.26
3068,157.28
3069,119.3
3070,119.31
3071,308.33
3072,1365.35
3073,462.37
3074,260.38
3075,238.4
3076,186.42
3077,180.44
3078,186.45
3079,176.47
3080,163.49
3081,173.51
3082,171.53
3083,166.54
3084,148.56
3085,144.58
3086,138.6
3087,133.61
3088,134.63
3089,168.65
3090,150.69
3091,165.74
3092,142.78
3093,158.82
3094,134.87
3095,119.91
3096,112.95
3097,109.99
3098,103.74
3099,94.78
3100,96.52
3101,95.27
3102,104.21
3103,117.25
3104,101.39
3105,110.34
3106,140.38
3107,137.42
3108,119.47
3109,162.51
3110,148.55
3111,130.6
3112,141.64
3113,146.68
3114,170.73
3115,156.77
3116,176.81
3117,203.85
3118,157.9
3119,136.94
3120,147.98
3121,137.01
3122,172.05
3123,166.08
3124,150.12
3125,164.15
3126,164.19
3127,145.23
3128,132.26
3129,124.3
3130,115.33
3131,109.37
3132,119.41
3133,118.44
3134,116.48
3135,135.51
3136,120.55
3137,119.58
3138,160.62
3139,150.66
3140,126.69
3141,113.73
3142,117.76
3143,137.8
3144,135.84
3145,118.87
3146,114.91
3147,127.94
3148,120.98
3149,107.01
3150,124.05
3151,152.07
3152,150.08
3153,156.1
3154,164.11
3155,211.13
3156,185.14
3157,174.16
3158,160.17
3159,155.19
3160,306.2
3161,235.22
3162,224.24
3163,256.25
3164,229.27
3165,210.28
3166,183.3
3167,207.31
3168,189.33
3169,188.34
3170,189.36
3171,179.38
3172,171.39
3173,160.41
3174,169.42
3175,175.44
3176,193.45
3177,161.47
3178,139.48
3179,129.5
3180,141.51
3181,133.53
3182,123.56
3183,116.59
3184,122.62
3185,153.65
3186,130.68
3187,136.72
3188,128.75
3189,168.78
3190,152.81
3191,139.84
3192,137.87
3193,132.9
3194,129.93
3195,250.96
3196,220.99
3197,205.03
3198,172.06
3199,170.09
3200,163.12
3201,167.15
3202,208.18
3203,231.21
3204,231.24
3205,202.27
3206,212.3
3207,195.34
3208,276.37
3209,660.4
3210,366.43
3211,428.46
3212,399.37
3213,324.28
3214,278.2
3215,278.11
3216,258.02
3217,259.93
3218,273.85
3219,271.76
3220,222.67
3221,209.58
3222,186.49
3223,174.41
3224,161.32
3225,151.23
3226,152.14
3227,147.06
3228,158.97
3229,155.88
3230,194.79
3231,208.71
3232,186.62
3233,179.53
3234,177.44
3235,170.35
3236,156.27
3237,143.18
3238,140.09
3239,145
3240,134.92
3241,138.83
3242,130.74
3243,134.64
3244,132.55
3245,124.45
3246,128.36
3247,124.26
3248,122.17
3249,136.07
3250,141.97
3251,179.88
3252,157.78
3253,144.69
3254,146.59
3255,141.5
3256,159.4
3257,255.3
3258,140.21
3259,123.11
3260,115.02
3261,119.92
3262,104.83
3263,92.93
3264,86.64
3265,81.54
3266,76.94
3267,73.55
3268,91.85
3269,76.16
3270,71.66
3271,68.37
3272,63.87
3273,60.72
3274,58.37
3275,56.22
3276,54.67
3277,53.42
3278,51.47
3279,50.72
3280,48.77
3281,47.32
3282,46.07
3283,45.02
3284,44.07
3285,42.72
3286,41.87
3287,41.32
3288,40.67
3289,39.82
3290,38.57
3291,37.52
3292,36.87
3293,36.02
3294,35.37
3295,40.12
3296,41.17
3297,35.82
3298,33.77
3299,34.12
3300,32.37
3301,31.72
3302,31.17
3303,32.52
3304,30.71
3305,29.9
3306,29.49
3307,29.68
3308,28.77
3309,29.55
3310,28.14
3311,28.13
3312,26.52
3313,26.41
3314,27.7
3315,25.99
3316,25.28
3317,25.57
3318,24.86
3319,26.04
3320,24.93
3321,23.82
3322,23.31
3323,24.7
3324,31.89
3325,32.28
3326,34.17
3327,29.86
3328,25.55
3329,23.73
3330,22.52
3331,21.81
3332,21.4
3333,20.89
3334,20.88
3335,20.48
3336,19.77
3337,19.17
3338,18.96
3339,18.76
3340,19.85
3341,19.05
3342,18.44
3343,17.94
3344,17.53
3345,17.43
3346,17.32
3347,17.02
3348,17.02
3349,17.21
3350,16.51
3351,16.2
3352,16.1
3353,15.99
3354,15.89
3355,15.88
3356,16.98
3357,17.67
3358,15.77
3359,15.46
3360,15.26
3361,16.15
3362,17.15
3363,17.15
3364,16.35
3365,18.04
3366,17.54
3367,18.14
3368,20.94
3369,19.64
3370,22.23
3371,24.53
3372,30.53
3373,26.73
3374,20.43
3375,22.02
3376,24.22
3377,21.62
3378,20.02
3379,22.62
3380,19.72
3381,20.41
3382,18.01
3383,16.51
3384,15.71
3385,15.11
3386,14.6
3387,14.9
3388,17.7
3389,14.7
3390,14.4
3391,15.79
3392,14.49
3393,20.79
3394,16.52
3395,20.65
3396,22.28
3397,21.41
3398,22.94
3399,19.87
3400,17.6
3401,13.64
3402,14.57
3403,13.7
3404,20.43
3405,22.26
3406,30.89
3407,29.02
3408,31.75
3409,29.88
3410,28.11
3411,30.94
3412,27.47
3413,51.5
3414,49.53
3415,33.56
3416,24.5
3417,32.13
3418,22.56
3419,20.09
3420,17.82
3421,30.45
3422,34.78
3423,44.81
3424,34.89
3425,41.17
3426,43.75
3427,58.33
3428,47.21
3429,45.29
3430,70.47
3431,65.95
3432,56.13
3433,62.61
3434,55.39
3435,70.77
3436,71.75
3437,94.63
3438,139.41
3439,165.18
3440,100.66
3441,108.84
3442,105.02
3443,105.6
3444,106.88
3445,110.96
3446,117.94
3447,105.22
3448,114.4
3449,115.38
3450,163.46
3451,177.74
3452,171.32
3453,184.3
3454,153.48
3455,161.15
3456,78.03
3457,86.7
3458,86.08
3459,85.35
3460,89.52
3461,95.6
3462,128.97
3463,128.95
3464,96.22
3465,89.69
3466,87.07
3467,89.34
3468,84.72
3469,88.29
3470,104.76
3471,100.84
3472,83.71
3473,74.89
3474,67.96
3475,67.13
3476,77.81
3477,70.48
3478,62.16
3479,68.63
3480,65.7
3481,56.48
3482,55.55
3483,50.93
3484,48.1
3485,45.99
3486,44.48
3487,42.96
3488,41.45
3489,49.84
3490,49.73
3491,46.12
3492,42.7
3493,40.99
3494,41.18
3495,40.87
3496,38.36
3497,36.64
3498,40.03
3499,38.82
3500,37.41
3501,35.9
3502,34.19
3503,33.27
3504,32.96
3505,34.35
3506,38.74
3507,43.93
3508,39.01
3509,49.6
3510,48.09
3511,40.58
3512,37.07
3513,60.45
3514,65.34
3515,51.03
3516,63.98
3517,109.14
3518,104.19
3519,89.65
3520,98.6
3521,96.56
3522,92.71
3523,86.86
3524,82.12
3525,81.67
3526,72.23
3527,69.58
3528,78.13
3529,81.59
3530,75.54
3531,73.9
3532,70.35
3533,67.41
3534,67.06
3535,95.51
3536,79.37
3537,70.52
3538,65.78
3539,70.03
3540,62.88
3541,69.64
3542,75.79
3543,69.05
3544,61.9
3545,60.06
3546,58.71
3547,62.61
3548,76.22
3549,75.12
3550,100.12
3551,81.82
3552,80.43
3553,75.53
3554,76.33
3555,79.33
3556,81.34
3557,72.04
3558,113.94
3559,123.04
3560,96.25
3561,84.45
3562,109.35
3563,97.96
3564,93.36
3565,117.66
3566,116.76
3567,118.87
3568,106.37
3569,96.37
3570,93.17
3571,103.48
3572,111.38
3573,102.98
3574,101.28
3575,90.79
3576,92.79
3577,89.6
3578,83.51
3579,86.13
3580,93.54
3581,117.35
3582,112.26
3583,99.58
3584,130.09
3585,136
3586,112.91
3587,104.92
3588,111.74
3589,110.65
3590,138.56
3591,134.47
3592,110.39
3593,106.3
3594,130.21
3595,150.12
3596,210.04
3597,209.95
3598,137.86
3599,135.77
3600,127.68
3601,114.6
3602,121.51
3603,134.42
3604,153.33
3605,127.25
3606,146.16
3607,117.07
3608,106.96
3609,96.44
3610,93.73
3611,88.72
3612,82.7
3613,87.49
3614,88.27
3615,107.16
3616,127.05
3617,127.93
3618,98.42
3619,93.51
3620,85.99
3621,80.28
3622,73.67
3623,70.45
3624,66.54
3625,62.12
3626,58.91
3627,56.7
3628,56.18
3629,52.27
3630,50.46
3631,48.64
3632,50.03
3633,51.41
3634,47.6
3635,44.59
3636,42.97
3637,41.56
3638,42.14
3639,39.52
3640,38.3
3641,38.37
3642,41.35
3643,49.63
3644,42.71
3645,40.99
3646,40.07
3647,41.14
3648,37.42
3649,40.8
3650,36.58
3651,34.96
3652,33.64
3653,35.51
3654,31.89
3655,31.17
3656,30.35
3657,29.43
3658,28.71
3659,28.28
3660,27.56
3661,26.84
3662,26.02
3663,25.9
3664,28.58
3665,29.95
3666,27.53
3667,26.61
3668,24.89
3669,23.89
3670,23.4
3671,22.7
3672,22.21
3673,21.71
3674,21.32
3675,20.82
3676,20.43
3677,22.53
3678,27.84
3679,21.64
3680,22.55
3681,20.15
3682,19.46
3683,19.16
3684,18.77
3685,18.47
3686,18.18
3687,17.78
3688,17.39
3689,17.09
3690,16.9
3691,17.1
3692,19.71
3693,19.61
3694,18.12
3695,16.92
3696,16.53
3697,19.33
3698,23.14
3699,28.94
3700,22.24
3701,19.34
3702,18.04
3703,17.14
3704,17.13
3705,16.53
3706,17.63
3707,20.43
3708,25.63
3709,27.93
3710,25.83
3711,27.83
3712,29.33
3713,28.23
3714,27.02
3715,24.52
3716,28.42
3717,29.42
3718,26.82
3719,22.62
3720,21.02
3721,19.92
3722,18.82
3723,18.51
3724,19.91
3725,17.81
3726,17.91
3727,16.81
3728,16.32
3729,15.93
3730,15.64
3731,15.85
3732,19.16
3733,23.47
3734,26.78
3735,23.19
3736,18.3
3737,19.41
3738,16.92
3739,16.43
3740,15.74
3741,15.45
3742,17.56
3743,20.97
3744,22.08
3745,30.39
3746,38
3747,32.61
3748,23.92
3749,28.13
3750,26.94
3751,27.75
3752,31.66
3753,31.47
3754,28.68
3755,30.29
3756,28.8
3757,30.51
3758,29.22
3759,29.97
3760,27.92
3761,22.17
3762,21.02
3763,25.27
3764,22.82
3765,22.57
3766,23.73
3767,23.48
3768,33.53
3769,45.88
3770,60.03
3771,73.28
3772,81.03
3773,90.88
3774,101.13
3775,109.88
3776,111.13
3777,98.68
3778,101.23
3779,105.78
3780,97.83
3781,88.69
3782,78.14
3783,69.79
3784,66.34
3785,63.39
3786,58.74
3787,56.99
3788,54.84
3789,61.58
3790,68.03
3791,62.67
3792,60.52
3793,73.56
3794,89.41
3795,97.85
3796,112
3797,125.44
3798,132.19
3799,132.83
3800,124.08
3801,109.82
3802,96.37
3803,85.41
3804,78.36
3805,83
3806,112.85
3807,170.09
3808,190.04
3809,159.28
3810,132.03
3811,115.97
3812,106.32
3813,101.86
3814,110.41
3815,110.35
3816,109.6
3817,125.84
3818,144.29
3819,159.23
3820,152.7
3821,130.48
3822,136.65
3823,160.02
3824,163.49
3825,151.37
3826,133.34
3827,115.91
3828,120.48
3829,136.96
3830,130.93
3831,120.6
3832,123.27
3833,120.25
3834,107.72
3835,112.59
3836,128.07
3837,122.04
3838,128.91
3839,134.98
3840,169.76
3841,192.23
3842,165
3843,144.77
3844,156.05
3845,174.02
3846,163.69
3847,159.16
3848,147.14
3849,128.71
3850,123
3851,115.3
3852,116.49
3853,158.39
3854,202.38
3855,190.18
3856,174.57
3857,163.46
3858,142.16
3859,150.05
3860,170.15
3861,173.04
3862,187.13
3863,209.83
3864,194.02
3865,166.72
3866,162.91
3867,160.01
3868,145.1
3869,130.59
3870,151.69
3871,188.58
3872,191.68
3873,177.97
3874,167.66
3875,163.06
3876,171.45
3877,172.35
3878,152.14
3879,132.84
3880,143.63
3881,152.69
3882,173.26
3883,187.42
3884,176.68
3885,176.35
3886,173.91
3887,173.57
3888,169.94
3889,169.5
3890,169.06
3891,178.03
3892,183.59
3893,204.35
3894,223.42
3895,200.78
3896,189.64
3897,201.3
3898,201.07
3899,210.23
3900,209.69
3901,226.86
3902,230.42
3903,191.38
3904,165.35
3905,160.21
3906,155.57
3907,164.44
3908,192.4
3909,199.96
3910,189.93
3911,180.79
3912,178.69
3913,170.98
3914,185.98
3915,198.77
3916,200.47
3917,225.86
3918,278.36
3919,288.95
3920,257.05
3921,257.44
3922,213.34
3923,196.23
3924,310.13
3925,426.02
3926,293.92
3927,247.82
3928,244.71
3929,294.61
3930,360.5
3931,351.4
3932,325.29
3933,270.19
3934,248.08
3935,223.98
3936,214.87
3937,214.77
3938,256.66
3939,189.56
3940,193.45
3941,235.35
3942,248.31
3943,209.27
3944,194.22
3945,182.18
3946,175.14
3947,184.1
3948,182.05
3949,164.01
3950,213.97
3951,249.93
3952,243.89
3953,220.84
3954,203.8
3955,222.76
3956,213.72
3957,213.67
3958,217.63
3959,394.59
3960,817.55
3961,1505.5
3962,1180.46
3963,508.42
3964,299.38
3965,250.34
3966,244.29
3967,225.25
3968,303.21
3969,270.17
3970,243.12
3971,259.08
3972,268.04
3973,248.81
3974,240.59
3975,196.36
3976,178.13
3977,166.9
3978,155.68
3979,142.45
3980,141.22
3981,128
3982,136.77
3983,133.54
3984,126.32
3985,118.09
3986,106.86
3987,134.63
3988,151.41
3989,161.18
3990,139.95
3991,136.73
3992,116.5
3993,104.37
3994,98.05
3995,91.12
3996,86.19
3997,81.56
3998,76.84
3999,73.01
4000,77.08
4001,76.36
4002,79.63
4003,70.79
4004,68.25
4005,66.71
4006,65.47
4007,66.93
4008,71.38
4009,64.14
4010,53.2
4011,50.96
4012,50.32
4013,48.58
4014,48.84
4015,48.7
4016,52.66
4017,49.72
4018,46.17
4019,41.93
4020,41.89
4021,40.65
4022,38.11
4023,45.27
4024,41.13
4025,45.89
4026,41.75
4027,36.31
4028,34.86
4029,34.02
4030,32.98
4031,32.14
4032,32.5
4033,33.76
4034,41.55
4035,54.43
4036,37.62
4037,31.3
4038,29.49
4039,28.58
4040,34.76
4041,29.25
4042,27.24
4043,26.22
4044,25.71
4045,34.69
4046,35.68
4047,29.97
4048,25.85
4049,24.74
4050,24.42
4051,24.01
4052,22.8
4053,22.08
4054,21.57
4055,21.15
4056,20.74
4057,22.23
4058,29.71
4059,39.8
4060,25.99
4061,21.57
4062,20.46
4063,19.84
4064,17.73
4065,18.93
4066,19.23
4067,27.92
4068,24.62
4069,18.92
4070,19.22
4071,18.71
4072,17.61
4073,17.61
4074,16.9
4075,16.6
4076,16.6
4077,19.7
4078,21.4
4079,19.59
4080,20.79
4081,20.19
4082,18.78
4083,16.88
4084,16.48
4085,18.38
4086,19.38
4087,31.47
4088,28.57
4089,20.87
4090,19.97
4091,21.56
4092,19.06
4093,16.87
4094,16.38
4095,16.1
4096,16.11
4097,17.52
4098,17.33
4099,15.95
4100,16.16
4101,19.17
4102,15.68
4103,15.29
4104,15.11
4105,19.72
4106,31.33
4107,22.44
4108,16.26
4109,19.27
4110,16.38
4111,17.39
4112,18.81
4113,17.52
4114,16.63
4115,19.34
4116,47.35
4117,35.47
4118,38.68
4119,48.89
4120,39.8
4121,55.92
4122,34.63
4123,29.34
4124,25.6
