$Reservoir distributed tributary flows - calculated using water balance QDT=outflows-inflows
JDAY 1.0= 1/1/2000 12am
JDAY,QDT,
  5440.0,   -9.14,
  5441.0,  -20.01,
  5442.0,  -24.07,
  5443.0,  -35.81,
  5444.0,   -9.87,
  5445.0,  -27.60,
  5446.0,  -27.94,
  5447.0,  -28.84,
  5448.0,  -30.36,
  5449.0,  -26.78,
  5450.0,  -34.66,
  5451.0,  -23.67,
  5452.0,  -19.25,
  5453.0,  -28.97,
  5454.0,  -17.67,
  5455.0,  -12.28,
  5456.0,  -12.62,
  5457.0,  -11.84,
  5458.0,  -27.94,
  5459.0,  -19.73,
  5460.0,  -24.68,
  5461.0,  -30.64,
  5462.0,  -15.30,
  5463.0,    4.85,
  5464.0,  -14.64,
  5465.0,  -15.13,
  5466.0,  -16.29,
  5467.0,  -15.48,
  5468.0,  -14.70,
  5469.0,  -15.04,
  5470.0,  -14.93,
  5471.0,  -15.68,
  5472.0,  -15.91,
  5473.0,  -16.71,
  5474.0,  -17.10,
  5475.0,  -18.45,
  5476.0,  -17.43,
  5477.0,  -18.17,
  5478.0,  -18.42,
  5479.0,  -18.31,
  5480.0,  -17.89,
  5481.0,  -18.87,
  5482.0,  -19.22,
  5483.0,  -19.72,
  5484.0,  -19.11,
  5485.0,  -20.08,
  5486.0,  -19.85,
  5487.0,  -20.57,
  5488.0,  -20.31,
  5489.0,  -19.78,
  5490.0,  -19.61,
  5491.0,  -19.61,
  5492.0,  -19.88,
  5493.0,  -20.27,
  5494.0,  -18.99,
  5495.0,  -31.11,
  5496.0,  -15.36,
  5497.0,  -15.53,
  5498.0,  -15.06,
  5499.0,  -15.25,
  5500.0,  -16.57,
  5501.0,  -18.11,
  5502.0,  -18.58,
  5503.0,  -18.17,
  5504.0,  -18.02,
  5505.0,  -18.87,
  5506.0,  -19.22,
  5507.0,  -20.13,
  5508.0,  -18.44,
  5509.0,  -18.05,
  5510.0,  -19.05,
  5511.0,  -19.90,
  5512.0,  -19.93,
  5513.0,  -20.45,
  5514.0,  -18.94,
  5515.0,  -22.35,
  5516.0,  -17.04,
  5517.0,  -25.22,
  5518.0,  -19.85,
  5519.0,  -37.10,
  5520.0,  -19.98,
  5521.0,  -14.33,
  5522.0,  -19.02,
  5523.0,  -20.27,
  5524.0,  -21.01,
  5525.0,  -21.10,
  5526.0,  -22.53,
  5527.0,  -21.54,
  5528.0,  -22.02,
  5529.0,  -22.31,
  5530.0,  -22.61,
  5531.0,  -22.39,
  5532.0,  -22.29,
  5533.0,  -23.25,
  5534.0,  -23.25,
  5535.0,  -22.71,
  5536.0,  -23.11,
  5537.0,  -23.47,
  5538.0,  -24.53,
  5539.0,  -23.74,
  5540.0,  -23.32,
  5541.0,  -17.96,
  5542.0,  -18.55,
  5543.0,  -18.58,
  5544.0,  -18.75,
  5545.0,  -18.91,
  5546.0,  -18.73,
  5547.0,  -18.41,
  5548.0,  -18.53,
  5549.0,  -18.75,
  5550.0,  -18.77,
  5551.0,  -18.45,
  5552.0,  -18.51,
  5553.0,  -17.53,
  5554.0,  -16.44,
  5555.0,  -15.10,
  5556.0,  -16.84,
  5557.0,  -18.07,
  5558.0,  -10.87,
  5559.0,  -14.12,
  5560.0,  -11.86,
  5561.0,   -5.46,
  5562.0,  -12.91,
  5563.0,  -13.36,
  5564.0,  -17.11,
  5565.0,  -17.95,
  5566.0,  -18.74,
  5567.0,  -18.67,
  5568.0,  -12.39,
  5569.0,  -16.02,
  5570.0,  -28.12,
  5571.0,   -8.44,
  5572.0,  -16.57,
  5573.0,  -17.89,
  5574.0,  -18.43,
  5575.0,  -18.18,
  5576.0,  -18.91,
  5577.0,  -19.29,
  5578.0,  -19.23,
  5579.0,  -19.94,
  5580.0,  -25.05,
  5581.0,    7.11,
  5582.0,    2.77,
  5583.0,    5.91,
  5584.0,    6.04,
  5585.0,    7.55,
  5586.0,    4.75,
  5587.0,   12.32,
  5588.0,   -3.32,
  5589.0,   -6.04,
  5590.0,  -15.25,
  5591.0,   -3.92,
  5592.0,   -9.62,
  5593.0,  -16.45,
  5594.0,  -27.72,
  5595.0,  -12.40,
  5596.0,  -15.42,
  5597.0,  -11.40,
  5598.0,  -16.02,
  5599.0,  -17.85,
  5600.0,  -19.07,
  5601.0,    2.82,
  5602.0,   -7.75,
  5603.0,   -5.15,
  5604.0,  -13.74,
  5605.0,   -4.28,
  5606.0,  -15.04,
  5607.0,    0.46,
  5608.0,   -2.74,
  5609.0,    0.40,
  5610.0,    1.64,
  5611.0,    0.36,
  5612.0,    3.45,
  5613.0,   -0.62,
  5614.0,   -3.47,
  5615.0,  -14.34,
  5616.0,    3.51,
  5617.0,    3.18,
  5618.0,   10.05,
  5619.0,   17.09,
  5620.0,    5.75,
  5621.0,   20.13,
  5622.0,    4.70,
  5623.0,    1.96,
  5624.0,    2.51,
  5625.0,    4.79,
  5626.0,   -9.12,
  5627.0,    1.05,
  5628.0,  -22.39,
  5629.0,   -5.43,
  5630.0,  -22.85,
  5631.0,   -1.59,
  5632.0,  -13.73,
  5633.0,   40.54,
  5634.0,   80.10,
  5635.0,   34.46,
  5636.0,   11.60,
  5637.0,   14.84,
  5638.0,   43.59,
  5639.0,    0.04,
  5640.0,  124.70,
  5641.0,   99.66,
  5642.0,   48.51,
  5643.0,    8.08,
  5644.0,   10.22,
  5645.0,   13.47,
  5646.0,   -0.73,
  5647.0,    4.57,
  5648.0,    3.37,
  5649.0,    1.98,
  5650.0,    1.72,
  5651.0,    8.18,
  5652.0,    7.92,
  5653.0,    1.23,
  5654.0,    0.68,
  5655.0,    1.45,
  5656.0,    1.48,
  5657.0,   -0.40,
  5658.0,   -3.98,
  5659.0,    2.20,
  5660.0,    7.68,
  5661.0,    2.59,
  5662.0,    2.06,
  5663.0,    0.95,
  5664.0,    0.75,
  5665.0,    1.99,
  5666.0,    3.29,
  5667.0,    6.04,
  5668.0,  -15.04,
  5669.0,   25.24,
  5670.0,   -1.68,
  5671.0,   10.91,
  5672.0,    7.88,
  5673.0,    7.59,
  5674.0,    2.19,
  5675.0,   14.23,
  5676.0,    4.22,
  5677.0,   14.37,
  5678.0,   17.90,
  5679.0,   12.42,
  5680.0,   22.84,
  5681.0,   17.45,
  5682.0,   33.65,
  5683.0,   25.87,
  5684.0,   15.88,
  5685.0,   11.51,
  5686.0,    9.54,
  5687.0,    8.52,
  5688.0,    5.11,
  5689.0,   11.05,
  5690.0,   29.76,
  5691.0,   11.35,
  5692.0,    0.36,
  5693.0,   14.56,
  5694.0,    6.05,
  5695.0,    6.16,
  5696.0,    4.93,
  5697.0,    1.79,
  5698.0,   -5.02,
  5699.0,  -11.62,
  5700.0,   15.97,
  5701.0,   16.93,
  5702.0,   13.03,
  5703.0,   15.94,
  5704.0,    8.37,
  5705.0,   11.37,
  5706.0,    3.92,
  5707.0,    6.81,
  5708.0,    2.58,
  5709.0,    7.24,
  5710.0,   -0.32,
  5711.0,   -2.69,
  5712.0,    1.34,
  5713.0,   -4.20,
  5714.0,   -0.60,
  5715.0,   -5.70,
  5716.0,   -4.66,
  5717.0,   -4.48,
  5718.0,   -6.24,
  5719.0,   -9.94,
  5720.0,   18.08,
  5721.0,   17.76,
  5722.0,    9.90,
  5723.0,    3.90,
  5724.0,    6.31,
  5725.0,   34.86,
  5726.0,   51.37,
  5727.0,   28.03,
  5728.0,   15.92,
  5729.0,    5.15,
  5730.0,    5.86,
  5731.0,   -1.07,
  5732.0,   19.34,
  5733.0,   24.43,
  5734.0,   40.12,
  5735.0,   15.99,
  5736.0,   12.98,
  5737.0,   -4.88,
  5738.0,   -5.80,
  5739.0,   -2.77,
  5740.0,   -1.71,
  5741.0,   -6.13,
  5742.0,    9.50,
  5743.0,    9.24,
  5744.0,   17.13,
  5745.0,   16.00,
  5746.0,   43.19,
  5747.0,   37.56,
  5748.0,   40.26,
  5749.0,   40.40,
  5750.0,   57.52,
  5751.0,   18.17,
  5752.0,   81.47,
  5753.0,   58.79,
  5754.0,   41.59,
  5755.0,   27.18,
  5756.0,   13.77,
  5757.0,    6.16,
  5758.0,   -4.03,
  5759.0,   24.44,
  5760.0,  140.55,
  5761.0,   57.22,
  5762.0,   29.64,
  5763.0,   20.86,
  5764.0,   36.82,
  5765.0,   35.27,
  5766.0,   55.40,
  5767.0,   84.95,
  5768.0,   75.24,
  5769.0,   81.64,
  5770.0,   -4.81,
  5771.0,   36.33,
  5772.0,   53.03,
  5773.0,  -19.92,
  5774.0,   32.49,
  5775.0,   38.54,
  5776.0,   76.04,
  5777.0,  119.21,
  5778.0,   90.83,
  5779.0,   16.47,
  5780.0,    0.13,
  5781.0,   -0.36,
  5782.0,    3.86,
  5783.0,   15.48,
  5784.0,  -15.69,
  5785.0,  -22.05,
  5786.0,  -21.29,
  5787.0,  -38.12,
  5788.0,   -1.34,
  5789.0,  -77.53,
  5790.0,  -30.68,
  5791.0,  -60.64,
  5792.0,    6.56,
  5793.0,   15.75,
  5794.0,  -90.99,
  5795.0,  -75.72,
  5796.0,  -59.39,
  5797.0,  -47.40,
  5798.0,  -19.94,
  5799.0,   73.84,
  5800.0,  170.74,
  5801.0,  343.87,
  5802.0,  177.77,
  5803.0,    3.74,
  5804.0,    6.08,
  5805.0,   61.95,
  5806.0,   29.64,
  5807.0,   -6.92,
  5808.0,  -20.35,
  5809.0,  -20.93,
  5810.0,  -49.91,
  5811.0,  -44.93,
  5812.0,  -43.73,
  5813.0,  -43.79,
  5814.0,  -41.33,
  5815.0,  -41.61,
  5816.0,  -43.50,
  5817.0,  -36.33,
  5818.0,  -34.37,
  5819.0,  -34.13,
  5820.0,  -32.72,
  5821.0,  -51.63,
  5822.0,  -32.60,
  5823.0,  -15.66,
  5824.0,  -13.01,
  5825.0,  -12.43,
  5826.0,  -21.91,
  5827.0,    8.87,
  5828.0,   -2.26,
  5829.0,  -12.77,
  5830.0,   -7.72,
  5831.0,   -7.21,
  5832.0,   -3.05,
  5833.0,   -0.79,
  5834.0,   -6.61,
  5835.0,   -7.31,
  5836.0,   -3.35,
  5837.0,   -1.83,
  5838.0,   -7.54,
  5839.0,   -8.56,
  5840.0,   -8.92,
  5841.0,  -11.08,
  5842.0,   -8.08,
  5843.0,   -7.51,
  5844.0,   -7.51,
