$spokane temperature and wind data data -2000,,,,,,
cloud cover based on odessa short wave solar data,,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,
23.622,-1.1,-3.9,4.12,0.87,4.77,
23.664,-1.1,-3.9,3.09,0.7,4.77,
23.706,-1.7,-3.9,2.57,0.7,4.77,
23.747,-2.2,-3.9,2.06,0.52,4.77,
23.789,-1.7,-3.9,2.57,0.87,4.77,
23.831,-1.7,-3.9,3.09,0.52,4.77,
23.872,-1.7,-3.9,3.6,0.7,4.77,
23.914,-2.2,-4.4,3.09,0.7,4.77,
23.956,-3.9,-5.6,3.09,0.52,4.77,
23.997,-4.4,-5.6,2.57,0.87,4.77,
24.039,-3.9,-5.6,1.54,1.05,8.78,
24.081,-3.3,-5,3.09,0.52,8.78,
24.122,-2.8,-5.6,4.63,0.35,8.78,
24.164,-2.8,-5.6,3.09,0.52,8.78,
24.206,-3.3,-5,4.63,0.7,8.78,
24.247,-3.9,-5.6,3.6,0.52,8.78,
24.289,-3.9,-5.6,2.57,0.17,8.78,
24.331,-3.9,-6.1,3.09,0.87,8.78,
24.372,-4.4,-6.7,4.12,0.7,8.78,
24.414,-3.3,-6.1,5.15,0.7,8.78,
24.456,-2.8,-6.1,3.6,0.87,8.78,
24.497,-2.2,-6.1,4.63,0.52,8.78,
24.539,-1.1,-5.6,4.63,0.52,8.78,
24.581,-0.6,-5.6,2.57,0.52,8.78,
24.622,-0.6,-5,3.09,0.7,8.78,
24.664,0,-4.4,3.09,0.7,8.78,
24.706,-0.6,-4.4,3.6,0.87,8.78,
24.747,-1.7,-5,3.6,0.87,8.78,
24.789,-1.7,-5,4.12,0.87,8.78,
24.831,-1.7,-5,4.63,0.87,8.78,
24.872,-1.1,-4.4,4.12,1.05,8.78,
24.914,-1.1,-5,4.12,0.87,8.78,
24.956,-1.1,-5,4.63,0.87,8.78,
24.997,-1.7,-5,4.12,1.05,8.78,
25.039,-1.7,-5,3.6,0.87,9.4,
25.081,-1.7,-5,3.6,0.87,9.4,
25.122,-1.1,-5,3.6,0.87,9.4,
25.164,-1.7,-5,3.6,0.87,9.4,
25.206,-1.7,-5,3.09,1.05,9.4,
25.247,-1.7,-4.4,3.6,0.87,9.4,
25.289,-1.7,-5,3.09,1.05,9.4,
25.331,-1.7,-5,2.06,0.87,9.4,
25.372,-1.7,-5,3.6,1.05,9.4,
25.414,-1.7,-4.4,3.09,1.05,9.4,
25.456,-1.7,-3.3,2.57,0.7,9.4,
25.497,-1.1,-2.8,2.57,0.7,9.4,
25.539,-1.1,-2.2,2.06,1.05,9.4,
25.581,-1.1,-2.2,2.06,0.87,9.4,
25.622,-1.1,-1.7,2.06,0.7,9.4,
25.664,-1.1,-1.1,1.54,1.05,9.4,
25.706,-0.6,-1.1,2.06,1.57,9.4,
25.747,-0.6,-1.7,3.6,2.79,9.4,
25.789,-1.1,-1.1,1.54,3.32,9.4,
25.831,-1.1,-1.1,2.06,3.32,9.4,
25.872,-1.1,-1.1,2.06,3.49,9.4,
25.914,-1.1,-1.1,2.57,3.49,9.4,
25.956,-1.1,-1.1,2.57,3.49,9.4,
25.997,-1.1,-1.7,4.12,3.67,9.4,
26.039,-1.1,-1.1,2.57,3.49,7.45,
26.081,-0.6,-1.1,3.6,3.67,7.45,
26.122,-1.1,-1.1,4.12,3.84,7.45,
26.164,-1.1,-1.1,4.12,3.49,7.45,
26.206,-1.1,-1.1,3.6,3.67,7.45,
26.247,-1.7,-1.7,6.69,3.49,7.45,
26.289,-1.7,-2.2,5.15,3.67,7.45,
26.331,-1.7,-2.2,5.66,3.84,7.45,
26.372,-2.2,-2.8,6.69,3.84,7.45,
26.414,-2.2,-2.8,6.69,3.67,7.45,
26.456,-2.2,-2.8,6.17,3.84,7.45,
26.497,-2.2,-2.8,5.66,3.84,7.45,
26.539,-1.7,-2.8,5.66,4.36,7.45,
26.581,-2.2,-2.8,5.66,4.19,7.45,
26.622,-2.2,-3.3,3.6,4.01,7.45,
26.664,-2.2,-2.8,4.63,3.84,7.45,
26.706,-3.3,-3.9,4.63,4.01,7.45,
26.747,-3.9,-4.4,3.09,4.19,7.45,
26.789,-3.9,-4.4,1.54,5.06,7.45,
26.831,-3.9,-4.4,3.09,3.49,7.45,
26.872,-3.9,-4.4,2.06,3.67,7.45,
26.914,-5.6,-6.7,2.06,3.32,7.45,
26.956,-4.4,-5,4.12,3.84,7.45,
26.997,-4.4,-5.6,0,0,7.45,
27.039,-3.9,-4.4,2.06,3.49,0,
27.081,-3.3,-3.9,2.57,3.14,0,
27.122,-3.3,-3.9,2.57,3.14,0,
27.164,-3.9,-4.4,2.06,3.49,0,
27.206,-3.9,-4.4,0,0,0,
27.247,-3.3,-3.9,2.57,2.79,0,
27.289,-3.9,-4.4,2.57,2.79,0,
27.331,-3.9,-4.4,3.09,2.27,0,
27.372,-3.3,-3.9,3.6,2.97,0,
27.414,-3.3,-3.9,0,0,0,
27.456,-2.8,-3.3,1.54,0,0,
27.497,-2.8,-3.3,0,0,0,
27.539,-2.2,-3.3,0,0,0,
27.581,-2.2,-3.3,1.54,2.09,0,
27.622,-2.2,-3.3,2.57,2.27,0,
27.664,-2.2,-3.9,2.06,2.27,0,
27.706,-2.2,-3.9,2.06,2.44,0,
27.747,-2.2,-3.9,1.54,2.09,0,
27.789,-2.8,-4.4,0,0,0,
27.831,-2.8,-4.4,1.54,1.4,0,
27.872,-2.8,-3.9,0,0,0,
27.914,-3.3,-5,0,0,0,
27.956,-3.3,-4.4,2.06,6.28,0,
27.997,-3.9,-4.4,0,0,0,
28.039,-3.9,-4.4,2.06,0.52,0,
28.081,-3.9,-4.4,2.57,0.52,0,
28.122,-3.9,-4.4,1.54,1.05,0,
28.164,-3.9,-4.4,0,0,0,
28.206,-3.9,-4.4,2.57,0.7,0,
28.247,-3.9,-4.4,3.09,0.52,0,
28.289,-3.9,-4.4,2.57,0.35,0,
28.331,-4.4,-4.4,2.57,0.87,0,
28.372,-3.9,-4.4,2.57,1.05,0,
28.414,-3.9,-4.4,2.06,0.87,0,
28.456,-3.3,-4.4,2.06,0.7,0,
28.497,-2.2,-4.4,2.57,0.7,0,
28.539,-1.1,-4.4,2.57,0.87,0,
28.581,-0.6,-4.4,3.09,0.7,0,
28.622,-0.6,-3.9,3.6,0.7,0,
28.664,-2.2,-5,3.6,0.35,0,
28.706,-3.3,-5,3.09,0.7,0,
28.747,-4.4,-5.6,2.57,0.52,0,
28.789,-5,-6.1,3.09,0.52,0,
28.831,-5.6,-6.1,3.09,0.52,0,
28.872,-9.4,-10,0,0,0,
28.914,-11.7,-12.2,0,0,0,
28.956,-10,-11.1,0,0,0,
28.997,-10.6,-12.2,1.54,6.28,0,
29.039,-11.1,-12.8,0,0,0,
29.081,-12.2,-14.4,0,0,0,
29.122,-11.1,-12.8,0,0,0,
29.164,-7.8,-8.9,1.54,0.87,0,
29.206,-6.1,-7.8,3.09,0.52,0,
29.247,-6.1,-7.8,1.54,0.87,0,
29.289,-6.1,-7.8,2.06,0.7,0,
29.331,-6.1,-7.8,0,0,0,
29.372,-5.6,-7.8,0,0,0,
29.414,-5,-7.2,0,0,0,
29.456,-3.9,-6.1,0,0,0,
29.497,-3.3,-5.6,0,0,0,
29.539,-2.8,-3.9,1.54,0.35,0,
29.581,-2.2,-4.4,1.54,0.87,0,
29.622,-2.2,-5.6,2.57,0.7,0,
29.664,-2.2,-6.7,3.6,0.35,0,
29.706,-4.4,-7.8,3.6,0.35,0,
29.747,-5,-7.2,2.06,0.35,0,
29.789,-6.1,-7.8,3.6,0.52,0,
29.831,-6.7,-7.8,2.06,0.17,0,
29.872,-6.7,-7.8,3.09,0.52,0,
29.914,-6.7,-8.3,2.06,0.7,0,
29.956,-6.7,-7.8,3.09,0.7,0,
29.997,-9.4,-10,1.54,0.35,0,
30.039,-8.9,-10,2.06,0.52,0,
30.081,-10.6,-11.7,1.54,0.7,0,
30.122,-8.3,-9.4,2.06,0.87,0,
30.164,-8.3,-10,3.09,0.7,0,
30.206,-10,-11.7,2.06,0.35,0,
30.247,-8.9,-10.6,3.09,0.87,0,
30.289,-10,-11.7,2.57,0.35,0,
30.331,-8.3,-10,3.09,0.52,0,
30.372,-7.2,-8.3,3.09,0.35,0,
30.414,-6.1,-8.3,3.09,0.7,0,
30.456,-4.4,-8.3,4.63,0.87,0,
30.497,-3.3,-7.8,5.66,0.87,0,
30.539,-2.2,-7.2,5.66,0.87,0,
30.581,-1.1,-7.2,5.66,0.7,0,
30.622,-0.6,-6.7,4.12,0.87,0,
30.664,-0.6,-6.7,3.6,0.87,0,
30.706,-1.7,-7.2,3.09,0.7,0,
30.747,-3.3,-7.8,2.57,0.52,0,
30.789,-4.4,-8.3,3.09,0.7,0,
30.831,-5,-8.3,2.57,0.52,0,
30.872,-6.1,-8.9,1.54,0.17,0,
30.914,-6.1,-8.9,0,0,0,
30.956,-2.8,-7.2,2.57,0.87,0,
30.997,-3.3,-6.7,1.54,1.4,0,
31.039,-3.3,-6.7,1.54,1.75,9.8,
31.081,-3.3,-6.1,2.06,2.09,9.8,
31.122,-3.3,-5.6,1.54,1.4,9.8,
31.164,-3.3,-5.6,1.54,1.4,9.8,
31.206,-3.9,-5,2.06,0.87,9.8,
31.247,-4.4,-5,3.6,1.05,9.8,
31.289,-4.4,-5.6,2.06,0.52,9.8,
31.331,-4.4,-5.6,1.54,1.05,9.8,
31.372,-3.9,-5,2.06,1.4,9.8,
31.414,-3.3,-4.4,1.54,1.4,9.8,
31.456,-2.2,-3.9,2.06,2.79,9.8,
31.497,-1.7,-3.3,0,0,9.8,
31.539,-1.7,-3.3,0,0,9.8,
31.581,-1.1,-2.8,2.57,1.75,9.8,
31.622,-0.6,-3.3,3.09,1.75,9.8,
31.664,-1.1,-2.8,3.09,2.09,9.8,
31.706,-1.1,-3.3,1.54,1.57,9.8,
31.747,-2.8,-3.9,2.57,0.87,9.8,
31.789,-2.2,-3.3,5.15,1.05,9.8,
31.831,-2.2,-3.3,4.12,1.05,9.8,
31.872,-1.7,-2.8,4.12,1.05,9.8,
31.914,-1.7,-3.3,3.09,1.22,9.8,
31.956,0.6,-2.2,5.15,2.27,9.8,
31.997,0.6,-0.6,5.66,2.62,9.8,
32.039,0.6,0,5.15,2.62,5.64,
32.081,0.6,0,6.69,2.44,5.64,
32.122,0.6,0,7.2,2.62,5.64,
32.164,0.6,0,7.72,2.62,5.64,
32.206,1.1,1.1,9.26,2.62,5.64,
32.247,1.7,1.1,8.75,2.79,5.64,
32.289,1.7,1.1,9.78,2.79,5.64,
32.331,2.2,1.7,7.72,2.79,5.64,
32.372,2.2,1.7,7.72,2.79,5.64,
32.414,2.2,2.2,6.69,2.79,5.64,
32.456,2.8,2.2,6.69,2.97,5.64,
32.497,3.3,2.8,6.69,2.97,5.64,
32.539,4.4,3.9,8.75,3.32,5.64,
32.581,4.4,4.4,9.26,3.84,5.64,
32.622,4.4,3.9,7.72,3.84,5.64,
32.664,3.3,2.8,6.69,4.01,5.64,
32.706,2.8,2.2,5.15,4.01,5.64,
32.747,3.3,2.2,7.2,3.84,5.64,
32.789,2.8,1.7,5.15,3.67,5.64,
32.831,2.8,1.7,6.69,3.49,5.64,
32.872,2.8,1.7,9.26,3.32,5.64,
32.914,2.8,1.7,8.75,3.32,5.64,
32.956,3.3,1.1,8.23,3.49,5.64,
32.997,2.8,2.2,8.23,3.67,5.64,
33.039,2.8,2.2,9.26,3.67,6.51,
33.081,2.8,1.7,9.26,3.49,6.51,
33.122,2.8,1.7,8.23,3.67,6.51,
33.164,2.8,1.7,8.75,3.67,6.51,
33.206,2.8,1.7,7.2,3.67,6.51,
33.247,2.2,1.7,6.17,3.67,6.51,
33.289,2.2,1.1,5.15,3.67,6.51,
33.331,2.2,1.1,5.15,3.67,6.51,
33.372,2.2,1.1,7.2,3.67,6.51,
33.414,2.2,1.1,4.63,3.67,6.51,
33.456,2.8,1.7,4.12,3.49,6.51,
33.497,2.8,1.1,1.54,5.24,6.51,
33.539,3.3,1.1,0,0,6.51,
33.581,3.9,1.1,0,0,6.51,
33.622,3.3,1.1,1.54,5.76,6.51,
33.664,2.8,0.6,2.06,6.28,6.51,
33.706,2.2,0.6,0,0,6.51,
33.747,1.1,0,2.06,0.17,6.51,
33.789,1.1,0,2.06,0.52,6.51,
33.831,1.1,0,2.06,1.05,6.51,
33.872,0,-0.6,2.57,0.17,6.51,
33.914,0,-0.6,0,0,6.51,
33.956,0,0,2.57,0.87,6.51,
33.997,-0.6,-0.6,1.54,0.35,6.51,
34.039,-0.6,-1.1,2.06,0.7,0,
34.081,-0.6,-0.6,2.06,0.87,0,
34.122,-1.1,-1.1,3.09,0.87,0,
34.164,-1.7,-2.2,4.12,0.87,0,
34.206,-1.7,-1.7,3.09,0.17,0,
34.247,-1.1,-1.7,3.6,0.35,0,
34.289,-1.7,-1.7,5.15,0.52,0,
34.331,-1.7,-2.2,5.15,0.7,0,
34.372,-1.7,-1.7,4.63,0.87,0,
34.414,0,-0.6,6.17,0.7,0,
34.456,1.7,-1.1,5.15,0.52,0,
34.497,5,-2.2,6.69,0.7,0,
34.539,6.1,-3.3,8.23,1.22,0,
34.581,6.1,-3.9,8.23,1.05,0,
34.622,6.1,-3.9,6.69,1.05,0,
34.664,5,-3.9,7.2,0.7,0,
34.706,3.9,-3.9,5.66,0.7,0,
34.747,2.8,-4.4,7.2,0.52,0,
34.789,1.7,-5,5.66,0.52,0,
34.831,2.2,-5.6,5.15,0.52,0,
34.872,2.2,-6.7,5.66,0.52,0,
34.914,1.1,-6.7,5.15,0.7,0,
34.956,1.1,-6.1,4.12,0.87,0,
34.997,0,-6.7,3.09,0.87,0,
35.039,0,-6.7,3.6,0.7,9.69,
35.081,0.6,-6.7,4.12,1.05,9.69,
35.122,-0.6,-6.7,3.09,0.87,9.69,
35.164,-1.7,-6.1,3.6,0.87,9.69,
35.206,-0.6,-6.7,4.12,1.05,9.69,
35.247,0,-6.7,3.6,0.87,9.69,
35.289,-1.1,-6.7,2.57,0.87,9.69,
35.331,0,-7.2,4.12,1.05,9.69,
35.372,0.6,-7.2,4.63,0.7,9.69,
35.414,1.1,-6.1,3.6,0.52,9.69,
35.456,2.2,-6.7,1.54,1.05,9.69,
35.497,3.3,-6.1,2.57,1.4,9.69,
35.539,2.8,-4.4,3.09,2.62,9.69,
35.581,2.2,-3.3,3.6,2.09,9.69,
35.622,0.6,0,3.09,2.62,9.69,
35.664,0.6,0,4.12,2.44,9.69,
35.706,0.6,-0.6,4.12,2.27,9.69,
35.747,0.6,-0.6,3.6,2.79,9.69,
35.789,0.6,-0.6,3.09,2.44,9.69,
35.831,0,-0.6,3.09,0.87,9.69,
35.872,0,0,3.09,0.7,9.69,
35.914,0,-0.6,4.12,0.7,9.69,
35.956,0,-0.6,3.09,0.87,9.69,
35.997,0,0,3.09,0.87,9.69,
36.039,0,0,3.6,0.7,7.55,
36.081,0,-0.6,2.57,0.7,7.55,
36.122,0,-0.6,4.12,0.7,7.55,
36.164,0,-0.6,3.09,0.7,7.55,
36.206,0,-0.6,2.57,0.52,7.55,
36.247,0,-1.1,3.6,0.7,7.55,
36.289,0,-1.1,3.09,0.52,7.55,
36.331,0,-1.7,3.09,0.7,7.55,
36.372,0.6,-1.7,3.09,0.87,7.55,
36.414,1.7,-1.1,4.63,0.87,7.55,
36.456,2.2,-1.7,4.12,1.05,7.55,
36.497,2.8,-1.1,2.57,0.87,7.55,
36.539,3.3,-1.1,3.09,1.05,7.55,
36.581,3.3,-0.6,3.6,0.7,7.55,
36.622,3.9,-0.6,3.09,0.87,7.55,
36.664,3.3,-1.1,3.09,0.87,7.55,
36.706,2.8,-1.7,2.06,0.87,7.55,
36.747,2.2,-2.2,2.57,1.05,7.55,
36.789,1.7,-2.8,2.06,0.87,7.55,
36.831,1.1,-2.8,3.09,1.05,7.55,
36.872,0,-3.3,2.57,0.7,7.55,
36.914,0.6,-2.8,3.6,0.87,7.55,
36.956,0.6,-2.8,3.6,1.05,7.55,
36.997,0.6,-2.8,3.6,0.52,7.55,
37.039,0.6,-2.8,3.6,0.87,8.2,
37.081,0.6,-2.8,3.6,0.87,8.2,
37.122,0.6,-2.8,3.09,0.52,8.2,
37.164,0,-1.1,2.06,5.93,8.2,
37.206,0,-1.1,3.09,1.22,8.2,
37.247,0,-0.6,0,0,8.2,
37.289,0,-0.6,0,0,8.2,
37.331,0,0,0,0,8.2,
37.372,0.6,0.6,2.06,2.44,8.2,
37.414,0.6,0.6,3.09,3.14,8.2,
37.456,0,0,2.57,3.67,8.2,
37.497,0.6,0.6,1.54,3.14,8.2,
37.539,1.1,1.1,1.54,1.75,8.2,
37.581,1.1,1.1,1.54,2.62,8.2,
37.622,1.7,1.7,1.54,1.05,8.2,
37.664,1.7,1.7,0,0,8.2,
37.706,1.7,1.1,2.06,0.17,8.2,
37.747,1.1,1.1,2.57,0.35,8.2,
37.789,1.1,1.1,2.57,0.52,8.2,
37.831,1.1,1.1,2.57,0.87,8.2,
37.872,1.1,1.1,3.09,0.87,8.2,
37.914,1.1,1.1,4.63,1.05,8.2,
37.956,0.6,0.6,4.12,0.87,8.2,
37.997,0.6,0.6,3.09,0.7,8.2,
38.039,0.6,0.6,3.09,0.52,7.85,
38.081,0.6,0.6,3.6,0.7,7.85,
38.122,0.6,0.6,2.57,0.7,7.85,
38.164,0,0,4.63,0.7,7.85,
38.206,0,0,4.63,0.87,7.85,
38.247,0,0,4.12,0.87,7.85,
38.289,0,0,4.12,0.87,7.85,
38.331,0,0,4.12,0.87,7.85,
38.372,0.6,0,3.6,0.7,7.85,
38.414,0.6,0.6,3.6,0.7,7.85,
38.456,1.7,1.1,4.12,1.05,7.85,
38.497,2.8,2.2,3.09,1.05,7.85,
38.539,4.4,2.2,2.57,0.87,7.85,
38.581,3.9,2.2,3.6,0.52,7.85,
38.622,3.9,2.2,3.09,0.7,7.85,
38.664,4.4,2.2,2.57,1.05,7.85,
38.706,2.8,1.1,2.57,0.7,7.85,
38.747,1.7,1.1,0,0,7.85,
38.789,1.1,0.6,0,0,7.85,
38.831,1.7,0.6,1.54,0.7,7.85,
38.872,1.1,0,0,0,7.85,
38.914,0.6,0,2.06,2.44,7.85,
38.956,1.1,0.6,4.12,4.01,7.85,
38.997,1.1,1.1,3.09,2.62,7.85,
39.039,1.1,1.1,6.69,2.62,10,
39.081,1.1,1.1,6.69,2.62,10,
39.122,1.7,1.7,7.2,2.44,10,
39.164,1.7,1.1,2.06,3.14,10,
39.206,1.7,1.1,0,0,10,
39.247,1.7,1.1,2.06,0.7,10,
39.289,1.1,1.1,2.06,0.7,10,
39.331,2.2,1.7,0,0,10,
39.372,3.3,2.2,0,0,10,
39.414,3.3,2.2,1.54,1.05,10,
39.456,3.3,2.8,2.06,0.87,10,
39.497,3.9,3.3,0,0,10,
39.539,4.4,3.9,1.54,0.7,10,
39.581,5.6,3.9,2.06,1.75,10,
39.622,6.1,3.9,0,0,10,
39.664,5,3.9,1.54,2.27,10,
39.706,5.6,3.9,4.63,2.62,10,
39.747,6.1,3.3,5.66,2.62,10,
39.789,6.1,2.8,6.69,2.62,10,
39.831,6.1,2.8,6.17,2.97,10,
39.872,6.1,2.2,6.17,3.49,10,
39.914,4.4,1.7,6.17,4.01,10,
39.956,2.8,1.7,4.63,3.84,10,
39.997,1.7,1.1,5.15,3.84,10,
40.039,1.7,1.1,5.66,3.67,0,
40.081,1.1,0,5.66,3.84,0,
40.122,1.1,0,5.15,3.84,0,
40.164,0.6,-0.6,4.63,3.32,0,
40.206,0,-1.1,3.6,3.67,0,
40.247,0,-1.1,2.57,3.49,0,
40.289,-0.6,-1.1,4.63,3.49,0,
40.331,-0.6,-1.1,2.06,3.67,0,
40.372,0,-1.1,3.6,3.49,0,
40.414,1.1,-1.1,4.12,3.49,0,
40.456,2.2,-0.6,2.57,3.32,0,
40.497,3.9,-0.6,3.6,4.01,0,
40.539,4.4,-1.7,4.12,3.84,0,
40.581,5,-2.8,3.09,4.54,0,
40.622,4.4,-2.8,3.09,4.89,0,
40.664,4.4,-2.8,1.54,4.71,0,
40.706,2.8,-2.8,1.54,4.54,0,
40.747,0.6,-2.8,0,0,0,
40.789,0,-2.8,1.54,4.19,0,
40.831,-1.1,-3.3,0,0,0,
40.872,-1.7,-3.9,0,0,0,
40.914,-2.2,-3.9,0,0,0,
40.956,-2.8,-3.9,0,0,0,
40.997,-2.8,-3.9,0,0,0,
41.039,-3.9,-5,0,0,0,
41.081,-3.3,-4.4,0,0,0,
41.122,-3.3,-4.4,0,0,0,
41.164,-4.4,-5.6,0,0,0,
41.206,-4.4,-4.4,2.06,1.05,0,
41.247,-4.4,-5,3.09,0.7,0,
41.289,-5,-5.6,2.06,0.87,0,
41.331,-4.4,-5,1.54,1.05,0,
41.372,-3.3,-3.9,2.57,0.87,0,
41.414,-3.3,-3.9,2.06,1.05,0,
41.456,-2.2,-2.8,2.57,0.87,0,
41.497,0,-2.2,3.6,0.52,0,
41.539,1.7,-2.2,3.6,0.87,0,
41.581,2.8,-2.8,3.6,0.87,0,
41.622,3.9,-2.8,3.09,0.87,0,
41.664,3.9,-2.8,2.06,0.35,0,
41.706,1.7,-3.3,2.06,6.28,0,
41.747,1.1,-3.9,2.57,6.28,0,
41.789,0.6,-3.9,0,0,0,
41.831,-2.2,-3.9,1.54,4.54,0,
41.872,-2.2,-4.4,0,0,0,
41.914,-2.8,-5,0,0,0,
41.956,-2.8,-4.4,1.54,6.28,0,
41.997,-3.3,-5,2.06,0.7,0,
42.039,-3.3,-5,2.06,0.17,6.87,
42.081,-4.4,-6.1,2.06,0.35,6.87,
42.122,-3.3,-4.4,2.57,0.35,6.87,
42.164,-3.3,-4.4,3.09,0.52,6.87,
42.206,-2.8,-4.4,2.57,0.35,6.87,
42.247,-2.2,-4.4,1.54,0.35,6.87,
42.289,-2.2,-3.9,2.06,5.06,6.87,
42.331,-1.7,-3.3,2.57,4.01,6.87,
42.372,-1.7,-2.8,2.06,4.71,6.87,
42.414,-1.1,-2.2,2.57,3.84,6.87,
42.456,-1.1,-2.2,3.6,3.67,6.87,
42.497,-0.6,-1.1,4.12,3.84,6.87,
42.539,0,-1.7,4.12,4.01,6.87,
42.581,0,-1.7,3.09,3.84,6.87,
42.622,0.6,-1.1,5.15,3.14,6.87,
42.664,-0.6,-1.7,3.6,3.14,6.87,
42.706,-1.1,-1.7,2.57,2.62,6.87,
42.747,-1.1,-1.7,3.6,2.44,6.87,
42.789,-1.1,-1.7,4.63,2.27,6.87,
42.831,-1.1,-2.2,2.57,1.57,6.87,
42.872,-1.1,-2.2,4.63,0.87,6.87,
42.914,-1.7,-2.8,3.6,0.7,6.87,
42.956,-1.7,-2.8,2.06,0.87,6.87,
42.997,-1.7,-2.8,3.09,0.7,6.87,
43.039,-1.7,-2.8,3.09,0.87,10,
43.081,-1.7,-2.8,4.12,1.05,10,
43.122,-1.7,-3.3,3.09,0.87,10,
43.164,-1.7,-3.3,3.09,0.87,10,
43.206,-1.1,-3.3,4.12,0.87,10,
43.247,-1.1,-2.8,3.6,0.7,10,
43.289,-1.7,-2.8,2.57,0.87,10,
43.331,-1.1,-2.8,3.09,0.7,10,
43.372,-1.1,-2.2,3.6,0.87,10,
43.414,-0.6,-1.7,3.6,0.7,10,
43.456,0,-1.1,4.12,0.52,10,
43.497,0.6,-0.6,3.6,0.17,10,
43.539,1.1,0,4.12,0.17,10,
43.581,1.1,0,3.6,0.17,10,
43.622,0.6,0,3.09,0.17,10,
43.664,0,-0.6,2.57,6.11,10,
43.706,0,-0.6,2.57,5.93,10,
43.747,0,-0.6,2.06,5.76,10,
43.789,0,-0.6,2.06,5.59,10,
43.831,0,-0.6,2.06,4.89,10,
43.872,-0.6,-0.6,2.57,4.71,10,
43.914,-0.6,-1.1,3.09,4.54,10,
43.956,-0.6,-1.1,3.09,4.54,10,
43.997,-0.6,-1.1,3.09,4.19,10,
44.039,-0.6,-1.1,2.57,4.19,8.23,
44.081,-0.6,-1.1,2.57,4.01,8.23,
44.122,-1.1,-1.7,3.09,3.84,8.23,
44.164,-1.1,-1.7,3.09,3.84,8.23,
44.206,-1.1,-1.7,3.09,3.32,8.23,
44.247,-1.1,-1.7,1.54,2.62,8.23,
44.289,-1.1,-1.7,2.06,2.44,8.23,
44.331,-1.1,-1.7,3.09,2.44,8.23,
44.372,-0.6,-1.1,2.06,1.92,8.23,
44.414,0,-1.1,2.06,2.09,8.23,
44.456,1.1,-2.2,1.54,1.22,8.23,
44.497,0.6,-1.1,3.6,0.7,8.23,
44.539,1.1,-1.7,2.57,0.87,8.23,
44.581,1.1,-1.1,3.6,0.52,8.23,
44.622,1.7,-1.7,3.09,0.35,8.23,
44.664,1.7,-1.1,2.06,0.35,8.23,
44.706,1.1,-1.1,2.57,0.35,8.23,
44.747,0.6,-1.1,3.09,0.52,8.23,
44.789,0.6,-1.1,3.6,0.87,8.23,
44.831,0,-1.7,4.12,0.87,8.23,
44.872,0,-1.7,3.6,0.87,8.23,
44.914,-0.6,-2.2,3.6,0.52,8.23,
44.956,-0.6,-2.2,3.6,0.7,8.23,
44.997,-0.6,-2.8,3.09,0.87,8.23,
45.039,-0.6,-3.3,4.12,0.87,9.6,
45.081,-0.6,-3.9,4.63,1.05,9.6,
45.122,-0.6,-4.4,5.66,1.05,9.6,
45.164,-0.6,-4.4,4.12,0.87,9.6,
45.206,-0.6,-4.4,4.63,0.87,9.6,
45.247,-0.6,-4.4,4.63,0.7,9.6,
45.289,-1.7,-2.8,5.15,0.87,9.6,
45.331,-1.7,-2.8,4.63,0.87,9.6,
45.372,-2.2,-2.8,4.63,0.7,9.6,
45.414,-1.7,-2.8,5.66,0.52,9.6,
45.456,-1.7,-2.8,4.63,0.52,9.6,
45.497,-1.1,-2.2,5.15,0.7,9.6,
45.539,-1.1,-2.2,4.12,0.7,9.6,
45.581,-1.1,-1.7,3.09,0.52,9.6,
45.622,-1.1,-1.7,4.12,0.7,9.6,
45.664,-1.1,-1.7,2.57,0.87,9.6,
45.706,-1.1,-1.7,4.12,1.05,9.6,
45.747,-1.1,-1.7,5.15,1.05,9.6,
45.789,-1.1,-1.1,1.54,1.22,9.6,
45.831,-1.1,-1.1,1.54,2.27,9.6,
45.872,0,-0.6,3.6,3.67,9.6,
45.914,0,-1.1,9.26,3.84,9.6,
45.956,-0.6,-1.7,9.26,4.01,9.6,
45.997,-1.1,-1.7,9.26,3.84,9.6,
46.039,0,-1.1,8.23,4.19,0,
46.081,-0.6,-1.7,8.75,3.84,0,
46.122,0,-1.7,9.78,4.01,0,
46.164,0,-1.7,7.72,4.01,0,
46.206,-0.6,-2.2,8.23,4.19,0,
46.247,-2.2,-3.3,4.63,4.19,0,
46.289,-1.7,-2.8,4.12,3.67,0,
46.331,-1.1,-2.2,4.63,3.84,0,
46.372,-1.1,-2.2,5.15,3.49,0,
46.414,0,-2.2,5.66,3.49,0,
46.456,0.6,-1.7,6.69,3.67,0,
46.497,1.7,-2.2,5.66,3.84,0,
46.539,2.2,-1.7,6.69,4.19,0,
46.581,2.8,-2.8,7.72,4.36,0,
46.622,2.8,-2.2,5.66,4.71,0,
46.664,2.2,-3.3,6.69,4.36,0,
46.706,1.1,-2.8,4.12,4.36,0,
46.747,-1.1,-3.9,2.57,4.36,0,
46.789,-1.1,-3.9,1.54,2.44,0,
46.831,-3.3,-5,1.54,2.79,0,
46.872,-3.3,-4.4,1.54,2.97,0,
46.914,-4.4,-5.6,3.09,2.79,0,
46.956,-3.9,-5,3.09,2.62,0,
46.997,-4.4,-5.6,2.06,2.27,0,
47.039,-5.6,-6.7,3.6,2.62,0,
47.081,-5,-6.1,2.57,2.44,0,
47.122,-3.9,-5,1.54,0,0,
