$Little Spokane Temp - 01/09/2000 to 01/09/2001,,
,,
Jday,T,
1,4.2,
9.726,4.2,
37.66,3.7,
72.781,4.7,
100.563,8.5,
128.667,10.1,
159.424,14.72,
163.806,11.6,
179.549,17,
187.566,16.2,
191.597,13.7,
200.538,14.1,
208.444,16.6,
215.472,17.8,
219.844,15.7,
228.444,13.65,
228.656,15.95,
229.42,13.05,
229.653,15.8,
242.549,13.3,
251.454,13.1,
254.767,11.2,
270.434,9.7,
270.653,12.4,
271.413,9.6,
271.616,12.1,
284.313,9.5,
319.326,3.6,
347.319,3.2,
375.316,5.1,
