$Temperature file for segment 86,,
,,
JDAY,T,
46.86,4.93,
46.87,4.92,
46.88,4.92,
46.89,4.91,
46.9,4.91,
46.91,4.9,
46.92,4.89,
46.93,4.89,
46.94,4.88,
46.95,4.87,
46.96,4.86,
46.97,4.85,
46.98,4.84,
46.99,4.83,
47,4.81,
47.01,4.8,
47.02,4.79,
47.03,4.77,
47.04,4.76,
47.05,4.74,
47.06,4.73,
47.07,4.71,
47.08,4.7,
47.09,4.69,
47.1,4.67,
47.11,4.66,
47.12,4.65,
47.13,4.64,
47.14,4.63,
47.15,4.61,
47.16,4.6,
47.17,4.59,
47.18,4.58,
47.19,4.57,
47.2,4.56,
47.21,4.55,
47.22,4.53,
47.23,4.52,
47.24,4.51,
47.25,4.5,
47.26,4.48,
47.27,4.47,
47.28,4.46,
47.29,4.44,
47.3,4.43,
47.31,4.42,
47.32,4.4,
47.33,4.39,
47.34,4.38,
47.35,4.36,
47.36,4.35,
47.37,4.34,
47.38,4.32,
47.39,4.31,
47.4,4.3,
47.41,4.29,
47.42,4.28,
47.43,4.27,
47.44,4.26,
47.45,4.25,
47.46,4.24,
47.47,4.24,
47.48,4.23,
47.49,4.23,
47.5,4.24,
47.51,4.24,
47.52,4.25,
47.53,4.25,
47.54,4.26,
47.55,4.27,
47.56,4.28,
47.57,4.29,
47.58,4.31,
47.59,4.32,
47.6,4.33,
47.61,4.35,
47.62,4.36,
47.63,4.37,
47.64,4.38,
47.65,4.39,
47.66,4.4,
47.67,4.41,
47.68,4.42,
47.69,4.43,
47.7,4.44,
47.71,4.45,
47.72,4.46,
47.73,4.47,
47.74,4.48,
47.75,4.48,
47.76,4.5,
47.77,4.51,
47.78,4.52,
47.79,4.53,
47.8,4.54,
47.81,4.55,
47.82,4.56,
47.83,4.57,
47.84,4.58,
47.85,4.59,
47.86,4.6,
47.87,4.61,
47.88,4.61,
47.89,4.62,
47.9,4.62,
47.91,4.63,
47.92,4.63,
47.93,4.64,
47.94,4.64,
47.95,4.64,
47.96,4.64,
47.97,4.64,
47.98,4.63,
47.99,4.62,
48,4.62,
48.01,4.61,
48.02,4.6,
48.03,4.59,
48.04,4.58,
48.05,4.57,
48.06,4.56,
48.07,4.55,
48.08,4.54,
48.09,4.53,
48.1,4.52,
48.11,4.51,
48.12,4.5,
48.13,4.48,
48.14,4.47,
48.15,4.46,
48.16,4.45,
48.17,4.44,
48.18,4.42,
48.19,4.41,
48.2,4.4,
48.21,4.38,
48.22,4.37,
48.23,4.36,
48.24,4.34,
48.25,4.33,
48.26,4.32,
48.27,4.3,
48.28,4.29,
48.29,4.28,
48.3,4.26,
48.31,4.25,
48.32,4.24,
48.33,4.23,
48.34,4.21,
48.35,4.2,
48.36,4.19,
48.37,4.19,
48.38,4.18,
48.39,4.17,
48.4,4.17,
48.41,4.17,
48.42,4.17,
48.43,4.17,
48.44,4.18,
48.45,4.18,
48.46,4.18,
48.47,4.19,
48.48,4.2,
48.49,4.21,
48.5,4.22,
48.51,4.23,
48.52,4.24,
48.53,4.25,
48.54,4.26,
48.55,4.27,
48.56,4.29,
48.57,4.3,
48.58,4.31,
48.59,4.32,
48.6,4.33,
48.61,4.34,
48.62,4.35,
48.63,4.36,
48.64,4.37,
48.65,4.38,
48.66,4.38,
48.67,4.39,
48.68,4.4,
48.69,4.41,
48.7,4.42,
48.71,4.43,
48.72,4.44,
48.73,4.46,
48.74,4.47,
48.75,4.48,
48.76,4.48,
48.77,4.49,
48.78,4.5,
48.79,4.51,
48.8,4.52,
48.81,4.53,
48.82,4.54,
48.83,4.54,
48.84,4.55,
48.85,4.56,
48.86,4.56,
48.87,4.56,
48.88,4.57,
48.89,4.57,
48.9,4.57,
48.91,4.57,
48.92,4.57,
48.93,4.57,
48.94,4.56,
48.95,4.56,
48.96,4.55,
48.97,4.55,
48.98,4.54,
48.99,4.53,
49,4.52,
49.01,4.52,
49.02,4.52,
49.03,4.51,
49.04,4.51,
49.05,4.51,
49.06,4.5,
49.07,4.5,
49.08,4.5,
49.09,4.49,
49.1,4.49,
49.11,4.49,
49.12,4.48,
49.13,4.48,
49.14,4.48,
49.15,4.47,
49.16,4.47,
49.17,4.47,
49.18,4.47,
49.19,4.46,
49.2,4.46,
49.21,4.46,
49.22,4.46,
49.23,4.46,
49.24,4.46,
49.25,4.46,
49.26,4.46,
49.27,4.46,
49.28,4.46,
49.29,4.46,
49.3,4.46,
49.31,4.47,
49.32,4.47,
49.33,4.47,
49.34,4.48,
49.35,4.48,
49.36,4.49,
49.37,4.49,
49.38,4.5,
49.39,4.5,
49.4,4.51,
49.41,4.52,
49.42,4.52,
49.43,4.53,
49.44,4.54,
49.45,4.56,
49.46,4.57,
49.47,4.59,
49.48,4.61,
49.49,4.63,
49.5,4.65,
49.51,4.67,
49.52,4.7,
49.53,4.72,
49.54,4.74,
49.55,4.77,
49.56,4.79,
49.57,4.81,
49.58,4.83,
49.59,4.85,
49.6,4.88,
49.61,4.9,
49.62,4.92,
49.63,4.94,
49.64,4.96,
49.65,4.98,
49.66,5,
49.67,5.02,
49.68,5.04,
49.69,5.05,
49.7,5.06,
49.71,5.07,
49.72,5.08,
49.73,5.09,
49.74,5.1,
49.75,5.1,
49.76,5.11,
49.77,5.11,
49.78,5.12,
49.79,5.12,
49.8,5.13,
49.81,5.13,
49.82,5.14,
49.83,5.14,
49.84,5.14,
49.85,5.14,
49.86,5.15,
49.87,5.15,
49.88,5.15,
49.89,5.14,
49.9,5.14,
49.91,5.14,
49.92,5.14,
49.93,5.13,
49.94,5.13,
49.95,5.12,
49.96,5.12,
49.97,5.11,
49.98,5.1,
49.99,5.1,
50,5.09,
50.01,5.08,
50.02,5.07,
50.03,5.06,
50.04,5.05,
50.05,5.04,
50.06,5.03,
50.07,5.02,
50.08,5.01,
50.09,5,
50.1,4.99,
50.11,4.98,
50.12,4.97,
50.13,4.96,
50.14,4.95,
50.15,4.94,
50.16,4.93,
50.17,4.93,
50.18,4.92,
50.19,4.92,
50.2,4.91,
50.21,4.91,
50.22,4.91,
50.23,4.9,
50.24,4.9,
50.25,4.9,
50.26,4.89,
50.27,4.89,
50.28,4.89,
50.29,4.88,
50.3,4.88,
50.31,4.88,
50.32,4.87,
50.33,4.87,
50.34,4.87,
50.35,4.87,
50.36,4.88,
50.37,4.88,
50.38,4.89,
50.39,4.9,
50.4,4.91,
50.41,4.91,
50.42,4.92,
50.43,4.94,
50.44,4.95,
50.45,4.96,
50.46,4.97,
50.47,4.99,
50.48,5,
50.49,5.02,
50.5,5.03,
50.51,5.05,
50.52,5.06,
50.53,5.08,
50.54,5.1,
50.55,5.12,
50.56,5.14,
50.57,5.16,
50.58,5.18,
50.59,5.2,
50.6,5.22,
50.61,5.24,
50.62,5.26,
50.63,5.27,
50.64,5.29,
50.65,5.31,
50.66,5.32,
50.67,5.33,
50.68,5.34,
50.69,5.36,
50.7,5.36,
50.71,5.37,
50.72,5.38,
50.73,5.38,
50.74,5.39,
50.75,5.39,
50.76,5.39,
50.77,5.39,
50.78,5.4,
50.79,5.4,
50.8,5.4,
50.81,5.41,
50.82,5.41,
50.83,5.42,
50.84,5.42,
50.85,5.42,
50.86,5.42,
50.87,5.41,
50.88,5.41,
50.89,5.41,
50.9,5.4,
50.91,5.4,
50.92,5.39,
50.93,5.38,
50.94,5.38,
50.95,5.37,
50.96,5.36,
50.97,5.35,
50.98,5.34,
50.99,5.33,
51,5.32,
51.01,5.31,
51.02,5.3,
51.03,5.28,
51.04,5.27,
51.05,5.26,
51.06,5.24,
51.07,5.23,
51.08,5.22,
51.09,5.21,
51.1,5.19,
51.11,5.18,
51.12,5.17,
51.13,5.16,
51.14,5.14,
51.15,5.13,
51.16,5.12,
51.17,5.11,
51.18,5.1,
51.19,5.08,
51.2,5.07,
51.21,5.06,
51.22,5.05,
51.23,5.04,
51.24,5.02,
51.25,5.01,
51.26,5,
51.27,4.99,
51.28,4.98,
51.29,4.97,
51.3,4.95,
51.31,4.94,
51.32,4.93,
51.33,4.92,
51.34,4.9,
51.35,4.89,
51.36,4.88,
51.37,4.87,
51.38,4.86,
51.39,4.85,
51.4,4.85,
51.41,4.84,
51.42,4.83,
51.43,4.83,
51.44,4.83,
51.45,4.82,
51.46,4.82,
51.47,4.82,
51.48,4.82,
51.49,4.82,
51.5,4.81,
51.51,4.81,
51.52,4.81,
51.53,4.81,
51.54,4.82,
51.55,4.82,
51.56,4.83,
51.57,4.84,
51.58,4.84,
51.59,4.85,
51.6,4.86,
51.61,4.87,
51.62,4.89,
51.63,4.9,
51.64,4.91,
51.65,4.92,
51.66,4.93,
51.67,4.94,
51.68,4.94,
51.69,4.95,
51.7,4.96,
51.71,4.97,
51.72,4.98,
51.73,4.98,
51.74,4.99,
51.75,5,
51.76,5.01,
51.77,5.01,
51.78,5.02,
51.79,5.03,
51.8,5.04,
51.81,5.05,
51.82,5.06,
51.83,5.07,
51.84,5.08,
51.85,5.09,
51.86,5.1,
51.87,5.11,
51.88,5.12,
51.89,5.12,
51.9,5.13,
51.91,5.14,
51.92,5.15,
51.93,5.16,
51.94,5.16,
51.95,5.17,
51.96,5.17,
51.97,5.17,
51.98,5.17,
51.99,5.17,
52,5.17,
52.01,5.17,
52.02,5.17,
52.03,5.17,
52.04,5.16,
52.05,5.16,
52.06,5.16,
52.07,5.15,
52.08,5.15,
52.09,5.14,
52.1,5.14,
52.11,5.14,
52.12,5.13,
52.13,5.13,
52.14,5.13,
52.15,5.12,
52.16,5.12,
52.17,5.12,
52.18,5.11,
52.19,5.11,
52.2,5.11,
52.21,5.1,
52.22,5.1,
52.23,5.09,
52.24,5.09,
52.25,5.08,
52.26,5.08,
52.27,5.07,
52.28,5.07,
52.29,5.06,
52.3,5.06,
52.31,5.05,
52.32,5.04,
52.33,5.04,
52.34,5.04,
52.35,5.03,
52.36,5.03,
52.37,5.02,
52.38,5.02,
52.39,5.01,
52.4,5.01,
52.41,5.01,
52.42,5.01,
52.43,5,
52.44,5,
52.45,5,
52.46,5,
52.47,5,
52.48,5,
52.49,5,
52.5,4.99,
52.51,4.99,
52.52,4.99,
52.53,4.99,
52.54,4.99,
52.55,5,
52.56,5,
52.57,4.99,
52.58,4.99,
52.59,4.99,
52.6,4.99,
52.61,5,
52.62,5,
52.63,5,
52.64,5.01,
52.65,5.01,
52.66,5.01,
52.67,5.02,
52.68,5.02,
52.69,5.02,
52.7,5.02,
52.71,5.02,
52.72,5.02,
52.73,5.02,
52.74,5.02,
52.75,5.02,
52.76,5.02,
52.77,5.02,
52.78,5.02,
52.79,5.02,
52.8,5.02,
52.81,5.02,
52.82,5.02,
52.83,5.02,
52.84,5.02,
52.85,5.02,
52.86,5.02,
52.87,5.03,
52.88,5.03,
52.89,5.03,
52.9,5.03,
52.91,5.03,
52.92,5.03,
52.93,5.03,
52.94,5.03,
52.95,5.03,
52.96,5.03,
52.97,5.03,
52.98,5.03,
52.99,5.03,
53,5.03,
53.01,5.03,
53.02,5.03,
53.03,5.03,
53.04,5.03,
53.05,5.03,
53.06,5.03,
53.07,5.04,
53.08,5.04,
53.09,5.04,
53.1,5.05,
53.11,5.05,
53.12,5.06,
53.13,5.06,
53.14,5.06,
53.15,5.07,
53.16,5.08,
53.17,5.08,
53.18,5.09,
53.19,5.1,
53.2,5.1,
53.21,5.11,
53.22,5.12,
53.23,5.12,
53.24,5.13,
53.25,5.14,
53.26,5.15,
53.27,5.15,
53.28,5.16,
53.29,5.16,
53.3,5.17,
53.31,5.17,
53.32,5.18,
53.33,5.18,
53.34,5.19,
53.35,5.19,
53.36,5.2,
53.37,5.2,
53.38,5.21,
53.39,5.21,
53.4,5.22,
53.41,5.22,
53.42,5.23,
53.43,5.23,
53.44,5.24,
53.45,5.24,
53.46,5.25,
53.47,5.25,
53.48,5.25,
53.49,5.26,
53.5,5.26,
53.51,5.26,
53.52,5.27,
53.53,5.27,
53.54,5.27,
53.55,5.27,
53.56,5.28,
53.57,5.28,
53.58,5.29,
53.59,5.3,
53.6,5.3,
53.61,5.31,
53.62,5.32,
53.63,5.33,
53.64,5.34,
53.65,5.34,
53.66,5.35,
53.67,5.35,
53.68,5.36,
53.69,5.36,
53.7,5.37,
53.71,5.37,
53.72,5.37,
53.73,5.37,
53.74,5.38,
53.75,5.38,
53.76,5.38,
53.77,5.38,
53.78,5.38,
53.79,5.39,
53.8,5.39,
53.81,5.39,
53.82,5.4,
53.83,5.4,
53.84,5.4,
53.85,5.41,
53.86,5.41,
53.87,5.41,
53.88,5.42,
53.89,5.42,
53.9,5.42,
53.91,5.43,
53.92,5.43,
53.93,5.43,
53.94,5.43,
53.95,5.43,
53.96,5.44,
53.97,5.44,
53.98,5.44,
53.99,5.44,
54,5.44,
54.01,5.44,
54.02,5.44,
54.03,5.44,
54.04,5.44,
54.05,5.45,
54.06,5.45,
54.07,5.45,
54.08,5.45,
54.09,5.45,
54.1,5.45,
54.11,5.45,
54.12,5.44,
54.13,5.44,
54.14,5.44,
54.15,5.44,
54.16,5.44,
54.17,5.44,
54.18,5.44,
54.19,5.44,
54.2,5.44,
54.21,5.44,
54.22,5.44,
54.23,5.44,
54.24,5.44,
54.25,5.44,
54.26,5.44,
54.27,5.44,
54.28,5.44,
54.29,5.44,
54.3,5.44,
54.31,5.44,
54.32,5.44,
54.33,5.43,
54.34,5.43,
54.35,5.43,
54.36,5.43,
54.37,5.43,
54.38,5.43,
54.39,5.43,
54.4,5.44,
54.41,5.44,
54.42,5.44,
54.43,5.44,
54.44,5.44,
54.45,5.44,
54.46,5.44,
54.47,5.45,
54.48,5.45,
54.49,5.44,
54.5,5.44,
54.51,5.44,
54.52,5.44,
54.53,5.44,
54.54,5.44,
54.55,5.44,
54.56,5.45,
54.57,5.45,
54.58,5.45,
54.59,5.46,
54.6,5.47,
54.61,5.47,
54.62,5.48,
54.63,5.48,
54.64,5.49,
54.65,5.49,
54.66,5.49,
54.67,5.49,
54.68,5.49,
54.69,5.49,
54.7,5.49,
54.71,5.49,
54.72,5.5,
54.73,5.5,
54.74,5.5,
54.75,5.5,
54.76,5.5,
54.77,5.5,
54.78,5.5,
54.79,5.5,
54.8,5.5,
54.81,5.5,
54.82,5.5,
54.83,5.5,
54.84,5.5,
54.85,5.5,
54.86,5.5,
54.87,5.5,
54.88,5.5,
54.89,5.49,
54.9,5.49,
54.91,5.49,
54.92,5.48,
54.93,5.48,
54.94,5.48,
54.95,5.47,
54.96,5.47,
54.97,5.46,
54.98,5.46,
54.99,5.45,
55,5.45,
55.01,5.44,
55.02,5.44,
55.03,5.43,
55.04,5.43,
55.05,5.43,
55.06,5.42,
55.07,5.42,
55.08,5.41,
55.09,5.41,
55.1,5.41,
55.11,5.4,
55.12,5.4,
55.13,5.4,
55.14,5.39,
55.15,5.39,
55.16,5.38,
55.17,5.38,
55.18,5.37,
55.19,5.37,
55.2,5.37,
55.21,5.36,
55.22,5.36,
55.23,5.36,
55.24,5.36,
55.25,5.35,
55.26,5.35,
55.27,5.35,
55.28,5.35,
55.29,5.34,
55.3,5.34,
55.31,5.34,
55.32,5.34,
55.33,5.34,
55.34,5.34,
55.35,5.35,
55.36,5.36,
55.37,5.37,
55.38,5.38,
55.39,5.39,
55.4,5.4,
55.41,5.42,
55.42,5.44,
55.43,5.45,
55.44,5.47,
55.45,5.49,
55.46,5.51,
55.47,5.54,
55.48,5.56,
55.49,5.58,
55.5,5.61,
55.51,5.64,
55.52,5.66,
55.53,5.69,
55.54,5.72,
55.55,5.75,
55.56,5.77,
55.57,5.8,
55.58,5.83,
55.59,5.85,
55.6,5.87,
55.61,5.9,
55.62,5.92,
55.63,5.94,
55.64,5.96,
55.65,5.98,
55.66,6,
55.67,6.02,
55.68,6.04,
55.69,6.05,
55.7,6.07,
55.71,6.08,
55.72,6.1,
55.73,6.11,
55.74,6.12,
55.75,6.13,
55.76,6.14,
55.77,6.15,
55.78,6.16,
55.79,6.16,
55.8,6.17,
55.81,6.17,
55.82,6.17,
55.83,6.17,
55.84,6.17,
55.85,6.17,
55.86,6.17,
55.87,6.16,
55.88,6.15,
55.89,6.14,
55.9,6.13,
55.91,6.12,
55.92,6.11,
55.93,6.1,
55.94,6.09,
55.95,6.07,
55.96,6.06,
55.97,6.04,
55.98,6.02,
55.99,6,
56,5.98,
56.01,5.96,
56.02,5.94,
56.03,5.92,
56.04,5.9,
56.05,5.88,
56.06,5.86,
56.07,5.84,
56.08,5.82,
56.09,5.8,
56.1,5.78,
56.11,5.75,
56.12,5.74,
56.13,5.72,
56.14,5.7,
56.15,5.69,
56.16,5.68,
56.17,5.66,
56.18,5.65,
56.19,5.64,
56.2,5.63,
56.21,5.62,
56.22,5.62,
56.23,5.61,
56.24,5.6,
56.25,5.59,
56.26,5.59,
56.27,5.58,
56.28,5.57,
56.29,5.57,
56.3,5.57,
56.31,5.56,
56.32,5.56,
56.33,5.56,
56.34,5.56,
56.35,5.57,
56.36,5.57,
56.37,5.58,
56.38,5.59,
56.39,5.6,
56.4,5.61,
56.41,5.63,
56.42,5.65,
56.43,5.67,
56.44,5.69,
56.45,5.71,
56.46,5.73,
56.47,5.76,
56.48,5.78,
56.49,5.81,
56.5,5.84,
56.51,5.86,
56.52,5.89,
56.53,5.92,
56.54,5.95,
56.55,5.98,
56.56,6,
56.57,6.03,
56.58,6.06,
56.59,6.08,
56.6,6.1,
56.61,6.12,
56.62,6.14,
56.63,6.16,
56.64,6.19,
56.65,6.21,
56.66,6.23,
56.67,6.25,
56.68,6.27,
56.69,6.3,
56.7,6.32,
56.71,6.34,
56.72,6.36,
56.73,6.38,
56.74,6.39,
56.75,6.41,
56.76,6.42,
56.77,6.43,
56.78,6.44,
56.79,6.45,
56.8,6.46,
56.81,6.47,
56.82,6.48,
56.83,6.49,
56.84,6.49,
56.85,6.49,
56.86,6.5,
56.87,6.49,
56.88,6.49,
56.89,6.49,
56.9,6.48,
56.91,6.47,
56.92,6.47,
56.93,6.46,
56.94,6.45,
56.95,6.44,
56.96,6.43,
56.97,6.42,
56.98,6.41,
56.99,6.4,
57,6.39,
57.01,6.38,
57.02,6.36,
57.03,6.35,
57.04,6.34,
57.05,6.33,
57.06,6.31,
57.07,6.3,
57.08,6.29,
57.09,6.27,
57.1,6.26,
57.11,6.25,
57.12,6.23,
57.13,6.22,
57.14,6.21,
57.15,6.19,
57.16,6.18,
57.17,6.17,
57.18,6.16,
57.19,6.14,
57.2,6.13,
57.21,6.12,
57.22,6.11,
57.23,6.1,
57.24,6.08,
57.25,6.07,
57.26,6.06,
57.27,6.05,
57.28,6.03,
57.29,6.02,
57.3,6.01,
57.31,6,
57.32,5.99,
57.33,5.98,
57.34,5.98,
57.35,5.97,
57.36,5.97,
57.37,5.97,
57.38,5.97,
57.39,5.97,
57.4,5.97,
57.41,5.97,
57.42,5.97,
57.43,5.96,
57.44,5.96,
57.45,5.96,
57.46,5.96,
57.47,5.96,
57.48,5.96,
57.49,5.96,
57.5,5.96,
57.51,5.96,
57.52,5.96,
57.53,5.96,
57.54,5.96,
57.55,5.96,
57.56,5.97,
57.57,5.97,
57.58,5.98,
57.59,5.98,
57.6,5.99,
57.61,6,
57.62,6.01,
57.63,6.01,
57.64,6.02,
57.65,6.03,
57.66,6.03,
57.67,6.04,
57.68,6.04,
57.69,6.04,
57.7,6.05,
57.71,6.05,
57.72,6.05,
57.73,6.05,
57.74,6.05,
57.75,6.05,
57.76,6.05,
57.77,6.05,
57.78,6.05,
57.79,6.05,
57.8,6.05,
57.81,6.05,
57.82,6.06,
57.83,6.06,
57.84,6.06,
57.85,6.06,
57.86,6.06,
57.87,6.06,
57.88,6.06,
57.89,6.05,
57.9,6.04,
57.91,6.03,
57.92,6.02,
57.93,6.01,
57.94,6,
57.95,5.99,
57.96,5.98,
57.97,5.96,
57.98,5.95,
57.99,5.94,
58,5.92,
58.01,5.91,
58.02,5.89,
58.03,5.88,
58.04,5.86,
58.05,5.84,
58.06,5.82,
58.07,5.81,
58.08,5.79,
58.09,5.77,
58.1,5.75,
58.11,5.74,
58.12,5.72,
58.13,5.7,
58.14,5.69,
58.15,5.67,
58.16,5.66,
58.17,5.64,
58.18,5.63,
58.19,5.61,
58.2,5.6,
58.21,5.58,
58.22,5.57,
58.23,5.55,
58.24,5.54,
58.25,5.53,
58.26,5.51,
58.27,5.5,
58.28,5.49,
58.29,5.48,
58.3,5.46,
58.31,5.45,
58.32,5.44,
58.33,5.43,
58.34,5.42,
58.35,5.42,
58.36,5.41,
58.37,5.41,
58.38,5.41,
58.39,5.41,
58.4,5.42,
58.41,5.42,
58.42,5.43,
58.43,5.43,
58.44,5.44,
58.45,5.45,
58.46,5.45,
58.47,5.46,
58.48,5.47,
58.49,5.48,
58.5,5.49,
58.51,5.5,
58.52,5.51,
58.53,5.53,
58.54,5.54,
58.55,5.56,
58.56,5.58,
58.57,5.6,
58.58,5.62,
58.59,5.64,
58.6,5.66,
58.61,5.68,
58.62,5.7,
58.63,5.72,
58.64,5.73,
58.65,5.75,
58.66,5.76,
58.67,5.78,
58.68,5.79,
58.69,5.8,
58.7,5.82,
58.71,5.83,
58.72,5.84,
58.73,5.85,
58.74,5.86,
58.75,5.87,
58.76,5.88,
58.77,5.89,
58.78,5.9,
58.79,5.92,
58.8,5.93,
58.81,5.94,
58.82,5.95,
58.83,5.96,
58.84,5.97,
58.85,5.98,
58.86,5.98,
58.87,5.99,
58.88,5.99,
58.89,5.99,
58.9,5.98,
58.91,5.97,
58.92,5.97,
58.93,5.96,
58.94,5.94,
58.95,5.93,
58.96,5.92,
58.97,5.9,
58.98,5.89,
58.99,5.87,
59,5.86,
59.01,5.84,
59.02,5.83,
59.03,5.82,
59.04,5.81,
59.05,5.79,
59.06,5.78,
59.07,5.76,
59.08,5.74,
59.09,5.73,
59.1,5.71,
59.11,5.69,
59.12,5.67,
59.13,5.65,
59.14,5.63,
59.15,5.61,
59.16,5.6,
59.17,5.58,
59.18,5.56,
59.19,5.54,
59.2,5.52,
59.21,5.5,
59.22,5.48,
59.23,5.46,
59.24,5.44,
59.25,5.42,
59.26,5.4,
59.27,5.38,
59.28,5.36,
59.29,5.34,
59.3,5.32,
59.31,5.3,
59.32,5.28,
59.33,5.27,
59.34,5.25,
59.35,5.23,
59.36,5.22,
59.37,5.21,
59.38,5.19,
59.39,5.18,
59.4,5.17,
59.41,5.17,
59.42,5.16,
59.43,5.16,
59.44,5.16,
59.45,5.16,
59.46,5.16,
59.47,5.16,
59.48,5.17,
59.49,5.19,
59.5,5.21,
59.51,5.23,
59.52,5.25,
59.53,5.27,
59.54,5.3,
59.55,5.32,
59.56,5.35,
59.57,5.38,
59.58,5.4,
59.59,5.43,
59.6,5.45,
59.61,5.48,
59.62,5.5,
59.63,5.53,
59.64,5.56,
59.65,5.59,
59.66,5.61,
59.67,5.64,
59.68,5.67,
59.69,5.69,
59.7,5.71,
59.71,5.73,
59.72,5.75,
59.73,5.77,
59.74,5.79,
59.75,5.81,
59.76,5.83,
59.77,5.84,
59.78,5.86,
59.79,5.87,
59.8,5.88,
59.81,5.89,
59.82,5.91,
59.83,5.92,
59.84,5.93,
59.85,5.93,
59.86,5.94,
59.87,5.94,
59.88,5.94,
59.89,5.94,
59.9,5.93,
59.91,5.93,
59.92,5.92,
59.93,5.92,
59.94,5.91,
59.95,5.9,
59.96,5.89,
59.97,5.87,
59.98,5.86,
59.99,5.85,
60,5.84,
60.01,5.83,
60.02,5.82,
60.03,5.8,
60.04,5.79,
60.05,5.77,
60.06,5.75,
60.07,5.73,
60.08,5.71,
60.09,5.69,
60.1,5.67,
60.11,5.65,
60.12,5.63,
60.13,5.61,
60.14,5.59,
60.15,5.57,
60.16,5.55,
60.17,5.54,
60.18,5.52,
60.19,5.5,
60.2,5.48,
60.21,5.46,
60.22,5.44,
60.23,5.42,
60.24,5.4,
60.25,5.38,
60.26,5.36,
60.27,5.34,
60.28,5.32,
60.29,5.3,
60.3,5.28,
60.31,5.26,
60.32,5.24,
60.33,5.22,
60.34,5.21,
60.35,5.19,
60.36,5.17,
60.37,5.16,
60.38,5.15,
60.39,5.14,
60.4,5.12,
60.41,5.12,
60.42,5.11,
60.43,5.1,
60.44,5.1,
60.45,5.1,
60.46,5.09,
60.47,5.1,
60.48,5.11,
60.49,5.12,
60.5,5.14,
60.51,5.15,
60.52,5.17,
60.53,5.18,
60.54,5.19,
60.55,5.21,
60.56,5.22,
60.57,5.23,
60.58,5.25,
60.59,5.26,
60.6,5.28,
60.61,5.29,
60.62,5.31,
60.63,5.33,
60.64,5.35,
60.65,5.36,
60.66,5.38,
60.67,5.4,
60.68,5.42,
60.69,5.44,
60.7,5.46,
60.71,5.47,
60.72,5.49,
60.73,5.51,
60.74,5.53,
60.75,5.55,
60.76,5.56,
60.77,5.58,
60.78,5.6,
60.79,5.62,
60.8,5.63,
60.81,5.65,
60.82,5.66,
60.83,5.67,
60.84,5.68,
60.85,5.69,
60.86,5.7,
60.87,5.71,
60.88,5.72,
60.89,5.73,
60.9,5.73,
60.91,5.74,
60.92,5.74,
60.93,5.74,
60.94,5.73,
60.95,5.73,
60.96,5.73,
60.97,5.72,
60.98,5.72,
60.99,5.72,
61,5.71,
61.01,5.71,
61.02,5.7,
61.03,5.7,
61.04,5.69,
61.05,5.69,
61.06,5.68,
61.07,5.68,
61.08,5.67,
61.09,5.66,
61.1,5.66,
61.11,5.65,
61.12,5.64,
61.13,5.63,
61.14,5.61,
61.15,5.6,
61.16,5.59,
61.17,5.57,
61.18,5.56,
61.19,5.54,
61.2,5.52,
61.21,5.51,
61.22,5.49,
61.23,5.48,
61.24,5.46,
61.25,5.44,
61.26,5.42,
61.27,5.4,
61.28,5.37,
61.29,5.35,
61.3,5.33,
61.31,5.31,
61.32,5.29,
61.33,5.27,
61.34,5.25,
61.35,5.23,
61.36,5.22,
61.37,5.2,
61.38,5.19,
61.39,5.18,
61.4,5.17,
61.41,5.16,
61.42,5.16,
61.43,5.15,
61.44,5.15,
61.45,5.15,
61.46,5.16,
61.47,5.16,
61.48,5.17,
61.49,5.18,
61.5,5.19,
61.51,5.21,
61.52,5.22,
61.53,5.25,
61.54,5.27,
61.55,5.29,
61.56,5.31,
61.57,5.34,
61.58,5.36,
61.59,5.38,
61.6,5.4,
61.61,5.42,
61.62,5.44,
61.63,5.47,
61.64,5.49,
61.65,5.52,
61.66,5.55,
61.67,5.57,
61.68,5.6,
61.69,5.62,
61.7,5.65,
61.71,5.67,
61.72,5.69,
61.73,5.71,
61.74,5.72,
61.75,5.74,
61.76,5.75,
61.77,5.77,
61.78,5.78,
61.79,5.78,
61.8,5.79,
61.81,5.79,
61.82,5.8,
61.83,5.8,
61.84,5.8,
61.85,5.8,
61.86,5.79,
61.87,5.79,
61.88,5.78,
61.89,5.77,
61.9,5.77,
61.91,5.76,
61.92,5.74,
61.93,5.73,
61.94,5.72,
61.95,5.71,
61.96,5.7,
61.97,5.68,
61.98,5.67,
61.99,5.65,
62,5.63,
62.01,5.61,
62.02,5.6,
62.03,5.58,
62.04,5.56,
62.05,5.54,
62.06,5.52,
62.07,5.5,
62.08,5.48,
62.09,5.47,
62.1,5.45,
62.11,5.43,
62.12,5.42,
62.13,5.4,
62.14,5.39,
62.15,5.37,
62.16,5.36,
62.17,5.35,
62.18,5.34,
62.19,5.33,
62.2,5.32,
62.21,5.31,
62.22,5.3,
62.23,5.29,
62.24,5.28,
62.25,5.28,
62.26,5.27,
62.27,5.26,
62.28,5.26,
62.29,5.25,
62.3,5.25,
62.31,5.25,
62.32,5.25,
62.33,5.25,
62.34,5.25,
62.35,5.26,
62.36,5.26,
62.37,5.27,
62.38,5.29,
62.39,5.3,
62.4,5.32,
62.41,5.33,
62.42,5.35,
62.43,5.37,
62.44,5.39,
62.45,5.41,
62.46,5.43,
